Número da pesquisa,Título,Link da pesquisa,Data,Local,Instituto de pesquisa,contém_religião,método
2211,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2070,09/2004,SANTOS/SP,IBOPE,,
2212,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2071,09/2004,REGISTRO/SP,IBOPE,,
2213,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2072,09/2004,ITAPEVI/SP,IBOPE,,
2214,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2073,09/2004,RIBEIRÃO PRETO/SP,IBOPE,,
2215,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2074,09/2004,ITAPETININGA/SP,IBOPE,,
2216,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2075,09/2004,CAMPINAS/SP,IBOPE,,
2217,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2076,09/2004,PRAIA GRANDE/SP,IBOPE,,
2218,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2077,09/2004,SÃO PAULO/CAP,IBOPE,,
2219,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2078,09/2004,SÃO JOSÉ DO RIO PRETO/SP,IBOPE,,
2220,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2079,09/2004,GUARUJÁ/SP,IBOPE,,
2221,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2080,09/2004,MOGI DAS CRUZES/SP,IBOPE,,
2223,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2081,09/2004,ARARAQUARA/SP,IBOPE,,
2224,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2082,09/2004,RIO CLARO/SP,IBOPE,,
2225,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2083,09/2004,SÃO CARLOS/SP,IBOPE,,
2226,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1352,09/2004,FRANCA/SP,IBOPE,,
2227,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2084,09/2004,BAURU/SP,IBOPE,,
2228,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2085,09/2004,PRESIDENTE PRUDENTE/SP,IBOPE,,
2229,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2086,09/2004,PIRACICABA/SP,IBOPE,,
2230,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICO E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2087,09/2004,BRAGANÇA PAULISTA/SP,IBOPE,,
2231,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2088,09/2004,ASSIS/SP,IBOPE,,
2232,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2089,09/2004,SÃO VICENTE/SP,IBOPE,,
2233,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2090,09/2004,SÃO PAULO/CAP,IBOPE,,
2234,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2091,09/2004,RIO CLARO/SP,IBOPE,,
2235,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2092,09/2004,ITAPETININGA/SP,IBOPE,,
2236,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2093,09/2004,SÃO BERNARDO DO CAMPO/SP,IBOPE,,
2237,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2094,09/2004,GUARUJÁ/SP,IBOPE,,
2238,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2095,09/2004,FRANCA/SP,IBOPE,,
2239,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2096,09/2004,SÃO JOSÉ DO RIO PRETO/SP,IBOPE,,
2240,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2097,09/2004,MOGI DAS CRUZES/SP,IBOPE,,
2241,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2098,09/2004,RIO CLARO/SP,IBOPE,,
2242,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2099,09/2004,SÃO JOSÉ DOS CAMPOS/SP,IBOPE,,
2243,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2100,09/2004,TAUBATÉ/SP,IBOPE,,
2244,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2101,09/2004,RIBEIRÃO PRETO/SP,IBOPE,,
2245,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2102,09/2004,SOROCABA/SP,IBOPE,,
2246,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2103,09/2004,ARARAQUARA/SP,IBOPE,,
2247,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2104,09/2004,GUARULHOS/SP,IBOPE,,
2248,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2105,09/2004,CUBATÃO/SP,IBOPE,,
2249,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2106,09/2004,BAURU/SP,IBOPE,,
2250,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2107,09/2004,MOGI DAS CRUZES/SP,IBOPE,,
2251,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2108,09/2004,PRESIDENTE PRUDENTE/SP,IBOPE,,
2252,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2109,09/2004,PIRACICABA/SP,IBOPE,,
2253,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2110,09/2004,PRAIA GRANDE/SP,IBOPE,,
2254,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2111,09/2004,CAMPINAS/SP,IBOPE,,
2255,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2112,09/2004,SANTOS/SP,IBOPE,,
2256,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2113,09/2004,SÃO CARLOS/SP,IBOPE,,
2257,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2114,10/2004,RIBEIRÃO PRETO/SP,IBOPE,,
2258,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2115,09/2004,SÃO PAULO/CAP,IBOPE,,
2260,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2116,10/2004,MOGI DAS CRUZES/SP,IBOPE,,
2261,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2117,10/2004,PIRACICABA/SP,IBOPE,,
2262,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2118,10/2004,CAMPINAS/SP,IBOPE,,
2263,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2119,10/2004,RIBEIRÃO PRETO/SP,IBOPE,,
2265,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2120,10/2004,BAURU/SP,IBOPE,,
2266,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2121,10/2004,SÃO JOSÉ DO RIO PRETO/SP,IBOPE,,
2267,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2122,10/2004,PIRACICABA/SP,IBOPE,,
2268,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2123,10/2004,BAURU/SP,IBOPE,,
2269,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2124,10/2004,CAMPINAS/SP,IBOPE,,
2270,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2127,10/2004,RIBEIRÃO PRETO/SP,IBOPE,,
2271,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2128,10/2004,SÃO PAULO/CAP,IBOPE,,
2272,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2129,10/2004,SOROCABA/SP,IBOPE,,
2273,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2130,08/2004,PALMAS/TO,IBOPE,,
2274,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2131,09/2004,PALMAS/TO,IBOPE,,
2275,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2132,09/2004,GURUPI/TO,IBOPE,,
2276,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2133,09/2004,ARAGUAÍNA/TO,IBOPE,,
2277,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2134,09/2004,PALMAS/TO,IBOPE,,
2278,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2135,09/2004,VITÓRIA/ES,IBOPE,,
2302,PROJETO GLOBO - PROGNÓSTICO,https://www.cesop.unicamp.br/por/banco_de_dados/v/464,09/2004,SÃO PAULO/CAP,IBOPE,,
2303,DISCRIMINAÇÃO RACIAL E PRECONCEITO DE COR NO BRASIL,https://www.cesop.unicamp.br/por/banco_de_dados/v/2408,09/2003,BRASIL,FPA-FUNDAÇÃO PERSEU ABRAMO,,
2304,PESQUISA DE OPINIÃO SOBRE CAMPANHA,https://www.cesop.unicamp.br/por/banco_de_dados/v/2409,07/2004,BRASIL,IBOPE,,
2305,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2143,02/2005,BRASIL,IBOPE,,
2306,BRASILEIRO E MEIO AMBIENTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/1350,04/2005,BRASIL,IBOPE,,
2307,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2144,01/2005,BRASIL,IBOPE,,
2309,PESQUISA COM USUÁRIOS DE RESTAURANTES POPULARES,https://www.cesop.unicamp.br/por/banco_de_dados/v/1269,05/2005,CAPITAIS (VÁRIAS),IBOPE,,
2310,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2145,01/2005,BRASIL,IBOPE,,
2311,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2146,03/2005,BRASIL,IBOPE,,
2312,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1756,05/2005,BRASIL,IBOPE,,
2313,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2147,08/2005,BRASIL,IBOPE,,
2314,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2410,08/2005,BRASIL,IBOPE,,
2315,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2148,09/2005,BRASIL,IBOPE,,
2316,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2149,10/2005,BRASIL,IBOPE,,
2317,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2150,10/2005,BRASIL,IBOPE,,
2318,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2151,12/2005,BRASIL,IBOPE,,
2320,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2162,07/2005,MATO GROSSO/MT,IBOPE,,
2321,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2152,02/2005,PARANÁ/PR,IBOPE,,
2322,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2153,05/2005,PARANÁ/PR,IBOPE,,
2323,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2154,05/2005,PARANÁ/PR,IBOPE,,
2324,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2155,10/2005,RIO DE JANEIRO/RJ,IBOPE,,
2326,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2156,09/2005,CAMPINAS/SP,IBOPE,,
2327,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1378,12/2005,CAMPINAS/SP,IBOPE,,
2328,PROJETO GLOBAL - PROGNÓSTICO – 2º TURNO,https://www.cesop.unicamp.br/por/banco_de_dados/v/2157,10/2004,SÃO PAULO/CAP,IBOPE,,
2330,DESCONFIANÇA DOS CIDADÃOS NAS INSTITUIÇÕES DEMOCRÁTICAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2320,06/2006,BRASIL,CESOP-NUPPS/USP,,
2331,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1515,08/2006,ACRE/AC,IBOPE,,
2332,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2158,09/2006,ACRE/AC,IBOPE,,
2333,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/151,09/2006,ACRE/AC,IBOPE,,
2334,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1270,08/2006,ALAGOAS/AL,IBOPE,,
2335,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1227,09/2006,ALAGOAS/AL,IBOPE,,
2336,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1217,09/2006,ALAGOAS/AL,IBOPE,,
2337,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1218,08/2006,AMAPÁ/AP,IBOPE,,
2338,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1216,09/2006,AMAPÁ/AP,IBOPE,,
2339,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2141,09/2006,AMAPÁ/AP,IBOPE,,
2340,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1777,08/2006,AMAZONAS/AM,IBOPE,,
2341,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS/ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/2138,09/2006,AMAZONAS/AM,IBOPE,,
2342,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1237,09/2006,AMAZONAS/AM,IBOPE,,
2343,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1755,07/2006,BAHIA/BA,IBOPE,,
2344,INTENÇÃO DE VOTO GOVERNADOR DA BAHIA/ INTENÇÃO DE VOTO SENADOR DA BAHIA/ INTENÇÃO DE VOTO PARA PRESIDENTE/ AVALIAÇÃO GOVERNADOR DA BAHIA,https://www.cesop.unicamp.br/por/banco_de_dados/v/1757,08/2006,BAHIA/BA,IBOPE,,
2345,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1604,09/2006,BAHIA/BA,IBOPE,,
2346,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1587,09/2006,BAHIA/BA,IBOPE,,
2347,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/398,09/2006,BAHIA/BA,IBOPE,,
2348,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/465,05/2006,BRASIL,IBOPE,,
2349,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/463,06/2006,BRASIL,IBOPE,,
2350,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/461,07/2006,BRASIL,IBOPE,,
2351,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/460,07/2006,BRASIL,IBOPE,,
2352,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/280,08/2006,BRASIL,IBOPE,,
2353,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/279,08/2006,BRASIL,IBOPE,,
2354,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/462,08/2006,BRASIL,IBOPE,,
2355,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/945,08/2006,BRASIL,IBOPE,,
2356,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1141,09/2006,BRASIL,IBOPE,,
2357,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1308,09/2006,BRASIL,IBOPE,,
2358,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1245,09/2006,BRASIL,IBOPE,,
2359,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1224,09/2006,BRASIL,IBOPE,,
2360,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1225,09/2006,BRASIL,IBOPE,,
2361,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1552,09/2006,BRASIL,IBOPE,,
2362,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1551,10/2006,BRASIL,IBOPE,,
2363,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1550,10/2006,BRASIL,IBOPE,,
