IDADE,FX_ID,SEXO,p1,p2a,p2b,p2c,p3anos,p3meses,t3,p4,p5anos,p5meses,t5,p6,idaa,idab,idac,idad,idae,idaf,idag,idah,idai,idaj,idak,idal,idam,idan,idao,p6a,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,religiao,cor,escola,rendaf,tipo,pa1,pa2,pa45_2a,pa45_2b,pa45_2c,pa45_2d,pa3,pa4,pa5,pa6,pa7,pa8,pa9,pa10,pa11,pa12,pa13,pa14,pa15,pa16,pa17,pa18,pa19,pa20,pa21,pa22,pa23,pa24,pa25,pa26,pa27,pa28,pa29a,pa29b,pa29c,pa29d,pa29e,pa29f,pa29g,pa29h,pa29i,pa29j,pa29k,pa30a,pa30b,pa30c,pa30d,pa30e,pa30f,pa30g,pa30h,pa31a,pa31b,pa31c,pa31d,pa31e,pa31f,pa31g,pa31h,pa31i,pa31j,pa31k,pa31aa,pa31ab,pa31ac,pa31ad,pa31ae,pa32,pa33,pa34,pa35a,pa35b,pa35c,pa35d,pa35e,pa35f,pa35g,pa35h,pa35i,pa36,pa37,pa38a,pa38b,pa39,pa40,pa41,pa42a,pa42b,pa43,pa44,pa45_1,pa46a,pa46b,regiao,metrop,meso,pesoe,nquest
22.0,1.0,2.0,1.0,,,,3.0,,1.0,,,,,96.0,,,,,,,,,,,,,,,,,95.0,,,2.0,1.0,1.0,1.0,1.0,3.0,99.0,9.0,3.0,4.0,1.0,1.0,1.0,1.0,,,,,4.0,1.0,1.0,1.0,1.0,10.0,2.0,1.0,1.0,96.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,96.0,96.0,96.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,1.0,4.0,,,,,,,,1.0,99.0,996.0,,,,,,,1.0,222.0,,,,1.0,2.0,15.0,1.0186960116424115,2084.0
69.0,5.0,2.0,4.0,5.0,,,,,,2.0,,,,4.0,49.0,47.0,45.0,43.0,41.0,39.0,37.0,35.0,33.0,,,,,,,2.0,,1.0,,5.0,99.0,3.0,1.0,5.0,3.0,99.0,6.0,3.0,1.0,1.0,1.0,4.0,97.0,,,,,3.0,2.0,4.0,2.0,96.0,97.0,96.0,1.0,96.0,96.0,6.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,96.0,96.0,96.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,97.0,97.0,97.0,97.0,97.0,97.0,,,,97.0,97.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,,,97.0,99.0,996.0,,,,,,,96.0,222.0,,,,1.0,2.0,15.0,1.0724104871287128,2085.0
36.0,3.0,2.0,1.0,,,,18.0,,5.0,,,,,3.0,19.0,13.0,8.0,,,,,,,,,,,,,1.0,95.0,,,3.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,,,,,2.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,97.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,96.0,96.0,96.0,2.0,1.0,2.0,3.0,97.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,97.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,,,,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,7.0,,,,,,,,,2.0,2.0,996.0,,,,,,,1.0,222.0,,,,1.0,2.0,15.0,1.023755219493908,2086.0
33.0,2.0,2.0,1.0,,,,14.0,,4.0,,,,,2.0,13.0,10.0,,,,,,,,,,,,,,1.0,95.0,,,5.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,,,,,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,96.0,96.0,96.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,97.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,5.0,6.0,,,,,2.0,99.0,996.0,,,,,,,1.0,222.0,,,,1.0,2.0,15.0,0.9842444977923139,2087.0
50.0,4.0,2.0,1.0,,,,23.0,,5.0,,,,,2.0,18.0,23.0,,,,,,,,,,,,,,1.0,95.0,,,3.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,5.0,3.0,1.0,2.0,2.0,,,,,4.0,1.0,1.0,1.0,1.0,8.0,2.0,3.0,1.0,97.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,96.0,96.0,96.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,97.0,97.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,97.0,,,,,,,,,2.0,4.0,996.0,,,,,,,1.0,222.0,,,,1.0,2.0,15.0,1.0064323693501454,2088.0
63.0,5.0,2.0,1.0,,,,39.0,,6.0,,,,,2.0,34.0,32.0,,,,,,,,,,,,,,2.0,95.0,,,3.0,1.0,3.0,1.0,2.0,2.0,99.0,6.0,2.0,2.0,1.0,1.0,4.0,3.0,,,,,5.0,2.0,4.0,2.0,1.0,9.0,2.0,1.0,96.0,96.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,1.0,97.0,96.0,96.0,96.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,97.0,97.0,2.0,1.0,2.0,1.0,97.0,2.0,1.0,2.0,97.0,,,,,,,,,3.0,99.0,996.0,,,,,,,1.0,222.0,,,,1.0,2.0,15.0,1.0724104871287128,2089.0
24.0,1.0,2.0,1.0,,,,3.0,11.0,2.0,,,,,2.0,2.0,101.0,,,,,,,,,,,,,,1.0,95.0,,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,5.0,1.0,1.0,1.0,2.0,,,,,4.0,2.0,4.0,1.0,1.0,10.0,2.0,1.0,1.0,97.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,5.0,5.0,4.0,4.0,96.0,96.0,96.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,7.0,9.0,,,,,,3.0,4.0,996.0,,,,,,,1.0,222.0,,,,1.0,2.0,15.0,1.0186960116424115,2090.0
41.0,3.0,1.0,1.0,,,,8.0,,3.0,,,,,1.0,7.0,,,,,,,,,,,,,,,1.0,95.0,,,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,97.0,1.0,97.0,2.0,2.0,97.0,97.0,97.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,96.0,2.0,96.0,2.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,3.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,,,2.0,97.0,97.0,97.0,97.0,2.0,2.0,2.0,2.0,,,,,,,,,3.0,4.0,996.0,,5.0,222.0,,,,,,,,,1.0,2.0,15.0,0.9816216528229667,2091.0
58.0,4.0,1.0,2.0,1.0,,,,,,2.0,,,,3.0,25.0,33.0,34.0,,,,,,,,,,,,,2.0,,,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,2.0,1.0,,,,,3.0,2.0,1.0,1.0,4.0,10.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,97.0,97.0,2.0,4.0,96.0,96.0,97.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,,,,,,,,,3.0,3.0,996.0,,1.0,222.0,,,,,,,,,1.0,2.0,15.0,0.9273126857142858,2092.0
31.0,2.0,1.0,1.0,,,,9.0,,3.0,,,,,1.0,12.0,,,,,,,,,,,,,,,1.0,95.0,,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,,,,,2.0,2.0,2.0,1.0,1.0,10.0,2.0,4.0,1.0,97.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,96.0,96.0,96.0,1.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,,,,,,,,,97.0,97.0,97.0,,97.0,997.0,,,,,,,,,1.0,2.0,15.0,0.9305924379888268,2093.0
63.0,5.0,1.0,1.0,,,,40.0,,6.0,,,,,3.0,19.0,29.0,39.0,,,,,,,,,,,,,2.0,95.0,,,2.0,3.0,1.0,1.0,2.0,3.0,2.0,6.0,1.0,5.0,2.0,1.0,2.0,2.0,,,,,2.0,3.0,2.0,1.0,2.0,7.0,2.0,97.0,1.0,97.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,2.0,2.0,96.0,96.0,96.0,2.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,97.0,,,,,,,,,1.0,3.0,996.0,,1.0,222.0,,,,,,,,,1.0,2.0,15.0,0.9282567396226414,2094.0
45.0,4.0,1.0,1.0,,,,22.0,,5.0,,,,,2.0,16.0,19.0,,,,,,,,,,,,,,1.0,95.0,,,3.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,,,,,4.0,1.0,4.0,1.0,1.0,9.0,2.0,1.0,96.0,96.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,96.0,96.0,96.0,1.0,4.0,4.0,97.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,97.0,1.0,97.0,97.0,97.0,97.0,1.0,97.0,,,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,,,,,,,,,3.0,99.0,996.0,,95.0,222.0,,,,,,,,,1.0,2.0,15.0,0.9273126857142858,2095.0
44.0,3.0,1.0,1.0,,,,22.0,,5.0,,,,,2.0,18.0,19.0,,,,,,,,,,,,,,1.0,95.0,,,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,6.0,3.0,1.0,97.0,3.0,,,,,3.0,2.0,2.0,1.0,1.0,8.0,2.0,97.0,97.0,97.0,2.0,1.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,,,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,,,,,,,,,97.0,97.0,97.0,,97.0,997.0,,,,,,,,,1.0,2.0,15.0,0.9816216528229667,2096.0
18.0,1.0,1.0,2.0,2.0,,,,,,1.0,,3.0,1.0,96.0,,,,,,,,,,,,,,,,,,,96.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,4.0,4.0,1.0,1.0,2.0,,,,,1.0,3.0,2.0,3.0,1.0,9.0,2.0,4.0,2.0,96.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,6.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,3.0,2.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,1.0,3.0,,,,,,,,2.0,2.0,996.0,,1.0,222.0,,,,,,,,,1.0,2.0,15.0,0.935723511747851,2097.0
29.0,2.0,1.0,1.0,,,,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,95.0,,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,9.0,3.0,5.0,2.0,1.0,1.0,2.0,,,,,1.0,2.0,2.0,1.0,1.0,10.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,3.0,2.0,99.0,,1.0,222.0,,,,,,,,,1.0,2.0,15.0,0.9305924379888268,2098.0
18.0,1.0,1.0,2.0,2.0,,,,,,2.0,,,,96.0,,,,,,,,,,,,,,,,,,,96.0,3.0,1.0,1.0,2.0,,,1.0,1.0,3.0,5.0,2.0,2.0,2.0,1.0,3.0,5.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,96.0,96.0,,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,99.0,,,1.0,,,,,,,,,,1.0,2.0,15.0,0.935723511747851,2099.0
69.0,5.0,1.0,1.0,,,,40.0,,6.0,,,,,4.0,38.0,40.0,41.0,42.0,43.0,44.0,,,,,,,,,,2.0,95.0,,,3.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,3.0,1.0,3.0,1.0,1.0,0.5,2.0,3.0,96.0,96.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,2.0,96.0,96.0,96.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,3.0,3.0,996.0,,1.0,222.0,,,,,,,,,1.0,2.0,15.0,0.9282567396226414,2100.0
26.0,2.0,2.0,1.0,,,,8.0,2.0,3.0,,,,,1.0,5.0,,,,,,,,,,,,,,,1.0,95.0,,,4.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,,,,,3.0,3.0,4.0,2.0,1.0,9.0,2.0,1.0,97.0,97.0,2.0,1.0,2.0,2.0,2.0,97.0,1.0,3.0,97.0,97.0,4.0,97.0,96.0,96.0,97.0,1.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,3.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,2.0,97.0,97.0,97.0,97.0,97.0,,,,97.0,97.0,97.0,97.0,97.0,1.0,97.0,2.0,97.0,1.0,97.0,,,,,,,,,97.0,97.0,97.0,,,,,,,1.0,997.0,,,,1.0,2.0,15.0,0.9842444977923139,2101.0
63.0,5.0,2.0,3.0,5.0,,,,,,2.0,,,,96.0,,,,,,,,,,,,,,,,,,1.0,,5.0,3.0,3.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,,,,,4.0,3.0,4.0,2.0,96.0,0.5,96.0,1.0,96.0,96.0,6.0,3.0,4.0,2.0,1.0,2.0,1.0,5.0,5.0,5.0,2.0,4.0,96.0,96.0,96.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,3.0,,,,,,,,3.0,2.0,996.0,,,,,,,97.0,222.0,,,,1.0,2.0,15.0,1.0724104871287128,2102.0
44.0,3.0,2.0,1.0,,,,4.0,,2.0,,,,,4.0,25.0,24.0,22.0,16.0,15.0,,,,,,,,,,,1.0,2.0,,,4.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,97.0,97.0,,,,,3.0,2.0,97.0,97.0,97.0,10.0,2.0,2.0,1.0,97.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,96.0,96.0,96.0,2.0,4.0,4.0,4.0,3.0,3.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,,,,97.0,97.0,97.0,97.0,97.0,97.0,97.0,2.0,2.0,2.0,3.0,,,,,,,,,2.0,97.0,996.0,,,,,,,1.0,222.0,,,,1.0,2.0,15.0,1.023755219493908,2103.0
59.0,4.0,2.0,4.0,5.0,,,,,,2.0,,,,4.0,30.0,29.0,26.0,23.0,31.0,19.0,,,,,,,,,,1.0,,1.0,,5.0,1.0,1.0,1.0,3.0,3.0,2.0,6.0,3.0,1.0,1.0,1.0,4.0,1.0,,,,,1.0,2.0,1.0,1.0,96.0,96.0,96.0,2.0,96.0,96.0,6.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,5.0,2.0,2.0,96.0,96.0,96.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,2.0,99.0,99.0,,,,,,,96.0,222.0,,,,1.0,2.0,15.0,1.0064323693501454,2104.0
22.0,1.0,2.0,1.0,,,,3.0,7.0,2.0,,,,,96.0,,,,,,,,,,,,,,,,,95.0,,,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,,,,,3.0,3.0,1.0,1.0,1.0,10.0,2.0,1.0,96.0,96.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,3.0,96.0,96.0,96.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,1.0,97.0,97.0,97.0,97.0,97.0,,,,97.0,97.0,97.0,97.0,97.0,97.0,2.0,2.0,1.0,,97.0,,,,,,,,,1.0,97.0,97.0,,,,,,,97.0,997.0,,,,1.0,2.0,15.0,1.0186960116424115,2105.0
71.0,5.0,2.0,3.0,5.0,,,,,,2.0,,,,3.0,43.0,38.0,35.0,,,,,,,,,,,,,1.0,,1.0,,5.0,2.0,1.0,1.0,3.0,3.0,99.0,6.0,3.0,2.0,1.0,1.0,4.0,4.0,,,,,4.0,4.0,4.0,2.0,96.0,0.5,2.0,1.0,96.0,96.0,97.0,97.0,4.0,97.0,97.0,97.0,97.0,5.0,5.0,5.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,,,,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,,,,,,,,,97.0,97.0,97.0,,,,,,,97.0,997.0,,,,1.0,2.0,15.0,1.0724104871287128,2106.0
18.0,1.0,2.0,2.0,2.0,,,,,,1.0,,8.0,2.0,96.0,,,,,,,,,,,,,,,,,,,96.0,2.0,2.0,3.0,2.0,,,1.0,8.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,5.0,,,,,,,,,,,,,,,,,2.0,,,,,,,97.0,96.0,,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,8.0,,,,,,,,2.0,,,,,,,,,,,,,1.0,2.0,15.0,1.0186960116424115,2107.0
27.0,2.0,2.0,1.0,,,,,3.0,1.0,,,,,96.0,,,,,,,,,,,,,,,,,95.0,,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,8.0,2.0,6.0,2.0,1.0,2.0,2.0,,,,,3.0,3.0,1.0,3.0,1.0,9.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,96.0,96.0,96.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,97.0,97.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,8.0,,,,,,,,,3.0,99.0,996.0,,,,,,,1.0,222.0,,,,1.0,2.0,15.0,0.9842444977923139,2108.0
47.0,4.0,2.0,1.0,,,,1.0,,1.0,,,,,2.0,17.0,14.0,,,,,,,,,,,,,,1.0,95.0,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,3.0,3.0,3.0,1.0,3.0,2.0,,,,,3.0,3.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,96.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,96.0,96.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,97.0,97.0,4.0,,,,,,,,,2.0,3.0,996.0,,,,,,,2.0,222.0,,,,1.0,2.0,15.0,1.0064323693501454,2110.0
64.0,5.0,1.0,1.0,,,,36.0,,6.0,,,,,4.0,20.0,22.0,24.0,26.0,34.0,,,,,,,,,,,1.0,2.0,,,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,,,,,2.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,96.0,96.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,96.0,96.0,96.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,8.0,,,,,,,,2.0,3.0,996.0,,1.0,222.0,,,,,,,,,1.0,2.0,15.0,0.9282567396226414,2111.0
28.0,2.0,1.0,1.0,,,,97.0,,,,,,,1.0,5.0,,,,,,,,,,,,,,,1.0,95.0,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,97.0,1.0,2.0,2.0,,,,,2.0,2.0,2.0,1.0,1.0,6.0,2.0,3.0,1.0,97.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,5.0,6.0,8.0,,,,,2.0,99.0,996.0,,2.0,222.0,,,,,,,,,1.0,2.0,15.0,0.9305924379888268,2112.0
22.0,1.0,1.0,2.0,2.0,,,,,,1.0,3.0,,4.0,96.0,,,,,,,,,,,,,,,,,,,96.0,3.0,2.0,2.0,2.0,,,2.0,2.0,3.0,6.0,97.0,2.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,96.0,96.0,,1.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,3.0,7.0,,,,,,,,1.0,,,2.0,,,,,,,,,,1.0,2.0,15.0,0.935723511747851,2113.0
44.0,3.0,1.0,1.0,,,,6.0,6.0,3.0,,,,,4.0,1.0,1.0,4.0,5.0,,,,,,,,,,,,1.0,3.0,,,3.0,1.0,1.0,1.0,3.0,2.0,2.0,6.0,5.0,2.0,97.0,1.0,1.0,1.0,,,,,2.0,2.0,3.0,1.0,2.0,8.0,1.0,97.0,2.0,96.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,96.0,96.0,96.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,,2.0,4.0,1.0,,2.0,222.0,,,,,,,,,1.0,2.0,15.0,0.9816216528229667,2114.0
48.0,4.0,1.0,1.0,,,,23.0,,5.0,,,,,1.0,22.0,,,,,,,,,,,,,,,2.0,95.0,,,3.0,3.0,1.0,1.0,2.0,1.0,98.0,6.0,1.0,2.0,99.0,1.0,1.0,1.0,,,,,3.0,1.0,3.0,1.0,1.0,10.0,2.0,4.0,96.0,96.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,97.0,4.0,4.0,2.0,3.0,96.0,96.0,96.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,97.0,,,,,,,,,3.0,3.0,98.0,,1.0,222.0,,,,,,,,,1.0,2.0,15.0,0.9273126857142858,2115.0
