IDADE,FX_ID,SEXO,EL01,VP01,VP02,VP03,VP04,VP05,CONF01A,CONF01B,CONF01C,CONF01D,CONF01E,STF01,CN01,CC01A,CC01B,CC01C,CC01D,CC01E,CC01F,TE01,VA01_1,VA01_2,VA01_3,RACA,RELIGIAO,CLASSE,REND1,REND2,ALFABETIZACAO,ESCOLARIDADE,OCUPACAO,REGIAO,TIPO_COLETA,FATOR_POND,DATA_ENTREVISTA,TELEFONE_FIXO,FILTRO1,FILTRO2,ID,Nquest
20.0,2.0,2.0,4.0,2.0,,2.0,,,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,3.0,3.0,,1.0,2.0,4.0,3.0,2.0,5.0,98.0,5.0,1.0,14.0,2.0,1.0,1.0,1.216129,2021-09-19,1.0,1.0,1.0,157289111.0,246.0
16.0,1.0,2.0,2.0,4.0,4.0,,,,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,9.0,11.0,7.0,3.0,18.0,6.0,6.0,3.0,1.0,12.0,2.0,1.0,1.0,0.412,2021-09-19,2.0,2.0,,157289215.0,247.0
19.0,2.0,2.0,2.0,4.0,4.0,,,,2.0,99.0,99.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,,8.0,7.0,2.0,3.0,18.0,5.0,98.0,6.0,1.0,11.0,2.0,1.0,1.0,1.216129,2021-09-19,2.0,1.0,1.0,157289335.0,248.0
17.0,1.0,1.0,4.0,4.0,4.0,,,,3.0,1.0,3.0,1.0,3.0,4.0,2.0,1.0,1.0,4.0,4.0,1.0,3.0,2.0,8.0,12.0,11.0,1.0,6.0,2.0,4.0,4.0,1.0,12.0,1.0,4.0,1.0,0.412,2021-09-19,2.0,2.0,,157289373.0,249.0
30.0,3.0,2.0,2.0,2.0,,2.0,,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,,3.0,5.0,8.0,3.0,1.0,5.0,6.0,5.0,1.0,9.0,2.0,5.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157289392.0,250.0
32.0,3.0,1.0,1.0,2.0,,2.0,,,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,4.0,1.0,4.0,,5.0,9.0,12.0,1.0,1.0,5.0,99.0,99.0,1.0,16.0,1.0,3.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157289407.0,251.0
27.0,3.0,1.0,3.0,2.0,,1.0,2.0,,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,,15.0,11.0,10.0,3.0,1.0,4.0,5.0,4.0,1.0,14.0,1.0,3.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157289501.0,252.0
22.0,2.0,2.0,2.0,1.0,,,,,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,3.0,,4.0,11.0,10.0,3.0,19.0,5.0,98.0,4.0,1.0,14.0,2.0,3.0,1.0,1.216129,2021-09-19,2.0,1.0,1.0,157289502.0,253.0
23.0,2.0,1.0,3.0,1.0,,,,,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,15.0,14.0,10.0,1.0,20.0,1.0,5.0,2.0,1.0,14.0,1.0,3.0,1.0,1.216129,2021-09-19,2.0,1.0,1.0,157289503.0,254.0
17.0,1.0,1.0,2.0,4.0,4.0,,,,2.0,99.0,99.0,99.0,3.0,4.0,2.0,4.0,1.0,1.0,99.0,99.0,1.0,3.0,4.0,9.0,6.0,2.0,1.0,4.0,98.0,6.0,1.0,11.0,2.0,3.0,1.0,0.412,2021-09-19,2.0,2.0,,157289506.0,255.0
29.0,3.0,1.0,4.0,1.0,,,,,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,,9.0,1.0,2.0,3.0,1.0,6.0,6.0,5.0,1.0,12.0,2.0,1.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157289512.0,256.0
34.0,3.0,1.0,3.0,3.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,,4.0,13.0,5.0,3.0,3.0,5.0,6.0,5.0,1.0,7.0,1.0,2.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157289546.0,257.0
18.0,2.0,1.0,1.0,4.0,4.0,,,,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,5.0,6.0,5.0,1.0,12.0,1.0,4.0,1.0,1.216129,2021-09-19,2.0,2.0,,157289601.0,258.0
34.0,3.0,2.0,2.0,1.0,,,,,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,5.0,4.0,4.0,4.0,1.0,,15.0,9.0,14.0,2.0,10.0,4.0,6.0,5.0,1.0,11.0,2.0,3.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157289643.0,259.0
25.0,3.0,2.0,1.0,2.0,,2.0,,,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,,9.0,12.0,10.0,3.0,9.0,5.0,6.0,6.0,1.0,14.0,1.0,5.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157289772.0,260.0
24.0,2.0,2.0,3.0,2.0,,1.0,4.0,,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,,2.0,5.0,11.0,3.0,2.0,5.0,6.0,6.0,1.0,11.0,2.0,3.0,1.0,1.216129,2021-09-19,2.0,1.0,1.0,157290207.0,261.0
17.0,1.0,2.0,2.0,4.0,4.0,,,,2.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,10.0,1.0,19.0,5.0,98.0,4.0,1.0,12.0,2.0,1.0,1.0,0.412,2021-09-19,2.0,2.0,,157290245.0,262.0
28.0,3.0,1.0,2.0,1.0,,,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,99.0,2.0,2.0,,9.0,4.0,10.0,1.0,20.0,4.0,5.0,4.0,1.0,14.0,1.0,4.0,1.0,1.1785714,2021-09-19,1.0,1.0,1.0,157290259.0,263.0
21.0,2.0,1.0,1.0,2.0,,2.0,,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,6.0,4.0,6.0,4.0,1.0,12.0,1.0,4.0,1.0,1.216129,2021-09-19,1.0,1.0,1.0,157290302.0,264.0
22.0,2.0,1.0,2.0,4.0,3.0,,,,2.0,3.0,2.0,3.0,2.0,4.0,4.0,99.0,3.0,1.0,4.0,1.0,2.0,,1.0,2.0,4.0,2.0,1.0,6.0,6.0,5.0,1.0,10.0,1.0,2.0,1.0,1.216129,2021-09-19,2.0,1.0,1.0,157290376.0,265.0
16.0,1.0,1.0,4.0,4.0,4.0,,,,2.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,1.0,99.0,,3.0,1.0,6.0,98.0,99.0,1.0,11.0,2.0,2.0,1.0,0.412,2021-09-19,2.0,2.0,,157290377.0,266.0
17.0,1.0,2.0,2.0,4.0,4.0,,,,3.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,9.0,3.0,1.0,5.0,6.0,5.0,1.0,13.0,1.0,2.0,1.0,0.412,2021-09-19,2.0,2.0,,157290378.0,267.0
23.0,2.0,1.0,2.0,99.0,,,,,2.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,99.0,99.0,99.0,,15.0,9.0,12.0,3.0,11.0,5.0,98.0,6.0,1.0,14.0,2.0,3.0,1.0,1.216129,2021-09-19,2.0,1.0,1.0,157290400.0,268.0
34.0,3.0,1.0,2.0,3.0,,,,2.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,,2.0,5.0,15.0,3.0,20.0,4.0,6.0,5.0,1.0,11.0,1.0,3.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157290466.0,269.0
30.0,3.0,2.0,2.0,1.0,,,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,,10.0,11.0,9.0,2.0,18.0,2.0,5.0,3.0,1.0,15.0,1.0,3.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157290483.0,270.0
33.0,3.0,1.0,2.0,2.0,,2.0,,,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,,9.0,2.0,5.0,1.0,20.0,4.0,5.0,4.0,1.0,14.0,1.0,3.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157290536.0,271.0
26.0,3.0,1.0,1.0,2.0,,1.0,2.0,,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,,4.0,3.0,13.0,3.0,1.0,4.0,5.0,4.0,1.0,14.0,1.0,1.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157290654.0,272.0
17.0,1.0,2.0,4.0,4.0,4.0,,,,99.0,3.0,99.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,4.0,2.0,15.0,1.0,1.0,3.0,98.0,2.0,1.0,13.0,2.0,3.0,1.0,0.412,2021-09-19,2.0,1.0,1.0,157290661.0,273.0
20.0,2.0,1.0,1.0,4.0,1.0,,,,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,5.0,4.0,4.0,1.0,4.0,,1.0,2.0,4.0,2.0,19.0,3.0,98.0,99.0,1.0,12.0,1.0,3.0,1.0,1.216129,2021-09-19,2.0,1.0,1.0,157290662.0,274.0
31.0,3.0,1.0,2.0,1.0,,,,,2.0,99.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,,15.0,9.0,10.0,2.0,6.0,6.0,6.0,6.0,1.0,14.0,1.0,1.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157290817.0,275.0
19.0,2.0,1.0,4.0,4.0,4.0,,,,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,,15.0,1.0,9.0,2.0,1.0,3.0,98.0,3.0,1.0,11.0,2.0,5.0,1.0,1.216129,2021-09-19,2.0,1.0,1.0,157290829.0,276.0
16.0,1.0,1.0,1.0,4.0,4.0,,,,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,7.0,1.0,6.0,6.0,98.0,5.0,1.0,9.0,2.0,4.0,1.0,0.412,2021-09-19,2.0,2.0,,157290855.0,277.0
16.0,1.0,1.0,1.0,4.0,4.0,,,,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,5.0,9.0,3.0,10.0,5.0,99.0,99.0,1.0,12.0,2.0,1.0,1.0,0.412,2021-09-19,2.0,2.0,,157290900.0,278.0
30.0,3.0,2.0,2.0,1.0,,,,,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,,2.0,9.0,1.0,3.0,19.0,4.0,5.0,5.0,1.0,15.0,1.0,5.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157291006.0,279.0
25.0,3.0,1.0,2.0,1.0,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,,11.0,5.0,14.0,3.0,20.0,1.0,4.0,2.0,1.0,16.0,1.0,3.0,1.0,1.1785714,2021-09-19,1.0,1.0,1.0,157291071.0,280.0
24.0,2.0,2.0,4.0,4.0,3.0,,,,3.0,3.0,1.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,,1.0,15.0,12.0,3.0,1.0,6.0,6.0,5.0,1.0,11.0,1.0,3.0,1.0,1.216129,2021-09-19,1.0,1.0,1.0,157291075.0,281.0
17.0,1.0,1.0,1.0,4.0,4.0,,,,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,11.0,10.0,2.0,1.0,6.0,98.0,5.0,1.0,7.0,2.0,5.0,1.0,0.412,2021-09-19,2.0,1.0,1.0,157291149.0,282.0
16.0,1.0,1.0,4.0,4.0,4.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,7.0,9.0,3.0,8.0,3.0,99.0,6.0,98.0,5.0,1.0,11.0,2.0,2.0,1.0,0.412,2021-09-19,2.0,2.0,,157291193.0,283.0
20.0,2.0,1.0,1.0,2.0,,2.0,,,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,1.0,4.0,,2.0,5.0,7.0,2.0,5.0,5.0,6.0,6.0,1.0,15.0,1.0,1.0,1.0,1.216129,2021-09-19,1.0,1.0,1.0,157291328.0,284.0
29.0,3.0,1.0,1.0,2.0,,2.0,,,99.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,5.0,1.0,5.0,2.0,,2.0,1.0,14.0,1.0,1.0,2.0,5.0,5.0,1.0,12.0,1.0,4.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157291350.0,285.0
25.0,3.0,1.0,2.0,2.0,,1.0,4.0,,2.0,2.0,99.0,2.0,2.0,2.0,2.0,5.0,3.0,1.0,1.0,3.0,1.0,,9.0,4.0,2.0,3.0,1.0,4.0,4.0,4.0,1.0,11.0,1.0,4.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157291351.0,286.0
34.0,3.0,1.0,2.0,2.0,,1.0,4.0,,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,5.0,9.0,3.0,1.0,2.0,4.0,4.0,1.0,16.0,1.0,4.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157291352.0,287.0
34.0,3.0,1.0,2.0,1.0,,,,,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,5.0,3.0,1.0,2.0,3.0,3.0,1.0,16.0,1.0,4.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157291353.0,288.0
26.0,3.0,1.0,1.0,2.0,,2.0,,,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0,,15.0,8.0,1.0,3.0,11.0,6.0,5.0,4.0,1.0,14.0,1.0,1.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157291559.0,289.0
24.0,2.0,2.0,2.0,1.0,,,,,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,9.0,2.0,15.0,1.0,16.0,3.0,6.0,5.0,1.0,15.0,1.0,3.0,1.0,1.216129,2021-09-19,1.0,1.0,1.0,157291664.0,290.0
28.0,3.0,2.0,2.0,1.0,,,,,3.0,3.0,3.0,99.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,,9.0,2.0,5.0,2.0,1.0,6.0,6.0,6.0,1.0,13.0,1.0,3.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157291665.0,291.0
16.0,1.0,2.0,2.0,4.0,4.0,,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,9.0,2.0,13.0,2.0,19.0,3.0,98.0,6.0,1.0,12.0,2.0,3.0,1.0,0.412,2021-09-19,1.0,2.0,,157291666.0,292.0
31.0,3.0,1.0,2.0,2.0,,2.0,,,2.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,,5.0,4.0,12.0,5.0,1.0,5.0,6.0,6.0,1.0,12.0,1.0,3.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157291667.0,293.0
21.0,2.0,1.0,2.0,3.0,,,,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,,15.0,1.0,10.0,1.0,11.0,3.0,6.0,4.0,1.0,12.0,1.0,3.0,1.0,1.216129,2021-09-19,2.0,1.0,1.0,157291734.0,294.0
34.0,3.0,1.0,2.0,1.0,,,,,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,,3.0,9.0,7.0,3.0,20.0,3.0,5.0,4.0,1.0,14.0,1.0,2.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157291735.0,295.0
34.0,3.0,2.0,1.0,2.0,,2.0,,,1.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,5.0,,11.0,10.0,13.0,1.0,2.0,4.0,5.0,4.0,1.0,14.0,1.0,1.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157291775.0,296.0
31.0,3.0,1.0,3.0,1.0,,,,,2.0,2.0,2.0,2.0,99.0,1.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,,11.0,15.0,3.0,3.0,6.0,6.0,6.0,6.0,1.0,9.0,1.0,1.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157291895.0,297.0
17.0,1.0,1.0,1.0,4.0,4.0,,,,2.0,99.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,5.0,3.0,11.0,4.0,98.0,99.0,1.0,13.0,2.0,1.0,1.0,0.412,2021-09-19,2.0,2.0,,157292068.0,298.0
16.0,1.0,1.0,2.0,4.0,4.0,,,,2.0,2.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,,4.0,3.0,5.0,2.0,10.0,3.0,98.0,6.0,1.0,11.0,2.0,3.0,1.0,0.412,2021-09-19,2.0,1.0,1.0,157292075.0,299.0
22.0,2.0,1.0,4.0,3.0,,,,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,4.0,99.0,1.0,4.0,,5.0,7.0,10.0,3.0,18.0,4.0,5.0,5.0,1.0,14.0,1.0,3.0,1.0,1.216129,2021-09-19,2.0,1.0,1.0,157292104.0,300.0
34.0,3.0,2.0,2.0,3.0,,,,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,5.0,2.0,4.0,1.0,11.0,3.0,4.0,3.0,1.0,16.0,1.0,3.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157292428.0,301.0
18.0,2.0,1.0,99.0,4.0,4.0,,,,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,10.0,9.0,5.0,3.0,2.0,4.0,98.0,4.0,1.0,13.0,2.0,1.0,1.0,1.216129,2021-09-19,2.0,2.0,,157292656.0,302.0
27.0,3.0,2.0,1.0,2.0,,2.0,,,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,,2.0,4.0,5.0,3.0,1.0,4.0,6.0,4.0,1.0,14.0,1.0,3.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157292661.0,303.0
24.0,2.0,2.0,2.0,1.0,,,,,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,,10.0,8.0,9.0,3.0,19.0,4.0,5.0,4.0,1.0,15.0,1.0,3.0,1.0,1.216129,2021-09-18,2.0,1.0,1.0,157292783.0,304.0
25.0,3.0,1.0,2.0,1.0,,,,,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,,4.0,5.0,2.0,3.0,1.0,3.0,4.0,3.0,1.0,15.0,1.0,3.0,1.0,1.1785714,2021-09-18,2.0,1.0,1.0,157292784.0,305.0
30.0,3.0,1.0,2.0,1.0,,,,,2.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,4.0,99.0,3.0,3.0,,11.0,9.0,2.0,2.0,5.0,4.0,5.0,4.0,1.0,11.0,1.0,3.0,1.0,1.1785714,2021-09-18,2.0,1.0,1.0,157292785.0,306.0
24.0,2.0,2.0,2.0,1.0,,,,,3.0,99.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,,4.0,7.0,2.0,3.0,1.0,5.0,5.0,4.0,1.0,10.0,1.0,3.0,1.0,1.216129,2021-09-19,2.0,1.0,1.0,157292786.0,307.0
16.0,1.0,1.0,4.0,4.0,4.0,,,,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,9.0,14.0,2.0,10.0,3.0,98.0,5.0,1.0,11.0,2.0,3.0,1.0,0.412,2021-09-19,2.0,2.0,,157292870.0,308.0
34.0,3.0,1.0,1.0,2.0,,2.0,,,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,5.0,9.0,10.0,3.0,1.0,4.0,5.0,5.0,1.0,14.0,1.0,4.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157292929.0,309.0
25.0,3.0,2.0,99.0,2.0,,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,,2.0,11.0,10.0,1.0,2.0,4.0,6.0,5.0,1.0,14.0,2.0,4.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157292931.0,310.0
19.0,2.0,1.0,2.0,3.0,,,,2.0,99.0,2.0,3.0,1.0,3.0,99.0,2.0,2.0,1.0,99.0,2.0,3.0,5.0,,11.0,14.0,5.0,3.0,20.0,4.0,5.0,3.0,1.0,14.0,1.0,4.0,1.0,1.216129,2021-09-19,2.0,1.0,1.0,157292933.0,311.0
22.0,2.0,1.0,3.0,3.0,,,,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,,2.0,4.0,9.0,3.0,6.0,4.0,5.0,4.0,1.0,15.0,1.0,3.0,1.0,1.216129,2021-09-19,2.0,1.0,1.0,157293098.0,312.0
33.0,3.0,1.0,4.0,3.0,,,,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,,2.0,1.0,4.0,3.0,2.0,6.0,6.0,6.0,1.0,7.0,2.0,3.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157293181.0,313.0
34.0,3.0,1.0,4.0,2.0,,2.0,,,3.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,,4.0,15.0,13.0,1.0,19.0,2.0,5.0,4.0,1.0,14.0,1.0,3.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157293183.0,314.0
21.0,2.0,2.0,2.0,1.0,,,,,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,9.0,2.0,5.0,3.0,19.0,3.0,6.0,99.0,1.0,10.0,1.0,3.0,1.0,1.216129,2021-09-19,2.0,1.0,1.0,157293184.0,315.0
33.0,3.0,2.0,4.0,3.0,,,,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,,9.0,2.0,5.0,3.0,11.0,4.0,4.0,4.0,1.0,15.0,1.0,3.0,1.0,1.1785714,2021-09-19,1.0,1.0,1.0,157293200.0,316.0
34.0,3.0,1.0,3.0,1.0,,,,,99.0,2.0,99.0,99.0,99.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,,15.0,3.0,8.0,3.0,1.0,6.0,6.0,6.0,1.0,8.0,1.0,1.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157293239.0,317.0
16.0,1.0,2.0,2.0,4.0,4.0,,,,2.0,3.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,6.0,3.0,5.0,3.0,98.0,99.0,1.0,11.0,2.0,3.0,1.0,0.412,2021-09-19,2.0,2.0,,157293284.0,318.0
31.0,3.0,2.0,4.0,1.0,,,,,2.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,,15.0,4.0,2.0,3.0,1.0,5.0,5.0,5.0,1.0,14.0,2.0,2.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157293314.0,319.0
25.0,3.0,1.0,1.0,2.0,,2.0,,,1.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,,15.0,12.0,4.0,2.0,99.0,4.0,6.0,4.0,1.0,15.0,1.0,3.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157293552.0,320.0
33.0,3.0,2.0,1.0,2.0,,2.0,,,2.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,,2.0,14.0,3.0,2.0,19.0,4.0,98.0,4.0,1.0,16.0,2.0,3.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157293577.0,321.0
34.0,3.0,2.0,1.0,2.0,,2.0,,,2.0,2.0,2.0,99.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,,5.0,14.0,11.0,3.0,1.0,3.0,6.0,3.0,1.0,14.0,1.0,4.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157293602.0,322.0
33.0,3.0,2.0,2.0,2.0,,2.0,,,2.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,,4.0,7.0,2.0,2.0,1.0,5.0,6.0,6.0,1.0,8.0,1.0,1.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157293614.0,323.0
28.0,3.0,1.0,2.0,1.0,,,,,3.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,,1.0,14.0,2.0,3.0,99.0,6.0,5.0,4.0,1.0,12.0,1.0,4.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157293770.0,324.0
18.0,2.0,1.0,2.0,4.0,4.0,,,,3.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,5.0,4.0,1.0,14.0,1.0,1.0,1.0,1.216129,2021-09-19,2.0,2.0,,157293954.0,325.0
16.0,1.0,1.0,1.0,4.0,4.0,,,,2.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,13.0,1.0,2.0,5.0,6.0,5.0,1.0,11.0,2.0,3.0,1.0,0.412,2021-09-19,2.0,2.0,,157293974.0,326.0
17.0,1.0,1.0,1.0,4.0,4.0,,,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,,9.0,2.0,5.0,2.0,10.0,5.0,6.0,5.0,1.0,11.0,2.0,3.0,1.0,0.412,2021-09-19,2.0,1.0,1.0,157294040.0,327.0
17.0,1.0,1.0,2.0,4.0,4.0,,,,3.0,99.0,99.0,99.0,99.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,,9.0,4.0,6.0,3.0,1.0,6.0,6.0,6.0,1.0,11.0,1.0,2.0,1.0,0.412,2021-09-19,2.0,1.0,1.0,157294041.0,328.0
