IDADE,FX_ID,SEXO,EL01,VP01,VP02,VP03,VP04,VP05,CONF01A,CONF01B,CONF01C,CONF01D,CONF01E,STF01,CN01,CC01A,CC01B,CC01C,CC01D,CC01E,CC01F,TE01,VA01_1,VA01_2,VA01_3,RACA,RELIGIAO,CLASSE,REND1,REND2,ALFABETIZACAO,ESCOLARIDADE,OCUPACAO,REGIAO,TIPO_COLETA,FATOR_POND,DATA_ENTREVISTA,TELEFONE_FIXO,FILTRO1,FILTRO2,ID,Nquest
23.0,2.0,2.0,2.0,1.0,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,,14.0,10.0,1.0,1.0,19.0,4.0,5.0,4.0,1.0,16.0,1.0,3.0,1.0,1.216129,2021-09-19,2.0,1.0,1.0,157304436.0,505.0
22.0,2.0,1.0,1.0,2.0,,2.0,,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,,9.0,13.0,5.0,3.0,3.0,4.0,4.0,4.0,1.0,12.0,1.0,4.0,1.0,1.216129,2021-09-19,2.0,1.0,1.0,157304985.0,506.0
17.0,1.0,2.0,4.0,4.0,3.0,,,,1.0,2.0,99.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,,9.0,2.0,5.0,3.0,1.0,2.0,98.0,4.0,1.0,14.0,2.0,4.0,1.0,0.412,2021-09-19,2.0,1.0,1.0,157304986.0,507.0
20.0,2.0,2.0,4.0,3.0,,,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,,9.0,2.0,5.0,3.0,3.0,4.0,98.0,4.0,1.0,13.0,2.0,4.0,1.0,1.216129,2021-09-19,2.0,1.0,1.0,157304987.0,508.0
23.0,2.0,1.0,1.0,2.0,,2.0,,,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,,5.0,2.0,4.0,3.0,1.0,3.0,5.0,4.0,1.0,14.0,1.0,4.0,1.0,1.216129,2021-09-19,2.0,1.0,1.0,157304988.0,509.0
19.0,2.0,2.0,4.0,3.0,,,,2.0,1.0,99.0,1.0,99.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,,2.0,4.0,10.0,3.0,3.0,2.0,5.0,99.0,1.0,14.0,1.0,4.0,1.0,1.216129,2021-09-19,2.0,1.0,1.0,157304989.0,510.0
18.0,2.0,1.0,2.0,2.0,,1.0,1.0,,99.0,99.0,1.0,99.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,2.0,4.0,,9.0,13.0,4.0,3.0,1.0,1.0,6.0,5.0,1.0,14.0,1.0,4.0,1.0,1.216129,2021-09-19,2.0,1.0,1.0,157304990.0,511.0
24.0,2.0,1.0,2.0,3.0,,,,1.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,,2.0,5.0,8.0,3.0,1.0,1.0,3.0,3.0,1.0,16.0,1.0,3.0,1.0,1.216129,2021-09-19,2.0,1.0,1.0,157305123.0,512.0
29.0,3.0,1.0,2.0,3.0,,,,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,2.0,2.0,4.0,2.0,2.0,,2.0,4.0,5.0,3.0,1.0,4.0,5.0,4.0,1.0,11.0,1.0,2.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157305330.0,513.0
26.0,3.0,1.0,4.0,2.0,,2.0,,,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,3.0,3.0,3.0,5.0,5.0,4.0,1.0,12.0,1.0,2.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157305331.0,514.0
22.0,2.0,1.0,2.0,4.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,,2.0,4.0,5.0,3.0,19.0,5.0,5.0,4.0,1.0,14.0,1.0,2.0,1.0,1.216129,2021-09-19,1.0,1.0,1.0,157305332.0,515.0
26.0,3.0,1.0,4.0,2.0,,1.0,4.0,,3.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,4.0,4.0,99.0,99.0,,99.0,,,3.0,3.0,2.0,4.0,3.0,1.0,14.0,1.0,2.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157305333.0,516.0
33.0,3.0,2.0,3.0,4.0,1.0,,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,,3.0,99.0,,3.0,1.0,6.0,6.0,6.0,1.0,10.0,1.0,2.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157305334.0,517.0
26.0,3.0,2.0,2.0,99.0,,,,,2.0,2.0,3.0,3.0,3.0,3.0,99.0,2.0,1.0,1.0,3.0,4.0,2.0,,7.0,2.0,14.0,3.0,1.0,6.0,6.0,5.0,1.0,14.0,1.0,2.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157305335.0,518.0
16.0,1.0,1.0,1.0,4.0,4.0,,,,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,,2.0,9.0,13.0,3.0,20.0,6.0,98.0,6.0,1.0,11.0,2.0,2.0,1.0,0.412,2021-09-19,1.0,1.0,1.0,157305336.0,519.0
27.0,3.0,2.0,3.0,2.0,,2.0,,,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,1.0,3.0,3.0,,2.0,4.0,5.0,1.0,3.0,6.0,6.0,6.0,1.0,14.0,1.0,2.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157305337.0,520.0
17.0,1.0,1.0,1.0,2.0,,2.0,,,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,,14.0,9.0,5.0,2.0,2.0,4.0,6.0,6.0,1.0,14.0,2.0,2.0,1.0,0.412,2021-09-19,1.0,1.0,1.0,157305600.0,521.0
24.0,2.0,1.0,1.0,3.0,,,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,1.0,3.0,2.0,,15.0,4.0,5.0,3.0,10.0,5.0,5.0,5.0,1.0,14.0,1.0,3.0,1.0,1.216129,2021-09-19,2.0,1.0,1.0,157305693.0,522.0
28.0,3.0,1.0,1.0,2.0,,2.0,,,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,,10.0,11.0,9.0,1.0,1.0,2.0,4.0,3.0,1.0,14.0,1.0,3.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157306411.0,523.0
16.0,1.0,1.0,1.0,4.0,4.0,,,,3.0,99.0,99.0,99.0,3.0,4.0,4.0,99.0,99.0,1.0,99.0,99.0,99.0,6.0,13.0,1.0,4.0,3.0,99.0,2.0,98.0,99.0,1.0,11.0,2.0,2.0,1.0,0.412,2021-09-19,2.0,2.0,,157306626.0,524.0
33.0,3.0,2.0,99.0,3.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,,2.0,99.0,,3.0,2.0,4.0,5.0,4.0,1.0,14.0,1.0,3.0,1.0,1.1785714,2021-09-19,2.0,1.0,1.0,157307568.0,525.0
24.0,2.0,1.0,1.0,2.0,,2.0,,,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,4.0,,9.0,12.0,15.0,3.0,2.0,6.0,6.0,6.0,1.0,14.0,2.0,2.0,1.0,1.216129,2021-09-19,2.0,1.0,1.0,157307688.0,526.0
18.0,2.0,1.0,3.0,4.0,4.0,,,,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,,5.0,10.0,11.0,1.0,1.0,5.0,98.0,4.0,1.0,14.0,2.0,3.0,1.0,1.216129,2021-09-20,2.0,1.0,1.0,157318893.0,527.0
34.0,3.0,2.0,3.0,2.0,,2.0,,,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,,4.0,1.0,9.0,3.0,1.0,5.0,3.0,2.0,1.0,16.0,1.0,5.0,1.0,1.1785714,2021-09-20,1.0,1.0,1.0,157319008.0,528.0
22.0,2.0,1.0,3.0,4.0,1.0,,,,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,2.0,,4.0,1.0,2.0,1.0,1.0,2.0,5.0,4.0,1.0,14.0,1.0,3.0,1.0,1.216129,2021-09-20,2.0,1.0,1.0,157319050.0,529.0
24.0,2.0,1.0,2.0,1.0,,,,,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,14.0,2.0,11.0,2.0,2.0,5.0,6.0,5.0,1.0,15.0,1.0,3.0,1.0,1.216129,2021-09-19,2.0,1.0,1.0,157319722.0,530.0
33.0,3.0,2.0,2.0,1.0,,,,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,,1.0,2.0,9.0,1.0,1.0,4.0,4.0,4.0,1.0,15.0,1.0,3.0,1.0,1.1785714,2021-09-19,1.0,1.0,1.0,157319766.0,531.0
16.0,1.0,2.0,2.0,4.0,4.0,,,,2.0,2.0,1.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,5.0,7.0,3.0,1.0,6.0,98.0,6.0,1.0,10.0,2.0,3.0,1.0,0.412,2021-09-20,2.0,2.0,,157319767.0,532.0
22.0,2.0,1.0,3.0,1.0,,,,,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,15.0,4.0,6.0,3.0,20.0,6.0,6.0,5.0,1.0,11.0,1.0,3.0,1.0,1.216129,2021-09-19,2.0,1.0,1.0,157319865.0,533.0
19.0,2.0,2.0,2.0,1.0,,,,,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,15.0,4.0,6.0,1.0,19.0,3.0,6.0,5.0,1.0,15.0,2.0,3.0,1.0,1.216129,2021-09-20,2.0,1.0,1.0,157319866.0,534.0
16.0,1.0,1.0,1.0,4.0,4.0,,,,1.0,1.0,1.0,99.0,3.0,4.0,2.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,5.0,3.0,10.0,3.0,99.0,99.0,1.0,9.0,1.0,3.0,1.0,0.412,2021-09-20,2.0,2.0,,157319867.0,535.0
28.0,3.0,1.0,1.0,2.0,,2.0,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,,5.0,9.0,2.0,3.0,11.0,4.0,4.0,4.0,1.0,16.0,1.0,3.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157319868.0,536.0
24.0,2.0,1.0,2.0,1.0,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,,9.0,2.0,5.0,1.0,19.0,4.0,4.0,4.0,1.0,14.0,1.0,5.0,1.0,1.216129,2021-09-20,1.0,1.0,1.0,157320059.0,537.0
29.0,3.0,2.0,1.0,2.0,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,1.0,2.0,2.0,,1.0,2.0,7.0,3.0,1.0,3.0,5.0,3.0,1.0,14.0,1.0,5.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157320408.0,538.0
30.0,3.0,2.0,1.0,2.0,,2.0,,,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,,5.0,1.0,2.0,1.0,1.0,3.0,5.0,4.0,1.0,16.0,1.0,3.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157320605.0,539.0
30.0,3.0,2.0,1.0,2.0,,2.0,,,2.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,5.0,1.0,1.0,4.0,,12.0,9.0,11.0,1.0,2.0,4.0,98.0,4.0,1.0,14.0,2.0,3.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157320652.0,540.0
33.0,3.0,2.0,99.0,1.0,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,9.0,2.0,13.0,3.0,1.0,4.0,5.0,5.0,1.0,14.0,2.0,2.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157320872.0,541.0
16.0,1.0,2.0,2.0,4.0,4.0,,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,7.0,2.0,11.0,4.0,1.0,1.0,4.0,98.0,5.0,1.0,12.0,2.0,2.0,1.0,0.412,2021-09-20,2.0,2.0,,157320873.0,542.0
28.0,3.0,2.0,2.0,1.0,,,,,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,9.0,10.0,11.0,1.0,1.0,5.0,6.0,6.0,1.0,13.0,2.0,2.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157320874.0,543.0
18.0,2.0,2.0,1.0,4.0,4.0,,,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,3.0,2.0,5.0,6.0,5.0,1.0,14.0,1.0,1.0,1.0,1.216129,2021-09-20,2.0,2.0,,157321188.0,544.0
19.0,2.0,1.0,4.0,2.0,,1.0,8.0,,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,1.0,2.0,1.0,,1.0,5.0,3.0,3.0,1.0,4.0,6.0,4.0,1.0,13.0,1.0,5.0,1.0,1.216129,2021-09-20,1.0,1.0,1.0,157321663.0,545.0
16.0,1.0,1.0,2.0,1.0,,,,,2.0,2.0,2.0,2.0,3.0,4.0,4.0,1.0,1.0,4.0,4.0,2.0,2.0,,1.0,2.0,5.0,2.0,1.0,5.0,98.0,5.0,1.0,11.0,2.0,2.0,1.0,0.412,2021-09-20,2.0,1.0,1.0,157321940.0,546.0
27.0,3.0,2.0,4.0,3.0,,,,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,11.0,13.0,1.0,1.0,3.0,4.0,4.0,1.0,15.0,1.0,3.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157322044.0,547.0
21.0,2.0,1.0,1.0,2.0,,2.0,,,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,,4.0,2.0,5.0,3.0,1.0,5.0,6.0,5.0,1.0,14.0,1.0,2.0,1.0,1.216129,2021-09-20,2.0,1.0,1.0,157322224.0,548.0
25.0,3.0,1.0,2.0,3.0,,,,2.0,2.0,99.0,99.0,99.0,2.0,99.0,2.0,1.0,1.0,2.0,1.0,99.0,99.0,,15.0,99.0,,3.0,10.0,6.0,6.0,5.0,1.0,15.0,1.0,2.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157322225.0,549.0
16.0,1.0,2.0,2.0,4.0,4.0,,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,1.0,1.0,4.0,3.0,5.0,5.0,,9.0,2.0,14.0,3.0,1.0,5.0,98.0,6.0,1.0,11.0,2.0,2.0,1.0,0.412,2021-09-20,2.0,1.0,1.0,157322226.0,550.0
33.0,3.0,1.0,1.0,2.0,,2.0,,,99.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,11.0,12.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,14.0,1.0,4.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157322294.0,551.0
21.0,2.0,1.0,1.0,4.0,3.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,,9.0,5.0,10.0,3.0,11.0,2.0,5.0,4.0,1.0,14.0,2.0,4.0,1.0,1.216129,2021-09-20,2.0,1.0,1.0,157322295.0,552.0
29.0,3.0,1.0,2.0,2.0,,2.0,,,2.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,,9.0,2.0,5.0,3.0,2.0,4.0,6.0,6.0,1.0,14.0,1.0,4.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157322296.0,553.0
22.0,2.0,2.0,2.0,1.0,,,,,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,,15.0,2.0,10.0,1.0,18.0,2.0,5.0,4.0,1.0,15.0,1.0,3.0,1.0,1.216129,2021-09-20,1.0,1.0,1.0,157322533.0,554.0
23.0,2.0,2.0,2.0,1.0,,,,,2.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,5.0,7.0,3.0,2.0,6.0,6.0,6.0,1.0,12.0,1.0,5.0,1.0,1.216129,2021-09-20,2.0,1.0,1.0,157322733.0,555.0
32.0,3.0,2.0,1.0,2.0,,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,,9.0,4.0,13.0,1.0,1.0,5.0,6.0,5.0,1.0,16.0,1.0,5.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157323008.0,556.0
29.0,3.0,2.0,1.0,2.0,,2.0,,,2.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,,2.0,4.0,5.0,1.0,1.0,4.0,5.0,4.0,1.0,14.0,1.0,3.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157323073.0,557.0
22.0,2.0,1.0,2.0,1.0,,,,,3.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,,1.0,4.0,5.0,2.0,18.0,3.0,98.0,3.0,1.0,15.0,2.0,2.0,1.0,1.216129,2021-09-20,2.0,1.0,1.0,157323080.0,558.0
30.0,3.0,2.0,3.0,1.0,,,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,5.0,1.0,2.0,3.0,19.0,5.0,6.0,6.0,1.0,9.0,2.0,3.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157323281.0,559.0
32.0,3.0,2.0,2.0,4.0,3.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,99.0,99.0,1.0,1.0,,2.0,7.0,5.0,3.0,11.0,4.0,6.0,6.0,1.0,12.0,1.0,3.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157323312.0,560.0
25.0,3.0,1.0,2.0,1.0,,,,,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,5.0,9.0,5.0,11.0,5.0,6.0,5.0,1.0,13.0,1.0,3.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157323340.0,561.0
30.0,3.0,2.0,2.0,2.0,,1.0,2.0,,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,,2.0,8.0,10.0,3.0,2.0,6.0,98.0,6.0,1.0,12.0,2.0,5.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157323723.0,562.0
16.0,1.0,1.0,1.0,4.0,4.0,,,,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,3.0,2.0,4.0,3.0,10.0,3.0,5.0,3.0,1.0,11.0,1.0,1.0,1.0,0.412,2021-09-20,2.0,2.0,,157323888.0,563.0
23.0,2.0,1.0,3.0,2.0,,1.0,8.0,,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,11.0,12.0,9.0,3.0,1.0,3.0,5.0,4.0,1.0,14.0,1.0,3.0,1.0,1.216129,2021-09-20,1.0,1.0,1.0,157323960.0,564.0
17.0,1.0,2.0,2.0,1.0,,,,,3.0,3.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,,9.0,2.0,99.0,3.0,1.0,5.0,98.0,6.0,1.0,14.0,2.0,2.0,1.0,0.412,2021-09-20,2.0,1.0,1.0,157324138.0,565.0
19.0,2.0,2.0,2.0,99.0,,,,,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,,2.0,4.0,9.0,5.0,1.0,4.0,5.0,4.0,1.0,15.0,2.0,5.0,1.0,1.216129,2021-09-20,2.0,1.0,1.0,157324181.0,566.0
26.0,3.0,1.0,3.0,2.0,,2.0,,,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,10.0,3.0,2.0,5.0,6.0,5.0,1.0,14.0,1.0,2.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157324390.0,567.0
16.0,1.0,2.0,2.0,4.0,4.0,,,,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,6.0,5.0,5.0,1.0,11.0,2.0,2.0,1.0,0.412,2021-09-20,1.0,2.0,,157324391.0,568.0
17.0,1.0,1.0,2.0,4.0,4.0,,,,2.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,,2.0,8.0,9.0,4.0,1.0,6.0,6.0,6.0,1.0,14.0,2.0,2.0,1.0,0.412,2021-09-20,2.0,1.0,1.0,157324392.0,569.0
29.0,3.0,1.0,2.0,1.0,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,4.0,1.0,,2.0,9.0,5.0,3.0,1.0,4.0,4.0,4.0,1.0,14.0,1.0,2.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157324393.0,570.0
18.0,2.0,2.0,2.0,4.0,4.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,5.0,4.0,3.0,1.0,6.0,6.0,6.0,1.0,13.0,1.0,2.0,1.0,1.216129,2021-09-20,2.0,2.0,,157324394.0,571.0
23.0,2.0,1.0,99.0,1.0,,,,,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,10.0,11.0,1.0,1.0,3.0,6.0,4.0,1.0,14.0,2.0,3.0,1.0,1.216129,2021-09-20,2.0,1.0,1.0,157324711.0,572.0
23.0,2.0,2.0,2.0,1.0,,,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,4.0,4.0,99.0,5.0,,2.0,11.0,1.0,3.0,11.0,3.0,98.0,5.0,1.0,15.0,2.0,3.0,1.0,1.216129,2021-09-20,2.0,1.0,1.0,157324774.0,573.0
32.0,3.0,2.0,2.0,1.0,,,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,,14.0,9.0,2.0,4.0,1.0,4.0,5.0,4.0,1.0,16.0,1.0,2.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157324792.0,574.0
34.0,3.0,2.0,2.0,1.0,,,,,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,,7.0,11.0,13.0,1.0,20.0,5.0,98.0,5.0,1.0,8.0,1.0,3.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157324801.0,575.0
25.0,3.0,2.0,4.0,3.0,,,,1.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,,1.0,2.0,4.0,3.0,10.0,3.0,6.0,5.0,1.0,12.0,1.0,3.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157324803.0,576.0
31.0,3.0,1.0,2.0,1.0,,,,,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,,10.0,11.0,14.0,3.0,19.0,4.0,5.0,5.0,1.0,15.0,1.0,5.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157324939.0,577.0
25.0,3.0,2.0,3.0,1.0,,,,,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,,1.0,7.0,6.0,1.0,19.0,5.0,5.0,5.0,1.0,14.0,1.0,3.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157325097.0,578.0
28.0,3.0,2.0,1.0,2.0,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,,5.0,2.0,11.0,3.0,1.0,4.0,98.0,5.0,1.0,14.0,2.0,5.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157325590.0,579.0
17.0,1.0,2.0,2.0,4.0,4.0,,,,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,9.0,13.0,1.0,1.0,5.0,6.0,4.0,1.0,14.0,1.0,3.0,1.0,0.412,2021-09-20,2.0,2.0,,157325601.0,580.0
22.0,2.0,1.0,1.0,2.0,,2.0,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,,2.0,5.0,4.0,3.0,1.0,2.0,5.0,3.0,1.0,14.0,1.0,1.0,1.0,1.216129,2021-09-20,2.0,1.0,1.0,157325610.0,581.0
24.0,2.0,2.0,1.0,2.0,,2.0,,,2.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,2.0,4.0,,12.0,2.0,11.0,1.0,10.0,4.0,5.0,4.0,1.0,13.0,2.0,2.0,1.0,1.216129,2021-09-20,2.0,1.0,1.0,157325702.0,582.0
23.0,2.0,2.0,2.0,1.0,,,,,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,10.0,11.0,3.0,1.0,4.0,98.0,6.0,1.0,14.0,2.0,3.0,1.0,1.216129,2021-09-20,2.0,1.0,1.0,157325758.0,583.0
18.0,2.0,1.0,2.0,4.0,3.0,,,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,,1.0,2.0,5.0,2.0,1.0,3.0,98.0,5.0,1.0,12.0,2.0,2.0,1.0,1.216129,2021-09-20,2.0,1.0,1.0,157325937.0,584.0
16.0,1.0,1.0,3.0,4.0,4.0,,,,1.0,99.0,1.0,1.0,99.0,1.0,4.0,2.0,2.0,4.0,1.0,3.0,2.0,,2.0,9.0,1.0,1.0,1.0,4.0,98.0,5.0,1.0,13.0,2.0,5.0,1.0,0.412,2021-09-20,2.0,1.0,1.0,157326272.0,585.0
17.0,1.0,2.0,2.0,4.0,4.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,,2.0,11.0,14.0,1.0,1.0,3.0,98.0,4.0,1.0,13.0,2.0,5.0,1.0,0.412,2021-09-20,2.0,1.0,1.0,157326331.0,586.0
28.0,3.0,2.0,2.0,4.0,1.0,,,,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,1.0,,10.0,2.0,5.0,2.0,19.0,4.0,6.0,6.0,1.0,16.0,1.0,2.0,1.0,1.1785714,2021-09-20,2.0,1.0,1.0,157326432.0,587.0
