IDADE,FX_ID,SEXO,p1,p2,p3m,p3h,p4a_p,p4a_f,p4b_p,p4b_f,p4c_p,p4c_f,p5a_p,p5a_f,p5b_p,p5b_f,p5c_p,p5c_f,p6a,p6b,p6c,p7,p8,p9,p10a,p10b,p10c,p10d,p10e,p10f,p11,p12a,p12b,p12c,p13,p14,p15a,p15b,p16a,p16b,p16c,p17a,p17b,p18,p19,p20a,p20b,p21,p22,p23,p24a,p24b,p24c,p25,p26,COR,ESCOLA,RENDA,nquest
16.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,,,1.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,14.0,2.0,,,2.0,2.0,2.0,,,,7.0,4.0,5.0,2.0,3.0,214.0
16.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,3.0,4.0,23.0,1.0,1.0,2.0,2.0,1.0,5.0,5.0,2.0,,1.0,2.0,,,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,392.0
16.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,,,1.0,2.0,1.0,2.0,3.0,5.0,5.0,2.0,,3.0,2.0,,,2.0,3.0,1.0,2.0,1.0,1.0,9.0,1.0,5.0,4.0,2.0,407.0
16.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,,,1.0,1.0,2.0,2.0,2.0,5.0,5.0,1.0,1.0,15.0,1.0,2.0,0.0,2.0,1.0,2.0,,,,1.0,1.0,5.0,2.0,4.0,38.0
16.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,4.0,23.0,4.0,,1.0,3.0,1.0,1.0,6.0,6.0,6.0,2.0,0.0,10.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,4.0,5.0,2.0,1.0,122.0
16.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,,,1.0,1.0,1.0,2.0,2.0,5.0,5.0,1.0,1.0,14.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,188.0
16.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,15.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,15.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,199.0
16.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,1.0,1.0,1.0,2.0,3.0,5.0,5.0,1.0,2.0,7.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,205.0
16.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,,,1.0,1.0,1.0,2.0,3.0,5.0,5.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,2.0,,,,1.0,1.0,2.0,2.0,1.0,231.0
16.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,9.0,,,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,,1.0,2.0,,,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0,4.0,2.0,254.0
16.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,8.0,,,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,,14.0,1.0,2.0,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,287.0
16.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,,,2.0,1.0,1.0,2.0,4.0,5.0,5.0,1.0,98.0,7.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,2.0,6.0,288.0
16.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,8.0,,,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2.0,,14.0,1.0,2.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,290.0
16.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,,,1.0,1.0,1.0,2.0,1.0,5.0,5.0,1.0,98.0,14.0,1.0,2.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,291.0
16.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,23.0,,,1.0,1.0,2.0,2.0,5.0,5.0,5.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,380.0
16.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,2.0,1.0,5.0,5.0,2.0,,1.0,1.0,2.0,,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,5.0,3.0,6.0,387.0
16.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,23.0,,,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,,7.0,1.0,2.0,,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,4.0,1.0,402.0
17.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,6.0,5.0,2.0,0.0,1.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,11.0
17.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,8.0,,,1.0,2.0,1.0,1.0,5.0,5.0,5.0,2.0,,3.0,2.0,,,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,51.0
17.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,,,1.0,2.0,1.0,2.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,9.0,1.0,1.0,2.0,3.0,100.0
17.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,21.0,2.0,,1.0,2.0,2.0,2.0,4.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,119.0
17.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,,,1.0,1.0,1.0,2.0,2.0,5.0,5.0,2.0,0.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,6.0,234.0
17.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,9.0,,,1.0,2.0,1.0,1.0,6.0,5.0,6.0,2.0,0.0,1.0,2.0,,,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,259.0
17.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,17.0,0.0,1.0,1.0,1.0,1.0,4.0,7.0,7.0,2.0,0.0,13.0,1.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,262.0
17.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,,,2.0,1.0,1.0,2.0,6.0,5.0,5.0,2.0,,14.0,2.0,0.0,,2.0,1.0,2.0,,,,1.0,1.0,5.0,1.0,3.0,348.0
17.0,1.0,2.0,2.0,6.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,15.0,,,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,,2.0,1.0,2.0,,,,1.0,4.0,1.0,4.0,4.0,378.0
17.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,17.0,,1.0,3.0,1.0,2.0,6.0,5.0,5.0,1.0,5.0,2.0,1.0,2.0,,3.0,1.0,2.0,,,,1.0,1.0,1.0,4.0,6.0,406.0
17.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,1.0,2.0,1.0,5.0,5.0,2.0,,1.0,1.0,2.0,0.0,4.0,1.0,2.0,,,0.0,1.0,1.0,5.0,2.0,1.0,426.0
17.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,14.0,,,1.0,1.0,1.0,1.0,6.0,6.0,6.0,2.0,,6.0,1.0,2.0,,3.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,3.0,439.0
17.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,17.0,,,1.0,2.0,1.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,5.0,2.0,4.0,532.0
17.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,13.0,,1.0,2.0,1.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,,,,9.0,1.0,1.0,3.0,3.0,591.0
17.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,7.0,,2.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,11.0,2.0,,,2.0,2.0,2.0,,,,1.0,1.0,5.0,3.0,2.0,600.0
17.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,,,1.0,1.0,2.0,2.0,5.0,5.0,5.0,2.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,603.0
17.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,5.0,,1.0,1.0,1.0,2.0,1.0,5.0,5.0,2.0,,2.0,1.0,2.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,613.0
17.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,17.0,,,2.0,1.0,1.0,1.0,7.0,7.0,7.0,2.0,,1.0,2.0,,,2.0,1.0,2.0,,,,7.0,1.0,1.0,4.0,3.0,618.0
17.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,15.0,,,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,659.0
17.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,4.0,3.0,,,1.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,4.0,3.0,703.0
17.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,6.0,5.0,5.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,721.0
17.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,,,1.0,1.0,1.0,2.0,4.0,5.0,5.0,2.0,,2.0,1.0,1.0,3.0,4.0,1.0,2.0,,,,1.0,2.0,5.0,2.0,5.0,730.0
17.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,,,1.0,1.0,2.0,2.0,5.0,5.0,5.0,2.0,,1.0,2.0,,,2.0,2.0,1.0,2.0,2.0,2.0,8.0,1.0,5.0,1.0,2.0,734.0
17.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,9.0,13.0,,1.0,1.0,1.0,2.0,6.0,5.0,5.0,2.0,,2.0,2.0,,,4.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,4.0,6.0,769.0
17.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,9.0,17.0,,1.0,2.0,1.0,2.0,5.0,5.0,5.0,2.0,,1.0,2.0,,,3.0,1.0,1.0,2.0,2.0,3.0,8.0,1.0,5.0,4.0,1.0,816.0
17.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,17.0,,1.0,1.0,2.0,2.0,2.0,5.0,5.0,2.0,0.0,1.0,2.0,0.0,,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,1.0,880.0
17.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,7.0,2.0,,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,894.0
17.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,6.0,,1.0,3.0,1.0,2.0,7.0,5.0,5.0,1.0,3.0,1.0,2.0,,,1.0,2.0,2.0,,,,9.0,1.0,1.0,4.0,4.0,936.0
17.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,13.0,,1.0,2.0,2.0,2.0,6.0,5.0,5.0,2.0,,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,9.0,1.0,5.0,4.0,2.0,941.0
17.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,,,1.0,1.0,1.0,1.0,6.0,6.0,6.0,2.0,,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,3.0,1009.0
17.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,,1.0,2.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0
17.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,,,1.0,2.0,1.0,2.0,2.0,5.0,5.0,1.0,10.0,14.0,1.0,2.0,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,45.0
17.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,,,1.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,,14.0,1.0,2.0,,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,6.0,55.0
17.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,2.0,4.0,5.0,5.0,1.0,98.0,14.0,1.0,2.0,,3.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,118.0
17.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,,,1.0,1.0,1.0,2.0,1.0,5.0,5.0,2.0,,14.0,1.0,2.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,127.0
17.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,2.0,4.0,1.0,4.0,23.0,,,3.0,3.0,1.0,1.0,6.0,7.0,7.0,2.0,,1.0,2.0,,,1.0,1.0,2.0,,,,1.0,1.0,1.0,2.0,3.0,164.0
17.0,1.0,2.0,1.0,6.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,23.0,,,1.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,,1.0,2.0,,,1.0,4.0,2.0,,,,1.0,1.0,2.0,2.0,2.0,179.0
17.0,1.0,2.0,6.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,9.0,7.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0,2.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,184.0
17.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,7.0,7.0,5.0,2.0,,1.0,2.0,,,2.0,2.0,2.0,,,,2.0,1.0,1.0,2.0,2.0,199.0
17.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,3.0,9.0,7.0,,1.0,2.0,1.0,2.0,7.0,5.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,4.0,2.0,219.0
17.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,2.0,4.0,4.0,3.0,1.0,,,1.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,,2.0,1.0,2.0,,,,1.0,1.0,1.0,4.0,2.0,254.0
17.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,,,1.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,,14.0,1.0,2.0,,2.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,5.0,4.0,2.0,258.0
17.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,,,1.0,1.0,1.0,1.0,4.0,6.0,4.0,1.0,2.0,14.0,1.0,2.0,,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,6.0,266.0
