IDADE,FX_ID,SEXO,ESCOLARIDADE,OCUPACAO,CLASSE_SOCIAL,P1A,P1B,P1C,P1D,P1E,P1F,P1G,P1H,P2_1,P2_2,p2_3,P3_1,P3_2,P3_3,P3_4,P3_5,P3_6,P3_7,P4_1,P4_2,p4_3,P5A,P5B,P5C,P5D,P5E,P5F,P5G,P5H,P5I,P6_1,P6_2,P6_3,P7A,P7B,P7C,P7D,RACA,RELIGIAO,RENDA1,RENDA2,REGIAO,TIPO_COLETA,AMOSTRA,FATOR_POND,ID
43.0,3.0,2.0,14.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,,,3.0,,,,,,,4.0,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,7.0,6.0,4.0,1.0,1.0,99.0,1.0,1.0,1.0,6.0,4.0,3.0,4.0,2.0,0.8760626607981953,155762419.0
53.0,4.0,2.0,16.0,1.0,2.0,99.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,1.0,2.0,3.0,4.0,5.0,6.0,,4.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,5.0,6.0,7.0,1.0,3.0,2.0,3.0,3.0,19.0,2.0,2.0,2.0,4.0,1.0,1.1140390763500572,155762690.0
50.0,4.0,1.0,16.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,1.0,,,,,,,6.0,,,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,5.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,0.8434512836905655,155762727.0
59.0,5.0,2.0,14.0,1.0,3.0,1.0,1.0,1.0,2.0,99.0,99.0,1.0,99.0,2.0,7.0,5.0,5.0,,,,,,,3.0,,,1.0,1.0,2.0,99.0,4.0,1.0,99.0,2.0,2.0,6.0,3.0,4.0,3.0,99.0,1.0,2.0,1.0,15.0,99.0,99.0,6.0,4.0,2.0,1.3068752061176545,155762820.0
49.0,4.0,1.0,16.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,99.0,1.0,2.0,3.0,7.0,6.0,1.0,3.0,6.0,,,,,6.0,3.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,7.0,6.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,3.0,4.0,4.0,2.0,0.9635930341577051,155763014.0
49.0,4.0,2.0,16.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,,,6.0,,,,,,,2.0,,,1.0,3.0,4.0,1.0,3.0,2.0,4.0,4.0,2.0,7.0,3.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.1140390763500572,155763185.0
67.0,5.0,2.0,16.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,99.0,,,99.0,,,,,,,99.0,,,99.0,1.0,4.0,99.0,4.0,99.0,1.0,4.0,99.0,97.0,,,1.0,1.0,1.0,1.0,1.0,19.0,4.0,4.0,8.0,4.0,2.0,0.8964378290869123,155763199.0
52.0,4.0,2.0,16.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,8.0,9.0,5.0,2.0,3.0,5.0,6.0,7.0,,,2.0,3.0,6.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,5.0,7.0,6.0,1.0,1.0,99.0,1.0,3.0,19.0,4.0,4.0,4.0,4.0,2.0,1.6069029249987588,155763303.0
52.0,4.0,2.0,14.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,4.0,6.0,,,,,6.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,7.0,6.0,2.0,2.0,2.0,99.0,1.0,1.0,15.0,5.0,5.0,7.0,4.0,2.0,2.1688710360115016,155764209.0
34.0,2.0,1.0,11.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,,2.0,7.0,,,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,6.0,7.0,4.0,1.0,1.1732446024917562,155764714.0
40.0,3.0,2.0,15.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,6.0,,1.0,6.0,,,,,,2.0,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,99.0,6.0,7.0,4.0,1.0,0.7406308354770392,155764715.0
40.0,3.0,1.0,15.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,9.0,1.0,4.0,7.0,,,,,6.0,2.0,,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,12.0,4.0,4.0,7.0,4.0,1.0,1.09177973216891,155764716.0
57.0,5.0,1.0,8.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,7.0,,4.0,,,,,,,4.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,6.0,6.0,7.0,4.0,1.0,0.6200841279310869,155764758.0
31.0,2.0,2.0,16.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,5.0,2.0,3.0,5.0,7.0,,,,,3.0,4.0,6.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,5.0,6.0,1.0,1.0,1.0,1.0,3.0,99.0,5.0,4.0,1.0,4.0,2.0,0.26124497552841014,155764831.0
58.0,5.0,1.0,14.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,8.0,2.0,,7.0,,,,,,,4.0,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,99.0,1.0,1.0,1.0,3.0,3.0,2.0,6.0,6.0,7.0,4.0,1.0,0.7254824121606624,155765120.0
21.0,1.0,1.0,15.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,2.0,4.0,5.0,6.0,7.0,,6.0,2.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,7.0,3.0,6.0,1.0,1.0,99.0,1.0,1.0,18.0,98.0,5.0,2.0,4.0,2.0,0.80759803168604,155765379.0
68.0,5.0,1.0,16.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,5.0,6.0,,,,,4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,7.0,6.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,0.3509081819561185,155765455.0
38.0,3.0,2.0,11.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0,5.0,2.0,1.0,5.0,7.0,,,,,3.0,6.0,,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,7.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,5.0,5.0,3.0,4.0,2.0,1.339197867232476,155765485.0
45.0,4.0,2.0,16.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,8.0,3.0,5.0,6.0,,,,,2.0,6.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,15.0,4.0,3.0,6.0,4.0,2.0,1.3420179180064087,155765614.0
47.0,4.0,1.0,16.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,7.0,,,,,,,2.0,,,2.0,1.0,2.0,2.0,2.0,3.0,1.0,4.0,3.0,1.0,4.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,2.0,4.0,2.0,0.9278274291901241,155765899.0
57.0,5.0,2.0,16.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,1.0,2.0,3.0,5.0,6.0,7.0,,,5.0,4.0,6.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,6.0,4.0,1.0,1.856058349098458,155766061.0
32.0,2.0,2.0,16.0,1.0,3.0,99.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,,,7.0,,,,,,,2.0,,,3.0,3.0,3.0,3.0,99.0,99.0,99.0,99.0,99.0,99.0,,,99.0,99.0,99.0,99.0,1.0,15.0,99.0,99.0,2.0,4.0,2.0,1.1041620036894801,155766297.0
32.0,2.0,2.0,16.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,4.0,6.0,7.0,,,,,2.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,7.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,7.0,4.0,2.0,2.3496854811299928,155766396.0
37.0,3.0,2.0,16.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,9.0,2.0,1.0,2.0,3.0,,,,,6.0,,,2.0,2.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,7.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,6.0,4.0,2.0,0.9216990848351366,155766672.0
61.0,5.0,1.0,14.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,9.0,1.0,6.0,7.0,,,,,2.0,,,3.0,4.0,4.0,4.0,2.0,99.0,3.0,4.0,99.0,97.0,,,2.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,1.0,4.0,2.0,0.1687805181827206,155769576.0
64.0,5.0,2.0,16.0,1.0,2.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,5.0,9.0,8.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,7.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,15.0,4.0,3.0,2.0,4.0,2.0,1.1890704042224438,155769791.0
61.0,5.0,1.0,16.0,1.0,2.0,2.0,99.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,1.0,5.0,6.0,,,,,2.0,,,2.0,99.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,6.0,5.0,7.0,99.0,99.0,99.0,99.0,1.0,19.0,99.0,99.0,6.0,4.0,2.0,0.7652479171620212,155770074.0
51.0,4.0,1.0,14.0,1.0,3.0,99.0,1.0,99.0,99.0,2.0,99.0,1.0,2.0,5.0,4.0,2.0,2.0,3.0,6.0,,,,,2.0,3.0,6.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,7.0,4.0,5.0,1.0,1.0,1.0,99.0,1.0,19.0,5.0,5.0,4.0,4.0,2.0,1.9642613527611223,155771143.0
52.0,4.0,1.0,16.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,5.0,1.0,3.0,4.0,6.0,7.0,,,4.0,2.0,,1.0,2.0,3.0,99.0,2.0,2.0,99.0,2.0,2.0,6.0,7.0,4.0,2.0,2.0,2.0,2.0,1.0,15.0,1.0,1.0,8.0,4.0,2.0,0.6064381332160798,155771516.0
46.0,4.0,2.0,16.0,1.0,2.0,99.0,1.0,99.0,2.0,2.0,99.0,99.0,99.0,99.0,,,99.0,,,,,,,99.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,99.0,99.0,99.0,99.0,1.0,1.0,99.0,99.0,4.0,4.0,2.0,1.6069029249987588,155773598.0
58.0,5.0,2.0,15.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,9.0,5.0,1.0,2.0,7.0,,,,,4.0,2.0,6.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,10.0,5.0,4.0,8.0,4.0,2.0,0.8964378290869123,155774780.0
27.0,2.0,2.0,16.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,9.0,2.0,5.0,6.0,7.0,,,,,6.0,4.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,7.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,6.0,4.0,2.0,1.4977185206299528,155775605.0
46.0,4.0,2.0,16.0,1.0,2.0,1.0,2.0,99.0,2.0,2.0,99.0,1.0,99.0,1.0,2.0,7.0,1.0,4.0,5.0,7.0,,,,4.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,7.0,4.0,1.0,1.0,1.0,1.0,1.0,11.0,2.0,1.0,1.0,4.0,2.0,0.17723493333997467,155775783.0
41.0,3.0,1.0,14.0,1.0,4.0,1.0,2.0,99.0,1.0,2.0,2.0,1.0,2.0,9.0,5.0,2.0,2.0,4.0,6.0,7.0,,,,4.0,,,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,7.0,6.0,5.0,2.0,2.0,2.0,2.0,1.0,10.0,4.0,4.0,3.0,4.0,2.0,0.9029874654267545,155776170.0
61.0,5.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,5.0,9.0,4.0,6.0,7.0,,,,,3.0,6.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,99.0,2.0,2.0,99.0,,,1.0,1.0,1.0,99.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,0.30714819003802996,155776422.0
60.0,5.0,1.0,15.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,9.0,5.0,1.0,2.0,5.0,,,,,2.0,4.0,,3.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0,7.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,7.0,5.0,4.0,4.0,4.0,2.0,0.8497639385585662,155777648.0
34.0,2.0,1.0,16.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,3.0,9.0,4.0,5.0,6.0,7.0,,,,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,7.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,5.0,8.0,4.0,2.0,1.282545098501168,155777733.0
58.0,5.0,2.0,16.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,4.0,1.0,4.0,5.0,,,,,4.0,2.0,6.0,2.0,3.0,4.0,1.0,2.0,3.0,1.0,2.0,2.0,5.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,19.0,4.0,4.0,8.0,4.0,2.0,0.8964378290869123,155778041.0
35.0,3.0,2.0,16.0,1.0,3.0,99.0,1.0,99.0,2.0,99.0,1.0,99.0,99.0,4.0,1.0,2.0,1.0,5.0,6.0,7.0,,,,4.0,2.0,,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,99.0,4.0,7.0,5.0,2.0,2.0,2.0,2.0,1.0,19.0,6.0,4.0,7.0,4.0,2.0,1.9856162066332514,155778265.0
53.0,4.0,1.0,16.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,97.0,,,,,,,99.0,,,4.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,3.0,99.0,,,2.0,2.0,2.0,2.0,1.0,20.0,4.0,3.0,1.0,4.0,2.0,0.8434512836905655,155778413.0
65.0,5.0,1.0,15.0,1.0,3.0,2.0,2.0,99.0,1.0,2.0,2.0,1.0,2.0,7.0,2.0,5.0,1.0,4.0,7.0,,,,,4.0,,,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,1.0,20.0,4.0,4.0,8.0,4.0,2.0,0.7712792350501291,155778543.0
69.0,5.0,1.0,11.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,2.0,4.0,,,,,,6.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,7.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,6.0,1.0,4.0,1.0,0.16599444945675704,155779487.0
54.0,4.0,1.0,16.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,5.0,,1.0,,,,,,,2.0,,,4.0,3.0,3.0,1.0,99.0,4.0,4.0,3.0,4.0,7.0,5.0,6.0,2.0,2.0,2.0,99.0,1.0,1.0,5.0,3.0,4.0,4.0,2.0,0.9635930341577051,155780830.0
56.0,5.0,2.0,7.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,6.0,5.0,2.0,7.0,,,,,,3.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,1.0,4.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,6.0,98.0,5.0,2.0,4.0,1.0,1.1675963260606907,155782591.0
65.0,5.0,1.0,7.0,1.0,5.0,1.0,2.0,1.0,2.0,99.0,2.0,99.0,1.0,9.0,5.0,,3.0,4.0,5.0,,,,,97.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,1.0,1.0,1.0,3.0,3.0,16.0,6.0,5.0,4.0,4.0,1.0,0.4794478470290061,155784822.0
65.0,5.0,2.0,7.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,6.0,2.0,8.0,5.0,6.0,,,,,,3.0,2.0,5.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,5.0,4.0,1.0,1.9649800179769623,155786282.0
57.0,5.0,1.0,8.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,,1.0,,,,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,3.0,99.0,5.0,5.0,4.0,4.0,1.0,0.4280644469500611,155786386.0
17.0,1.0,1.0,13.0,1.0,5.0,1.0,1.0,1.0,2.0,99.0,99.0,1.0,1.0,1.0,5.0,2.0,1.0,6.0,7.0,,,,,2.0,,,1.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,6.0,4.0,5.0,1.0,1.0,1.0,2.0,1.0,19.0,6.0,5.0,5.0,4.0,1.0,1.3904480780372421,155787478.0
63.0,5.0,1.0,8.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,3.0,5.0,,,,,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,2.0,1.0,1.0,1.0,2.0,10.0,6.0,6.0,4.0,4.0,1.0,0.4794478470290061,155787940.0
51.0,4.0,2.0,7.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,97.0,,,97.0,,,,,,,4.0,,,3.0,1.0,3.0,4.0,4.0,4.0,3.0,1.0,3.0,97.0,,,1.0,1.0,1.0,1.0,2.0,1.0,98.0,6.0,7.0,4.0,2.0,1.092762269671981,155787983.0
60.0,5.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,,4.0,6.0,7.0,,,,,6.0,,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,7.0,5.0,4.0,1.0,1.0,3.0,2.0,4.0,19.0,4.0,3.0,6.0,4.0,2.0,1.056153005881698,155789365.0
55.0,5.0,1.0,7.0,2.0,6.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,2.0,97.0,,,97.0,,,,,,,97.0,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,97.0,,,2.0,2.0,2.0,2.0,3.0,19.0,6.0,6.0,4.0,4.0,1.0,0.9261143038930603,155789554.0
55.0,5.0,1.0,11.0,2.0,6.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,7.0,,,5.0,,,,,,,2.0,,,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,4.0,5.0,99.0,2.0,2.0,2.0,2.0,1.0,1.0,98.0,6.0,7.0,4.0,2.0,0.7396087910098751,155789642.0
30.0,2.0,1.0,16.0,1.0,3.0,1.0,2.0,99.0,99.0,2.0,2.0,1.0,1.0,8.0,,,4.0,,,,,,,5.0,,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,99.0,,,1.0,1.0,1.0,1.0,1.0,99.0,4.0,99.0,1.0,4.0,2.0,0.5999999997789234,155789778.0
55.0,5.0,1.0,10.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,1.0,,,,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,99.0,,1.0,1.0,2.0,2.0,3.0,1.0,6.0,6.0,4.0,4.0,1.0,1.0372819145994048,155790284.0
25.0,2.0,1.0,4.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,,6.0,,,,,,,3.0,,,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,99.0,,2.0,2.0,2.0,2.0,2.0,19.0,4.0,4.0,7.0,4.0,2.0,1.314076893586771,155790619.0
55.0,5.0,2.0,8.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,9.0,3.0,5.0,7.0,,,,,6.0,4.0,3.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,99.0,3.0,1.0,1.0,3.0,2.0,10.0,6.0,6.0,5.0,4.0,1.0,1.4013350852719608,155790644.0
29.0,2.0,2.0,14.0,1.0,5.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,,1.0,2.0,3.0,,,,,3.0,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,5.0,7.0,4.0,2.0,0.8698712981072632,155791593.0
48.0,4.0,2.0,14.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,,,3.0,,,,,,,2.0,,,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,5.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,16.0,6.0,3.0,4.0,4.0,2.0,1.9487510639601828,155791658.0
55.0,5.0,1.0,11.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,99.0,,,99.0,,,,,,,99.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,97.0,,,1.0,1.0,1.0,1.0,1.0,2.0,98.0,6.0,4.0,4.0,1.0,0.9261143038930603,155792112.0
25.0,2.0,1.0,15.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,5.0,7.0,4.0,5.0,6.0,,,,,4.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,4.0,1.0,3.6497642644426254,155792451.0
16.0,1.0,1.0,11.0,2.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,4.0,,,,,,,6.0,,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,7.0,6.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,98.0,6.0,7.0,4.0,2.0,2.3082716159342866,155792713.0
18.0,1.0,2.0,13.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,,,1.0,5.0,,,,,,2.0,3.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,99.0,2.0,3.0,2.0,2.0,1.0,99.0,6.0,99.0,5.0,4.0,1.0,1.0909587093453366,155792912.0
56.0,5.0,2.0,16.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,8.0,2.0,3.0,4.0,7.0,,,,,6.0,2.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,5.0,6.0,4.0,1.0,99.0,2.0,2.0,1.0,15.0,3.0,3.0,4.0,4.0,2.0,3.4224346007218527,155793939.0
20.0,1.0,1.0,14.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,7.0,5.0,6.0,1.0,5.0,7.0,,,,,6.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,5.0,4.0,1.0,0.873723563160914,155794028.0
20.0,1.0,2.0,14.0,1.0,4.0,1.0,99.0,1.0,2.0,1.0,1.0,1.0,99.0,5.0,7.0,2.0,2.0,3.0,4.0,5.0,6.0,7.0,,1.0,6.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,99.0,5.0,7.0,3.0,99.0,99.0,99.0,99.0,1.0,19.0,6.0,6.0,3.0,4.0,1.0,0.4351301435368385,155794190.0
39.0,3.0,2.0,16.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,8.0,9.0,2.0,5.0,6.0,,,,,3.0,,,1.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,7.0,5.0,4.0,1.0,1.0,99.0,2.0,1.0,14.0,2.0,1.0,8.0,4.0,2.0,0.5926858763769655,155794879.0
62.0,5.0,1.0,14.0,2.0,3.0,2.0,1.0,1.0,2.0,99.0,2.0,1.0,1.0,2.0,5.0,9.0,2.0,4.0,6.0,7.0,,,,2.0,6.0,4.0,1.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,7.0,5.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,4.0,2.0,0.7336142314280392,155794911.0
21.0,1.0,2.0,14.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,7.0,2.0,3.0,4.0,6.0,7.0,,,,3.0,4.0,6.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,6.0,2.0,3.0,1.0,2.0,99.0,2.0,2.0,98.0,6.0,5.0,4.0,1.0,1.3658161464225527,155795003.0
78.0,5.0,2.0,7.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,99.0,2.0,2.0,5.0,7.0,3.0,4.0,5.0,,,,,2.0,4.0,,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,7.0,5.0,99.0,2.0,3.0,2.0,2.0,1.0,1.0,5.0,5.0,8.0,4.0,2.0,0.7426093563649253,155795658.0
