IDADE,FX_ID,SEXO,COR,p1,p2,p3a,p3b,p3c,p3d,p3e,p3f,p3g,p4a,p4b,p4c,p4d,p4e,p4f,p4g,p5a,p5b,p5c,p5d,p5e,p5f,p5g,p6,p7,p8,p9,p10,p11,p12,p13,p13a,p14,p14a,p15,p15a,p16,p17,p18,p18a,p19,p20a,p20b,p20c,p20d,p20e,p21a,p21b,p21c,p21d,p22,p23a,p23b,p23c,p23d,p23e,p23f,p23g,p23h,p23i,p24,p25a,p25b,p25c,p25d,p26a,p26b,p26c,p26d,p27a,p27b,p27c,p27d,p27e,p27f,p27g,p28,p29,p30,PARTIDO,ESCOLA,RENDA,RENDAF,CIDADE,REIGIAO,metrop,peso
72.0,4.0,2.0,4.0,6.0,3.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,14.0,1.0,6.0,6.0,338.0,3.0,1.0,1.0416666
19.0,2.0,1.0,4.0,6.0,3.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,170.0,171.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,14.0,2.0,2.0,2.0,338.0,3.0,1.0,1.0416666
19.0,2.0,2.0,4.0,6.0,3.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,14.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,131.0,170.0,171.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,14.0,1.0,6.0,6.0,338.0,3.0,1.0,1.0416666
30.0,3.0,1.0,4.0,6.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,98.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,5.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,133.0,150.0,151.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,14.0,2.0,3.0,4.0,338.0,3.0,1.0,1.0416666
64.0,4.0,1.0,4.0,6.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,59.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,0.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,97.0,97.0,97.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,14.0,1.0,2.0,2.0,338.0,3.0,1.0,1.0416666
29.0,3.0,2.0,2.0,2.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,130.0,131.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,14.0,1.0,6.0,6.0,338.0,3.0,1.0,1.0416666
43.0,4.0,2.0,1.0,1.0,1.0,52.0,17.0,1.0,0.0,0.0,0.0,0.0,98.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,14.0,1.0,2.0,2.0,338.0,3.0,1.0,1.0416666
36.0,3.0,1.0,1.0,1.0,1.0,24.0,23.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,5.0,2.0,4.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,14.0,1.0,3.0,6.0,338.0,3.0,1.0,1.0416666
39.0,3.0,2.0,4.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,190.0,191.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,15.0,1.0,6.0,6.0,338.0,3.0,1.0,1.0416666
65.0,4.0,1.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,14.0,1.0,2.0,2.0,338.0,3.0,1.0,1.0416666
18.0,2.0,1.0,4.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,10.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,171.0,50.0,51.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,14.0,2.0,6.0,2.0,338.0,3.0,1.0,1.0416666
19.0,2.0,2.0,4.0,6.0,3.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,5.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,190.0,195.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,14.0,2.0,1.0,2.0,338.0,3.0,1.0,1.0416666
50.0,4.0,2.0,4.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,30.0,36.0,130.0,131.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,14.0,1.0,6.0,2.0,338.0,3.0,1.0,1.0416666
18.0,2.0,1.0,4.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,97.0,97.0,97.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,1.0,1.0,1.0,2.0,340.0,3.0,3.0,1.0
38.0,3.0,1.0,1.0,7.0,1.0,31.0,24.0,3.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,12.0,1.0,2.0,3.0,122.0,2.0,3.0,1.0
18.0,2.0,1.0,1.0,7.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,7.0,1.0,1.0,4.0,122.0,2.0,3.0,1.0
46.0,4.0,1.0,1.0,6.0,1.0,6.0,17.0,5.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,7.0,1.0,3.0,4.0,122.0,2.0,3.0,1.0
29.0,3.0,2.0,1.0,7.0,1.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,14.0,2.0,2.0,3.0,122.0,2.0,3.0,1.0
38.0,3.0,1.0,1.0,1.0,1.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,124.0,2.0,3.0,0.9782608
18.0,2.0,1.0,3.0,1.0,4.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,12.0,2.0,1.0,2.0,124.0,2.0,3.0,0.9782608
48.0,4.0,1.0,4.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,30.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,11.0,1.0,1.0,1.0,124.0,2.0,3.0,0.9782608
45.0,4.0,2.0,1.0,1.0,1.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,14.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,5.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,14.0,1.0,1.0,1.0,124.0,2.0,3.0,0.9782608
21.0,2.0,2.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,1.0,3.0,2.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,5.0,0.0,3.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,14.0,3.0,1.0,2.0,124.0,2.0,3.0,0.9782608
47.0,4.0,2.0,4.0,6.0,4.0,19.0,18.0,2.0,1.0,21.0,0.0,0.0,10.0,15.0,16.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,13.0,1.0,1.0,2.0,124.0,2.0,3.0,0.9782608
29.0,3.0,2.0,1.0,1.0,1.0,3.0,14.0,46.0,36.0,31.0,20.0,0.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,14.0,1.0,1.0,1.0,124.0,2.0,3.0,0.9782608
23.0,2.0,1.0,4.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,4.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,14.0,1.0,2.0,4.0,124.0,2.0,3.0,0.9782608
28.0,3.0,2.0,4.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,131.0,1.0,5.0,290.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,14.0,1.0,1.0,2.0,124.0,2.0,3.0,0.9782608
30.0,3.0,1.0,1.0,6.0,3.0,5.0,3.0,29.0,0.0,0.0,0.0,0.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,14.0,1.0,2.0,3.0,124.0,2.0,3.0,0.9782608
56.0,4.0,1.0,1.0,1.0,1.0,42.0,21.0,50.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,14.0,1.0,3.0,3.0,124.0,2.0,3.0,0.9782608
50.0,4.0,2.0,1.0,14.0,1.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,14.0,1.0,1.0,1.0,124.0,2.0,3.0,0.9782608
45.0,4.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,15.0,1.0,1.0,2.0,124.0,2.0,3.0,0.9782608
24.0,2.0,2.0,4.0,3.0,3.0,37.0,6.0,41.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,170.0,171.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,13.0,2.0,1.0,3.0,124.0,2.0,3.0,0.9782608
56.0,4.0,1.0,1.0,6.0,1.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,124.0,2.0,3.0,0.9782608
32.0,3.0,1.0,4.0,6.0,3.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,4.0,1.0,1.0,2.0,124.0,2.0,3.0,0.9782608
29.0,3.0,2.0,4.0,6.0,3.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,124.0,2.0,3.0,0.9782608
17.0,1.0,1.0,3.0,4.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,4.0,3.0,1.0,3.0,124.0,2.0,3.0,0.9782608
20.0,2.0,2.0,3.0,4.0,4.0,3.0,12.0,13.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,14.0,2.0,1.0,3.0,124.0,2.0,3.0,0.9782608
