IDADE,FX_ID,SEXO,ESCOLARIDADE,OCUPACAO,CLASSE,P1,P2_1,P2_2,P2_3,P3_1,P3_2,P3_3,P4,P5_1,P5_2,P5_3,P5_4,P5_5,P5_6,P6_1,P6_2,P6_3,RACA_COR,RELIGIAO,RENDA1,RENDA2,REGIAO,FATOR_POND,ID,TIPO_COLETA,AMOSTRA
58.0,4.0,1.0,16.0,1.0,1.0,5.0,6.0,12.0,,10.0,3.0,,,,,,,,,4.0,,,1.0,16.0,2.0,1.0,1.0,0.14,178322427.0,4.0,2.0
18.0,1.0,2.0,14.0,2.0,3.0,1.0,7.0,13.0,12.0,99.0,,,1.0,1.0,2.0,97.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,18.0,98.0,4.0,3.0,0.92,178322751.0,4.0,2.0
32.0,2.0,2.0,16.0,1.0,1.0,3.0,7.0,1.0,2.0,8.0,5.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,9.0,3.0,1.0,3.0,3.0,1.0,0.19,178323277.0,4.0,2.0
56.0,4.0,2.0,9.0,1.0,5.0,96.0,,,,,,,1.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,8.0,10.0,2.0,15.0,6.0,6.0,3.0,0.71,178324142.0,4.0,1.0
25.0,2.0,1.0,8.0,2.0,5.0,97.0,,,,,,,,,,,,,,1.0,3.0,5.0,3.0,1.0,98.0,5.0,3.0,0.78,178324143.0,4.0,1.0
51.0,4.0,2.0,10.0,2.0,6.0,5.0,8.0,4.0,2.0,7.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,6.0,7.0,9.0,3.0,1.0,98.0,6.0,3.0,0.81,178324144.0,4.0,1.0
44.0,3.0,1.0,14.0,1.0,6.0,97.0,,,,,,,,,,,,,,10.0,6.0,3.0,2.0,1.0,6.0,6.0,3.0,0.73,178324145.0,4.0,1.0
25.0,2.0,2.0,11.0,2.0,4.0,5.0,1.0,2.0,3.0,5.0,8.0,12.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,10.0,2.0,3.0,19.0,6.0,4.0,3.0,0.68,178324146.0,4.0,1.0
61.0,5.0,2.0,16.0,2.0,1.0,5.0,7.0,2.0,,3.0,13.0,11.0,2.0,97.0,97.0,97.0,97.0,97.0,97.0,10.0,2.0,1.0,1.0,99.0,3.0,1.0,8.0,0.81,178324812.0,4.0,2.0
47.0,4.0,2.0,11.0,2.0,6.0,5.0,2.0,3.0,7.0,5.0,7.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,9.0,1.0,1.0,98.0,99.0,8.0,0.72,178325149.0,4.0,2.0
61.0,5.0,1.0,14.0,2.0,5.0,97.0,,,,,,,,,,,,,,1.0,3.0,6.0,3.0,1.0,6.0,6.0,3.0,0.39,178326327.0,4.0,1.0
23.0,1.0,1.0,14.0,1.0,4.0,5.0,2.0,4.0,7.0,1.0,3.0,5.0,,,,,,,,2.0,3.0,5.0,3.0,2.0,4.0,4.0,8.0,0.76,178326353.0,4.0,2.0
67.0,5.0,1.0,14.0,2.0,5.0,97.0,,,,,,,,,,,,,,6.0,2.0,7.0,1.0,19.0,6.0,6.0,3.0,0.39,178327348.0,4.0,1.0
38.0,3.0,1.0,11.0,1.0,6.0,5.0,1.0,2.0,3.0,7.0,8.0,13.0,,,,,,,,1.0,3.0,5.0,2.0,2.0,6.0,6.0,8.0,0.73,178327393.0,4.0,2.0
64.0,5.0,1.0,7.0,1.0,5.0,3.0,13.0,7.0,2.0,12.0,8.0,5.0,,,,,,,,6.0,10.0,,3.0,1.0,4.0,4.0,3.0,0.52,178328000.0,4.0,1.0
57.0,4.0,1.0,7.0,1.0,4.0,5.0,1.0,3.0,2.0,99.0,,,,,,,,,,6.0,5.0,,2.0,1.0,5.0,99.0,8.0,0.64,178328434.0,4.0,2.0
38.0,3.0,1.0,14.0,1.0,5.0,5.0,1.0,2.0,3.0,1.0,3.0,5.0,,,,,,,,2.0,3.0,4.0,3.0,1.0,4.0,4.0,8.0,0.73,178329422.0,4.0,2.0
53.0,4.0,2.0,16.0,1.0,1.0,5.0,2.0,3.0,9.0,6.0,8.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,6.0,2.0,7.0,1.0,1.0,4.0,3.0,8.0,0.72,178330052.0,4.0,2.0
35.0,3.0,2.0,14.0,2.0,5.0,3.0,2.0,7.0,10.0,5.0,8.0,13.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,7.0,9.0,4.0,4.0,19.0,5.0,5.0,3.0,0.55,178330343.0,4.0,1.0
60.0,5.0,2.0,14.0,2.0,6.0,5.0,1.0,7.0,2.0,8.0,5.0,13.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,8.0,3.0,1.0,19.0,6.0,6.0,3.0,0.72,178330952.0,4.0,1.0
18.0,1.0,1.0,13.0,2.0,5.0,5.0,1.0,2.0,7.0,8.0,10.0,13.0,,,,,,,,3.0,7.0,9.0,2.0,11.0,98.0,5.0,4.0,2.08,178331945.0,4.0,2.0
35.0,3.0,2.0,14.0,2.0,5.0,5.0,2.0,3.0,9.0,5.0,8.0,13.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,7.0,2.0,10.0,6.0,5.0,3.0,0.55,178331983.0,4.0,1.0
60.0,5.0,1.0,14.0,2.0,5.0,97.0,,,,,,,,,,,,,,3.0,5.0,7.0,3.0,1.0,6.0,6.0,3.0,0.39,178332691.0,4.0,1.0
24.0,1.0,2.0,16.0,1.0,3.0,3.0,7.0,9.0,1.0,5.0,2.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,9.0,6.0,4.0,1.0,1.0,99.0,99.0,8.0,0.79,178337283.0,4.0,1.0
62.0,5.0,1.0,10.0,2.0,6.0,97.0,,,,,,,,,,,,,,6.0,7.0,9.0,1.0,20.0,98.0,99.0,4.0,3.27,178341088.0,4.0,1.0
62.0,5.0,2.0,10.0,2.0,6.0,5.0,1.0,7.0,2.0,8.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,98.0,5.0,4.0,0.79,178341089.0,4.0,2.0
45.0,4.0,2.0,6.0,2.0,5.0,5.0,4.0,2.0,3.0,13.0,9.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,5.0,3.0,6.0,98.0,6.0,4.0,1.38,178341090.0,4.0,2.0
48.0,4.0,2.0,16.0,1.0,3.0,96.0,,,,,,,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,10.0,1.0,15.0,4.0,4.0,8.0,0.89,178349282.0,4.0,2.0
62.0,5.0,2.0,16.0,2.0,2.0,3.0,7.0,2.0,3.0,5.0,4.0,8.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,1.0,15.0,4.0,4.0,1.0,0.61,178353145.0,4.0,2.0
34.0,2.0,2.0,16.0,1.0,3.0,97.0,,,,,,,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,9.0,7.0,1.0,99.0,2.0,2.0,1.0,0.23,178356517.0,4.0,2.0
20.0,1.0,2.0,16.0,1.0,3.0,5.0,2.0,7.0,1.0,12.0,8.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,9.0,3.0,6.0,1.0,20.0,4.0,4.0,3.0,1.24,178356520.0,4.0,2.0
31.0,2.0,2.0,16.0,1.0,2.0,97.0,,,,,,,3.0,1.0,97.0,2.0,1.0,1.0,2.0,5.0,,,1.0,99.0,4.0,4.0,1.0,0.23,178356540.0,4.0,2.0
47.0,4.0,2.0,16.0,1.0,3.0,97.0,,,,,,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,9.0,6.0,4.0,3.0,1.0,2.0,99.0,1.0,0.45,178356545.0,4.0,1.0
68.0,5.0,2.0,16.0,2.0,2.0,3.0,7.0,2.0,13.0,8.0,2.0,,3.0,1.0,2.0,2.0,1.0,2.0,2.0,6.0,1.0,7.0,1.0,1.0,4.0,4.0,8.0,1.0,178356555.0,4.0,2.0
29.0,2.0,2.0,16.0,1.0,3.0,5.0,8.0,13.0,7.0,5.0,1.0,12.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,10.0,1.0,4.0,19.0,6.0,4.0,4.0,3.89,178356561.0,4.0,2.0
51.0,4.0,2.0,16.0,2.0,3.0,3.0,2.0,7.0,12.0,5.0,12.0,13.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,6.0,3.0,19.0,98.0,4.0,8.0,0.81,178356586.0,4.0,2.0
74.0,5.0,1.0,16.0,1.0,2.0,5.0,13.0,12.0,2.0,8.0,3.0,1.0,,,,,,,,6.0,2.0,1.0,3.0,20.0,4.0,4.0,1.0,0.05,178356597.0,4.0,2.0
52.0,4.0,2.0,16.0,2.0,3.0,3.0,2.0,7.0,3.0,8.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,10.0,4.0,2.0,1.0,19.0,6.0,3.0,8.0,0.81,178356609.0,4.0,2.0
62.0,5.0,1.0,16.0,1.0,3.0,5.0,99.0,,,99.0,,,,,,,,,,6.0,7.0,8.0,1.0,1.0,2.0,2.0,1.0,0.05,178356646.0,4.0,2.0
49.0,4.0,2.0,16.0,1.0,2.0,5.0,5.0,7.0,,2.0,8.0,,2.0,97.0,97.0,97.0,1.0,97.0,97.0,6.0,8.0,10.0,1.0,20.0,99.0,99.0,8.0,0.89,178356650.0,4.0,2.0
35.0,3.0,2.0,16.0,1.0,3.0,3.0,7.0,13.0,2.0,1.0,5.0,13.0,99.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,2.0,7.0,1.0,19.0,4.0,3.0,1.0,0.37,178356663.0,4.0,2.0
33.0,2.0,2.0,14.0,2.0,3.0,3.0,7.0,9.0,6.0,12.0,8.0,5.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,8.0,6.0,1.0,18.0,6.0,1.0,5.0,1.48,178356716.0,4.0,2.0
53.0,4.0,1.0,16.0,1.0,2.0,5.0,11.0,12.0,1.0,2.0,6.0,12.0,,,,,,,,4.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,0.17,178356724.0,4.0,2.0
57.0,4.0,1.0,14.0,1.0,3.0,3.0,10.0,7.0,11.0,3.0,5.0,8.0,,,,,,,,3.0,9.0,7.0,3.0,1.0,1.0,1.0,2.0,2.27,178356730.0,4.0,2.0
33.0,2.0,2.0,16.0,2.0,3.0,3.0,7.0,9.0,10.0,13.0,8.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,9.0,2.0,3.0,1.0,98.0,3.0,5.0,2.15,178356742.0,4.0,2.0
37.0,3.0,1.0,15.0,1.0,3.0,5.0,2.0,1.0,7.0,12.0,8.0,4.0,,,,,,,,99.0,,,1.0,19.0,3.0,3.0,3.0,0.69,178356780.0,4.0,2.0
49.0,4.0,2.0,16.0,2.0,3.0,3.0,7.0,6.0,11.0,8.0,12.0,3.0,99.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,9.0,7.0,1.0,1.0,3.0,3.0,5.0,2.69,178356789.0,4.0,2.0
61.0,5.0,2.0,16.0,2.0,3.0,5.0,12.0,3.0,5.0,8.0,2.0,1.0,1.0,1.0,97.0,1.0,1.0,1.0,2.0,6.0,2.0,7.0,1.0,16.0,98.0,4.0,8.0,1.0,178356844.0,4.0,2.0
43.0,3.0,1.0,16.0,1.0,2.0,5.0,8.0,7.0,5.0,5.0,8.0,12.0,,,,,,,,6.0,1.0,5.0,1.0,19.0,4.0,4.0,1.0,0.31,178356850.0,4.0,2.0
67.0,5.0,1.0,16.0,2.0,2.0,5.0,12.0,3.0,2.0,8.0,12.0,,,,,,,,,6.0,2.0,9.0,1.0,1.0,99.0,99.0,8.0,0.91,178356917.0,4.0,2.0
49.0,4.0,2.0,16.0,1.0,3.0,5.0,1.0,7.0,2.0,3.0,5.0,12.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,10.0,4.0,5.0,1.0,1.0,5.0,5.0,8.0,0.89,178356957.0,4.0,2.0
42.0,3.0,2.0,16.0,1.0,2.0,3.0,11.0,10.0,6.0,1.0,5.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,97.0,6.0,8.0,7.0,1.0,15.0,4.0,3.0,1.0,0.37,178357028.0,4.0,2.0
62.0,5.0,2.0,14.0,1.0,3.0,5.0,7.0,9.0,4.0,10.0,7.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,7.0,6.0,3.0,1.0,10.0,4.0,2.0,3.0,1.31,178357181.0,4.0,2.0
46.0,4.0,2.0,16.0,1.0,3.0,3.0,2.0,7.0,8.0,99.0,,,5.0,1.0,2.0,2.0,1.0,2.0,2.0,7.0,9.0,6.0,1.0,15.0,4.0,3.0,8.0,0.89,178357326.0,4.0,2.0
42.0,3.0,1.0,14.0,1.0,3.0,5.0,12.0,10.0,9.0,8.0,13.0,12.0,,,,,,,,6.0,3.0,2.0,3.0,19.0,5.0,4.0,3.0,1.32,178357337.0,4.0,2.0
67.0,5.0,1.0,16.0,1.0,3.0,97.0,,,,,,,,,,,,,,2.0,4.0,3.0,3.0,20.0,4.0,3.0,8.0,0.66,178357450.0,4.0,2.0
46.0,4.0,2.0,16.0,2.0,2.0,3.0,9.0,12.0,2.0,3.0,8.0,,5.0,1.0,1.0,1.0,1.0,1.0,97.0,2.0,9.0,4.0,1.0,15.0,98.0,4.0,6.0,1.2,178357451.0,4.0,2.0
38.0,3.0,1.0,16.0,1.0,2.0,5.0,10.0,2.0,6.0,8.0,5.0,12.0,,,,,,,,7.0,4.0,9.0,1.0,15.0,4.0,3.0,1.0,0.31,178357466.0,4.0,2.0
66.0,5.0,1.0,16.0,1.0,3.0,5.0,11.0,3.0,,5.0,2.0,12.0,,,,,,,,7.0,9.0,6.0,1.0,20.0,3.0,2.0,1.0,0.05,178357475.0,4.0,2.0
69.0,5.0,2.0,15.0,1.0,2.0,97.0,,,,,,,6.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,10.0,1.0,19.0,4.0,4.0,8.0,1.1,178357623.0,4.0,2.0
63.0,5.0,1.0,16.0,1.0,2.0,5.0,99.0,,,99.0,,,,,,,,,,6.0,8.0,5.0,1.0,1.0,3.0,3.0,8.0,0.66,178357887.0,4.0,1.0
71.0,5.0,1.0,16.0,2.0,2.0,5.0,2.0,7.0,,1.0,3.0,8.0,,,,,,,,7.0,2.0,1.0,1.0,15.0,4.0,4.0,8.0,0.91,178358284.0,4.0,2.0
66.0,5.0,1.0,16.0,1.0,2.0,5.0,2.0,13.0,,8.0,1.0,7.0,,,,,,,,6.0,7.0,2.0,1.0,19.0,3.0,2.0,8.0,0.66,178358330.0,4.0,2.0
43.0,3.0,2.0,14.0,1.0,3.0,3.0,2.0,9.0,8.0,3.0,,,3.0,1.0,2.0,1.0,1.0,1.0,2.0,7.0,6.0,4.0,3.0,19.0,99.0,99.0,4.0,1.1,178358331.0,4.0,2.0
61.0,5.0,2.0,16.0,2.0,2.0,96.0,,,,,,,4.0,2.0,2.0,97.0,2.0,2.0,2.0,6.0,1.0,7.0,4.0,1.0,99.0,99.0,8.0,1.0,178358345.0,4.0,2.0
55.0,4.0,2.0,16.0,2.0,3.0,97.0,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,3.0,2.0,1.0,19.0,3.0,3.0,6.0,1.2,178358849.0,4.0,2.0
33.0,2.0,2.0,14.0,2.0,3.0,3.0,7.0,9.0,10.0,5.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,3.0,16.0,5.0,5.0,4.0,2.12,178358853.0,4.0,2.0
61.0,5.0,1.0,16.0,2.0,2.0,5.0,12.0,2.0,3.0,7.0,5.0,8.0,,,,,,,,2.0,9.0,7.0,1.0,15.0,4.0,3.0,8.0,0.91,178358890.0,4.0,2.0
62.0,5.0,2.0,16.0,2.0,2.0,3.0,7.0,2.0,13.0,12.0,8.0,,99.0,2.0,2.0,1.0,1.0,2.0,2.0,6.0,4.0,7.0,1.0,18.0,99.0,99.0,8.0,1.0,178359066.0,4.0,2.0
18.0,1.0,1.0,14.0,2.0,3.0,2.0,6.0,10.0,8.0,11.0,7.0,6.0,,,,,,,,1.0,9.0,8.0,1.0,20.0,6.0,4.0,3.0,1.28,178359106.0,4.0,2.0
51.0,4.0,2.0,15.0,2.0,2.0,3.0,10.0,2.0,9.0,8.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,9.0,6.0,1.0,99.0,99.0,99.0,5.0,2.69,178359158.0,4.0,2.0
64.0,5.0,1.0,16.0,1.0,2.0,2.0,99.0,,,7.0,8.0,1.0,,,,,,,,4.0,1.0,2.0,1.0,20.0,3.0,3.0,8.0,0.66,178359162.0,4.0,2.0
39.0,3.0,2.0,16.0,1.0,2.0,3.0,10.0,9.0,13.0,8.0,12.0,5.0,99.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,6.0,9.0,1.0,1.0,3.0,2.0,1.0,0.37,178359859.0,4.0,2.0
64.0,5.0,2.0,14.0,2.0,3.0,3.0,7.0,13.0,2.0,8.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,97.0,97.0,4.0,10.0,6.0,1.0,19.0,6.0,4.0,4.0,1.24,178360520.0,4.0,2.0
52.0,4.0,2.0,16.0,2.0,3.0,1.0,7.0,1.0,5.0,12.0,3.0,8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,9.0,1.0,10.0,6.0,99.0,6.0,1.2,178361470.0,4.0,2.0
38.0,3.0,2.0,14.0,1.0,3.0,3.0,9.0,7.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,3.0,10.0,1.0,20.0,5.0,4.0,4.0,1.1,178361896.0,4.0,2.0
67.0,5.0,1.0,16.0,1.0,2.0,3.0,12.0,2.0,3.0,3.0,12.0,1.0,,,,,,,,4.0,2.0,9.0,1.0,1.0,1.0,1.0,8.0,0.66,178363441.0,4.0,2.0
63.0,5.0,2.0,16.0,2.0,3.0,96.0,,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,10.0,2.0,3.0,1.0,4.0,4.0,6.0,0.98,178363671.0,4.0,2.0
56.0,4.0,2.0,16.0,2.0,3.0,97.0,,,,,,,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,6.0,1.0,19.0,4.0,4.0,6.0,1.2,178363678.0,4.0,2.0
42.0,3.0,2.0,14.0,2.0,3.0,2.0,7.0,4.0,2.0,8.0,12.0,10.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,1.0,4.0,1.0,19.0,98.0,3.0,3.0,1.13,178364355.0,4.0,2.0
45.0,4.0,2.0,7.0,2.0,5.0,3.0,1.0,3.0,9.0,5.0,8.0,12.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,3.0,1.0,98.0,99.0,6.0,0.75,178365106.0,4.0,1.0
43.0,3.0,2.0,16.0,2.0,3.0,5.0,7.0,2.0,3.0,5.0,12.0,8.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,7.0,10.0,4.0,1.0,98.0,4.0,6.0,1.73,178366216.0,4.0,1.0
24.0,1.0,1.0,16.0,1.0,3.0,5.0,99.0,,,99.0,,,,,,,,,,7.0,9.0,2.0,2.0,16.0,4.0,3.0,8.0,0.76,178367182.0,4.0,2.0
61.0,5.0,2.0,1.0,2.0,5.0,5.0,1.0,2.0,3.0,99.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,4.0,98.0,6.0,6.0,0.61,178367344.0,4.0,1.0
66.0,5.0,2.0,14.0,2.0,3.0,97.0,,,,,,,3.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,5.0,7.0,1.0,3.0,5.0,5.0,4.0,1.24,178368449.0,4.0,2.0
70.0,5.0,2.0,16.0,2.0,3.0,97.0,,,,,,,2.0,1.0,2.0,2.0,2.0,1.0,2.0,7.0,6.0,3.0,1.0,20.0,4.0,4.0,6.0,0.98,178368697.0,4.0,2.0
42.0,3.0,2.0,14.0,2.0,2.0,3.0,7.0,1.0,,5.0,8.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,,1.0,17.0,99.0,4.0,4.0,1.05,178369887.0,4.0,1.0
66.0,5.0,2.0,16.0,2.0,2.0,97.0,,,,,,,3.0,97.0,97.0,97.0,1.0,97.0,97.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,0.98,178370151.0,4.0,2.0
66.0,5.0,2.0,7.0,2.0,6.0,3.0,7.0,2.0,3.0,1.0,,,1.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,6.0,7.0,3.0,10.0,6.0,6.0,4.0,0.79,178370604.0,4.0,2.0
49.0,4.0,2.0,16.0,2.0,3.0,96.0,,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,19.0,98.0,5.0,6.0,1.2,178371032.0,4.0,2.0
36.0,3.0,2.0,16.0,2.0,3.0,3.0,1.0,13.0,2.0,5.0,8.0,7.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,6.0,5.0,1.0,1.0,1.0,99.0,99.0,7.0,2.08,178372247.0,4.0,2.0
68.0,5.0,2.0,16.0,2.0,2.0,97.0,,,,,,,4.0,97.0,97.0,2.0,2.0,97.0,2.0,2.0,10.0,9.0,1.0,15.0,3.0,3.0,6.0,0.98,178378275.0,4.0,2.0
43.0,3.0,2.0,14.0,2.0,3.0,3.0,7.0,2.0,3.0,8.0,12.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,6.0,1.0,2.0,98.0,99.0,4.0,1.05,178378351.0,4.0,2.0
30.0,2.0,2.0,14.0,2.0,3.0,5.0,9.0,4.0,6.0,12.0,7.0,8.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,6.0,5.0,1.0,2.0,98.0,6.0,5.0,1.48,178378747.0,4.0,2.0
66.0,5.0,2.0,14.0,2.0,2.0,3.0,7.0,2.0,3.0,4.0,1.0,8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,5.0,2.0,1.0,15.0,5.0,4.0,4.0,1.24,178378916.0,4.0,2.0
71.0,5.0,2.0,16.0,2.0,2.0,5.0,2.0,3.0,10.0,8.0,4.0,1.0,4.0,2.0,2.0,97.0,2.0,2.0,2.0,10.0,7.0,8.0,1.0,1.0,99.0,99.0,6.0,0.98,178380065.0,4.0,2.0
41.0,3.0,2.0,14.0,1.0,2.0,3.0,7.0,9.0,10.0,8.0,4.0,3.0,1.0,97.0,97.0,97.0,97.0,97.0,97.0,9.0,2.0,5.0,1.0,2.0,5.0,4.0,4.0,1.1,178380359.0,4.0,2.0
62.0,5.0,1.0,12.0,1.0,5.0,1.0,1.0,2.0,4.0,8.0,5.0,3.0,,,,,,,,5.0,7.0,3.0,3.0,1.0,5.0,5.0,4.0,1.82,178381866.0,4.0,2.0
30.0,2.0,2.0,8.0,2.0,4.0,1.0,3.0,2.0,4.0,12.0,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,8.0,2.0,2.0,98.0,6.0,4.0,1.64,178382679.0,4.0,2.0
44.0,3.0,2.0,14.0,1.0,3.0,3.0,7.0,9.0,6.0,5.0,6.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,8.0,4.0,3.0,8.0,5.0,3.0,4.0,1.1,178383357.0,4.0,2.0
35.0,3.0,1.0,14.0,1.0,3.0,3.0,7.0,2.0,6.0,10.0,12.0,4.0,,,,,,,,1.0,6.0,3.0,1.0,13.0,4.0,4.0,1.0,0.38,178383386.0,4.0,2.0
46.0,4.0,2.0,10.0,2.0,5.0,1.0,2.0,4.0,3.0,8.0,12.0,5.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,5.0,3.0,11.0,6.0,6.0,4.0,1.38,178383667.0,4.0,2.0
62.0,5.0,2.0,8.0,2.0,5.0,1.0,1.0,4.0,3.0,8.0,12.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,5.0,2.0,10.0,6.0,6.0,4.0,0.7,178383668.0,4.0,2.0
62.0,5.0,2.0,14.0,1.0,3.0,97.0,,,,,,,99.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,7.0,5.0,1.0,16.0,5.0,5.0,4.0,1.29,178383682.0,4.0,2.0
63.0,5.0,2.0,16.0,2.0,3.0,3.0,2.0,9.0,7.0,12.0,8.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,10.0,9.0,1.0,15.0,99.0,99.0,6.0,0.98,178383989.0,4.0,1.0
37.0,3.0,2.0,14.0,1.0,3.0,5.0,11.0,10.0,12.0,8.0,13.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,10.0,1.0,19.0,5.0,4.0,1.0,0.44,178384173.0,4.0,1.0
62.0,5.0,2.0,14.0,1.0,3.0,96.0,,,,,,,99.0,1.0,2.0,2.0,1.0,2.0,2.0,9.0,2.0,8.0,1.0,1.0,6.0,5.0,4.0,1.29,178384215.0,4.0,2.0
30.0,2.0,2.0,16.0,2.0,3.0,3.0,9.0,11.0,2.0,5.0,8.0,6.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,9.0,3.0,7.0,3.0,1.0,5.0,4.0,7.0,1.34,178387909.0,4.0,2.0
79.0,5.0,1.0,1.0,2.0,6.0,3.0,1.0,2.0,11.0,5.0,7.0,,,,,,,,,5.0,,,3.0,1.0,6.0,5.0,6.0,1.6,178403791.0,4.0,1.0
72.0,5.0,1.0,6.0,2.0,5.0,5.0,1.0,2.0,,99.0,,,,,,,,,,99.0,,,2.0,99.0,99.0,99.0,6.0,1.42,178404835.0,4.0,2.0
22.0,1.0,2.0,16.0,1.0,4.0,3.0,2.0,7.0,9.0,3.0,8.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,4.0,1.0,1.0,5.0,4.0,7.0,0.86,178408399.0,4.0,1.0
27.0,2.0,2.0,14.0,1.0,6.0,5.0,2.0,7.0,10.0,1.0,5.0,8.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,5.0,10.0,2.0,4.0,5.0,4.0,7.0,1.07,178408400.0,4.0,1.0
30.0,2.0,1.0,16.0,1.0,4.0,5.0,1.0,6.0,9.0,5.0,3.0,8.0,,,,,,,,2.0,5.0,7.0,1.0,12.0,4.0,4.0,7.0,1.56,178408401.0,4.0,1.0
35.0,3.0,2.0,14.0,1.0,5.0,5.0,7.0,2.0,11.0,8.0,11.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,7.0,1.48,178410697.0,4.0,1.0
47.0,4.0,2.0,10.0,1.0,4.0,3.0,1.0,2.0,7.0,2.0,8.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,7.0,8.0,2.0,1.0,5.0,4.0,7.0,1.88,178410698.0,4.0,1.0
37.0,3.0,2.0,11.0,1.0,6.0,1.0,2.0,1.0,4.0,5.0,8.0,12.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,5.0,3.0,10.0,6.0,6.0,4.0,0.7,178413164.0,4.0,2.0
