IDADE,SEXO,ESCOLARIDADE,OCUPACAO,CLASSE,P1,P2,P3,P4_1,P4_2,P4_3,P5,P6A,P6B,P6C,P6D,P6E,P6F,P6G,P7_1,P7_2,P7_3,P8A,P8B,P8C,P8D,P8E,P8F,P8G,P9_1,P9_2,P9_3,P10,P11A,P11B,P11C,P11D,P11E,RAÇA_COR,RELIGIAO,REND1,REND2,TIPO_COLETA,AMOSTRA,REGIAO,FATOR_POND,ID
43.0,1.0,15.0,1.0,4.0,2.0,1.0,1.0,6.0,8.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,98.0,1.0,3.0,4.0,1.0,1.0,3.0,19.0,5.0,5.0,4.0,2.0,3.0,0.5991943923336189,150464642.0
31.0,2.0,16.0,1.0,4.0,1.0,1.0,2.0,1.0,6.0,4.0,1.0,1.0,1.0,99.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,,2.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,2.0,1.0,0.18176045020190468,150466365.0
23.0,2.0,16.0,1.0,3.0,1.0,1.0,1.0,1.0,6.0,7.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,8.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,16.0,99.0,2.0,4.0,2.0,8.0,0.5979773093827703,150466821.0
45.0,2.0,14.0,2.0,6.0,1.0,1.0,1.0,1.0,9.0,7.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,8.0,6.0,5.0,2.0,99.0,3.0,4.0,1.0,2.0,1.0,11.0,99.0,99.0,4.0,2.0,8.0,0.7616130750554027,150467277.0
24.0,2.0,14.0,1.0,6.0,3.0,98.0,2.0,6.0,1.0,5.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,2.0,99.0,99.0,99.0,99.0,99.0,1.0,99.0,6.0,99.0,4.0,2.0,3.0,0.42488163055532213,150469802.0
23.0,1.0,15.0,2.0,1.0,3.0,98.0,98.0,99.0,,,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,98.0,99.0,99.0,99.0,99.0,99.0,1.0,99.0,99.0,3.0,4.0,2.0,6.0,1.8350115136985343,150470010.0
19.0,1.0,15.0,1.0,5.0,1.0,1.0,1.0,7.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,8.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,19.0,5.0,4.0,4.0,2.0,1.0,0.41800098061144975,150470108.0
32.0,2.0,16.0,1.0,4.0,1.0,1.0,1.0,5.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,7.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,4.0,3.0,4.0,2.0,8.0,0.6321944840785221,150471194.0
60.0,1.0,16.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,8.0,5.0,4.0,98.0,99.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,2.0,4.0,1.689717788350806,150471201.0
54.0,2.0,12.0,2.0,6.0,2.0,1.0,2.0,1.0,5.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,5.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,98.0,6.0,4.0,2.0,3.0,0.7124457725441993,150471600.0
38.0,1.0,11.0,2.0,6.0,2.0,3.0,1.0,5.0,4.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,6.0,98.0,1.0,1.0,1.0,1.0,1.0,3.0,11.0,99.0,99.0,4.0,2.0,3.0,0.38157750474497176,150471897.0
32.0,2.0,16.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,6.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,0.76500992090172,150472370.0
52.0,2.0,16.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,4.0,98.0,2.0,2.0,4.0,1.0,1.0,1.0,15.0,5.0,4.0,4.0,2.0,6.0,1.2882477427601142,150473401.0
36.0,1.0,15.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,1.0,4.0,2.0,8.0,0.8150472140067643,150473525.0
24.0,1.0,14.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,8.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,2.0,8.0,1.3980286179998827,150474230.0
53.0,1.0,11.0,1.0,5.0,1.0,1.0,1.0,4.0,8.0,6.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,99.0,5.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,5.0,5.0,4.0,2.0,8.0,0.6599680588446614,150474806.0
38.0,2.0,14.0,2.0,5.0,2.0,1.0,1.0,1.0,6.0,5.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,8.0,7.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,19.0,6.0,5.0,4.0,2.0,7.0,0.6980584804001789,150475487.0
31.0,2.0,14.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,8.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,99.0,99.0,4.0,2.0,4.0,1.0557124862204257,150475876.0
18.0,2.0,14.0,2.0,6.0,2.0,1.0,2.0,6.0,9.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,19.0,98.0,6.0,4.0,2.0,3.0,0.40943849100495966,150476162.0
59.0,1.0,15.0,2.0,1.0,2.0,1.0,1.0,5.0,9.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,3.0,98.0,1.0,1.0,4.0,1.0,1.0,1.0,11.0,3.0,99.0,4.0,2.0,5.0,1.5259199929954401,150477135.0
43.0,2.0,16.0,1.0,2.0,1.0,1.0,1.0,5.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,8.0,7.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,15.0,4.0,3.0,4.0,2.0,1.0,0.21659987846690806,150477716.0
24.0,2.0,15.0,1.0,5.0,1.0,1.0,1.0,5.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,5.0,4.0,4.0,2.0,3.0,0.5859297620160323,150478430.0
41.0,2.0,15.0,2.0,4.0,2.0,1.0,1.0,7.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,8.0,98.0,2.0,1.0,2.0,1.0,1.0,1.0,10.0,6.0,4.0,4.0,2.0,2.0,0.7706703040448596,150478839.0
27.0,1.0,14.0,1.0,4.0,2.0,1.0,1.0,5.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,7.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,99.0,5.0,4.0,4.0,2.0,8.0,0.4461072351190953,150479232.0
36.0,2.0,14.0,2.0,4.0,3.0,98.0,2.0,6.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,98.0,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,98.0,6.0,4.0,2.0,4.0,1.0216102421881914,150479371.0
28.0,1.0,16.0,1.0,4.0,2.0,1.0,1.0,1.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,7.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,5.0,4.0,2.0,1.0,0.4381159899515668,150480095.0
33.0,2.0,13.0,2.0,5.0,3.0,1.0,1.0,6.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,19.0,98.0,99.0,4.0,2.0,1.0,0.2938553728321389,150480209.0
55.0,2.0,15.0,1.0,3.0,2.0,1.0,1.0,2.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,6.0,98.0,2.0,1.0,4.0,1.0,2.0,1.0,20.0,6.0,6.0,4.0,2.0,5.0,1.3935525747359856,150480461.0
48.0,2.0,14.0,1.0,4.0,2.0,1.0,1.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,11.0,6.0,6.0,4.0,2.0,2.0,0.5904001845984271,150480753.0
57.0,1.0,16.0,1.0,2.0,2.0,2.0,3.0,3.0,6.0,5.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0,3.0,,2.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,7.0,,2.0,4.0,4.0,3.0,2.0,2.0,1.0,19.0,4.0,99.0,4.0,2.0,3.0,0.7204968339533161,150480904.0
40.0,1.0,16.0,1.0,3.0,2.0,1.0,2.0,8.0,4.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,19.0,4.0,3.0,4.0,2.0,1.0,0.15763563951035328,150480970.0
31.0,2.0,14.0,1.0,3.0,2.0,1.0,1.0,1.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,7.0,5.0,6.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,5.0,4.0,4.0,2.0,5.0,1.0718007019036893,150481501.0
27.0,1.0,16.0,1.0,4.0,2.0,1.0,1.0,1.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,5.0,2.0,3.0,2.0,4.0,3.0,2.0,1.0,11.0,5.0,4.0,4.0,2.0,3.0,0.953781266702386,150481608.0
21.0,2.0,6.0,2.0,4.0,1.0,1.0,1.0,8.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,5.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,19.0,98.0,4.0,4.0,2.0,1.0,0.10856746200047175,150481613.0
36.0,1.0,14.0,1.0,5.0,3.0,98.0,2.0,2.0,1.0,6.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,7.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,10.0,5.0,5.0,4.0,2.0,7.0,1.7709444868831705,150481694.0
24.0,2.0,14.0,2.0,4.0,1.0,1.0,1.0,9.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,8.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,98.0,1.0,4.0,2.0,5.0,1.072996635316242,150481767.0
33.0,2.0,16.0,1.0,2.0,1.0,1.0,1.0,8.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,6.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,11.0,3.0,4.0,4.0,2.0,1.0,0.17434562397403658,150481818.0
35.0,2.0,14.0,1.0,6.0,3.0,1.0,1.0,5.0,1.0,6.0,3.0,3.0,1.0,99.0,2.0,3.0,2.0,1.0,4.0,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,,,2.0,4.0,99.0,3.0,2.0,1.0,3.0,4.0,6.0,5.0,4.0,2.0,6.0,0.8513064059356523,150481826.0
36.0,1.0,14.0,1.0,3.0,1.0,2.0,2.0,4.0,6.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,5.0,7.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,4.0,2.0,7.0,1.9382950511497195,150481848.0
50.0,2.0,16.0,1.0,4.0,1.0,1.0,2.0,7.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,2.0,1.0,4.0,2.0,6.0,1.2882477427601142,150481850.0
31.0,1.0,16.0,1.0,4.0,2.0,1.0,1.0,1.0,8.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,4.0,4.0,4.0,2.0,6.0,0.8932191292350172,150482046.0
31.0,1.0,14.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,6.0,4.0,4.0,2.0,7.0,1.956892086689019,150482209.0
61.0,2.0,4.0,2.0,5.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,99.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,5.0,1.0,99.0,99.0,99.0,1.0,1.0,1.0,99.0,7.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,5.0,4.0,2.0,5.0,3.171344735147493,150482368.0
58.0,2.0,14.0,1.0,5.0,2.0,1.0,1.0,5.0,4.0,9.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,16.0,5.0,1.0,4.0,2.0,6.0,1.3894453435445417,150482656.0
38.0,1.0,14.0,1.0,5.0,2.0,2.0,2.0,5.0,2.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,6.0,8.0,5.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,18.0,6.0,6.0,4.0,2.0,2.0,0.5880310038190665,150482704.0
29.0,1.0,16.0,1.0,3.0,1.0,1.0,2.0,1.0,7.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,5.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,99.0,4.0,3.0,4.0,2.0,1.0,0.42024326830319636,150482806.0
34.0,1.0,16.0,1.0,4.0,2.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,4.0,2.0,2.0,1.3187005342262588,150482934.0
37.0,2.0,14.0,1.0,4.0,2.0,1.0,1.0,2.0,6.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,8.0,4.0,2.0,1.0,2.0,4.0,1.0,2.0,5.0,1.0,4.0,4.0,4.0,2.0,3.0,0.7631447340621759,150482954.0
31.0,2.0,15.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,99.0,99.0,99.0,4.0,2.0,4.0,0.7891432110849806,150483056.0
20.0,2.0,15.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,20.0,6.0,6.0,4.0,2.0,4.0,0.7605033002804868,150483066.0
37.0,2.0,16.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,7.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,5.0,4.0,4.0,2.0,6.0,0.9054750077779736,150483067.0
58.0,1.0,15.0,1.0,4.0,1.0,1.0,1.0,9.0,4.0,6.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,6.0,4.0,4.0,2.0,1.0,0.19124440199748619,150483197.0
56.0,1.0,8.0,2.0,4.0,2.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,,2.0,3.0,3.0,4.0,1.0,1.0,1.0,12.0,5.0,4.0,4.0,2.0,5.0,0.8326675235902198,150483305.0
34.0,2.0,15.0,1.0,5.0,2.0,1.0,1.0,9.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,2.0,4.0,0.9553208732796705,150483380.0
36.0,2.0,15.0,1.0,6.0,1.0,1.0,1.0,6.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,4.0,4.0,2.0,5.0,1.0037130880990082,150483464.0
27.0,1.0,16.0,1.0,4.0,2.0,1.0,1.0,9.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,8.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,20.0,5.0,1.0,4.0,2.0,3.0,0.953781266702386,150483475.0
35.0,2.0,16.0,1.0,5.0,2.0,1.0,1.0,4.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,6.0,7.0,5.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,15.0,6.0,99.0,4.0,2.0,8.0,0.8160456862022347,150483484.0
34.0,1.0,14.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,2.0,8.0,0.4461072351190953,150483512.0
34.0,2.0,15.0,1.0,5.0,2.0,1.0,2.0,5.0,9.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,6.0,6.0,4.0,2.0,5.0,1.220300752954992,150483933.0
28.0,1.0,14.0,1.0,3.0,1.0,1.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,19.0,5.0,5.0,4.0,2.0,4.0,3.1278921698856355,150484454.0
30.0,2.0,13.0,2.0,4.0,2.0,1.0,1.0,9.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,7.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,1.0,3.0,1.0,98.0,6.0,4.0,2.0,5.0,1.4339973911448984,150484850.0
32.0,2.0,16.0,2.0,5.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,4.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,19.0,99.0,99.0,4.0,2.0,5.0,1.5660761107436405,150484864.0
24.0,2.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,8.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,3.0,4.0,2.0,7.0,1.441392744571531,150484903.0
18.0,2.0,14.0,2.0,5.0,2.0,1.0,2.0,99.0,,,3.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,99.0,1.0,99.0,1.0,99.0,99.0,99.0,98.0,,,2.0,99.0,99.0,99.0,99.0,99.0,3.0,1.0,99.0,99.0,4.0,2.0,8.0,0.6086660715188392,150484933.0
39.0,1.0,14.0,2.0,5.0,2.0,2.0,2.0,7.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,6.0,5.0,98.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,2.0,4.0,0.9083885462592073,150484961.0
18.0,1.0,14.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,6.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,17.0,4.0,2.0,4.0,2.0,5.0,1.713485466770413,150484985.0
20.0,2.0,12.0,2.0,5.0,2.0,3.0,98.0,2.0,7.0,1.0,98.0,99.0,1.0,99.0,99.0,99.0,99.0,2.0,98.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,7.0,1.0,,1.0,99.0,3.0,99.0,99.0,99.0,2.0,15.0,99.0,99.0,4.0,2.0,7.0,0.9850040515739542,150485147.0
21.0,2.0,15.0,1.0,5.0,2.0,2.0,1.0,6.0,1.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,99.0,99.0,4.0,2.0,3.0,0.5859297620160323,150485225.0
26.0,1.0,16.0,1.0,5.0,2.0,1.0,2.0,9.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,19.0,5.0,4.0,4.0,2.0,5.0,1.1815977401896498,150485297.0
48.0,1.0,16.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,7.0,6.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,20.0,5.0,4.0,4.0,2.0,7.0,1.1969686068286205,150485637.0
18.0,2.0,14.0,2.0,4.0,2.0,1.0,1.0,1.0,6.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,5.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,15.0,98.0,6.0,4.0,2.0,5.0,1.072996635316242,150485689.0
