IDADE,FX_ID,SEXO,ESCOLARIDADE,OCUPACAO,CLASSE,P3,P4,P5_1,P5_2,P5_3,P_PCD_1,P_PCD_2,P_PCD_3,ORIENT,IDENT,RACA_COR,RELIGIAO,REND1,REND2,REGIAO,AMOSTRA,FATOR_POND,ID,TIPO_COLETA
60.0,5.0,1.0,16.0,1.0,4.0,3.0,,99.0,,,98.0,,,1.0,2.0,1.0,4.0,98.0,5.0,7.0,3.0,1.007640933812155,161324865.0,4.0
29.0,2.0,1.0,16.0,1.0,4.0,5.0,,6.0,5.0,4.0,2.0,,,1.0,2.0,1.0,4.0,6.0,5.0,1.0,3.0,0.1766731311241027,161325494.0,4.0
41.0,3.0,2.0,14.0,1.0,4.0,5.0,1.0,2.0,6.0,4.0,4.0,,,1.0,1.0,3.0,2.0,6.0,6.0,5.0,3.0,0.7468532554819446,161326509.0,4.0
52.0,4.0,2.0,13.0,1.0,4.0,5.0,1.0,7.0,10.0,2.0,3.0,,,1.0,1.0,2.0,1.0,5.0,4.0,2.0,3.0,1.2273000063234016,161327060.0,4.0
37.0,3.0,2.0,15.0,1.0,4.0,3.0,1.0,6.0,7.0,5.0,2.0,,,1.0,1.0,1.0,15.0,99.0,99.0,7.0,3.0,1.4429904406470593,161334013.0,4.0
23.0,1.0,1.0,14.0,1.0,4.0,2.0,,1.0,2.0,10.0,4.0,,,1.0,2.0,1.0,20.0,6.0,5.0,6.0,3.0,4.434522975698588,161334021.0,4.0
39.0,3.0,2.0,16.0,1.0,4.0,97.0,99.0,6.0,3.0,5.0,4.0,,,1.0,1.0,3.0,1.0,99.0,99.0,4.0,3.0,1.6227521564867433,161334042.0,4.0
20.0,1.0,2.0,14.0,1.0,4.0,5.0,1.0,2.0,9.0,6.0,3.0,,,1.0,1.0,3.0,19.0,6.0,5.0,3.0,3.0,0.6294373405519602,161334406.0,4.0
47.0,4.0,1.0,14.0,1.0,4.0,5.0,,6.0,8.0,2.0,4.0,,,1.0,2.0,1.0,99.0,4.0,3.0,4.0,3.0,1.1622105727079546,161336043.0,4.0
21.0,1.0,2.0,15.0,1.0,4.0,5.0,5.0,3.0,9.0,5.0,4.0,,,1.0,1.0,3.0,2.0,5.0,5.0,5.0,3.0,2.141809568423637,161336468.0,4.0
33.0,2.0,2.0,14.0,2.0,4.0,5.0,99.0,6.0,3.0,10.0,4.0,,,1.0,1.0,1.0,19.0,98.0,5.0,8.0,3.0,0.7066019600384399,161337944.0,4.0
27.0,2.0,2.0,16.0,1.0,4.0,1.0,3.0,6.0,2.0,9.0,4.0,,,1.0,1.0,3.0,99.0,6.0,6.0,2.0,3.0,0.5095818214765889,161338303.0,4.0
46.0,4.0,2.0,15.0,1.0,4.0,3.0,3.0,7.0,10.0,6.0,3.0,,,1.0,1.0,1.0,19.0,1.0,1.0,3.0,3.0,0.7698248976734333,161338349.0,4.0
38.0,3.0,2.0,14.0,1.0,4.0,3.0,1.0,2.0,9.0,6.0,4.0,,,1.0,1.0,1.0,19.0,5.0,4.0,4.0,3.0,1.291439197646093,161338630.0,4.0
59.0,4.0,2.0,15.0,1.0,4.0,5.0,4.0,2.0,9.0,4.0,4.0,,,1.0,1.0,3.0,16.0,6.0,1.0,5.0,3.0,1.2888259500940116,161339563.0,4.0
28.0,2.0,2.0,11.0,1.0,5.0,3.0,1.0,5.0,6.0,7.0,4.0,,,1.0,1.0,4.0,1.0,6.0,5.0,7.0,2.0,0.7855761224812341,161340207.0,4.0
26.0,2.0,2.0,9.0,2.0,6.0,3.0,3.0,99.0,,,4.0,,,99.0,1.0,3.0,19.0,98.0,99.0,7.0,2.0,0.7578587487674865,161340208.0,4.0
24.0,1.0,2.0,16.0,1.0,4.0,5.0,6.0,9.0,2.0,6.0,2.0,,,1.0,1.0,1.0,99.0,4.0,3.0,4.0,3.0,2.7899335360307176,161340421.0,4.0
37.0,3.0,2.0,14.0,2.0,4.0,1.0,1.0,2.0,7.0,6.0,3.0,,,1.0,1.0,3.0,1.0,4.0,4.0,5.0,3.0,0.8931363688312944,161340701.0,4.0
40.0,3.0,2.0,16.0,1.0,4.0,5.0,1.0,5.0,1.0,6.0,4.0,,,99.0,1.0,3.0,16.0,6.0,6.0,1.0,3.0,0.29155845223539006,161340867.0,4.0
34.0,2.0,1.0,16.0,1.0,4.0,5.0,,97.0,,,4.0,,,1.0,2.0,2.0,99.0,99.0,99.0,4.0,3.0,1.383507411992299,161340992.0,4.0
37.0,3.0,1.0,16.0,2.0,4.0,3.0,,4.0,6.0,2.0,4.0,,,1.0,2.0,2.0,19.0,6.0,4.0,7.0,3.0,1.037803531202181,161341168.0,4.0
24.0,1.0,1.0,16.0,1.0,4.0,5.0,,2.0,5.0,7.0,4.0,,,3.0,2.0,3.0,4.0,5.0,5.0,3.0,3.0,0.27769535763890874,161341266.0,4.0
32.0,2.0,2.0,16.0,1.0,4.0,96.0,3.0,9.0,4.0,7.0,1.0,3.0,,1.0,1.0,3.0,99.0,4.0,4.0,4.0,3.0,0.9365089386083099,161341904.0,4.0
46.0,4.0,2.0,14.0,2.0,4.0,3.0,2.0,4.0,10.0,1.0,4.0,,,1.0,1.0,1.0,10.0,6.0,6.0,7.0,3.0,1.8093240517929887,161342666.0,4.0
59.0,4.0,2.0,11.0,2.0,5.0,5.0,1.0,8.0,5.0,3.0,4.0,,,1.0,1.0,3.0,1.0,98.0,6.0,7.0,2.0,1.2560950449502581,161348077.0,4.0
29.0,2.0,2.0,16.0,1.0,4.0,3.0,1.0,9.0,2.0,10.0,1.0,,,1.0,1.0,1.0,9.0,4.0,4.0,1.0,3.0,0.22879953264065156,161349616.0,4.0
21.0,1.0,2.0,14.0,2.0,4.0,5.0,3.0,6.0,2.0,4.0,4.0,,,1.0,1.0,1.0,19.0,6.0,5.0,5.0,3.0,2.179830024780407,161349919.0,4.0
20.0,1.0,2.0,11.0,2.0,6.0,3.0,3.0,5.0,8.0,6.0,1.0,,,1.0,1.0,3.0,19.0,6.0,6.0,7.0,2.0,0.6341607567970015,161350888.0,4.0
38.0,3.0,2.0,16.0,1.0,4.0,3.0,3.0,7.0,9.0,3.0,4.0,,,1.0,1.0,1.0,19.0,5.0,5.0,7.0,3.0,1.4429904406470593,161351295.0,4.0
44.0,3.0,2.0,16.0,1.0,4.0,5.0,1.0,5.0,9.0,7.0,4.0,,,2.0,1.0,1.0,15.0,4.0,3.0,7.0,3.0,1.4429904406470593,161351372.0,4.0
36.0,3.0,1.0,16.0,1.0,4.0,5.0,,8.0,9.0,7.0,4.0,,,1.0,2.0,3.0,15.0,4.0,4.0,8.0,3.0,0.40354845797627786,161351406.0,4.0
25.0,2.0,2.0,14.0,1.0,4.0,5.0,1.0,2.0,10.0,6.0,4.0,,,1.0,1.0,1.0,1.0,6.0,5.0,5.0,3.0,1.2104277827069245,161351473.0,4.0
49.0,4.0,2.0,16.0,2.0,4.0,3.0,4.0,97.0,,,4.0,,,1.0,1.0,1.0,1.0,99.0,1.0,5.0,3.0,1.5412630535830032,161352938.0,4.0
31.0,2.0,1.0,16.0,1.0,4.0,5.0,,99.0,,,4.0,,,1.0,2.0,1.0,1.0,6.0,4.0,4.0,3.0,1.383507411992299,161355661.0,4.0
29.0,2.0,1.0,16.0,1.0,4.0,5.0,,1.0,99.0,,2.0,3.0,,2.0,2.0,3.0,99.0,99.0,99.0,7.0,3.0,1.1181775325970775,161356636.0,4.0
38.0,3.0,1.0,16.0,1.0,4.0,4.0,,2.0,5.0,6.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.1758145176656553,161356931.0,4.0
62.0,5.0,1.0,11.0,2.0,6.0,5.0,,8.0,6.0,7.0,4.0,,,1.0,2.0,3.0,12.0,6.0,5.0,4.0,2.0,1.7953050669239417,161357433.0,4.0
65.0,5.0,1.0,8.0,2.0,6.0,5.0,,2.0,6.0,5.0,4.0,,,1.0,2.0,3.0,1.0,6.0,5.0,4.0,2.0,1.7953050669239417,161357434.0,4.0
20.0,1.0,2.0,14.0,2.0,6.0,5.0,3.0,6.0,4.0,2.0,4.0,,,1.0,1.0,1.0,19.0,98.0,6.0,4.0,2.0,2.420132941306826,161359164.0,4.0
59.0,4.0,2.0,16.0,1.0,4.0,5.0,1.0,6.0,7.0,2.0,3.0,,,2.0,1.0,1.0,1.0,5.0,5.0,1.0,3.0,0.2960114890526722,161359427.0,4.0
38.0,3.0,2.0,16.0,1.0,4.0,5.0,3.0,8.0,3.0,5.0,1.0,,,5.0,96.0,1.0,19.0,6.0,6.0,1.0,3.0,0.29155845223539006,161359584.0,4.0
30.0,2.0,1.0,16.0,1.0,4.0,5.0,,7.0,2.0,5.0,3.0,,,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,0.5586144489386338,161359770.0,4.0
35.0,3.0,1.0,16.0,1.0,4.0,5.0,,9.0,6.0,1.0,4.0,,,1.0,2.0,1.0,19.0,4.0,4.0,8.0,3.0,0.40354845797627786,161361211.0,4.0
63.0,5.0,2.0,7.0,2.0,6.0,5.0,1.0,1.0,5.0,8.0,4.0,,,1.0,1.0,3.0,20.0,6.0,5.0,8.0,2.0,0.6829827748337224,161363190.0,4.0
60.0,5.0,2.0,5.0,2.0,6.0,5.0,7.0,1.0,5.0,7.0,4.0,,,1.0,1.0,1.0,11.0,98.0,6.0,8.0,2.0,0.6829827748337224,161363191.0,4.0
19.0,1.0,2.0,14.0,2.0,4.0,3.0,1.0,3.0,9.0,10.0,4.0,,,1.0,1.0,3.0,20.0,98.0,5.0,8.0,2.0,0.28066462039628315,161363192.0,4.0
47.0,4.0,2.0,10.0,2.0,5.0,5.0,2.0,8.0,6.0,99.0,4.0,,,1.0,1.0,2.0,1.0,98.0,6.0,8.0,2.0,1.7362505848488834,161363193.0,4.0
30.0,2.0,2.0,16.0,1.0,4.0,3.0,2.0,8.0,5.0,3.0,4.0,,,1.0,1.0,3.0,4.0,5.0,4.0,7.0,3.0,0.9365457351387877,161363508.0,4.0
24.0,1.0,2.0,14.0,2.0,4.0,1.0,4.0,6.0,2.0,7.0,2.0,,,1.0,1.0,3.0,1.0,98.0,5.0,8.0,3.0,0.28066462039628315,161364355.0,4.0
39.0,3.0,2.0,16.0,1.0,4.0,5.0,1.0,9.0,7.0,5.0,4.0,,,99.0,99.0,3.0,99.0,99.0,99.0,1.0,3.0,0.29155845223539006,161365129.0,4.0
22.0,1.0,2.0,16.0,1.0,4.0,2.0,4.0,9.0,3.0,8.0,2.0,,,2.0,1.0,1.0,2.0,99.0,6.0,4.0,3.0,2.7899335360307176,161366353.0,4.0
40.0,3.0,2.0,14.0,2.0,4.0,3.0,1.0,7.0,6.0,3.0,3.0,,,1.0,1.0,1.0,1.0,6.0,6.0,3.0,3.0,0.5518451593091163,161368063.0,4.0
25.0,2.0,1.0,16.0,2.0,4.0,97.0,,99.0,,,98.0,,,5.0,1.0,4.0,13.0,99.0,99.0,5.0,3.0,0.645041689491494,161368440.0,4.0
27.0,2.0,1.0,16.0,2.0,4.0,3.0,,5.0,6.0,2.0,4.0,,,1.0,1.0,3.0,1.0,6.0,6.0,6.0,3.0,1.2688194665056274,161368968.0,4.0
32.0,2.0,2.0,14.0,1.0,4.0,96.0,1.0,99.0,,,4.0,,,1.0,1.0,1.0,19.0,99.0,99.0,8.0,3.0,0.6075128370755603,161376814.0,4.0
28.0,2.0,2.0,16.0,1.0,4.0,3.0,3.0,7.0,9.0,6.0,2.0,,,1.0,96.0,4.0,2.0,6.0,99.0,7.0,3.0,0.9365457351387877,161379236.0,4.0
60.0,5.0,1.0,16.0,2.0,4.0,4.0,,7.0,5.0,2.0,4.0,,,1.0,2.0,1.0,15.0,4.0,4.0,4.0,3.0,1.8579507968319273,161389789.0,4.0
29.0,2.0,2.0,16.0,1.0,4.0,5.0,3.0,7.0,6.0,1.0,4.0,,,1.0,1.0,1.0,5.0,4.0,4.0,3.0,3.0,0.5127156832163831,161389960.0,4.0
54.0,4.0,1.0,16.0,1.0,4.0,5.0,,6.0,4.0,7.0,4.0,,,1.0,2.0,3.0,1.0,4.0,4.0,1.0,3.0,0.11347919508094438,161393674.0,4.0
34.0,2.0,1.0,16.0,1.0,4.0,5.0,,2.0,6.0,8.0,4.0,,,1.0,2.0,1.0,1.0,5.0,4.0,8.0,3.0,0.6616574537715907,161396533.0,4.0
49.0,4.0,2.0,9.0,1.0,6.0,1.0,1.0,7.0,6.0,5.0,4.0,,,1.0,99.0,3.0,20.0,98.0,6.0,7.0,2.0,1.1681791443779552,161400512.0,4.0
16.0,1.0,1.0,11.0,2.0,6.0,3.0,,6.0,5.0,1.0,4.0,,,1.0,2.0,1.0,1.0,98.0,6.0,7.0,2.0,1.2009800458435893,161403117.0,4.0
55.0,4.0,1.0,14.0,1.0,3.0,97.0,,6.0,3.0,7.0,4.0,,,1.0,2.0,3.0,15.0,4.0,99.0,2.0,3.0,0.9738683616127866,161405438.0,4.0
40.0,3.0,1.0,15.0,1.0,2.0,3.0,,5.0,7.0,8.0,4.0,,,1.0,2.0,1.0,19.0,2.0,2.0,6.0,3.0,1.4479759857607821,161405538.0,4.0
49.0,4.0,2.0,16.0,2.0,3.0,3.0,1.0,3.0,2.0,7.0,4.0,,,1.0,1.0,1.0,1.0,98.0,3.0,1.0,3.0,0.47399789356312744,161405539.0,4.0
56.0,4.0,1.0,16.0,1.0,1.0,5.0,,6.0,10.0,4.0,4.0,,,1.0,2.0,1.0,19.0,4.0,3.0,2.0,3.0,0.45209750865554293,161405622.0,4.0
24.0,1.0,1.0,15.0,1.0,3.0,5.0,,10.0,4.0,7.0,4.0,,,1.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,0.5060672958791752,161405675.0,4.0
52.0,4.0,1.0,16.0,1.0,2.0,5.0,,3.0,2.0,7.0,4.0,,,1.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,0.39560467138011923,161405693.0,4.0
40.0,3.0,2.0,16.0,1.0,3.0,5.0,2.0,99.0,,,98.0,,,1.0,1.0,2.0,1.0,6.0,6.0,5.0,3.0,1.5992473928597462,161405727.0,4.0
41.0,3.0,1.0,16.0,1.0,1.0,5.0,,1.0,2.0,10.0,4.0,,,1.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,0.758229488651705,161405804.0,4.0
24.0,1.0,1.0,16.0,2.0,3.0,5.0,,3.0,1.0,7.0,4.0,,,1.0,2.0,1.0,3.0,6.0,5.0,8.0,3.0,1.4897622816579985,161405852.0,4.0
34.0,2.0,1.0,16.0,1.0,1.0,4.0,,1.0,2.0,6.0,4.0,,,1.0,2.0,1.0,1.0,2.0,2.0,8.0,3.0,1.3779820639750704,161406134.0,4.0
44.0,3.0,1.0,14.0,1.0,1.0,5.0,,2.0,4.0,6.0,4.0,,,1.0,2.0,1.0,1.0,4.0,3.0,8.0,3.0,0.8838187071441491,161406147.0,4.0
57.0,4.0,1.0,16.0,1.0,2.0,5.0,,6.0,2.0,1.0,4.0,,,1.0,2.0,1.0,3.0,99.0,3.0,1.0,3.0,0.20680255471837455,161406160.0,4.0
45.0,4.0,1.0,16.0,1.0,3.0,3.0,,5.0,4.0,6.0,4.0,,,1.0,2.0,1.0,1.0,5.0,5.0,8.0,3.0,0.7040296905075331,161406181.0,4.0
53.0,4.0,1.0,15.0,1.0,3.0,5.0,,6.0,3.0,9.0,4.0,,,1.0,2.0,3.0,16.0,5.0,4.0,8.0,3.0,0.7040296905075331,161406498.0,4.0
47.0,4.0,1.0,16.0,1.0,2.0,3.0,,1.0,7.0,10.0,4.0,,,1.0,2.0,3.0,1.0,4.0,4.0,4.0,3.0,1.5063580822985623,161406947.0,4.0
49.0,4.0,1.0,16.0,1.0,2.0,3.0,,1.0,7.0,2.0,4.0,,,1.0,2.0,1.0,16.0,3.0,2.0,2.0,3.0,0.39560467138011923,161407091.0,4.0
57.0,4.0,1.0,16.0,1.0,1.0,5.0,,97.0,,,4.0,,,1.0,2.0,1.0,19.0,4.0,3.0,4.0,3.0,1.7214678830118193,161407140.0,4.0
35.0,3.0,1.0,16.0,1.0,2.0,5.0,,6.0,9.0,10.0,4.0,,,1.0,2.0,1.0,20.0,3.0,2.0,8.0,3.0,0.73541984504408,161407281.0,4.0
41.0,3.0,1.0,16.0,1.0,1.0,3.0,,9.0,10.0,2.0,4.0,,,1.0,2.0,2.0,20.0,4.0,3.0,6.0,3.0,1.6547487507459215,161407747.0,4.0
25.0,2.0,1.0,16.0,1.0,2.0,96.0,,4.0,1.0,7.0,4.0,,,1.0,2.0,1.0,20.0,4.0,3.0,8.0,3.0,1.2057932882835283,161407823.0,4.0
18.0,1.0,1.0,14.0,2.0,1.0,1.0,,3.0,10.0,7.0,4.0,,,4.0,5.0,3.0,99.0,6.0,6.0,4.0,3.0,1.5790949762578619,161407832.0,4.0
59.0,4.0,1.0,16.0,1.0,3.0,3.0,,2.0,3.0,7.0,4.0,,,1.0,2.0,1.0,1.0,99.0,99.0,6.0,3.0,0.33119873084503887,161408280.0,4.0
42.0,3.0,1.0,16.0,1.0,3.0,5.0,,1.0,10.0,4.0,4.0,,,1.0,2.0,1.0,1.0,4.0,3.0,8.0,3.0,0.73541984504408,161408474.0,4.0
54.0,4.0,2.0,3.0,2.0,6.0,3.0,1.0,9.0,3.0,7.0,2.0,,,1.0,1.0,2.0,19.0,98.0,6.0,7.0,2.0,1.1897781045908857,161409306.0,4.0
33.0,2.0,1.0,10.0,1.0,6.0,5.0,,3.0,8.0,6.0,1.0,,,1.0,2.0,3.0,11.0,98.0,6.0,7.0,2.0,1.2536329897329717,161409307.0,4.0
33.0,2.0,1.0,16.0,1.0,3.0,3.0,,6.0,7.0,5.0,4.0,,,1.0,2.0,1.0,10.0,99.0,99.0,7.0,3.0,2.0377477140617763,161409672.0,4.0
35.0,3.0,1.0,16.0,1.0,3.0,5.0,,9.0,8.0,2.0,4.0,,,1.0,2.0,3.0,2.0,5.0,5.0,3.0,3.0,1.1321912382892831,161409810.0,4.0
56.0,4.0,1.0,14.0,1.0,3.0,5.0,,2.0,9.0,7.0,4.0,,,1.0,2.0,2.0,20.0,3.0,3.0,4.0,3.0,2.117992777312794,161410584.0,4.0
59.0,4.0,1.0,16.0,1.0,2.0,1.0,,3.0,10.0,4.0,3.0,,,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,0.6685461921776391,161410833.0,4.0
54.0,4.0,2.0,15.0,1.0,2.0,3.0,6.0,7.0,6.0,10.0,4.0,,,1.0,1.0,3.0,3.0,5.0,3.0,4.0,3.0,1.7914763633175916,161411085.0,4.0
51.0,4.0,2.0,16.0,2.0,3.0,1.0,1.0,6.0,2.0,3.0,3.0,,,1.0,1.0,1.0,1.0,5.0,4.0,4.0,3.0,2.126378874308388,161411312.0,4.0
62.0,5.0,2.0,16.0,1.0,1.0,3.0,7.0,6.0,5.0,4.0,4.0,,,1.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,0.3367162537696806,161411593.0,4.0
51.0,4.0,2.0,16.0,1.0,2.0,3.0,4.0,3.0,6.0,7.0,3.0,,,1.0,1.0,1.0,15.0,4.0,2.0,1.0,3.0,0.5394463021914948,161411864.0,4.0
51.0,4.0,1.0,16.0,1.0,2.0,3.0,,3.0,7.0,10.0,4.0,,,1.0,2.0,1.0,16.0,2.0,2.0,6.0,3.0,0.33119873084503887,161411999.0,4.0
47.0,4.0,1.0,16.0,1.0,3.0,5.0,,6.0,5.0,7.0,4.0,,,1.0,2.0,3.0,19.0,4.0,3.0,8.0,3.0,0.7040296905075331,161412181.0,4.0
32.0,2.0,1.0,13.0,2.0,3.0,1.0,,99.0,,,4.0,,,1.0,2.0,3.0,99.0,99.0,1.0,5.0,3.0,1.9739626112638837,161412409.0,4.0
60.0,5.0,1.0,16.0,1.0,2.0,5.0,,99.0,,,2.0,,,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,0.43941633669713626,161412483.0,4.0
57.0,4.0,1.0,16.0,1.0,2.0,5.0,,4.0,6.0,7.0,3.0,,,1.0,2.0,1.0,1.0,4.0,3.0,8.0,3.0,0.7040296905075331,161413079.0,4.0
47.0,4.0,1.0,15.0,1.0,1.0,5.0,,6.0,10.0,1.0,2.0,,,1.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,0.23633421578569633,161413646.0,4.0
49.0,4.0,1.0,16.0,1.0,2.0,5.0,,7.0,8.0,1.0,4.0,,,1.0,2.0,1.0,1.0,4.0,4.0,3.0,3.0,0.6685461921776391,161413713.0,4.0
25.0,2.0,1.0,16.0,1.0,3.0,1.0,,3.0,9.0,6.0,2.0,,,1.0,2.0,2.0,4.0,5.0,5.0,7.0,3.0,2.0377477140617763,161413743.0,4.0
36.0,3.0,1.0,16.0,2.0,3.0,5.0,,5.0,4.0,6.0,4.0,,,1.0,2.0,3.0,20.0,99.0,2.0,1.0,3.0,0.43767279157009414,161413792.0,4.0
31.0,2.0,2.0,16.0,1.0,3.0,96.0,3.0,3.0,2.0,6.0,4.0,,,1.0,1.0,3.0,19.0,4.0,4.0,8.0,3.0,1.1523998407258065,161413910.0,4.0
35.0,3.0,2.0,16.0,1.0,3.0,5.0,1.0,5.0,2.0,8.0,4.0,,,1.0,1.0,3.0,1.0,6.0,5.0,8.0,3.0,1.1819918690878601,161414398.0,4.0
54.0,4.0,1.0,16.0,1.0,1.0,3.0,,2.0,1.0,7.0,4.0,,,1.0,2.0,1.0,1.0,3.0,2.0,6.0,3.0,0.3784943200052516,161414667.0,4.0
23.0,1.0,2.0,16.0,1.0,1.0,3.0,3.0,10.0,7.0,3.0,2.0,,,1.0,1.0,3.0,19.0,6.0,3.0,7.0,3.0,1.6321138151376584,161414736.0,4.0
21.0,1.0,1.0,16.0,1.0,1.0,5.0,,8.0,6.0,5.0,4.0,,,1.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,0.7845945324757906,161415255.0,4.0
43.0,3.0,1.0,16.0,1.0,3.0,97.0,,6.0,1.0,3.0,4.0,,,1.0,2.0,1.0,20.0,4.0,4.0,3.0,3.0,1.1321912382892831,161415427.0,4.0
61.0,5.0,2.0,16.0,1.0,3.0,3.0,4.0,6.0,2.0,10.0,4.0,,,1.0,1.0,3.0,16.0,3.0,3.0,8.0,3.0,0.6066285570875872,161415430.0,4.0
33.0,2.0,1.0,5.0,2.0,3.0,97.0,,99.0,,,98.0,,,99.0,99.0,5.0,99.0,4.0,1.0,1.0,3.0,0.8301361882561056,161415933.0,4.0
17.0,1.0,1.0,13.0,2.0,3.0,3.0,,6.0,1.0,10.0,3.0,,,1.0,96.0,3.0,19.0,98.0,3.0,7.0,3.0,1.9606318954855289,161415951.0,4.0
43.0,3.0,2.0,16.0,1.0,2.0,3.0,1.0,6.0,7.0,9.0,4.0,,,1.0,1.0,3.0,1.0,2.0,2.0,8.0,3.0,1.1819918690878601,161416089.0,4.0
46.0,4.0,1.0,16.0,1.0,1.0,3.0,,3.0,10.0,6.0,4.0,,,1.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,0.23633421578569633,161416464.0,4.0
33.0,2.0,1.0,16.0,1.0,1.0,5.0,,99.0,,,4.0,,,4.0,2.0,1.0,2.0,5.0,4.0,6.0,3.0,1.3458947519436977,161416771.0,4.0
33.0,2.0,1.0,16.0,1.0,3.0,5.0,,2.0,1.0,3.0,4.0,,,1.0,2.0,1.0,20.0,4.0,3.0,2.0,3.0,0.7269574603524165,161416778.0,4.0
58.0,4.0,2.0,16.0,1.0,1.0,3.0,3.0,2.0,7.0,3.0,3.0,,,1.0,1.0,1.0,15.0,4.0,4.0,6.0,3.0,4.123243108876131,161416877.0,4.0
29.0,2.0,1.0,16.0,1.0,3.0,5.0,,6.0,7.0,9.0,1.0,,,1.0,96.0,2.0,2.0,4.0,3.0,3.0,3.0,1.018009469142816,161417302.0,4.0
47.0,4.0,2.0,16.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,,,1.0,1.0,1.0,3.0,5.0,4.0,8.0,3.0,1.4607267255064647,161417321.0,4.0
25.0,2.0,1.0,16.0,1.0,3.0,5.0,,2.0,5.0,6.0,4.0,,,1.0,2.0,1.0,20.0,3.0,3.0,6.0,3.0,1.177715516810306,161417384.0,4.0
64.0,5.0,2.0,16.0,2.0,2.0,96.0,1.0,6.0,7.0,2.0,4.0,,,1.0,1.0,3.0,1.0,99.0,3.0,8.0,3.0,0.7055734484834709,161417701.0,4.0
23.0,1.0,2.0,16.0,1.0,1.0,3.0,1.0,7.0,2.0,9.0,4.0,,,3.0,1.0,2.0,1.0,5.0,4.0,8.0,3.0,0.5231024147703518,161417829.0,4.0
63.0,5.0,1.0,16.0,1.0,3.0,96.0,,9.0,10.0,5.0,4.0,,,2.0,2.0,1.0,15.0,3.0,3.0,1.0,3.0,0.34924573382593754,161417830.0,4.0
36.0,3.0,2.0,15.0,1.0,2.0,3.0,4.0,4.0,10.0,7.0,4.0,,,1.0,1.0,3.0,11.0,99.0,99.0,6.0,3.0,1.299274505600929,161417878.0,4.0
62.0,5.0,2.0,16.0,1.0,2.0,3.0,4.0,2.0,6.0,10.0,4.0,,,1.0,1.0,1.0,99.0,4.0,2.0,7.0,3.0,2.028834710069603,161418153.0,4.0
48.0,4.0,1.0,14.0,1.0,1.0,5.0,,2.0,7.0,3.0,2.0,,,1.0,2.0,3.0,1.0,2.0,1.0,8.0,3.0,0.8460943977085209,161418380.0,4.0
38.0,3.0,1.0,15.0,1.0,2.0,3.0,,6.0,1.0,7.0,3.0,,,1.0,2.0,1.0,1.0,5.0,4.0,2.0,3.0,0.6634832573636579,161418422.0,4.0
46.0,4.0,1.0,16.0,1.0,2.0,5.0,,2.0,10.0,5.0,4.0,,,1.0,2.0,3.0,1.0,3.0,3.0,8.0,3.0,0.7040296905075331,161418692.0,4.0
25.0,2.0,1.0,14.0,1.0,6.0,3.0,,8.0,6.0,7.0,4.0,,,1.0,2.0,3.0,12.0,6.0,6.0,4.0,2.0,1.786371466928816,161418983.0,4.0
51.0,4.0,2.0,16.0,1.0,2.0,5.0,1.0,6.0,7.0,10.0,1.0,,,1.0,1.0,3.0,1.0,4.0,4.0,8.0,3.0,1.4607267255064647,161419131.0,4.0
44.0,3.0,1.0,14.0,1.0,3.0,3.0,,97.0,,,4.0,,,5.0,96.0,1.0,19.0,4.0,2.0,3.0,3.0,1.439159004702909,161419536.0,4.0
58.0,4.0,2.0,16.0,1.0,3.0,3.0,1.0,1.0,6.0,3.0,4.0,,,1.0,1.0,1.0,1.0,5.0,3.0,8.0,3.0,1.4607267255064647,161420138.0,4.0
45.0,4.0,1.0,16.0,1.0,3.0,5.0,,1.0,9.0,4.0,4.0,,,1.0,2.0,1.0,2.0,4.0,4.0,6.0,3.0,0.33119873084503887,161420310.0,4.0
56.0,4.0,1.0,14.0,1.0,1.0,5.0,,6.0,7.0,9.0,4.0,,,1.0,2.0,4.0,19.0,4.0,3.0,2.0,3.0,1.1129379703925364,161420323.0,4.0
69.0,5.0,1.0,16.0,1.0,1.0,5.0,,6.0,7.0,9.0,4.0,,,1.0,2.0,1.0,1.0,99.0,99.0,1.0,3.0,0.39911845737425694,161420324.0,4.0
24.0,1.0,2.0,14.0,1.0,5.0,5.0,6.0,6.0,5.0,2.0,4.0,,,1.0,1.0,1.0,1.0,6.0,5.0,7.0,2.0,0.9180023310470553,161420417.0,4.0
42.0,3.0,2.0,8.0,1.0,5.0,5.0,1.0,6.0,2.0,3.0,4.0,,,1.0,1.0,2.0,2.0,6.0,5.0,7.0,2.0,1.2103827849613977,161420418.0,4.0
65.0,5.0,1.0,11.0,2.0,6.0,5.0,,6.0,5.0,2.0,4.0,,,99.0,2.0,1.0,1.0,6.0,6.0,7.0,2.0,0.6821242928724778,161420419.0,4.0
