IDADE,FX_IDADE,SEXO,p1,p901a,p901b,p901c,p901d,p901e,p901f,p901g,p901h,p901i,p901j,p901k,p901l,p901m,p901n,p901o,p901p,p901q,p901r,p901s,p901t,p906,pea,carro,empreg,maqlav,dvd,banhe,gelad,freezer,comput,lavlou,microon,motocic,secadora,agua,rua,escola,escolac,CLASSE2,RCLASSE2,rendaf,cor,METROP,REGIAO,PESO,nquest
32.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,5.0,3.0,3.0,3.0,5.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,96.0,96.0,1.0,96.0,1.0,1.0,1.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,21.0,5.0,2.0,98.0,3.0,1.0,0.9426288952578654,185716375.0
74.0,5.0,2.0,99.0,2.0,4.0,5.0,1.0,2.0,4.0,1.0,1.0,99.0,99.0,99.0,99.0,4.0,2.0,99.0,1.0,2.0,1.0,2.0,1.0,96.0,11.0,96.0,96.0,96.0,96.0,2.0,1.0,96.0,1.0,96.0,96.0,96.0,96.0,1.0,98.0,3.0,3.0,18.0,5.0,99.0,3.0,1.0,5.0,0.5847205767840804,185716376.0
32.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,4.0,10.0,1.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,1.0,96.0,1.0,2.0,5.0,3.0,17.0,5.0,2.0,3.0,3.0,3.0,0.8114335994963836,185716378.0
57.0,4.0,2.0,3.0,3.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,99.0,5.0,1.0,99.0,5.0,3.0,2.0,1.0,1.0,99.0,12.0,1.0,96.0,1.0,96.0,2.0,2.0,2.0,96.0,96.0,96.0,96.0,96.0,2.0,2.0,2.0,3.0,21.0,5.0,4.0,1.0,3.0,1.0,1.0060246380234121,185716383.0
40.0,3.0,1.0,5.0,5.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,99.0,5.0,10.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,2.0,1.0,3.0,3.0,11.0,6.0,99.0,5.0,3.0,3.0,2.1422338013764697,185716389.0
24.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,5.0,2.0,2.0,5.0,4.0,2.0,5.0,4.0,5.0,5.0,2.0,1.0,3.0,13.0,3.0,96.0,1.0,96.0,3.0,2.0,3.0,3.0,96.0,1.0,2.0,1.0,1.0,1.0,6.0,7.0,57.0,1.0,5.0,3.0,1.0,1.0,0.45410859816421495,185716407.0
25.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,5.0,1.0,99.0,2.0,1.0,2.0,5.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,8.0,1.0,96.0,1.0,1.0,2.0,1.0,96.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,6.0,6.0,30.0,3.0,3.0,1.0,3.0,2.0,0.7634139723403399,185716423.0
33.0,2.0,2.0,2.0,5.0,1.0,4.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,2.0,5.0,4.0,2.0,2.0,1.0,4.0,3.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,1.0,96.0,96.0,96.0,1.0,1.0,1.0,8.0,5.0,22.0,5.0,2.0,3.0,3.0,5.0,1.2137467820026717,185716427.0
23.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,5.0,2.0,2.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,3.0,8.0,1.0,96.0,1.0,1.0,2.0,1.0,1.0,1.0,96.0,96.0,1.0,96.0,1.0,1.0,6.0,5.0,31.0,3.0,3.0,3.0,3.0,5.0,1.0298750095910878,185716428.0
25.0,2.0,1.0,3.0,5.0,2.0,5.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,5.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,2.0,2.0,2.0,2.0,6.0,6.0,9.0,3.0,3.0,5.0,1.4477982598759873,185716460.0
59.0,4.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,4.0,5.0,2.0,4.0,5.0,2.0,2.0,2.0,2.0,5.0,10.0,96.0,96.0,96.0,96.0,2.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,2.0,1.0,4.0,4.0,11.0,6.0,9.0,3.0,3.0,3.0,1.1432783657662586,185716466.0
45.0,4.0,2.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,5.0,5.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,96.0,96.0,96.0,96.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,2.0,1.0,5.0,5.0,13.0,6.0,9.0,1.0,3.0,3.0,1.1432783657662586,185716478.0
28.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,96.0,1.0,1.0,2.0,1.0,1.0,2.0,96.0,1.0,96.0,96.0,1.0,1.0,7.0,7.0,38.0,2.0,4.0,1.0,1.0,1.0,0.6958369374304858,185716483.0
36.0,3.0,2.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,10.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,2.0,1.0,4.0,2.0,8.0,6.0,9.0,3.0,3.0,3.0,1.0928273983699164,185716500.0
54.0,4.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,5.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,4.0,12.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,2.0,1.0,8.0,5.0,11.0,6.0,3.0,3.0,3.0,3.0,1.221370355448036,185716506.0
63.0,5.0,1.0,3.0,5.0,1.0,1.0,5.0,1.0,99.0,1.0,1.0,99.0,5.0,5.0,5.0,99.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,16.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,1.0,1.0,13.0,6.0,9.0,1.0,2.0,3.0,1.3113559473969407,185716532.0
27.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,5.0,1.0,2.0,2.0,2.0,99.0,1.0,2.0,5.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,6.0,6.0,15.0,6.0,1.0,5.0,3.0,5.0,1.1327314096961532,185716559.0
68.0,5.0,1.0,3.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,96.0,96.0,1.0,96.0,2.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,2.0,2.0,18.0,5.0,99.0,98.0,3.0,1.0,0.9942234493944613,185716595.0
62.0,5.0,2.0,5.0,1.0,1.0,4.0,2.0,2.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,11.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,98.0,7.0,5.0,13.0,6.0,9.0,98.0,3.0,3.0,1.5114236575142739,185716607.0
52.0,4.0,1.0,3.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,99.0,1.0,4.0,99.0,1.0,1.0,99.0,2.0,2.0,1.0,2.0,3.0,96.0,1.0,96.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,2.0,2.0,22.0,5.0,2.0,3.0,2.0,1.0,0.9219283610254881,185716623.0
78.0,5.0,1.0,3.0,2.0,3.0,2.0,2.0,99.0,2.0,1.0,99.0,2.0,4.0,2.0,4.0,5.0,1.0,99.0,2.0,4.0,5.0,2.0,99.0,2.0,4.0,2.0,96.0,2.0,96.0,2.0,1.0,96.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,7.0,7.0,36.0,3.0,6.0,1.0,3.0,1.0,1.7457824838465346,185716653.0
59.0,4.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,5.0,1.0,5.0,2.0,4.0,1.0,4.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,96.0,1.0,96.0,2.0,1.0,96.0,1.0,96.0,1.0,1.0,96.0,1.0,1.0,2.0,2.0,27.0,4.0,4.0,3.0,3.0,1.0,0.8698181577027089,185716659.0
16.0,1.0,1.0,3.0,1.0,2.0,99.0,1.0,5.0,1.0,4.0,2.0,5.0,4.0,2.0,5.0,5.0,2.0,99.0,4.0,1.0,2.0,1.0,1.0,3.0,8.0,1.0,96.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,96.0,96.0,1.0,1.0,4.0,3.0,36.0,3.0,3.0,1.0,1.0,3.0,0.3615330792510029,185716660.0
30.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,10.0,96.0,96.0,1.0,96.0,3.0,1.0,96.0,96.0,1.0,96.0,1.0,96.0,1.0,1.0,5.0,5.0,28.0,4.0,2.0,1.0,3.0,3.0,0.855163474112955,185716661.0
30.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,99.0,2.0,5.0,1.0,5.0,1.0,4.0,1.0,2.0,4.0,2.0,2.0,5.0,11.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,2.0,5.0,1.0,9.0,6.0,9.0,3.0,3.0,3.0,1.010523122766943,185716667.0
40.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,1.0,96.0,96.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,1.0,96.0,1.0,2.0,5.0,5.0,25.0,4.0,1.0,2.0,3.0,3.0,0.8775225915261737,185716668.0
65.0,5.0,2.0,3.0,5.0,5.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,12.0,2.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,2.0,21.0,5.0,3.0,3.0,2.0,1.0,0.9721035626590749,185716672.0
52.0,4.0,1.0,2.0,5.0,1.0,5.0,1.0,5.0,1.0,2.0,1.0,5.0,1.0,4.0,5.0,5.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,96.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,1.0,96.0,96.0,1.0,2.0,5.0,5.0,24.0,4.0,4.0,3.0,1.0,3.0,0.561848005456724,185716680.0
19.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,5.0,1.0,3.0,1.0,5.0,1.0,4.0,5.0,2.0,1.0,1.0,1.0,5.0,1.0,96.0,96.0,96.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,5.0,16.0,6.0,9.0,3.0,1.0,3.0,1.03731930474454,185716717.0
38.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,10.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,17.0,5.0,2.0,3.0,2.0,1.0,0.9950315575888857,185716742.0
40.0,3.0,1.0,3.0,1.0,5.0,4.0,2.0,4.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,3.0,7.0,1.0,96.0,1.0,96.0,1.0,1.0,1.0,96.0,96.0,1.0,96.0,1.0,1.0,1.0,3.0,3.0,24.0,4.0,1.0,3.0,3.0,1.0,1.0299996883751206,185716754.0
43.0,3.0,2.0,3.0,5.0,1.0,5.0,2.0,1.0,1.0,2.0,5.0,5.0,2.0,2.0,2.0,5.0,1.0,4.0,5.0,1.0,1.0,1.0,2.0,2.0,7.0,96.0,96.0,1.0,2.0,1.0,1.0,96.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,5.0,23.0,4.0,9.0,3.0,3.0,1.0,0.9685830114072832,185716770.0
25.0,2.0,2.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,11.0,1.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,4.0,18.0,5.0,9.0,2.0,3.0,1.0,0.8237071049244507,185716793.0
48.0,4.0,2.0,2.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,2.0,5.0,1.0,5.0,3.0,1.0,96.0,96.0,96.0,1.0,2.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,2.0,5.0,5.0,19.0,5.0,1.0,3.0,3.0,3.0,0.9180338961664835,185716802.0
68.0,5.0,2.0,1.0,5.0,1.0,4.0,1.0,1.0,5.0,1.0,5.0,4.0,1.0,5.0,5.0,5.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,5.0,12.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,2.0,2.0,14.0,6.0,1.0,1.0,3.0,1.0,0.9838760438030824,185716867.0
42.0,3.0,1.0,5.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,96.0,1.0,96.0,2.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,6.0,6.0,31.0,3.0,3.0,3.0,3.0,1.0,1.8669034504686197,185716877.0
75.0,5.0,1.0,2.0,1.0,5.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,9.0,1.0,96.0,1.0,96.0,2.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,1.0,1.0,20.0,5.0,1.0,1.0,3.0,3.0,1.1221969082118366,185716900.0
48.0,4.0,2.0,1.0,5.0,1.0,5.0,1.0,2.0,2.0,5.0,1.0,4.0,1.0,5.0,4.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,5.0,16.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,1.0,96.0,1.0,1.0,3.0,2.0,15.0,6.0,9.0,2.0,3.0,3.0,1.463472499216654,185716913.0
68.0,5.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,5.0,5.0,5.0,1.0,5.0,1.0,4.0,2.0,2.0,1.0,5.0,11.0,1.0,96.0,1.0,96.0,2.0,1.0,1.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,3.0,3.0,26.0,4.0,99.0,4.0,3.0,1.0,1.0062659409852426,185716926.0
36.0,3.0,2.0,3.0,5.0,1.0,1.0,4.0,99.0,99.0,1.0,2.0,99.0,99.0,2.0,99.0,2.0,1.0,99.0,1.0,1.0,2.0,2.0,1.0,1.0,10.0,96.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,1.0,21.0,5.0,2.0,2.0,1.0,3.0,0.6040440963371163,185716933.0
24.0,1.0,2.0,2.0,5.0,1.0,2.0,1.0,5.0,1.0,5.0,1.0,99.0,2.0,2.0,5.0,5.0,1.0,5.0,1.0,2.0,4.0,2.0,1.0,3.0,1.0,96.0,96.0,1.0,96.0,1.0,1.0,1.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,21.0,5.0,2.0,2.0,1.0,3.0,0.6698588529362681,185716934.0
29.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,1.0,4.0,3.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,1.0,96.0,96.0,96.0,96.0,2.0,1.0,8.0,5.0,14.0,6.0,1.0,1.0,3.0,5.0,1.1291935067374637,185717000.0
43.0,3.0,2.0,3.0,5.0,5.0,5.0,2.0,4.0,1.0,1.0,1.0,99.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,7.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,2.0,3.0,2.0,10.0,6.0,2.0,2.0,3.0,3.0,1.8092897532345575,185717014.0
58.0,4.0,1.0,2.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,7.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,2.0,1.0,1.0,9.0,6.0,9.0,3.0,3.0,2.0,1.2613019568616528,185717052.0
66.0,5.0,2.0,5.0,1.0,1.0,2.0,1.0,99.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,12.0,1.0,96.0,1.0,1.0,2.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,8.0,8.0,30.0,3.0,3.0,2.0,3.0,1.0,1.8238853647402513,185717064.0
20.0,1.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,99.0,2.0,5.0,2.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,96.0,96.0,1.0,96.0,2.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,4.0,2.0,23.0,4.0,2.0,4.0,3.0,1.0,0.805813524999781,185717077.0
55.0,4.0,2.0,99.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,99.0,5.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,2.0,2.0,17.0,5.0,1.0,3.0,1.0,3.0,0.8089126650943601,185717087.0
59.0,4.0,1.0,1.0,5.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,5.0,5.0,4.0,96.0,96.0,96.0,96.0,2.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,2.0,1.0,6.0,6.0,15.0,6.0,4.0,3.0,3.0,3.0,1.0859183287575545,185717099.0
62.0,5.0,2.0,2.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,99.0,1.0,99.0,2.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,99.0,11.0,1.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,2.0,2.0,17.0,5.0,9.0,3.0,3.0,1.0,1.0062659409852426,185717101.0
55.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,12.0,96.0,96.0,1.0,1.0,3.0,1.0,96.0,2.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,33.0,3.0,3.0,3.0,1.0,4.0,0.6931712282648134,185717116.0
58.0,4.0,1.0,3.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,96.0,96.0,96.0,96.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,98.0,2.0,5.0,5.0,11.0,6.0,1.0,3.0,1.0,3.0,0.31793531706477074,185717127.0
28.0,2.0,2.0,5.0,5.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,98.0,2.0,2.0,2.0,6.0,6.0,9.0,1.0,1.0,3.0,0.5736563812193798,185717128.0
41.0,3.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,5.0,5.0,1.0,2.0,1.0,4.0,4.0,2.0,1.0,3.0,6.0,2.0,1.0,1.0,96.0,4.0,2.0,1.0,3.0,96.0,1.0,96.0,96.0,1.0,1.0,7.0,7.0,52.0,1.0,7.0,3.0,1.0,3.0,0.7770107663777899,185717133.0
76.0,5.0,2.0,99.0,5.0,5.0,5.0,1.0,99.0,99.0,1.0,1.0,99.0,1.0,5.0,99.0,4.0,99.0,5.0,1.0,99.0,1.0,2.0,2.0,96.0,12.0,96.0,96.0,1.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,2.0,4.0,1.0,12.0,6.0,1.0,3.0,1.0,1.0,0.703365435514806,185717140.0
46.0,4.0,2.0,1.0,4.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,5.0,4.0,2.0,2.0,1.0,5.0,1.0,1.0,4.0,5.0,11.0,1.0,96.0,96.0,96.0,1.0,1.0,1.0,96.0,96.0,1.0,1.0,96.0,2.0,2.0,5.0,1.0,13.0,6.0,2.0,1.0,3.0,1.0,0.8965350753537784,185717158.0
40.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,4.0,2.0,2.0,4.0,5.0,1.0,4.0,1.0,2.0,4.0,2.0,2.0,96.0,7.0,96.0,96.0,96.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,2.0,1.0,5.0,5.0,12.0,6.0,9.0,3.0,3.0,3.0,1.673533025620834,185717182.0
19.0,1.0,1.0,3.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,1.0,96.0,1.0,96.0,2.0,3.0,1.0,96.0,96.0,96.0,4.0,96.0,1.0,1.0,2.0,4.0,30.0,3.0,1.0,3.0,3.0,3.0,1.4795976113586262,185717249.0
70.0,5.0,2.0,1.0,5.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,99.0,1.0,5.0,99.0,1.0,2.0,5.0,2.0,4.0,4.0,1.0,1.0,5.0,12.0,96.0,96.0,1.0,96.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,1.0,11.0,6.0,1.0,1.0,1.0,3.0,0.34214000459939803,185717272.0
23.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,4.0,5.0,2.0,5.0,2.0,4.0,1.0,2.0,1.0,3.0,11.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,3.0,3.0,13.0,6.0,9.0,2.0,3.0,3.0,1.4150988790070769,185717311.0
52.0,4.0,1.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,4.0,1.0,5.0,5.0,2.0,1.0,1.0,4.0,4.0,4.0,7.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,1.0,1.0,11.0,6.0,9.0,98.0,3.0,1.0,0.8504642887850435,185717313.0
61.0,5.0,1.0,3.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,5.0,4.0,5.0,2.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,7.0,96.0,96.0,1.0,1.0,2.0,1.0,1.0,1.0,96.0,1.0,1.0,96.0,1.0,1.0,4.0,4.0,28.0,4.0,9.0,3.0,1.0,1.0,0.48458201423434255,185717317.0
42.0,3.0,1.0,5.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,1.0,96.0,1.0,96.0,2.0,1.0,96.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,29.0,3.0,2.0,1.0,1.0,3.0,0.6109698994724359,185717337.0
39.0,3.0,1.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,4.0,5.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,1.0,2.0,4.0,4.0,24.0,4.0,1.0,1.0,3.0,2.0,0.9682151290517111,185717341.0
43.0,3.0,2.0,4.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,96.0,1.0,96.0,2.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,3.0,3.0,22.0,5.0,1.0,3.0,3.0,3.0,1.4528301865860749,185717357.0
22.0,1.0,2.0,3.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,96.0,2.0,1.0,3.0,2.0,2.0,1.0,96.0,1.0,1.0,96.0,2.0,2.0,6.0,5.0,37.0,3.0,2.0,2.0,3.0,1.0,1.503941665147384,185717408.0
58.0,4.0,1.0,2.0,1.0,5.0,5.0,4.0,1.0,1.0,1.0,99.0,1.0,1.0,5.0,99.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,7.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,1.0,96.0,1.0,1.0,1.0,1.0,12.0,6.0,1.0,98.0,3.0,3.0,1.3011709375810245,185717428.0
