IDADE,FX_ID,SEXO,cor,p2,p3a,p3b,p4,p5,p6,p7,p8,p9a,p9b,p9c,p9d,p9e,p9f,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,PARTIDO,ESCOLA,RENDAF,RENDA
20.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,13.0,2.0,400.0,2.0
30.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,4.0,4.0,1.0,2.0,2.0,1500.0,4.0
57.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,13.0,1.0,1000.0,3.0
35.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,13.0,3.0,3000.0,4.0
65.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,1.0,1.0,500.0,2.0
31.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,8.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,6.0,2.0,1.0,1.0,13.0,3.0,950.0,3.0
28.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,7.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,13.0,1.0,400.0,2.0
47.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,4.0,3.0,1.0,13.0,1.0,1500.0,3.0
67.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,2.0,0.0,1.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,3.0,1.0,4.0,2.0,2000.0,4.0
50.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,0.0,1.0,11.0,2.0,300.0,2.0
36.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,2.0,2.0,1800.0,4.0
28.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,9.0,1.0,0.0,1.0,13.0,2.0,1000.0,3.0
20.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,8.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,10000.0,6.0
24.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,2.0,2.0,1.0,13.0,2.0,1000.0,3.0
20.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,6.0,2.0,2.0,2.0,2.0,3.0,99.0,7.0
62.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0,12.0,1.0,600.0,2.0
16.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,7.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,6.0,2.0,2.0,2.0,13.0,1.0,3000.0,5.0
30.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,0.0,1.0,13.0,2.0,1500.0,4.0
34.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,6.0,1.0,0.0,1.0,13.0,3.0,5000.0,5.0
22.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,6.0,1.0,0.0,1.0,13.0,1.0,740.0,2.0
20.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,8.0,1.0,0.0,1.0,9.0,1.0,1200.0,3.0
24.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,9.0,1.0,0.0,1.0,13.0,2.0,3500.0,5.0
36.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,5.0,1.0,220.0,1.0
25.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,0.0,1.0,2.0,2.0,1000.0,3.0
19.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,1000.0,3.0
27.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,6.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,0.0,2.0,13.0,1.0,2000.0,4.0
19.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,8.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,13.0,2.0,99.0,4.0
18.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,13.0,2.0,3000.0,4.0
57.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,6.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,6.0,1.0,0.0,1.0,12.0,1.0,560.0,2.0
56.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,6.0,1.0,0.0,1.0,13.0,3.0,2000.0,4.0
73.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,6.0,1.0,0.0,1.0,13.0,1.0,1700.0,4.0
67.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,13.0,1.0,1100.0,3.0
18.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,13.0,1.0,1800.0,4.0
37.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,1.0,600.0,3.0
37.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,0.0,1.0,2.0,2.0,700.0,2.0
72.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,0.0,1.0,13.0,1.0,400.0,2.0
54.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,6.0,3.0,6.0,1.0,13.0,1.0,2000.0,3.0
50.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,0.0,1.0,11.0,3.0,5000.0,6.0
48.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,11.0,1.0,3000.0,5.0
46.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,9.0,1.0,1800.0,4.0
38.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,6.0,1.0,8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,1.0,700.0,3.0
38.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,7.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,0.0,1.0,13.0,2.0,320.0,2.0
60.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,4.0,6.0,1.0,0.0,1.0,11.0,1.0,250.0,1.0
65.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,7.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,13.0,1.0,99.0,7.0
56.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,6.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,0.0,1.0,13.0,1.0,1800.0,4.0
30.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,0.0,2.0,13.0,2.0,2000.0,4.0
26.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,9.0,2.0,2340.0,4.0
26.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,2.0,2.0,910.0,3.0
60.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,13.0,1.0,700.0,2.0
67.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,3.0,1.0,1.0,12.0,1.0,120.0,1.0
51.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,13.0,1.0,1000.0,3.0
36.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,2.0,4000.0,5.0
25.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,2.0,1.0,1.0,1000.0,3.0
30.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,13.0,1.0,99.0,7.0
22.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,0.0,1.0,13.0,2.0,1200.0,3.0
41.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,11.0,1.0,600.0,2.0
50.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,1.0,1000.0,3.0
18.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,7.0,1.0,7.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,3.0,2.0,9.0,1.0,500.0,2.0
45.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,1.0,2.0,13.0,3.0,2000.0,3.0
57.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,11.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,1.0,0.0,2.0,13.0,1.0,120.0,1.0
79.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,0.0,1.0,13.0,1.0,2000.0,4.0
31.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,6.0,2.0,1.0,1.0,13.0,1.0,1200.0,4.0
24.0,1.0,1.0,4.0,2.0,4.0,1.0,3.0,1.0,5.0,1.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,1000.0,3.0
16.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,6.0,2.0,2.0,2.0,13.0,2.0,800.0,3.0
17.0,1.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,6.0,1.0,8.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,9.0,2.0,3.0,2.0,13.0,1.0,1200.0,3.0
63.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,11.0,1.0,1200.0,4.0
30.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,13.0,3.0,10000.0,6.0
26.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,1.0,2000.0,4.0
64.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,5.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,4.0,1.0,1.0,1.0,1.0,800.0,3.0
27.0,2.0,1.0,4.0,2.0,4.0,1.0,5.0,1.0,5.0,1.0,7.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,6.0,2.0,3.0,2.0,13.0,1.0,99.0,4.0
27.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,6.0,2.0,1.0,1.0,13.0,1.0,400.0,2.0
28.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,9.0,1.0,800.0,3.0
38.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,9.0,2.0,1.0,2.0,13.0,2.0,1200.0,4.0
46.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,8.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,0.0,1.0,12.0,1.0,500.0,2.0
34.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,13.0,3.0,96.0,5.0
41.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,1.0,7.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,13.0,1.0,120.0,1.0
32.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,13.0,2.0,2000.0,5.0
29.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,2.0,2.0,2.0,3.0,3000.0,5.0
32.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,2.0,1.0,800.0,3.0
52.0,3.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,7.0,1.0,7.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,2.0,3.0,2.0,3.0,1.0,1200.0,3.0
16.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,6.0,2.0,2.0,2.0,3.0,2.0,1500.0,4.0
55.0,3.0,2.0,1.0,1.0,4.0,4.0,1.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,9.0,2.0,6.0,1.0,13.0,1.0,350.0,2.0
21.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,11.0,1.0,1000.0,3.0
71.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,6.0,3.0,3.0,1.0,13.0,1.0,96.0,7.0
34.0,2.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,6.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,13.0,1.0,700.0,3.0
35.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,4.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,13.0,1.0,600.0,3.0
63.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,2.0,3.0,2.0,13.0,1.0,96.0,4.0
29.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,0.0,1.0,3.0,1.0,500.0,2.0
46.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,1.0,1200.0,4.0
59.0,3.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,5.0,1.0,5.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,6.0,3.0,1.0,1.0,13.0,2.0,3500.0,5.0
29.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,6.0,1.0,7.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1200.0,4.0
18.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,6.0,2.0,2.0,2.0,13.0,3.0,99.0,7.0
32.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,13.0,3.0,2000.0,4.0
21.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,6.0,1.0,8.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,2.0,2.0,13.0,2.0,3000.0,5.0
23.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,7.0,1.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,1.0,1000.0,3.0
20.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,6.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,500.0,2.0
57.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,13.0,1.0,500.0,2.0
32.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,7.0,1.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,13.0,1.0,99.0,1.0
