IDADE,FX_ID,SEXO,ESCOLARIDADE,OCUPACAO,CLASSE,P1,P2_1,P2_2,P2_3,P3,P4_1,P4_2,P4_3,P5A,P5B,P5C,P5D,P5E,P5F,P5G,P6_1,P6_2,P6_3,P7A,P7B,P7C,P7D,P7E,P8,P9_1,P9_2,P9_3,P9_4,P9_5,P9_6,P10_1,P10_2,P10_3,P10_4,P10_5,P10_6,P10_7,P10_8,P11_1,P11_2,P11_3,P12,P_RACA,P_RELIGIAO,REND1,REND2,REGIAO,FATOR_POND,TIPO_COLETA,AMOSTRA,ID
24.0,1.0,2.0,16.0,1.0,2.0,1.0,1.0,6.0,8.0,3.0,2.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,7.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,5.0,3.0,4.0,6.0,4.0,8.0,7.0,3.0,,,,9.0,2.0,4.0,1.0,3.0,99.0,4.0,3.0,6.0,0.5254702343402379,4.0,3.0,161447368.0
51.0,4.0,1.0,16.0,1.0,1.0,2.0,1.0,4.0,9.0,1.0,1.0,3.0,5.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,2.0,3.0,6.0,1.0,1.0,1.0,3.0,2.0,4.0,5.0,6.0,1.0,,,,3.0,6.0,4.0,,,,,,5.0,2.0,9.0,2.0,1.0,1.0,3.0,3.0,6.0,0.3784943200052516,4.0,3.0,161447459.0
40.0,3.0,2.0,16.0,1.0,3.0,1.0,1.0,5.0,,2.0,1.0,2.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8.0,,,3.0,3.0,3.0,3.0,3.0,4.0,3.0,,,,,,3.0,,,,,,,,3.0,6.0,7.0,2.0,2.0,8.0,2.0,1.0,2.0,1.2515955743180502,4.0,3.0,161447870.0
66.0,5.0,2.0,16.0,1.0,1.0,1.0,2.0,5.0,8.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,8.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,,,,,,8.0,4.0,6.0,7.0,2.0,1.0,5.0,3.0,5.0,9.0,4.0,2.0,1.0,19.0,3.0,2.0,2.0,0.9147486629688881,4.0,3.0,161448572.0
45.0,4.0,2.0,16.0,1.0,3.0,1.0,1.0,3.0,5.0,3.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,8.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,,,,,,7.0,,,,,,,,7.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.4029157980114269,4.0,3.0,161448902.0
34.0,2.0,2.0,16.0,1.0,2.0,1.0,1.0,2.0,5.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,6.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,,,,,,2.0,,,,,,,,5.0,2.0,4.0,1.0,3.0,15.0,4.0,3.0,2.0,0.9286532429511172,4.0,3.0,161449352.0
28.0,2.0,1.0,15.0,1.0,3.0,1.0,2.0,3.0,5.0,3.0,2.0,4.0,6.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,5.0,3.0,3.0,2.0,1.0,2.0,6.0,5.0,6.0,1.0,,,,1.0,2.0,3.0,,,,,,1.0,8.0,3.0,1.0,3.0,8.0,6.0,5.0,1.0,0.32196610876995907,4.0,3.0,161450463.0
60.0,5.0,2.0,16.0,1.0,2.0,1.0,1.0,5.0,9.0,3.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,5.0,,,,6.0,3.0,7.0,,,,,,5.0,6.0,9.0,1.0,1.0,1.0,99.0,99.0,6.0,0.5791514613580605,4.0,3.0,161450873.0
39.0,3.0,2.0,16.0,1.0,3.0,1.0,1.0,2.0,6.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,8.0,2.0,1.0,1.0,4.0,1.0,4.0,3.0,2.0,4.0,,,,6.0,1.0,5.0,,,,,,1.0,2.0,6.0,1.0,2.0,1.0,5.0,5.0,2.0,1.2515955743180502,4.0,3.0,161452000.0
60.0,5.0,1.0,16.0,1.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,5.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,,,,6.0,8.0,1.0,,,,,,9.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,0.43941633669713626,4.0,3.0,161452431.0
41.0,3.0,2.0,16.0,1.0,2.0,1.0,4.0,5.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,8.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,3.0,,,,1.0,3.0,,,,,,,2.0,7.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5313311636463897,4.0,3.0,161452905.0
45.0,4.0,1.0,16.0,1.0,1.0,2.0,4.0,5.0,6.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,7.0,2.0,1.0,4.0,4.0,1.0,2.0,5.0,3.0,1.0,2.0,,,1.0,5.0,3.0,6.0,4.0,,,,2.0,8.0,9.0,1.0,1.0,1.0,3.0,2.0,6.0,0.3784943200052516,4.0,3.0,161453175.0
42.0,3.0,2.0,16.0,1.0,3.0,1.0,2.0,4.0,7.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,5.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,6.0,,,,,5.0,4.0,,,,,,,6.0,3.0,5.0,2.0,1.0,19.0,4.0,3.0,1.0,0.5313311636463897,4.0,3.0,161453421.0
35.0,3.0,1.0,15.0,1.0,3.0,1.0,1.0,5.0,7.0,1.0,5.0,,,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,5.0,,,,,,1.0,6.0,2.0,8.0,,,,,9.0,8.0,2.0,1.0,3.0,19.0,5.0,3.0,2.0,0.6634832573636579,4.0,3.0,161454065.0
22.0,1.0,1.0,16.0,1.0,2.0,1.0,3.0,4.0,6.0,1.0,3.0,5.0,,2.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,2.0,6.0,,,1.0,4.0,7.0,,,,,,5.0,9.0,3.0,1.0,1.0,6.0,4.0,4.0,6.0,0.26389620404874026,4.0,3.0,161454192.0
55.0,4.0,1.0,16.0,1.0,1.0,2.0,5.0,6.0,9.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,8.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,,,,,4.0,3.0,,,,,,,2.0,5.0,3.0,3.0,1.0,1.0,3.0,3.0,6.0,0.3784943200052516,4.0,3.0,161454218.0
25.0,2.0,2.0,16.0,1.0,2.0,2.0,4.0,,,1.0,2.0,5.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,,,4.0,2.0,3.0,3.0,4.0,4.0,1.0,,,,,,3.0,,,,,,,,6.0,1.0,4.0,3.0,1.0,1.0,4.0,99.0,1.0,0.41696037617033155,4.0,3.0,161454865.0
42.0,3.0,2.0,16.0,1.0,3.0,1.0,1.0,2.0,6.0,1.0,4.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,5.0,,,,,5.0,6.0,3.0,,,,,,1.0,5.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,0.5313311636463897,4.0,3.0,161454878.0
17.0,1.0,1.0,13.0,2.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,6.0,7.0,1.0,1.0,2.0,3.0,1.0,5.0,2.0,5.0,1.0,,,,6.0,2.0,1.0,5.0,4.0,8.0,3.0,,8.0,2.0,6.0,1.0,1.0,1.0,98.0,6.0,1.0,1.4610356519489918,4.0,3.0,161461372.0
59.0,4.0,2.0,7.0,2.0,6.0,2.0,4.0,6.0,,1.0,1.0,4.0,,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,,,1.0,1.0,1.0,4.0,1.0,4.0,3.0,4.0,,,,,8.0,,,,,,,,7.0,4.0,8.0,2.0,3.0,1.0,98.0,6.0,7.0,1.1897781045908857,4.0,2.0,161462471.0
68.0,5.0,2.0,8.0,2.0,5.0,3.0,1.0,,,2.0,98.0,,,2.0,2.0,3.0,2.0,3.0,3.0,3.0,5.0,,,99.0,99.0,1.0,99.0,1.0,4.0,3.0,,,,,,8.0,,,,,,,,7.0,9.0,8.0,1.0,1.0,16.0,6.0,6.0,7.0,0.9510926413667607,4.0,2.0,161463769.0
34.0,2.0,1.0,16.0,1.0,3.0,1.0,4.0,5.0,9.0,1.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,8.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,5.0,1.0,,,,8.0,4.0,6.0,,,,,,9.0,3.0,1.0,1.0,1.0,19.0,3.0,2.0,2.0,0.7269574603524165,4.0,3.0,161463868.0
68.0,5.0,2.0,6.0,2.0,5.0,1.0,8.0,,,2.0,3.0,,,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,,,4.0,1.0,2.0,2.0,1.0,4.0,3.0,,,,,,7.0,,,,,,,,1.0,3.0,7.0,1.0,2.0,11.0,98.0,6.0,7.0,0.9510926413667607,4.0,2.0,161464171.0
67.0,5.0,2.0,16.0,2.0,2.0,1.0,1.0,5.0,6.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,,,,4.0,3.0,8.0,1.0,,,,,9.0,2.0,7.0,2.0,1.0,1.0,4.0,4.0,7.0,2.066346696473647,4.0,3.0,161464654.0
28.0,2.0,1.0,11.0,1.0,4.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,8.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,,,,,,3.0,7.0,,,,,,,8.0,3.0,9.0,1.0,3.0,1.0,6.0,5.0,7.0,1.3651374530805072,4.0,2.0,161466866.0
33.0,2.0,2.0,10.0,1.0,5.0,2.0,1.0,5.0,6.0,2.0,5.0,6.0,,2.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,5.0,,1.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,,,,,8.0,7.0,,,,,,,8.0,3.0,4.0,3.0,2.0,19.0,5.0,3.0,7.0,0.7855761224812341,4.0,2.0,161470813.0
35.0,3.0,1.0,16.0,1.0,3.0,2.0,4.0,5.0,7.0,1.0,1.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,5.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,,,,,,3.0,,,,,,,,9.0,3.0,5.0,1.0,1.0,20.0,2.0,2.0,1.0,0.3204013862091784,4.0,3.0,161472198.0
42.0,3.0,1.0,16.0,1.0,1.0,1.0,7.0,8.0,9.0,3.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,4.0,1.0,4.0,3.0,2.0,5.0,1.0,2.0,3.0,,,,5.0,8.0,6.0,2.0,1.0,,,,1.0,8.0,9.0,2.0,3.0,1.0,3.0,2.0,1.0,0.3661551011761662,4.0,3.0,161472490.0
70.0,5.0,2.0,16.0,2.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,,,,,1.0,6.0,,,,,,,9.0,99.0,,1.0,1.0,1.0,99.0,99.0,8.0,0.8063302112182977,4.0,3.0,161473288.0
77.0,5.0,2.0,7.0,2.0,5.0,3.0,1.0,3.0,6.0,2.0,1.0,2.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,,,,6.0,8.0,,,,,,,3.0,5.0,99.0,2.0,3.0,10.0,98.0,6.0,7.0,0.9510926413667607,4.0,2.0,161473414.0
21.0,1.0,2.0,15.0,1.0,2.0,2.0,3.0,7.0,,2.0,1.0,6.0,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,8.0,7.0,,,,,,,9.0,7.0,6.0,2.0,2.0,5.0,4.0,2.0,3.0,1.5550744865212314,4.0,3.0,161474215.0
62.0,5.0,1.0,16.0,1.0,2.0,2.0,5.0,6.0,7.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,7.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,4.0,2.0,5.0,,,6.0,2.0,8.0,4.0,,,,,9.0,5.0,2.0,2.0,1.0,19.0,99.0,99.0,1.0,0.34924573382593754,4.0,3.0,161474440.0
32.0,2.0,2.0,16.0,1.0,3.0,1.0,1.0,5.0,7.0,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,2.0,,,,8.0,5.0,1.0,,,,,,9.0,2.0,6.0,1.0,1.0,1.0,5.0,5.0,3.0,0.9343643392755248,4.0,3.0,161474700.0
54.0,4.0,2.0,11.0,2.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,8.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,,,,,,8.0,7.0,5.0,,,,,,6.0,3.0,99.0,1.0,1.0,1.0,6.0,6.0,7.0,1.1897781045908857,4.0,2.0,161475050.0
62.0,5.0,1.0,16.0,1.0,1.0,1.0,1.0,5.0,7.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,5.0,1.0,,,,,3.0,8.0,5.0,1.0,4.0,6.0,,,8.0,9.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.39911845737425694,4.0,3.0,161475809.0
37.0,3.0,1.0,16.0,1.0,1.0,1.0,5.0,7.0,9.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,3.0,6.0,4.0,6.0,3.0,7.0,5.0,8.0,2.0,4.0,1.0,6.0,2.0,3.0,1.0,1.0,15.0,3.0,3.0,1.0,0.3661551011761662,4.0,3.0,161475959.0
34.0,2.0,1.0,16.0,1.0,1.0,1.0,1.0,3.0,,3.0,1.0,3.0,,2.0,1.0,1.0,1.0,3.0,2.0,2.0,6.0,7.0,,2.0,2.0,2.0,1.0,1.0,6.0,4.0,6.0,1.0,,,,6.0,1.0,,,,,,,8.0,4.0,7.0,3.0,1.0,1.0,5.0,2.0,1.0,0.36794326805750965,4.0,3.0,161476069.0
37.0,3.0,2.0,16.0,1.0,2.0,2.0,3.0,5.0,7.0,1.0,1.0,2.0,3.0,99.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,7.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,,,,,,8.0,3.0,5.0,,,,,,6.0,5.0,1.0,1.0,3.0,20.0,5.0,3.0,8.0,1.1819918690878601,4.0,3.0,161476126.0
26.0,2.0,2.0,15.0,1.0,4.0,1.0,1.0,5.0,9.0,1.0,1.0,4.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,6.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,5.0,1.0,,,,8.0,1.0,3.0,,,,,,8.0,5.0,3.0,1.0,4.0,1.0,6.0,4.0,7.0,0.9365457351387877,4.0,2.0,161478074.0
56.0,4.0,1.0,14.0,1.0,2.0,1.0,4.0,5.0,9.0,1.0,4.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,3.0,,,,,1.0,5.0,8.0,6.0,3.0,,,,9.0,8.0,5.0,1.0,1.0,19.0,3.0,2.0,1.0,0.389205251322333,4.0,3.0,161479386.0
47.0,4.0,1.0,16.0,1.0,3.0,1.0,9.0,,,2.0,3.0,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,,1.0,2.0,1.0,2.0,1.0,3.0,1.0,,,,,,6.0,,,,,,,,7.0,1.0,4.0,1.0,1.0,19.0,4.0,3.0,1.0,0.20680255471837455,4.0,3.0,161479636.0
29.0,2.0,1.0,12.0,1.0,5.0,1.0,4.0,5.0,6.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,7.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,5.0,3.0,,,3.0,6.0,1.0,2.0,,,,,8.0,3.0,5.0,1.0,1.0,16.0,5.0,4.0,7.0,1.088783652351855,4.0,2.0,161480100.0
44.0,3.0,2.0,15.0,1.0,3.0,1.0,1.0,2.0,9.0,3.0,2.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,5.0,3.0,,,5.0,8.0,4.0,,,,,,7.0,3.0,2.0,1.0,2.0,7.0,5.0,4.0,6.0,1.299274505600929,4.0,3.0,161481599.0
50.0,4.0,2.0,16.0,1.0,3.0,1.0,1.0,7.0,9.0,3.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,8.0,4.0,1.0,3.0,1.0,3.0,4.0,5.0,1.0,2.0,,,,2.0,4.0,6.0,3.0,,,,,3.0,2.0,5.0,1.0,1.0,3.0,4.0,4.0,6.0,3.60801420905438,4.0,3.0,161481749.0
18.0,1.0,1.0,14.0,2.0,5.0,1.0,1.0,6.0,7.0,1.0,1.0,4.0,,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,7.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,5.0,,,,,1.0,8.0,5.0,,,,,,5.0,3.0,2.0,1.0,1.0,19.0,6.0,4.0,2.0,1.094406281649849,4.0,2.0,161482670.0
58.0,4.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,8.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,4.0,1.0,,,,3.0,8.0,2.0,,,,,,3.0,7.0,2.0,1.0,1.0,1.0,6.0,6.0,2.0,1.2039258075627561,4.0,2.0,161482671.0
20.0,1.0,2.0,15.0,1.0,4.0,1.0,5.0,9.0,,1.0,6.0,,,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,6.0,,,,6.0,3.0,5.0,,,,,,8.0,5.0,6.0,2.0,2.0,3.0,5.0,5.0,2.0,0.8547178321782364,4.0,2.0,161482672.0
52.0,4.0,2.0,8.0,1.0,5.0,1.0,1.0,6.0,7.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,6.0,3.0,,,,,,,5.0,4.0,3.0,1.0,3.0,1.0,6.0,5.0,2.0,1.3686254763211814,4.0,2.0,161482673.0
39.0,3.0,2.0,9.0,1.0,5.0,1.0,3.0,5.0,6.0,1.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,7.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,3.0,,,,8.0,5.0,,,,,,,8.0,3.0,7.0,1.0,1.0,20.0,6.0,5.0,7.0,1.2103827849613977,4.0,2.0,161483172.0
60.0,5.0,1.0,16.0,2.0,2.0,1.0,1.0,5.0,9.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,,,,6.0,3.0,8.0,1.0,2.0,5.0,4.0,7.0,9.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,8.0,0.8226151455166547,4.0,3.0,161483249.0
30.0,2.0,1.0,13.0,1.0,5.0,2.0,1.0,,,2.0,6.0,,,3.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,,,2.0,1.0,1.0,99.0,99.0,1.0,6.0,,,,,,4.0,,,,,,,,1.0,99.0,,3.0,3.0,1.0,6.0,4.0,7.0,1.088783652351855,4.0,2.0,161484167.0
62.0,5.0,1.0,16.0,2.0,1.0,2.0,1.0,4.0,9.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,4.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,4.0,,,,6.0,8.0,5.0,7.0,,,,,2.0,1.0,4.0,1.0,1.0,16.0,5.0,3.0,6.0,4.008577799410928,4.0,3.0,161484282.0
37.0,3.0,2.0,10.0,2.0,5.0,1.0,4.0,6.0,7.0,1.0,2.0,3.0,6.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,99.0,99.0,,,,,,99.0,,,,,,,,99.0,,,1.0,2.0,1.0,98.0,6.0,7.0,1.2327620662048713,4.0,2.0,161485204.0
25.0,2.0,2.0,14.0,2.0,5.0,1.0,6.0,7.0,,1.0,3.0,6.0,,99.0,99.0,2.0,2.0,2.0,2.0,99.0,4.0,,,1.0,2.0,1.0,2.0,1.0,5.0,6.0,5.0,,,,,99.0,,,,,,,,3.0,7.0,1.0,2.0,2.0,1.0,98.0,6.0,7.0,1.117349947496726,4.0,2.0,161487568.0
19.0,1.0,2.0,14.0,1.0,5.0,3.0,99.0,,,1.0,98.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,,,,99.0,,,,,,,,99.0,,,99.0,2.0,16.0,6.0,6.0,7.0,0.9180023310470553,4.0,2.0,161487669.0
38.0,3.0,1.0,16.0,1.0,1.0,1.0,1.0,8.0,9.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,6.0,,5.0,7.0,8.0,3.0,1.0,4.0,6.0,2.0,9.0,6.0,4.0,1.0,1.0,19.0,5.0,2.0,6.0,1.6547487507459215,4.0,3.0,161492316.0
21.0,1.0,1.0,15.0,2.0,2.0,1.0,1.0,5.0,7.0,1.0,4.0,5.0,,3.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,5.0,7.0,1.0,1.0,1.0,4.0,1.0,2.0,5.0,3.0,2.0,4.0,6.0,1.0,1.0,6.0,3.0,8.0,5.0,,,,2.0,9.0,8.0,1.0,1.0,18.0,99.0,4.0,2.0,0.8356584784030228,4.0,3.0,161494554.0
66.0,5.0,2.0,1.0,2.0,5.0,3.0,7.0,8.0,9.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,7.0,8.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,5.0,,,,6.0,7.0,5.0,,,,,,3.0,7.0,9.0,3.0,1.0,1.0,98.0,99.0,8.0,0.7210514935051742,4.0,2.0,161496073.0
63.0,5.0,1.0,7.0,2.0,6.0,1.0,5.0,,,1.0,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,,,,,1.0,8.0,,,,,,,6.0,4.0,5.0,1.0,2.0,1.0,98.0,99.0,8.0,0.781679548261127,4.0,2.0,161496074.0
43.0,3.0,2.0,15.0,2.0,5.0,1.0,5.0,6.0,,1.0,1.0,3.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,7.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,5.0,6.0,,,,8.0,4.0,6.0,,,,,,3.0,9.0,5.0,2.0,3.0,1.0,98.0,6.0,8.0,0.7313828544935412,4.0,2.0,161496075.0
19.0,1.0,2.0,14.0,1.0,4.0,1.0,1.0,3.0,5.0,1.0,3.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,6.0,2.0,1.0,1.0,2.0,1.0,5.0,5.0,2.0,4.0,,,,7.0,1.0,,,,,,,3.0,9.0,2.0,1.0,3.0,10.0,5.0,4.0,8.0,0.24130609515207907,4.0,2.0,161496076.0
44.0,3.0,1.0,15.0,1.0,3.0,2.0,7.0,8.0,9.0,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,1.0,4.0,4.0,2.0,2.0,4.0,5.0,2.0,1.0,3.0,,7.0,4.0,8.0,3.0,6.0,,,,5.0,8.0,6.0,2.0,1.0,13.0,5.0,4.0,1.0,0.3204013862091784,4.0,3.0,161496155.0
24.0,1.0,2.0,14.0,1.0,5.0,1.0,1.0,5.0,7.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,99.0,1.0,4.0,4.0,5.0,2.0,,,,1.0,5.0,6.0,,,,,,3.0,9.0,5.0,2.0,1.0,11.0,6.0,4.0,5.0,1.7672203123097787,4.0,2.0,161498900.0
56.0,4.0,2.0,11.0,2.0,5.0,1.0,6.0,7.0,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,6.0,,,,8.0,5.0,4.0,,,,,,2.0,5.0,3.0,1.0,2.0,1.0,6.0,5.0,5.0,2.0114097009302663,4.0,2.0,161498901.0
46.0,4.0,2.0,16.0,1.0,6.0,1.0,1.0,5.0,7.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,6.0,,1.0,1.0,1.0,2.0,1.0,2.0,3.0,,,,,,1.0,3.0,,,,,,,8.0,4.0,6.0,1.0,2.0,1.0,99.0,99.0,5.0,1.1835546123328782,4.0,2.0,161498902.0
46.0,4.0,2.0,16.0,1.0,5.0,1.0,1.0,5.0,6.0,1.0,3.0,6.0,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,,,1.0,1.0,1.0,2.0,1.0,2.0,3.0,,,,,,6.0,,,,,,,,3.0,6.0,7.0,1.0,2.0,19.0,5.0,4.0,5.0,1.2495246619877458,4.0,2.0,161498903.0
