IDADE,FX_ID,SEXO,ESCOLARIDADE,OCUPACAO,CLASSE,P1,P2,P3,P4,P5,P6,P7_1,P7_2,P8,P9,P10A,P10B,P10C,P10D,P10E,P10F,P10G,P10H,P10I,P10J,P10K,P10L,P10M,P11_1,P11_2,P11_3,P12,P13,P14,P15,P16,P17_1,P17_2,P17_3,P17_4,P17_5,P17_6,P17_98,P18,P19,P20_1,P20_2,P20_3,P20_4,P20_5,P20_6,P20_7,P20_8,P20_9,P20_10,P20_11,P20_12,P20_13,P20_97,P20_99,P21A,P21B,P22_1,P22_2,P22_3,P22_4,P22_5,P22_6,P22_7,P22_8,P22_9,P22_10,P22_11,P22_12,P22_13,P22_14,P22_15,P22_99,P23_1,P23_2,P23_3,P23_4,P23_5,P23_6,P23_7,P23_8,P23_9,P23_10,P23_11,P23_12,P23_13,P23_14,P23_15,P23_16,P23_17,P23_99,RACA_COR,RELIGIAO,REND1,REND2,REGIAO_SP,TIPO_COLETA,AMOSTRA,FATOR_POND,ID,Nquest
25.0,2.0,1.0,16.0,1.0,3.0,6.0,3.0,3.0,1.0,11.0,9.0,9.0,11.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,17.0,13.0,,5.0,5.0,2.0,5.0,4.0,,2.0,,4.0,5.0,,,1.0,1.0,,,,,5.0,6.0,,,,,,,,,,2.0,2.0,,,,,,,,8.0,9.0,,11.0,,13.0,,,,1.0,,,,,,,8.0,9.0,,,,,,,,,,1.0,1.0,4.0,4.0,5.0,4.0,2.0,1.0710561062793,4837937.0,138.0
45.0,4.0,2.0,16.0,1.0,1.0,7.0,5.0,1.0,1.0,1.0,9.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,99.0,,,3.0,2.0,2.0,4.0,3.0,,,,,5.0,,,1.0,2.0,1.0,,3.0,4.0,,,,,9.0,,,,,,,2.0,3.0,,,,,,,,8.0,9.0,10.0,11.0,12.0,,14.0,15.0,,,,,,,,,8.0,9.0,,11.0,12.0,,14.0,15.0,,17.0,,1.0,19.0,99.0,3.0,3.0,4.0,2.0,0.7234635584921959,4838286.0,153.0
45.0,4.0,2.0,16.0,1.0,1.0,3.0,5.0,3.0,1.0,4.0,9.0,11.0,9.0,6.0,9.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,15.0,,,3.0,3.0,2.0,4.0,1.0,,2.0,,,,,,1.0,3.0,,2.0,,4.0,,,,,,10.0,,,,,,2.0,3.0,,,,,,,,8.0,9.0,10.0,11.0,12.0,13.0,14.0,,,,,,,,,,,9.0,,11.0,12.0,13.0,14.0,15.0,,17.0,,1.0,1.0,4.0,3.0,3.0,4.0,2.0,0.7234635584921959,4838288.0,154.0
73.0,5.0,2.0,14.0,2.0,1.0,8.0,4.0,2.0,1.0,8.0,4.0,11.0,9.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,12.0,15.0,,3.0,4.0,1.0,5.0,2.0,,,,,,6.0,,1.0,3.0,,2.0,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,9.0,10.0,11.0,,,14.0,,,,2.0,,,,,,,9.0,10.0,11.0,,,,15.0,,,,1.0,1.0,3.0,2.0,5.0,4.0,2.0,0.9783788298995787,4838330.0,159.0
52.0,4.0,2.0,16.0,1.0,1.0,5.0,4.0,3.0,1.0,11.0,4.0,10.0,11.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,97.0,,,3.0,3.0,3.0,4.0,3.0,,2.0,,,5.0,,,1.0,3.0,,,,,,,7.0,,,,,,,,,5.0,5.0,,,,4.0,,,,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,,,,,4.0,,,,,9.0,,11.0,12.0,13.0,14.0,15.0,,17.0,,3.0,99.0,2.0,1.0,3.0,4.0,2.0,0.7234635584921959,4838331.0,160.0
36.0,3.0,2.0,16.0,1.0,1.0,8.0,2.0,2.0,2.0,8.0,13.0,11.0,3.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,99.0,2.0,2.0,2.0,2.0,99.0,2.0,99.0,,,3.0,4.0,1.0,4.0,2.0,1.0,2.0,3.0,4.0,5.0,,,1.0,1.0,,2.0,3.0,4.0,5.0,,7.0,8.0,,10.0,,12.0,,,,5.0,1.0,,,,,,,,8.0,9.0,10.0,11.0,12.0,,,,,,,,,,,,,9.0,,11.0,12.0,13.0,,,,,,4.0,18.0,5.0,99.0,1.0,4.0,2.0,0.5113469098959876,4838340.0,162.0
26.0,2.0,2.0,16.0,1.0,3.0,5.0,2.0,3.0,1.0,12.0,5.0,10.0,9.0,2.0,10.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,99.0,2.0,99.0,2.0,2.0,2.0,97.0,,,4.0,3.0,3.0,3.0,1.0,1.0,,,,,,,2.0,2.0,1.0,2.0,,4.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,9.0,,11.0,12.0,,14.0,15.0,,1.0,,3.0,,,,,,,,11.0,,,,15.0,,17.0,,1.0,15.0,4.0,3.0,1.0,4.0,2.0,0.20253871693551187,4838356.0,163.0
45.0,4.0,1.0,16.0,1.0,1.0,5.0,4.0,3.0,1.0,11.0,4.0,11.0,9.0,8.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,97.0,,,5.0,5.0,1.0,5.0,4.0,,,,,,6.0,,1.0,2.0,,,,,,,,,,,,12.0,,,,2.0,2.0,,,,,,,,,,,,,,,15.0,,,,,,,,,8.0,,,,,,,,,,,1.0,3.0,99.0,6.0,4.0,4.0,2.0,0.11871988345724764,4838373.0,165.0
55.0,5.0,2.0,15.0,1.0,3.0,2.0,4.0,2.0,1.0,13.0,1.0,11.0,9.0,6.0,7.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,97.0,,,4.0,4.0,2.0,5.0,1.0,,2.0,,4.0,,,,1.0,1.0,,2.0,,4.0,,,,,9.0,,,,,,,5.0,2.0,,,,,,,,8.0,9.0,10.0,,12.0,,,,,,,,,,,,8.0,9.0,,11.0,12.0,13.0,,15.0,,,,2.0,15.0,99.0,4.0,3.0,4.0,2.0,1.2053152231578395,4838391.0,167.0
63.0,5.0,1.0,16.0,1.0,2.0,4.0,5.0,2.0,1.0,1.0,4.0,3.0,9.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,99.0,2.0,2.0,15.0,8.0,,3.0,4.0,2.0,4.0,3.0,1.0,2.0,,,,,,1.0,2.0,1.0,2.0,,4.0,,,7.0,8.0,,,,,,,,2.0,2.0,,,,4.0,,,,8.0,9.0,10.0,11.0,12.0,,,,,,,,,,,,,,10.0,11.0,12.0,13.0,,15.0,,17.0,,1.0,1.0,4.0,4.0,1.0,4.0,2.0,0.25300640201399816,4838400.0,169.0
20.0,1.0,2.0,14.0,2.0,4.0,7.0,3.0,3.0,2.0,9.0,9.0,99.0,,5.0,10.0,2.0,99.0,99.0,99.0,99.0,1.0,1.0,99.0,99.0,99.0,99.0,2.0,99.0,12.0,14.0,15.0,5.0,5.0,2.0,3.0,1.0,1.0,,,,,,,1.0,1.0,,,,4.0,,,,,,,11.0,,,,,1.0,5.0,,2.0,,,,,,,9.0,10.0,,12.0,,,,,,,,,,,,8.0,9.0,,,,13.0,,,,17.0,,4.0,3.0,99.0,4.0,5.0,4.0,2.0,2.1931373407708734,4838411.0,170.0
79.0,5.0,1.0,16.0,2.0,3.0,7.0,4.0,3.0,1.0,2.0,4.0,97.0,,7.0,8.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,17.0,16.0,10.0,2.0,2.0,2.0,4.0,3.0,,,3.0,,,,,1.0,3.0,,,,,,,,8.0,9.0,10.0,,,13.0,,,4.0,3.0,,,,,,,,,9.0,10.0,,12.0,,,15.0,,,,,,,,,,,,11.0,,13.0,14.0,,,,,1.0,1.0,4.0,3.0,3.0,4.0,2.0,0.19799770055169794,4838421.0,172.0
42.0,3.0,1.0,16.0,1.0,3.0,5.0,4.0,2.0,1.0,9.0,9.0,11.0,7.0,6.0,6.0,2.0,2.0,99.0,99.0,99.0,1.0,1.0,2.0,99.0,2.0,2.0,1.0,2.0,97.0,,,4.0,4.0,3.0,4.0,2.0,,,,4.0,,,,2.0,2.0,,,3.0,4.0,,,,,,,,,,,,5.0,1.0,,,,,,,,,,10.0,,,,14.0,,,,,,,,,,,,,11.0,,,,15.0,,,,1.0,20.0,4.0,4.0,3.0,4.0,2.0,0.6614011556297431,4838422.0,173.0
35.0,3.0,1.0,15.0,1.0,4.0,7.0,3.0,2.0,1.0,11.0,2.0,6.0,11.0,8.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,97.0,,,4.0,4.0,3.0,4.0,3.0,,,3.0,,,,,1.0,2.0,,2.0,3.0,,,,,,,,,,,,,3.0,3.0,,,,4.0,,,,8.0,,,,,13.0,14.0,15.0,,1.0,,,4.0,,,7.0,,,,,,,,,,,,1.0,1.0,3.0,3.0,1.0,4.0,2.0,0.2088746212652762,4838427.0,175.0
24.0,1.0,2.0,16.0,2.0,3.0,4.0,3.0,2.0,2.0,9.0,4.0,97.0,,6.0,5.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,12.0,15.0,,5.0,4.0,2.0,4.0,1.0,,,,4.0,,,,1.0,2.0,,2.0,,4.0,,,,,,,,,,,,3.0,2.0,,,,,,,,8.0,9.0,10.0,11.0,12.0,,14.0,15.0,,,,,,,,,8.0,,,11.0,12.0,13.0,14.0,15.0,,,,1.0,10.0,4.0,4.0,5.0,4.0,2.0,3.993947612237544,4838431.0,176.0
46.0,4.0,2.0,16.0,1.0,3.0,7.0,3.0,1.0,2.0,9.0,4.0,2.0,3.0,9.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,18.0,2.0,2.0,2.0,3.0,2.0,1.0,,,,,,,1.0,2.0,,,3.0,,,,,,,,,,,,,3.0,1.0,1.0,2.0,,4.0,5.0,6.0,,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,,,2.0,,4.0,5.0,6.0,7.0,8.0,9.0,,11.0,12.0,13.0,14.0,15.0,16.0,17.0,,4.0,1.0,3.0,2.0,1.0,4.0,2.0,0.43276388091253837,4838436.0,178.0
33.0,2.0,2.0,16.0,1.0,3.0,2.0,3.0,2.0,1.0,12.0,4.0,9.0,13.0,7.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,15.0,10.0,14.0,5.0,99.0,2.0,3.0,1.0,1.0,2.0,3.0,,,,,1.0,2.0,,,,4.0,,,,,,,,12.0,,,,2.0,2.0,,,,,,,,,9.0,10.0,11.0,12.0,,14.0,,,,,,,,,,,9.0,,11.0,,,14.0,15.0,,17.0,,1.0,19.0,4.0,4.0,4.0,4.0,2.0,0.757541811227127,4838438.0,179.0
62.0,5.0,1.0,14.0,1.0,2.0,5.0,4.0,2.0,1.0,8.0,5.0,1.0,15.0,6.0,6.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,15.0,17.0,3.0,4.0,2.0,4.0,2.0,,2.0,,,,,,1.0,2.0,,,,4.0,,,,,,,,,,,,5.0,3.0,,,,,,,,8.0,9.0,,,,,,15.0,,,,,,,,,,,10.0,,,,,,16.0,17.0,,2.0,10.0,4.0,3.0,3.0,4.0,2.0,1.131549200049662,4838442.0,181.0
33.0,2.0,2.0,16.0,1.0,4.0,9.0,3.0,1.0,2.0,2.0,5.0,6.0,1.0,8.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,15.0,13.0,14.0,2.0,3.0,2.0,3.0,1.0,,2.0,3.0,,,,,2.0,3.0,,,,4.0,,,7.0,8.0,9.0,10.0,,12.0,,,,2.0,2.0,,2.0,,,,,,8.0,9.0,10.0,11.0,12.0,13.0,,,,,2.0,,,,,,,9.0,,11.0,12.0,13.0,14.0,,,,,2.0,1.0,6.0,6.0,1.0,4.0,2.0,0.17572624188113825,4838446.0,183.0
46.0,4.0,2.0,16.0,1.0,3.0,5.0,4.0,2.0,2.0,2.0,8.0,6.0,4.0,8.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,99.0,11.0,12.0,16.0,5.0,5.0,2.0,4.0,2.0,1.0,2.0,,,,,,1.0,2.0,1.0,2.0,,4.0,,,,,,,,,,,,3.0,3.0,1.0,2.0,,,,,,,9.0,10.0,,12.0,,14.0,,,,2.0,,,,,,,9.0,10.0,11.0,,,,15.0,,,,3.0,19.0,4.0,3.0,3.0,4.0,2.0,1.2177203707902156,4838448.0,184.0
27.0,2.0,2.0,16.0,1.0,3.0,4.0,2.0,3.0,1.0,8.0,11.0,10.0,,8.0,9.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,99.0,2.0,97.0,,,4.0,99.0,3.0,99.0,1.0,1.0,,,,,,,1.0,2.0,1.0,2.0,3.0,4.0,,,,8.0,9.0,,,,,,,1.0,2.0,,2.0,,,,,,,9.0,10.0,,12.0,,14.0,,,,,,,,,,,9.0,,11.0,,13.0,,15.0,,17.0,,3.0,16.0,3.0,3.0,1.0,4.0,2.0,0.20253871693551187,4838452.0,186.0
56.0,5.0,2.0,16.0,1.0,3.0,6.0,5.0,3.0,1.0,6.0,9.0,11.0,8.0,6.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,99.0,2.0,2.0,2.0,2.0,14.0,12.0,11.0,5.0,4.0,1.0,4.0,1.0,1.0,2.0,3.0,4.0,,,,1.0,1.0,,2.0,3.0,4.0,5.0,,7.0,8.0,9.0,10.0,,,,,,3.0,2.0,,2.0,,,,,,8.0,9.0,10.0,11.0,12.0,13.0,14.0,,,1.0,2.0,,,,,,8.0,9.0,,11.0,12.0,13.0,14.0,15.0,,17.0,,2.0,19.0,6.0,6.0,4.0,4.0,2.0,0.7240317967655208,4838460.0,188.0
45.0,4.0,1.0,15.0,1.0,3.0,5.0,3.0,2.0,1.0,7.0,9.0,12.0,7.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,15.0,13.0,,4.0,4.0,2.0,4.0,5.0,1.0,2.0,3.0,4.0,5.0,,,1.0,2.0,1.0,2.0,3.0,4.0,,,7.0,8.0,9.0,,,12.0,,,,5.0,3.0,,,,4.0,,6.0,7.0,,9.0,10.0,11.0,12.0,,14.0,,,,,,4.0,,6.0,7.0,,9.0,10.0,11.0,12.0,13.0,,15.0,16.0,,,1.0,16.0,5.0,4.0,1.0,4.0,2.0,0.3105173497666842,4838480.0,189.0
44.0,3.0,1.0,14.0,1.0,3.0,9.0,1.0,1.0,2.0,2.0,9.0,1.0,4.0,10.0,9.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,97.0,,,3.0,5.0,2.0,5.0,3.0,,,3.0,4.0,5.0,,,1.0,3.0,,,,,,,,,9.0,,11.0,,13.0,,,5.0,3.0,,,,4.0,,6.0,7.0,8.0,9.0,10.0,,12.0,13.0,14.0,15.0,,,,,,,6.0,7.0,,9.0,,11.0,12.0,13.0,14.0,15.0,,,,1.0,3.0,5.0,4.0,5.0,4.0,2.0,2.1715571860782172,4838486.0,190.0
64.0,5.0,2.0,15.0,2.0,3.0,8.0,3.0,2.0,2.0,2.0,2.0,6.0,1.0,10.0,9.0,2.0,2.0,2.0,99.0,2.0,1.0,2.0,2.0,99.0,2.0,2.0,2.0,2.0,97.0,,,3.0,4.0,2.0,4.0,3.0,,,,,,6.0,,1.0,3.0,,,,,,,,,9.0,,,,,,,5.0,3.0,,,,,,,,8.0,9.0,10.0,11.0,,,,15.0,,,,,,,,,8.0,,,,12.0,,,,,17.0,,1.0,1.0,5.0,5.0,4.0,4.0,2.0,0.7627057673419203,4838490.0,191.0
30.0,2.0,2.0,16.0,1.0,4.0,7.0,3.0,2.0,1.0,2.0,5.0,97.0,,8.0,8.0,99.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,12.0,16.0,5.0,4.0,4.0,1.0,4.0,1.0,,2.0,3.0,,5.0,,,1.0,2.0,1.0,2.0,3.0,4.0,,,7.0,,,,,,,,,2.0,2.0,,2.0,,,,,,,9.0,10.0,,12.0,,14.0,,,,2.0,,,,,,,,,11.0,,13.0,,15.0,,,,3.0,19.0,5.0,3.0,3.0,4.0,2.0,0.5393960378999373,4838498.0,192.0
37.0,3.0,2.0,16.0,1.0,2.0,5.0,2.0,2.0,1.0,99.0,9.0,10.0,9.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,97.0,,,3.0,4.0,2.0,5.0,3.0,,,,,5.0,,,1.0,2.0,1.0,2.0,,,,,,,,10.0,,,,,,3.0,5.0,,,,,,,,8.0,9.0,10.0,11.0,12.0,,14.0,15.0,,,,,,,,,8.0,9.0,,11.0,12.0,13.0,,15.0,16.0,,,1.0,19.0,3.0,2.0,5.0,4.0,2.0,2.0529890699197715,4838525.0,193.0
47.0,4.0,1.0,16.0,1.0,3.0,8.0,3.0,3.0,1.0,2.0,4.0,11.0,9.0,7.0,8.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,13.0,16.0,,4.0,5.0,2.0,5.0,2.0,,,3.0,,,,,1.0,2.0,,,3.0,,,,,8.0,,,,,,,,3.0,3.0,,,,,,,,8.0,9.0,10.0,11.0,,,,,,,,,,,,,,9.0,10.0,11.0,,13.0,,15.0,,,,1.0,1.0,3.0,3.0,4.0,4.0,2.0,0.1390237179617603,4838576.0,196.0
47.0,4.0,2.0,16.0,1.0,3.0,4.0,4.0,2.0,1.0,12.0,8.0,15.0,,4.0,8.0,2.0,2.0,99.0,99.0,99.0,1.0,2.0,2.0,99.0,2.0,2.0,2.0,2.0,97.0,,,4.0,4.0,2.0,5.0,3.0,1.0,2.0,,,5.0,,,1.0,3.0,1.0,,,,,,,,,,,,,,,3.0,3.0,1.0,,,,,,,,9.0,10.0,11.0,12.0,,14.0,,,1.0,,,,,,,8.0,9.0,,,12.0,,,,,17.0,,1.0,1.0,4.0,2.0,3.0,4.0,2.0,0.8471924902760722,4838592.0,198.0
37.0,3.0,1.0,16.0,1.0,3.0,6.0,4.0,2.0,2.0,1.0,2.0,16.0,4.0,9.0,9.0,99.0,2.0,1.0,1.0,99.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,14.0,15.0,13.0,3.0,3.0,2.0,3.0,2.0,,,,,5.0,,,1.0,2.0,,,,,,,,,,10.0,,,,,,3.0,2.0,,,,4.0,,,,,9.0,10.0,11.0,,,14.0,15.0,,,,,,,,,8.0,9.0,,,,13.0,14.0,15.0,16.0,,,1.0,15.0,3.0,3.0,4.0,4.0,2.0,2.1902079649652633,4838606.0,200.0
67.0,5.0,1.0,16.0,2.0,2.0,10.0,3.0,1.0,2.0,2.0,9.0,6.0,4.0,10.0,10.0,1.0,99.0,1.0,1.0,99.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,17.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,,,3.0,,,,,1.0,3.0,,2.0,,,,,,,,,,12.0,,,,4.0,2.0,,,,,,6.0,,8.0,9.0,,,12.0,13.0,,15.0,,,,,,,,,,9.0,10.0,,,,14.0,15.0,,,,1.0,1.0,2.0,2.0,1.0,4.0,2.0,0.3344606553570659,4838607.0,201.0
71.0,5.0,1.0,16.0,2.0,2.0,7.0,3.0,1.0,2.0,8.0,9.0,3.0,6.0,10.0,10.0,99.0,99.0,2.0,99.0,99.0,1.0,1.0,2.0,99.0,2.0,1.0,1.0,2.0,15.0,,,3.0,4.0,2.0,99.0,99.0,,,3.0,,,,,2.0,2.0,,2.0,,,,6.0,,,,,,,,,,3.0,3.0,,,,,,,,8.0,9.0,10.0,,,,14.0,,,,,,,,,,,9.0,,,,,14.0,15.0,,,,1.0,1.0,4.0,4.0,3.0,4.0,2.0,0.7157095739076186,4838653.0,205.0
45.0,4.0,2.0,16.0,1.0,3.0,9.0,3.0,1.0,2.0,8.0,9.0,6.0,1.0,9.0,9.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,17.0,12.0,5.0,3.0,4.0,2.0,3.0,2.0,1.0,,3.0,4.0,5.0,,,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,3.0,3.0,,,,4.0,,,,8.0,9.0,,11.0,12.0,,14.0,15.0,,,,,4.0,,,,8.0,9.0,,11.0,12.0,13.0,,15.0,16.0,,,4.0,1.0,3.0,3.0,1.0,4.0,2.0,0.43276388091253837,4838677.0,208.0
29.0,2.0,2.0,16.0,1.0,3.0,7.0,4.0,2.0,2.0,9.0,9.0,15.0,6.0,7.0,2.0,99.0,2.0,2.0,99.0,99.0,99.0,99.0,2.0,1.0,99.0,1.0,99.0,99.0,14.0,10.0,13.0,3.0,4.0,2.0,4.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,8.0,9.0,10.0,11.0,,,,15.0,,,2.0,,,,,,,9.0,,,12.0,,,,,,,1.0,1.0,4.0,3.0,3.0,4.0,2.0,0.6216975920434702,4838694.0,209.0
57.0,5.0,2.0,16.0,1.0,3.0,8.0,3.0,1.0,2.0,9.0,5.0,3.0,15.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,18.0,8.0,15.0,2.0,2.0,2.0,3.0,2.0,,,3.0,4.0,5.0,,,1.0,1.0,,,3.0,,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,,,,2.0,1.0,1.0,,,4.0,,,,8.0,9.0,,11.0,12.0,13.0,14.0,,,,,,4.0,,,,8.0,9.0,,11.0,,,14.0,15.0,,17.0,,1.0,3.0,4.0,4.0,5.0,4.0,2.0,1.6293627629051186,4838710.0,211.0
28.0,2.0,2.0,16.0,1.0,2.0,10.0,2.0,2.0,2.0,4.0,6.0,16.0,3.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,14.0,14.0,2.0,2.0,2.0,2.0,2.0,1.0,,3.0,4.0,5.0,,,1.0,2.0,1.0,,3.0,4.0,,,7.0,8.0,9.0,10.0,,12.0,,,,2.0,2.0,1.0,2.0,,4.0,,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,,1.0,2.0,,,,6.0,7.0,8.0,9.0,,11.0,12.0,13.0,14.0,15.0,16.0,17.0,,1.0,1.0,5.0,4.0,1.0,4.0,2.0,0.20253871693551187,4838711.0,212.0
25.0,2.0,2.0,16.0,1.0,1.0,8.0,2.0,1.0,2.0,13.0,6.0,6.0,4.0,10.0,10.0,99.0,2.0,2.0,2.0,2.0,1.0,1.0,99.0,2.0,99.0,2.0,2.0,2.0,14.0,5.0,12.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,,1.0,3.0,,2.0,3.0,,,,,,,,,12.0,,,,3.0,3.0,,2.0,3.0,,,,,,9.0,10.0,,,,,,,,,,,,,,,9.0,,,,,,,,17.0,,3.0,19.0,3.0,2.0,1.0,4.0,2.0,0.1729587815855875,4838718.0,213.0
48.0,4.0,2.0,14.0,1.0,4.0,2.0,5.0,3.0,1.0,9.0,4.0,11.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,14.0,13.0,,3.0,5.0,2.0,2.0,1.0,,2.0,3.0,,,,,1.0,2.0,1.0,2.0,,,,,,,,,,12.0,,,,2.0,2.0,,,,,,,,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,,,,,,,,,,9.0,10.0,,,13.0,,15.0,16.0,,,1.0,1.0,6.0,5.0,4.0,4.0,2.0,1.6777719756656129,4838738.0,214.0
60.0,5.0,1.0,16.0,1.0,1.0,8.0,4.0,1.0,1.0,11.0,9.0,4.0,2.0,8.0,10.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,17.0,,,4.0,4.0,2.0,3.0,3.0,1.0,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,5.0,2.0,,,,,,,,8.0,9.0,10.0,11.0,12.0,,,15.0,,,,3.0,,,,,8.0,,,11.0,,13.0,,15.0,16.0,,,1.0,18.0,3.0,2.0,5.0,4.0,2.0,0.4917499247471254,4838739.0,215.0
43.0,3.0,1.0,15.0,1.0,2.0,7.0,4.0,3.0,1.0,4.0,13.0,3.0,9.0,9.0,8.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,97.0,,,3.0,3.0,2.0,4.0,2.0,,,,4.0,,,,2.0,3.0,,,,4.0,,,,,,,,,,,,4.0,4.0,,,,,,,,8.0,9.0,10.0,11.0,12.0,,14.0,,,,,,,,,,8.0,9.0,10.0,,12.0,13.0,,15.0,,17.0,,1.0,19.0,4.0,4.0,1.0,4.0,2.0,0.24074490718395594,4838954.0,217.0
49.0,4.0,1.0,14.0,1.0,3.0,7.0,5.0,2.0,2.0,2.0,5.0,1.0,3.0,8.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,14.0,10.0,12.0,4.0,5.0,1.0,3.0,2.0,,2.0,3.0,,,,,1.0,2.0,,,,4.0,,6.0,,8.0,,10.0,,,,,,3.0,2.0,,,,,,,,,9.0,10.0,,,,,,,,,,,,,,,9.0,,,,13.0,,,,17.0,,3.0,20.0,4.0,3.0,3.0,4.0,2.0,2.715688483580742,4839026.0,220.0
23.0,1.0,2.0,15.0,1.0,4.0,8.0,4.0,2.0,1.0,11.0,8.0,97.0,,6.0,8.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,99.0,97.0,,,3.0,3.0,2.0,3.0,2.0,,2.0,3.0,4.0,5.0,,,1.0,2.0,,,,4.0,5.0,6.0,,,9.0,10.0,,,,,,4.0,2.0,,,,,,6.0,,,,,11.0,,,,,,,,,,,,,8.0,,10.0,,12.0,,,,,17.0,,3.0,19.0,4.0,4.0,5.0,4.0,2.0,1.3787356327584819,4839037.0,221.0
29.0,2.0,1.0,16.0,1.0,1.0,7.0,3.0,2.0,1.0,2.0,4.0,3.0,7.0,7.0,7.0,2.0,2.0,99.0,2.0,99.0,99.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,17.0,,,3.0,3.0,3.0,4.0,3.0,,,3.0,,,,,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,5.0,4.0,,,,,,,,8.0,9.0,,,12.0,,,,,,,,,,,,8.0,,,,,,14.0,15.0,,,,1.0,1.0,4.0,3.0,4.0,4.0,2.0,3.4581210891458976,4839043.0,222.0
