IDADE,FX_ID,SEXO,p1a,p1b,p1c,p1d,p2a,p2b,p2c,p2d,p2e,p2f,p2g,p2h,p2i,p2j,p2k,p2l,p2m,p2n,p2o,p2p,p2q,p2r,p2s,p2t,p2u,p2v,p2w,p2x,p2y,p2z,p2aa,p2bb,p2cc,p2dd,p2ee,p2ff,p2aaa,p2aab,p2aac,p2aad,p2aae,p3a,p3b,p3c,p3d,p4,p4a,p4b,p5,p5a,p5b,p6a,p6b,p6c,p6d,p6e,p6f,p6g,p6h,p6i,p6j,p6k,p6l,p6m,p6n,p6o,p6p,p6q,p6r,p6s,p6t,partido,p8a,p8b,p8c,pea,religiao,p11a,tvcor,carro,radio,empreg,aspira,maqlav,dvd,video,banhe,gelad,freezer,fone,escola,rendaf,p16a,p16b,p16c,pa1,pa2,pa3,pa4,pa5,pa6,pa7,pa8,pa9,pa10,pa11,pa12,pa13,pa14,pa15,pa16,pa17,pa18,pa19,pa20,pa21,pa22,pa23,pa24,pa25,pa26,pa27,pa28,pa29,pa30a,pa30b,pa31a,pa31b,pa32,pa33,pa34a,pa35a,pa36,pa37,pa38,pa39,regiao,metrop,meso,porte,pesoe,RENDA6,CBRASIL08X,nquest
40.0,3.0,1.0,45.0,,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,5.0,2.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,99.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,96.0,2.0,1.0,2.0,6.0,6.0,96.0,1.0,2.0,96.0,96.0,96.0,1.0,1.0,96.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,,,2.0,2.0,96.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,,,,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,1.186480933,1.0,4.0,55.0
44.0,3.0,1.0,1.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,2.0,2.0,,,1.0,,,1.0,1.0,1.0,99.0,2.0,2.0,99.0,99.0,1.0,1.0,1.0,99.0,99.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,6.0,96.0,2.0,1.0,1.0,96.0,96.0,96.0,1.0,96.0,2.0,1.0,1.0,96.0,6.0,2.0,99.0,,,2.0,2.0,96.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,,,,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,0.920134567,1.0,4.0,600.0
68.0,5.0,2.0,67.0,41.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,2.0,2.0,2.0,99.0,99.0,99.0,2.0,2.0,5.0,1.0,3.0,5.0,2.0,,,2.0,,,99.0,99.0,1.0,99.0,1.0,99.0,1.0,2.0,1.0,1.0,1.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,1.0,99.0,96.0,1.0,2.0,1.0,12.0,6.0,96.0,1.0,96.0,2.0,96.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,2.0,1.0,2.0,,,2.0,97.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,,,,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,1.00863965,1.0,6.0,473.0
49.0,4.0,2.0,40.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,1.0,5.0,5.0,2.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,99.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,2.0,2.0,2.0,11.0,6.0,96.0,1.0,96.0,1.0,96.0,96.0,96.0,1.0,1.0,2.0,1.0,1.0,96.0,2.0,2.0,98.0,,,96.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,,,,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,1.186480933,1.0,6.0,56.0
19.0,1.0,1.0,1.0,,,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,2.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,6.0,96.0,2.0,1.0,2.0,96.0,1.0,1.0,1.0,1.0,2.0,1.0,96.0,1.0,6.0,3.0,1.0,,,2.0,2.0,96.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,2.0,,,,2.0,2.0,2.0,2.0,3.0,3.0,5.0,3.0,0.920134567,1.0,4.0,601.0
20.0,1.0,1.0,59.0,,,,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,5.0,2.0,,,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,10.0,2.0,1.0,1.0,1.0,6.0,96.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,96.0,1.0,1.0,1.0,96.0,4.0,3.0,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,,,,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,1.186480933,1.0,6.0,57.0
18.0,1.0,2.0,2.0,,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,3.0,3.0,5.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,2.0,2.0,2.0,2.0,13.0,6.0,96.0,3.0,96.0,1.0,96.0,96.0,1.0,1.0,96.0,2.0,1.0,96.0,1.0,4.0,1.0,2.0,,,2.0,97.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,,,,2.0,2.0,2.0,1.0,3.0,3.0,3.0,5.0,1.00863965,1.0,5.0,474.0
20.0,1.0,2.0,59.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,16.0,6.0,96.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,96.0,1.0,1.0,96.0,1.0,2.0,1.0,98.0,,,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,97.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,,,,2.0,1.0,2.0,1.0,4.0,3.0,3.0,2.0,1.186480933,1.0,6.0,58.0
67.0,5.0,2.0,67.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,96.0,2.0,2.0,2.0,12.0,6.0,96.0,1.0,96.0,1.0,96.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,4.0,4.0,2.0,,,2.0,2.0,96.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,,,,2.0,2.0,2.0,2.0,3.0,3.0,5.0,3.0,0.920134567,1.0,6.0,602.0
21.0,1.0,2.0,61.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,,,2.0,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,10.0,8.0,96.0,1.0,96.0,2.0,96.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,5.0,1.0,98.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,,,,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,1.00863965,1.0,6.0,475.0
36.0,3.0,2.0,1.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,5.0,5.0,2.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,99.0,99.0,1.0,1.0,96.0,2.0,2.0,2.0,6.0,6.0,96.0,1.0,1.0,1.0,1.0,96.0,1.0,1.0,96.0,2.0,1.0,1.0,1.0,5.0,4.0,1.0,,,2.0,2.0,96.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,,,,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,1.186480933,1.0,4.0,59.0
42.0,3.0,2.0,1.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,,,2.0,,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,7.0,6.0,96.0,2.0,96.0,1.0,1.0,96.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,6.0,4.0,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,,,,2.0,2.0,2.0,2.0,3.0,3.0,5.0,3.0,0.920134567,1.0,4.0,603.0
49.0,4.0,1.0,61.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,3.0,2.0,1.0,,,1.0,,,1.0,1.0,1.0,99.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,99.0,99.0,99.0,1.0,99.0,1.0,1.0,2.0,7.0,6.0,96.0,1.0,96.0,1.0,96.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,2.0,1.0,1.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,,,,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,1.00863965,1.0,7.0,476.0
50.0,4.0,1.0,1.0,61.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,5.0,5.0,2.0,,,1.0,,,1.0,1.0,99.0,1.0,99.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,1.0,1.0,10.0,6.0,96.0,3.0,96.0,1.0,96.0,96.0,96.0,1.0,96.0,2.0,1.0,1.0,96.0,2.0,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,97.0,,97.0,,2.0,,,,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,1.186480933,1.0,5.0,60.0
30.0,2.0,1.0,1.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,1.0,1.0,5.0,2.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,96.0,1.0,96.0,1.0,96.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,5.0,1.0,1.0,,,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,,,,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,1.00863965,1.0,6.0,477.0
72.0,5.0,1.0,21.0,67.0,,,2.0,2.0,2.0,2.0,3.0,3.0,99.0,99.0,99.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,12.0,6.0,96.0,2.0,96.0,1.0,96.0,96.0,96.0,1.0,96.0,2.0,1.0,96.0,96.0,3.0,3.0,2.0,,,96.0,96.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,,,,2.0,2.0,2.0,2.0,3.0,3.0,5.0,3.0,0.920134567,1.0,6.0,604.0
19.0,1.0,1.0,67.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,99.0,99.0,99.0,1.0,2.0,1.0,2.0,7.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,96.0,1.0,1.0,96.0,96.0,3.0,2.0,1.0,,,2.0,2.0,96.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,,,,2.0,2.0,2.0,2.0,4.0,3.0,5.0,0.0,1.186480933,1.0,6.0,61.0
24.0,1.0,1.0,61.0,,,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,1.0,5.0,2.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,2.0,1.0,2.0,13.0,6.0,96.0,2.0,96.0,2.0,96.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,1.0,7.0,2.0,98.0,,,96.0,96.0,96.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,,,,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,1.00863965,1.0,6.0,478.0
37.0,3.0,1.0,67.0,,,,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,2.0,1.0,2.0,7.0,6.0,96.0,1.0,96.0,1.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,96.0,96.0,3.0,1.0,2.0,98.0,,96.0,96.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,,,,2.0,2.0,2.0,2.0,3.0,3.0,5.0,3.0,0.920134567,1.0,6.0,605.0
56.0,4.0,2.0,98.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,3.0,3.0,5.0,2.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,1.0,2.0,7.0,6.0,96.0,1.0,96.0,1.0,96.0,96.0,96.0,96.0,96.0,1.0,96.0,96.0,96.0,1.0,1.0,1.0,,,96.0,97.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,,,,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,1.00863965,1.0,8.0,479.0
28.0,2.0,1.0,60.0,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,1.0,1.0,2.0,,,1.0,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,96.0,2.0,1.0,2.0,10.0,2.0,96.0,1.0,96.0,1.0,1.0,96.0,1.0,1.0,96.0,1.0,1.0,96.0,96.0,5.0,3.0,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,,,,2.0,2.0,2.0,2.0,4.0,3.0,5.0,0.0,1.186480933,1.0,5.0,62.0
54.0,4.0,1.0,1.0,98.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,,,1.0,,,99.0,1.0,1.0,1.0,2.0,99.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,2.0,1.0,1.0,7.0,9.0,96.0,1.0,96.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,1.0,96.0,2.0,6.0,98.0,,,96.0,96.0,96.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,,,,1.0,2.0,2.0,2.0,4.0,3.0,5.0,0.0,1.186480933,3.0,6.0,63.0
30.0,2.0,2.0,6.0,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,99.0,2.0,2.0,14.0,2.0,2.0,2.0,13.0,6.0,96.0,1.0,2.0,96.0,96.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,4.0,1.0,98.0,,,96.0,96.0,96.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,,,,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,1.00863965,1.0,5.0,480.0
27.0,2.0,1.0,2.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,99.0,2.0,2.0,5.0,1.0,1.0,4.0,2.0,,,2.0,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,96.0,2.0,2.0,2.0,2.0,6.0,96.0,1.0,96.0,1.0,96.0,96.0,96.0,1.0,96.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,,,,2.0,2.0,2.0,2.0,3.0,1.0,3.0,5.0,1.06816175,1.0,5.0,481.0
