IDADE,FX_ID,SEXO,p1,p2,p3,p4,p5,p6,p7a,p7b,p7c,p7d,p7e,p8,p9,p10a,p10b,p10c,p10e,p11,p12,p13,p14,p15,p16,p17,p18,p19_m,p19_h,p20,p21,p22,ESCOLA,p24,RENDA,nquest
49.0,5.0,1.0,2.0,0.0,0.0,1.0,2.0,8.0,21.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,99.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,443.0
49.0,5.0,1.0,3.0,0.0,1.0,0.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,99.0,7.0,2.0,4.0,477.0
49.0,5.0,1.0,1.0,1.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,99.0,7.0,3.0,5.0,500.0
49.0,5.0,2.0,3.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,3.0,5.0,806.0
49.0,5.0,2.0,1.0,1.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0,99.0,8.0,4.0,5.0,819.0
49.0,5.0,2.0,1.0,1.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,99.0,5.0,3.0,2.0,835.0
49.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,26.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,3.0,99.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,594.0
49.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,23.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,99.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,637.0
49.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,35.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,99.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,911.0
49.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,25.0,2.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,99.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,6.0,2.0,3.0,3.0,979.0
49.0,5.0,2.0,1.0,1.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,99.0,2.0,3.0,1.0,999.0
49.0,5.0,2.0,3.0,0.0,1.0,0.0,3.0,15.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,6.0,2.0,2.0,2.0,1035.0
49.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,23.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,99.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,6.0,3.0,749.0
49.0,5.0,2.0,2.0,0.0,0.0,2.0,1.0,14.0,1.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,99.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,788.0
50.0,5.0,1.0,3.0,0.0,2.0,0.0,2.0,22.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,18.0
50.0,5.0,1.0,1.0,1.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,99.0,3.0,2.0,6.0,46.0
50.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,20.0,1.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,99.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,115.0
50.0,5.0,1.0,2.0,0.0,0.0,2.0,1.0,21.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,99.0,3.0,4.0,2.0,1.0,2.0,4.0,4.0,4.0,1.0,5.0,6.0,166.0
50.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,16.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,99.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,248.0
50.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,22.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,99.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,258.0
50.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,17.0,22.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,99.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,271.0
50.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,23.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,99.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,6.0,3.0,5.0,3.0,429.0
50.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,26.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,99.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,7.0,3.0,4.0,4.0,807.0
50.0,5.0,2.0,4.0,0.0,1.0,0.0,1.0,23.0,4.0,22.0,0.0,0.0,0.0,2.0,3.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,870.0
50.0,5.0,2.0,2.0,0.0,0.0,2.0,1.0,21.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,99.0,3.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,551.0
50.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,28.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,99.0,3.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,642.0
50.0,5.0,2.0,3.0,0.0,2.0,0.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,99.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,6.0,2.0,5.0,2.0,945.0
50.0,5.0,2.0,3.0,0.0,1.0,0.0,1.0,5.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,7.0,3.0,5.0,968.0
50.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,8.0,7.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,99.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,5.0,2.0,6.0,1047.0
50.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,31.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,99.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,5.0,5.0,4.0,4.0,662.0
50.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,34.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,3.0,99.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,3.0,6.0,2.0,2.0,701.0
50.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,25.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,99.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,725.0
50.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,30.0,13.0,2.0,22.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,99.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,7.0,5.0,5.0,766.0
50.0,5.0,2.0,1.0,2.0,0.0,0.0,1.0,20.0,1.0,7.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,99.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,99.0,2.0,2.0,3.0,782.0
51.0,5.0,1.0,3.0,0.0,1.0,0.0,2.0,6.0,1.0,6.0,0.0,0.0,0.0,3.0,3.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,2.0,7.0,2.0,3.0,145.0
51.0,5.0,1.0,2.0,0.0,0.0,1.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,99.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,154.0
51.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,27.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,99.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,6.0,2.0,5.0,2.0,161.0
51.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,16.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,99.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,173.0
51.0,5.0,2.0,4.0,0.0,1.0,0.0,2.0,17.0,4.0,2.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,3.0,5.0,3.0,4.0,821.0
51.0,5.0,2.0,1.0,2.0,0.0,0.0,1.0,35.0,1.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,8.0,5.0,3.0,4.0,792.0
51.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,30.0,3.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,99.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,9.0,5.0,646.0
51.0,5.0,2.0,4.0,0.0,1.0,0.0,1.0,29.0,2.0,22.0,0.0,0.0,0.0,3.0,3.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,921.0
51.0,5.0,2.0,2.0,0.0,0.0,1.0,2.0,10.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,1.0,99.0,3.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1048.0
51.0,5.0,2.0,4.0,0.0,1.0,0.0,1.0,33.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,692.0
51.0,5.0,2.0,1.0,1.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0,711.0
51.0,5.0,2.0,3.0,0.0,2.0,0.0,2.0,4.0,4.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,99.0,3.0,4.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,717.0
51.0,5.0,2.0,1.0,2.0,0.0,0.0,1.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,99.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,99.0,2.0,8.0,3.0,732.0
52.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,32.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,99.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,4.0,2.0,0.0,1.0,6.0
52.0,5.0,1.0,3.0,0.0,1.0,0.0,1.0,25.0,9.0,0.0,0.0,0.0,0.0,2.0,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,163.0
52.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,30.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,99.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,194.0
52.0,5.0,1.0,2.0,0.0,0.0,2.0,1.0,21.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,99.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,233.0
52.0,5.0,1.0,3.0,0.0,2.0,0.0,2.0,8.0,4.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,99.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,310.0
52.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,22.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,30.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,373.0
52.0,5.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,3.0,99.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,99.0,2.0,4.0,2.0,381.0
52.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,32.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,3.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,8.0,1.0,5.0,468.0
52.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,28.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,99.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,5.0,2.0,4.0,3.0,507.0
52.0,5.0,2.0,4.0,0.0,1.0,0.0,1.0,14.0,1.0,15.0,0.0,0.0,0.0,2.0,3.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,3.0,99.0,3.0,3.0,4.0,834.0
52.0,5.0,2.0,4.0,0.0,1.0,0.0,1.0,8.0,1.0,13.0,0.0,0.0,0.0,2.0,3.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,5.0,3.0,5.0,3.0,545.0
52.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,99.0,2.0,5.0,1.0,564.0
52.0,5.0,2.0,2.0,0.0,0.0,2.0,1.0,17.0,2.0,22.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,2.0,99.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,628.0
52.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,34.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,99.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,6.0,2.0,672.0
53.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,25.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,99.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,232.0
53.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,27.0,22.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,4.0,808.0
53.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,37.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,99.0,3.0,4.0,1.0,1.0,3.0,2.0,3.0,5.0,2.0,4.0,3.0,886.0
53.0,5.0,2.0,4.0,0.0,1.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,891.0
53.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,22.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,2.0,99.0,3.0,4.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,5.0,1.0,913.0
53.0,5.0,2.0,1.0,1.0,0.0,0.0,2.0,10.0,16.0,0.0,0.0,0.0,0.0,3.0,3.0,34.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0,1.0,919.0
53.0,5.0,2.0,3.0,0.0,1.0,0.0,1.0,30.0,9.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,1034.0
54.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,24.0,8.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,99.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,3.0,13.0
54.0,5.0,1.0,2.0,0.0,0.0,2.0,1.0,33.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,99.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,77.0
54.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,31.0,2.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,99.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,7.0,2.0,8.0,4.0,265.0
54.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,7.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,99.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,99.0,5.0,5.0,3.0,506.0
54.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,20.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,3.0,99.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,875.0
54.0,5.0,2.0,3.0,0.0,2.0,0.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,99.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,99.0,2.0,2.0,1.0,1016.0
54.0,5.0,2.0,2.0,0.0,0.0,2.0,1.0,30.0,16.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,2.0,99.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,5.0,2.0,4.0,1.0,768.0
55.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,31.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,99.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,7.0,3.0,5.0,175.0
55.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,33.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,99.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,8.0,2.0,4.0,2.0,276.0
55.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,13.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,99.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,316.0
55.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,25.0,1.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,99.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,357.0
55.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,29.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,99.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,5.0,2.0,2.0,2.0,511.0
55.0,5.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,7.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,3.0,99.0,2.0,2.0,3.0,825.0
55.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,36.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,567.0
55.0,5.0,2.0,4.0,0.0,2.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,99.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,578.0
55.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,39.0,1.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,99.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,619.0
55.0,5.0,2.0,2.0,0.0,0.0,1.0,2.0,6.0,4.0,22.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,9.0,4.0,5.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,3.0,3.0,879.0
55.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,31.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,99.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,5.0,1033.0
55.0,5.0,2.0,1.0,2.0,0.0,0.0,2.0,15.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,3.0,99.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,10.0,1.0,666.0
55.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,30.0,1.0,2.0,22.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,99.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,674.0
55.0,5.0,2.0,4.0,0.0,1.0,0.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,690.0
55.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,29.0,2.0,22.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,2.0,99.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,5.0,5.0,693.0
55.0,5.0,2.0,2.0,0.0,0.0,2.0,1.0,33.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,2.0,99.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,7.0,2.0,6.0,1.0,700.0
56.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,32.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,1.0
56.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,26.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,99.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,7.0,2.0,4.0,80.0
