IDADE,FX_ID,SEXO,p1,p2,p3,p4,p5,p6,p7a,p7b,p7c,p7d,p7e,p8,p9,p10a,p10b,p10c,p10e,p11,p12,p13,p14,p15,p16,p17,p18,p19_m,p19_h,p20,p21,p22,ESCOLA,p24,RENDA,nquest
56.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,28.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,99.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,7.0,2.0,5.0,218.0
56.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,34.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,5.0,3.0,5.0,302.0
56.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,27.0,4.0,19.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,6.0,2.0,5.0,3.0,353.0
56.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,37.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,365.0
56.0,5.0,2.0,2.0,0.0,0.0,2.0,1.0,32.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,539.0
57.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,31.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,99.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,9.0
57.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,17.0,4.0,23.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,99.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,99.0,2.0,2.0,2.0,118.0
57.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,31.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,99.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,208.0
57.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,32.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,99.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,293.0
57.0,5.0,1.0,1.0,1.0,0.0,0.0,8.0,4.0,2.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,3.0,16.0,2.0,1.0,6.0,519.0
57.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,36.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,99.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,12.0,1.0,863.0
57.0,5.0,2.0,3.0,0.0,1.0,0.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,5.0,2.0,918.0
57.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,23.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,956.0
57.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,25.0,1.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,99.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,7.0,2.0,4.0,976.0
57.0,5.0,2.0,1.0,1.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,99.0,7.0,2.0,5.0,1002.0
57.0,5.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,22.0,1.0,0.0,0.0,0.0,2.0,3.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,5.0,758.0
57.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,34.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,99.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,769.0
58.0,5.0,1.0,4.0,0.0,1.0,0.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,134.0
58.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,27.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,99.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,2.0,7.0,2.0,5.0,352.0
58.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,37.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,383.0
58.0,5.0,1.0,1.0,2.0,0.0,0.0,8.0,15.0,1.0,4.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,444.0
58.0,5.0,2.0,4.0,0.0,1.0,0.0,1.0,28.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,31.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,552.0
58.0,5.0,2.0,4.0,0.0,1.0,0.0,2.0,30.0,11.0,0.0,0.0,0.0,0.0,1.0,3.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,3.0,3.0,3.0,1.0,5.0,6.0,890.0
58.0,5.0,2.0,2.0,0.0,0.0,2.0,1.0,43.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,99.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,6.0,2.0,5.0,5.0,928.0
58.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,36.0,16.0,13.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,1.0,99.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,5.0,2.0,699.0
58.0,5.0,2.0,4.0,0.0,1.0,0.0,1.0,9.0,1.0,7.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,718.0
59.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,40.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,99.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,155.0
59.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,32.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,3.0,99.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,9.0,2.0,2.0,6.0,171.0
59.0,5.0,1.0,2.0,0.0,0.0,2.0,1.0,32.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,8.0,3.0,5.0,172.0
59.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,25.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,99.0,3.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,7.0,1.0,5.0,215.0
59.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,34.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,99.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,4.0,2.0,3.0,2.0,295.0
59.0,5.0,1.0,1.0,1.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,99.0,3.0,3.0,2.0,319.0
59.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,20.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,99.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,99.0,5.0,6.0,4.0,351.0
59.0,5.0,2.0,2.0,0.0,0.0,1.0,2.0,25.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,3.0,99.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,5.0,1.0,5.0,3.0,583.0
59.0,5.0,2.0,4.0,0.0,1.0,0.0,1.0,35.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,10.0,2.0,5.0,1.0,933.0
59.0,5.0,2.0,1.0,2.0,0.0,0.0,4.0,28.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,3.0,99.0,7.0,6.0,5.0,934.0
59.0,5.0,2.0,4.0,0.0,1.0,0.0,1.0,23.0,12.0,0.0,0.0,0.0,0.0,2.0,3.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,6.0,944.0
59.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,34.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,99.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,4.0,5.0,3.0,3.0,1015.0
60.0,6.0,1.0,3.0,0.0,1.0,0.0,1.0,18.0,1.0,6.0,0.0,0.0,0.0,3.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,99.0,7.0,2.0,6.0,2.0
60.0,6.0,1.0,2.0,0.0,0.0,1.0,1.0,39.0,2.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,99.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,2.0,37.0
60.0,6.0,1.0,2.0,0.0,0.0,1.0,1.0,34.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,1.0,99.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,3.0,1.0,239.0
60.0,6.0,1.0,2.0,0.0,0.0,1.0,1.0,32.0,13.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,259.0
60.0,6.0,1.0,2.0,0.0,0.0,1.0,1.0,41.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,3.0,99.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,7.0,6.0,5.0,508.0
60.0,6.0,2.0,2.0,0.0,0.0,2.0,1.0,38.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,3.0,99.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,7.0,2.0,6.0,6.0,849.0
60.0,6.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,99.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,608.0
60.0,6.0,2.0,4.0,0.0,1.0,0.0,1.0,6.0,2.0,1.0,6.0,0.0,0.0,2.0,3.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,876.0
60.0,6.0,2.0,4.0,0.0,2.0,0.0,3.0,10.0,23.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,3.0,99.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,895.0
60.0,6.0,2.0,2.0,0.0,0.0,1.0,1.0,37.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,1.0,99.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,6.0,908.0
60.0,6.0,2.0,2.0,0.0,0.0,1.0,2.0,9.0,4.0,5.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,9.0,4.0,5.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,5.0,2.0,5.0,2.0,734.0
60.0,6.0,2.0,3.0,0.0,1.0,0.0,1.0,7.0,10.0,4.0,0.0,0.0,0.0,3.0,3.0,33.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,765.0
60.0,6.0,2.0,4.0,0.0,1.0,0.0,1.0,35.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,774.0
61.0,6.0,1.0,2.0,0.0,0.0,2.0,8.0,35.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,99.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,24.0,1.0,1.0,4.0,64.0
61.0,6.0,1.0,2.0,0.0,0.0,1.0,1.0,34.0,19.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,99.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,5.0,1.0,5.0,65.0
61.0,6.0,1.0,2.0,0.0,0.0,1.0,8.0,37.0,5.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,99.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,106.0
61.0,6.0,1.0,2.0,0.0,0.0,1.0,1.0,35.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,202.0
61.0,6.0,1.0,2.0,0.0,0.0,1.0,1.0,36.0,4.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,340.0
61.0,6.0,2.0,4.0,0.0,1.0,0.0,1.0,26.0,2.0,1.0,22.0,0.0,0.0,2.0,3.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,5.0,5.0,2.0,5.0,831.0
61.0,6.0,2.0,2.0,0.0,0.0,1.0,1.0,43.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,2.0,99.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,794.0
61.0,6.0,2.0,1.0,1.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,99.0,2.0,2.0,1.0,640.0
61.0,6.0,2.0,4.0,0.0,1.0,0.0,1.0,20.0,1.0,9.0,0.0,0.0,0.0,1.0,3.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,2.0,6.0,1001.0
61.0,6.0,2.0,4.0,0.0,1.0,0.0,1.0,39.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,35.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,5.0,2.0,4.0,5.0,713.0
61.0,6.0,2.0,2.0,0.0,0.0,2.0,1.0,34.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,99.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,722.0
61.0,6.0,2.0,4.0,0.0,1.0,0.0,1.0,25.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,5.0,3.0,4.0,742.0
62.0,6.0,1.0,2.0,0.0,0.0,1.0,1.0,33.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,11.0,2.0,3.0,5.0,14.0
62.0,6.0,1.0,2.0,0.0,0.0,1.0,2.0,25.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,99.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0,1.0,3.0,6.0,169.0
62.0,6.0,1.0,3.0,0.0,2.0,0.0,2.0,13.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,99.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,196.0
62.0,6.0,1.0,4.0,0.0,1.0,0.0,1.0,35.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,8.0,3.0,291.0
63.0,6.0,1.0,2.0,0.0,0.0,1.0,2.0,40.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,99.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,7.0,2.0,5.0,57.0
63.0,6.0,1.0,2.0,0.0,0.0,1.0,1.0,39.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,203.0
63.0,6.0,1.0,2.0,0.0,0.0,1.0,1.0,43.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,419.0
63.0,6.0,1.0,1.0,1.0,0.0,0.0,5.0,6.0,2.0,19.0,0.0,0.0,0.0,3.0,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,6.0,492.0
63.0,6.0,2.0,4.0,0.0,1.0,0.0,1.0,45.0,6.0,1.0,0.0,0.0,0.0,2.0,3.0,33.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,803.0
63.0,6.0,2.0,2.0,0.0,0.0,1.0,1.0,41.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,1.0,99.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,620.0
63.0,6.0,2.0,2.0,0.0,0.0,1.0,1.0,26.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,3.0,99.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,99.0,3.0,4.0,3.0,658.0
64.0,6.0,1.0,2.0,0.0,0.0,1.0,1.0,33.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,99.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,0.0,4.0,27.0
64.0,6.0,1.0,4.0,0.0,1.0,0.0,1.0,29.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,6.0,164.0
64.0,6.0,1.0,2.0,0.0,0.0,1.0,1.0,34.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,6.0,4.0,229.0
64.0,6.0,1.0,2.0,0.0,0.0,1.0,1.0,41.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,99.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,294.0
64.0,6.0,1.0,2.0,0.0,0.0,1.0,1.0,40.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,7.0,3.0,6.0,367.0
64.0,6.0,1.0,2.0,0.0,0.0,1.0,1.0,40.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,99.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,6.0,2.0,3.0,4.0,379.0
64.0,6.0,1.0,2.0,0.0,0.0,1.0,1.0,35.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,99.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,5.0,2.0,5.0,428.0
64.0,6.0,2.0,2.0,0.0,0.0,1.0,1.0,45.0,2.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,3.0,99.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,6.0,557.0
64.0,6.0,2.0,4.0,0.0,1.0,0.0,1.0,98.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,2.0,3.0,5.0,2.0,2.0,1.0,900.0
64.0,6.0,2.0,1.0,1.0,0.0,0.0,2.0,11.0,23.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,738.0
65.0,6.0,1.0,2.0,0.0,0.0,2.0,2.0,31.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,99.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,5.0,1.0,4.0,20.0
65.0,6.0,1.0,2.0,0.0,0.0,1.0,1.0,39.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,51.0
65.0,6.0,1.0,2.0,0.0,0.0,1.0,1.0,43.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,99.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,72.0
65.0,6.0,1.0,2.0,0.0,0.0,1.0,1.0,42.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,99.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,7.0,1.0,4.0,2.0,204.0
65.0,6.0,1.0,4.0,0.0,1.0,0.0,1.0,39.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,216.0
65.0,6.0,1.0,2.0,0.0,0.0,1.0,1.0,38.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,99.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,6.0,2.0,4.0,454.0
65.0,6.0,1.0,1.0,1.0,0.0,0.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,485.0
65.0,6.0,1.0,1.0,1.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,99.0,1.0,1.0,1.0,524.0
65.0,6.0,2.0,4.0,0.0,1.0,0.0,1.0,35.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,7.0,2.0,5.0,832.0
