PAIS,IDNUM,ESTRATOPRI,UPM,BRAPROV,BRAMUNICIPIO,BRABAIRRO,SEGMENTO,SEC,UR,TAMANHO,IDIOMAQ,DATA,Q1,COA4,DEM13A,DEM13B,DEM13C,DEM13D,A1,A2,A3,A4i,SOCT1,SOCT2,IDIO1,IDIO2,CP2,CP4A,CP4,CP4B,PROT1,PROT2,CP5,CP5A,CP5B,CP5C,CP5D,CP6,CP7,CP8,CP9,CP10,CP13,CP14,LS3,IT1,L1,SGL1,SGL2,LGL2,LGL3,NP2,JC1,JC4,JC10,JC12,JC13,JC15,JC60,VIC1,POP1,POP2,POP3,POP4,POP5,POP6,B1,B2,B3,B4,B6,B10A,B11,B12,B13,B14,B15,B18,B20,B21,B31,B32,B43,B37,B62,B63,B64,B65,B66,B16,B17,B19,B140,B42,B50,B46,B47,B48,N1,N3,N9,N10,N11,N12,M1,ING4,PN2,DEM23,PN4,PN5,E5,E8,E11,E15,E14,E2,E3,E16,D32,D33,D34,D35,D36,D37,D1,D2,D3,D4,D5,PR1,PR2,PR3,PR4,PR5,PR6,PR7,PR8,PR9,DEM2,DEM11,AUT1,PP1,PP2,PP3,PP4,GEN3,GEN4,GEN5,GEN6,GEN7,GEN8,RMF1,RMF1B,RMF2,RMF2B,RMF3,RMF3B,RMF4,RMF4B,RMF5,RMF5B,RMF6,RMF6B,RMF7,RMF7B,RM8,RM9,RM10,RM11,RM12,RM13,RM14,RM15,RM16,RM17,RM18,EXC2,EXC6,EXC11,EXC13,EXC14,EXC15,EXC16,EXC17,EXC18,EXC19,EXC7,GI1,GI2,GI3,GI4,GI5,GI6,VB1,VB2,BRAVB3,VB4,VB5,BRAVB4,BRAVB4A,VB10,VB6A,VB6B,VB6D,VB6E,VB6F,VB6G,VB6H,VB6I,VB6J,VB6K,VB6L,VB6M,BRAVB7,VB9,BRAVB8B,VB8C,VB12A,BRAVB13,VB12B,BRAVB12,VB12Cr1,VB12Cr2,BRAVB14,VB15,VB16,VB17,VB18,VB19,VB20,VB21,VB22,VB23,VB24,VB25,VB26,VB27,VB28,VB29,VB30,VB31,VB32,VB33,VB34,VB35,VB36,GEN1,GEN2,VOL1,VOL2,VOL2A,VOL2B,VOL3,VOL3A,VOL3B,VOL4,VOL4A,VOL4B,VOL5,VOL5A,VOL5B,VOL6,VOL6A1,VOL6A2,VOL6B1,VOL6B2,VOL7,VOL7A,VOL7B,VOL8,VOL8A,VOL8B,SEP1,SEP2,SEP3,SEP4,SEP5,SEP6A,SEP6B,SEP6C,SEP6D,SEP6E,SEP6F,SEP6G,SEP6H,SEP6I,SEP6J,SEP6K,SEP6L,SEP6M,SEP6N,SEP6O,SEP7,POL1,POL2,DIS2,DIS3,DIS4,DIS5,BF1A,BF1B,BF1C,BF1D,BF2A,BF2B,BF2C,BF2D,Q2,VS1B,VS2,VS3,VS4,VS5,VS6,VS7,VS8,VS9,VS10,VS11,VS12,VS13,VS14,VS15,VS16,VS17,VS18,VS19,VS20,VS20b,R1,R3,R4,R4A,R6,R7,R8,R12,R14,R15,R5,MIG1,MIG2,MIG3,TI
15.0,1.0,1.0,,2.0,1.0,,,,1.0,1.0,1.0,2007-07-26,1.0,13.0,26.0,13.0,80.0,26.0,3.0,1.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,9.0,1.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,5.0,7.0,2.0,2.0,5.0,7.0,5.0,1.0,1.0,1.0,7.0,7.0,4.0,1.0,4.0,7.0,5.0,5.0,3.0,3.0,1.0,5.0,2.0,1.0,5.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,7.0,7.0,6.0,3.0,1.0,10.0,10.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,8.0,1.0,8.0,1.0,1.0,1.0,3.0,,5.0,1.0,4.0,1.0,8.0,5.0,10.0,8.0,10.0,7.0,10.0,8.0,5.0,5.0,10.0,8.0,13.0,4.0,,,77.0,94.0,77.0,186.0,77.0,,183.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,47.0,1.0,1.0,2.0,23.0,1.0,1.0,28.0,1.0,77.0,22.0,,,,1.0,66.0,88.0,23.0,88.0,1.0,71.0,10.0,1.0,85.0,77.0,1.0,43.0,13.0,1.0,45.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,35.0,3.0,13.0,1.0,2.0,3.0,1.0,1.0,6.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,,63.0
15.0,2.0,1.0,,2.0,1.0,,,,1.0,1.0,1.0,2007-07-26,1.0,70.0,3.0,80.0,13.0,3.0,3.0,1.0,3.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,9.0,2.0,,,,,4.0,3.0,4.0,4.0,4.0,4.0,4.0,8.0,3.0,5.0,2.0,8.0,1.0,2.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,7.0,8.0,5.0,1.0,1.0,8.0,4.0,7.0,7.0,4.0,4.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,4.0,1.0,4.0,4.0,7.0,7.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,1.0,3.0,2.0,5.0,10.0,10.0,3.0,1.0,10.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,2.0,1.0,8.0,1.0,1.0,1.0,1.0,,4.0,1.0,4.0,2.0,2.0,3.0,4.0,10.0,88.0,88.0,88.0,10.0,88.0,4.0,88.0,10.0,11.0,4.0,,,88.0,94.0,77.0,5.0,77.0,,184.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,47.0,1.0,1.0,1.0,28.0,1.0,1.0,28.0,1.0,5.0,12.0,,,,1.0,65.0,67.0,16.0,12.0,1.0,71.0,10.0,1.0,86.0,28.0,2.0,,12.0,2.0,999.0,,,,,,,,,,,,,,,,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,40.0,3.0,15.0,1.0,2.0,3.0,0.0,0.0,1.0,10.0,,,,5.0,6.0,3.0,1.0,3.0,12.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,,66.0
15.0,3.0,1.0,,2.0,1.0,,,,1.0,1.0,1.0,2007-08-01,1.0,70.0,13.0,80.0,80.0,13.0,3.0,3.0,4.0,4.0,3.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,9.0,2.0,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,8.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,4.0,4.0,10.0,10.0,4.0,4.0,10.0,2.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,6.0,1.0,1.0,2.0,4.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,9.0,1.0,9.0,1.0,2.0,1.0,9.0,1.0,9.0,1.0,2.0,8.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,0.0,0.0,9.0,0.0,9.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,8.0,1.0,8.0,1.0,1.0,1.0,1.0,,88.0,1.0,88.0,2.0,88.0,88.0,88.0,4.0,88.0,88.0,88.0,3.0,88.0,88.0,88.0,4.0,11.0,4.0,,,77.0,5.0,13.0,5.0,13.0,,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,1.0,88.0,1.0,2.0,,,1.0,4.0,77.0,2.0,,,,,,2.0,,,1.0,1.0,2.0,,77.0,2.0,,77.0,2.0,,68.0,2.0,999.0,,,,,,,,,,,,,,,,1.0,4.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,32.0,3.0,15.0,1.0,3.0,3.0,1.0,1.0,6.0,8.0,,,3.0,3.0,5.0,3.0,1.0,1.0,8.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,,59.0
15.0,4.0,1.0,,2.0,1.0,,,,1.0,1.0,1.0,2007-08-26,1.0,70.0,3.0,80.0,80.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,9.0,2.0,,,,,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,8.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,5.0,2.0,2.0,7.0,3.0,5.0,4.0,2.0,3.0,3.0,4.0,6.0,1.0,4.0,2.0,7.0,6.0,4.0,4.0,5.0,6.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,7.0,6.0,5.0,3.0,3.0,10.0,10.0,10.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,10.0,7.0,1.0,6.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,2.0,4.0,0.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,2.0,1.0,8.0,2.0,1.0,8.0,1.0,1.0,2.0,,7.0,,99.0,99.0,1.0,2.0,1.0,5.0,6.0,2.0,3.0,5.0,7.0,3.0,2.0,5.0,6.0,99.0,,,,77.0,5.0,77.0,99.0,77.0,,99.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,47.0,1.0,1.0,1.0,28.0,1.0,1.0,28.0,1.0,5.0,77.0,,,,1.0,65.0,67.0,1.0,1.0,1.0,73.0,77.0,1.0,87.0,77.0,2.0,,56.0,1.0,13.0,5.0,5.0,3.0,8.0,8.0,4.0,3.0,4.0,5.0,4.0,6.0,5.0,5.0,4.0,7.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,24.0,2.0,13.0,2.0,2.0,3.0,1.0,0.0,6.0,10.0,,,,3.0,7.0,77.0,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,,76.0
15.0,5.0,1.0,,2.0,1.0,,,,1.0,1.0,1.0,2007-07-25,1.0,70.0,80.0,1.0,80.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,9.0,2.0,,,,,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,3.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,5.0,5.0,5.0,7.0,6.0,5.0,4.0,7.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,1.0,5.0,4.0,3.0,5.0,6.0,6.0,6.0,5.0,2.0,6.0,5.0,2.0,3.0,2.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,10.0,1.0,1.0,8.0,8.0,7.0,8.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,9.0,9.0,9.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,,3.0,1.0,4.0,1.0,6.0,3.0,3.0,8.0,88.0,5.0,88.0,8.0,88.0,6.0,88.0,7.0,11.0,1.0,,,77.0,92.0,13.0,185.0,77.0,,182.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,35.0,1.0,1.0,1.0,28.0,1.0,1.0,28.0,1.0,5.0,77.0,,,,4.0,,,,,1.0,71.0,10.0,1.0,88.0,10.0,8.0,,15.0,1.0,65.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,6.0,6.0,4.0,3.0,4.0,4.0,3.0,5.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,60.0,6.0,14.0,91.0,,,,,1.0,10.0,,,,6.0,13.0,0.0,1.0,1.0,8.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,75.0
15.0,6.0,1.0,,2.0,1.0,,,,1.0,1.0,1.0,2007-07-24,1.0,57.0,80.0,80.0,80.0,80.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,9.0,2.0,,,,,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,3.0,8.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,7.0,6.0,4.0,6.0,5.0,4.0,7.0,6.0,6.0,6.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,3.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,3.0,2.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,6.0,3.0,1.0,6.0,6.0,7.0,4.0,6.0,6.0,5.0,7.0,6.0,6.0,3.0,10.0,1.0,6.0,6.0,7.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,0.0,3.0,3.0,6.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,3.0,1.0,1.0,3.0,3.0,0.0,0.0,9.0,9.0,9.0,0.0,9.0,0.0,0.0,0.0,1.0,8.0,8.0,8.0,2.0,8.0,2.0,2.0,2.0,,14.0,,99.0,99.0,2.0,6.0,6.0,7.0,8.0,5.0,6.0,5.0,7.0,6.0,7.0,7.0,7.0,99.0,,,,88.0,5.0,88.0,5.0,41.0,,99.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,12.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,43.0,1.0,14.0,4.0,6.0,0.0,6.0,5.0,5.0,6.0,7.0,7.0,6.0,5.0,6.0,10.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,17.0,1.0,12.0,7.0,,,,,2.0,,,,1.0,3.0,5.0,77.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,,80.0
15.0,7.0,1.0,,2.0,1.0,,,,1.0,1.0,1.0,2007-07-26,2.0,57.0,1.0,80.0,80.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,9.0,2.0,,,,,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,8.0,6.0,3.0,8.0,2.0,2.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,1.0,3.0,4.0,7.0,7.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,8.0,7.0,6.0,5.0,5.0,5.0,6.0,5.0,8.0,5.0,4.0,10.0,6.0,5.0,6.0,6.0,6.0,5.0,1.0,3.0,6.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,55.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,8.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,8.0,1.0,8.0,1.0,1.0,1.0,1.0,,7.0,1.0,1.0,2.0,88.0,6.0,6.0,8.0,88.0,5.0,5.0,8.0,88.0,6.0,6.0,8.0,11.0,4.0,,,77.0,5.0,77.0,5.0,77.0,,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,47.0,1.0,2.0,,,1.0,4.0,77.0,2.0,,,,,,2.0,,,1.0,1.0,2.0,,77.0,2.0,,77.0,2.0,,56.0,2.0,999.0,,,,,,,,,,,,,,,,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,33.0,3.0,16.0,1.0,2.0,3.0,0.0,0.0,2.0,,,,4.0,5.0,5.0,77.0,,1.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,,52.0
15.0,8.0,1.0,,2.0,1.0,,,,1.0,1.0,1.0,2007-07-25,2.0,70.0,88.0,,,,1.0,1.0,2.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,8.0,88.0,2.0,8.0,1.0,8.0,2.0,2.0,2.0,1.0,2.0,1.0,8.0,8.0,2.0,8.0,8.0,8.0,2.0,1.0,8.0,5.0,6.0,4.0,4.0,5.0,5.0,4.0,6.0,5.0,6.0,5.0,6.0,7.0,4.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,8.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,6.0,6.0,6.0,3.0,2.0,10.0,10.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,10.0,9.0,1.0,3.0,10.0,7.0,9.0,9.0,10.0,3.0,6.0,1.0,1.0,4.0,4.0,1.0,2.0,8.0,2.0,2.0,2.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,8.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,9.0,9.0,9.0,0.0,9.0,1.0,0.0,0.0,2.0,1.0,8.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,,8.0,1.0,4.0,2.0,88.0,6.0,10.0,9.0,88.0,88.0,88.0,6.0,88.0,88.0,88.0,8.0,11.0,4.0,,,13.0,92.0,88.0,183.0,13.0,,180.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,88.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,77.0,1.0,13.0,50.0,1.0,2.0,8.0,5.0,50.0,50.0,6.0,6.0,50.0,50.0,5.0,50.0,50.0,50.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,18.0,2.0,15.0,5.0,2.0,3.0,0.0,1.0,2.0,,,,1.0,5.0,3.0,77.0,,3.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,,68.0
15.0,9.0,1.0,,2.0,1.0,,,,1.0,1.0,1.0,2007-07-24,2.0,13.0,13.0,80.0,80.0,13.0,2.0,1.0,3.0,4.0,4.0,2.0,5.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,8.0,2.0,4.0,2.0,10.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,8.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,8.0,2.0,8.0,1.0,4.0,5.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,5.0,1.0,3.0,2.0,6.0,5.0,3.0,2.0,5.0,6.0,3.0,3.0,2.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0,5.0,6.0,3.0,4.0,3.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,10.0,1.0,10.0,8.0,1.0,7.0,10.0,1.0,4.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,9.0,1.0,9.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,8.0,2.0,1.0,8.0,1.0,1.0,1.0,1.0,,3.0,1.0,4.0,1.0,88.0,1.0,9.0,9.0,88.0,2.0,10.0,9.0,88.0,2.0,9.0,9.0,11.0,4.0,,,77.0,92.0,33.0,184.0,33.0,,181.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,47.0,1.0,1.0,1.0,28.0,1.0,1.0,28.0,1.0,5.0,77.0,,,,1.0,65.0,1.0,1.0,1.0,1.0,73.0,12.0,1.0,83.0,77.0,2.0,,56.0,1.0,13.0,2.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,53.0,4.0,13.0,2.0,4.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,5.0,77.0,,1.0,8.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,60.0
