"﻿""V2""";C_COW_ALPHA;B_COUNTRY_ALPHA;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30;V31;V32;V33;V34;V35;V36;V37;V38;V39;V40;V41;V42;V43;V44;V45;V46;V47;V48;V49;V50;V51;V52;V53;V54;V55;V56;V57;V58;V59;V60;V61;V62;V63;V64;V65;V66;V67;V68;V69;V70;V71;V72;V73;V74;V74B;V75;V76;V77;V78;V79;V80;V81;V82;V83;V84;V85;V86;V87;V88;V89;V90;V91;V92;V93;V94;V95;V96;V97;V98;V99;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125REG;V125_06;V126;V127;V128;V129;V130;V131;V132;V133;V134;V135;V136;V137;V138;V139;V140;V141;V142;V143;V144;V144G;V145;V146;V147;V148;V149;V150;V151;V152;V153;V154;V155;V156;V157;V158;V159;V160;V161;V162;V163;V164;V165;V166;V167;V168;V169;V160A;V160B;V160C;V160D;V160E;V160F;V160G;V160H;V160I;V160J;V170;V171;V172;V173;V174;V175;V176;V177;V178;V179;V180;V181;V182;V183;V184;V185;V186;V187;V188;V189;V190;V191;V192;V193;V194;V195;V196;V197;V198;V199;V200;V201;V202;V203;V203A;V204;V205;V206;V207;V207A;V208;V209;V210;V211;V212;V213;V214;V215_08;V216;V217;V218;V219;V220;V221;V222;V223;V224;V225;V226;V227;V228;V228_LOCAL;V228A;V228B;V228C;V228D;V228E;V228F;V228G;V228H;V228I;V228J;V228K;V229;V230;V231;V232;V233;V234;V235;V236;V237;V238;V239;V239R;V240;V241;V242;V243;V244;V245;V246;V247;V248;V248R;V249;V250;V251;V252;V253;V254;V255;N_REGION_ISO;V256;V257;V261;V262;Y001;Y002;Y003;SACSECVAL;RESEMAVAL;I_AUTHORITY;I_NATIONALISM;I_DEVOUT;DEFIANCE;I_RELIGIMP;I_RELIGBEL;I_RELIGPRAC;DISBELIEF;I_NORM1;I_NORM2;I_NORM3;RELATIVISM;I_TRUSTARMY;I_TRUSTPOLICE;I_TRUSTCOURTS;SCEPTICISM;I_INDEP;I_IMAGIN;I_NONOBED;AUTONOMY;I_WOMJOB;I_WOMPOL;I_WOMEDU;EQUALITY;I_HOMOLIB;I_ABORTLIB;I_DIVORLIB;CHOICE;I_VOICE1;I_VOICE2;I_VOI2_00;VOICE;G_TOWNSIZE2;LNG_NUM;FW_START;FW_END;Qmode;import_relig_inv;import_relig_inv_z
76.0;-4;-4;2.0;2.0;3.0;1.0;3.0;4.0;3.0;2.0;1.0;2.0;1.0;1.0;2.0;2.0;1.0;2.0;1.0;1.0;2.0;2.0;10.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;3.0;2.0;3.0;1.0;1.0;4.0;1.0;5.0;3.0;-2.0;2.0;1.0;3.0;-2.0;2.0;2.0;1.0;2.0;2.0;2.0;4.0;3.0;3.0;3.0;2.0;3.0;2.0;2.0;2.0;3.0;1.0;1.0;2.0;4.0;2.0;1.0;3.0;2.0;3.0;-3.0;1.0;-3.0;-3.0;-3.0;10.0;4.0;5.0;6.0;5.0;5.0;5.0;2.0;4.0;3.0;3.0;2.0;2.0;3.0;3.0;1.0;2.0;3.0;3.0;3.0;3.0;4.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;3.0;2.0;2.0;3.0;3.0;2.0;3.0;1.0;5.0;6.0;3.0;4.0;3.0;8.0;4.0;5.0;5.0;6.0;6.0;3.0;3.0;10000000.0;1.0;6.0;8.0;1.0;1.0;2.0;1.0;1.0;10.0;2.0;4.0;1.0;2.0;6.0;4.0;6.0;5.0;2.0;2.0;2.0;8.0;2.0;3.0;4.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;5.0;3.0;2.0;1.0;5.0;2.0;1.0;1.0;3.0;2.0;4.0;1.0;1.0;1.0;5.0;5.0;2.0;2.0;2.0;1.0;2.0;3.0;2.0;2.0;2.0;3.0;2.0;5.0;5.0;5.0;6.0;5.0;4.0;6.0;6.0;6.0;6.0;6.0;4.0;1.0;3.0;10.0;10.0;1.0;5.0;2.0;3.0;4.0;2.0;1.0;1.0;1.0;2.0;3.0;3.0;1.0;2.0;2.0;2.0;1.0;1.0;2.0;3.0;1.0;1.0;4.0;4.0;1.0;2.0;2.0;1.0;1.0;1.0;2.0;2.0;3.0;2.0;4.0;7.0;-1.0;2.0;2.0;3.0;2.0;2.0;1.0;1.0;4.0;5.0;2.0;1.0;1970.0;43.0;2.0;2.0;1.0;1.0;3530.0;8.0;3.0;41.0;1.0;1.0;1.0;7.0;76001.0;1.0;76003.0;76041.0;3530.0;20140508.0;2014.0;-2.0;2.0;-1.0;0.636111;0.51713;0.5;0.33;0.33;0.386667;0.66;0.0;0.833333;0.497778;1.0;1.0;1.0;1.0;0.66;0.66;0.66;0.66;0.0;0.0;1.0;0.333333;0.5;0.0;0.66;0.386667;0.333333;0.222222;1.0;0.518518;0.66;1.0;0.83;0.83;4.0;364.0;201405.0;201405.0;6.0;2.0;-1.8892225625135755
76.0;-4;-4;5.0;1.0;3.0;2.0;3.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;1.0;2.0;4.0;1.0;1.0;2.0;0.0;0.0;0.0;-1.0;0.0;-1.0;-2.0;-1.0;-1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;3.0;3.0;3.0;2.0;2.0;5.0;6.0;5.0;4.0;3.0;1.0;2.0;3.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;2.0;3.0;2.0;4.0;5.0;5.0;5.0;3.0;3.0;1.0;2.0;1.0;2.0;2.0;2.0;3.0;3.0;-1.0;-1.0;-3.0;-3.0;-3.0;-3.0;-3.0;4.0;1.0;1.0;4.0;1.0;1.0;6.0;4.0;3.0;2.0;2.0;2.0;2.0;1.0;3.0;3.0;1.0;2.0;2.0;3.0;4.0;3.0;2.0;4.0;3.0;2.0;4.0;1.0;1.0;4.0;3.0;3.0;2.0;1.0;1.0;4.0;4.0;3.0;6.0;1.0;4.0;4.0;7.0;9.0;4.0;6.0;7.0;4.0;4.0;4.0;10000000.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;4.0;4.0;3.0;2.0;2.0;3.0;6.0;7.0;7.0;2.0;2.0;3.0;5.0;2.0;2.0;2.0;1.0;1.0;2.0;3.0;-1.0;3.0;5.0;4.0;3.0;2.0;4.0;5.0;2.0;2.0;2.0;1.0;4.0;4.0;1.0;1.0;5.0;1.0;5.0;2.0;4.0;4.0;4.0;3.0;3.0;1.0;1.0;3.0;3.0;3.0;5.0;7.0;5.0;7.0;5.0;6.0;6.0;5.0;7.0;5.0;9.0;3.0;9.0;6.0;8.0;8.0;7.0;7.0;5.0;5.0;4.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;4.0;4.0;3.0;2.0;2.0;2.0;76003.0;76003.0;2.0;2.0;3.0;3.0;1.0;2.0;1.0;2.0;3.0;1.0;3.0;4.0;1.0;5.0;2.0;8.0;1.0;1.0;1.0;1.0;2.0;6.0;2.0;1.0;1936.0;78.0;2.0;2.0;1.0;1.0;3530.0;9.0;3.0;-1.0;2.0;2.0;1.0;7.0;76001.0;1.0;76003.0;76041.0;3530.0;20140509.0;2014.0;2.0;2.0;-1.0;0.567222;0.28088;0.0;0.33;0.33;0.22;0.33;1.0;0.166667;0.498889;1.0;1.0;1.0;1.0;0.66;0.33;0.66;0.55;0.0;0.0;0.0;0.0;0.0;0.66;0.66;0.44;0.222222;0.555556;0.777778;0.518519;0.33;0.0;0.165;0.165;4.0;364.0;201405.0;201405.0;6.0;3.0;-0.5439220429501658
76.0;-4;-4;6.0;1.0;1.0;1.0;3.0;1.0;1.0;2.0;3.0;2.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;2.0;1.0;2.0;9.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;-1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;1.0;1.0;2.0;1.0;1.0;3.0;4.0;2.0;3.0;5.0;1.0;1.0;3.0;10.0;2.0;1.0;2.0;4.0;1.0;2.0;1.0;2.0;1.0;1.0;2.0;6.0;2.0;2.0;2.0;2.0;4.0;4.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;4.0;3.0;2.0;1.0;1.0;3.0;-3.0;-3.0;2.0;1.0;-3.0;-1.0;5.0;5.0;5.0;4.0;4.0;10.0;1.0;1.0;2.0;2.0;2.0;3.0;2.0;3.0;3.0;2.0;3.0;3.0;3.0;2.0;3.0;3.0;3.0;2.0;1.0;3.0;2.0;3.0;2.0;3.0;3.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;5.0;6.0;2.0;7.0;5.0;4.0;5.0;6.0;3.0;4.0;3.0;20000000.0;2.0;3.0;2.0;1.0;2.0;1.0;1.0;1.0;5.0;2.0;2.0;2.0;2.0;5.0;5.0;4.0;4.0;3.0;2.0;3.0;4.0;2.0;1.0;2.0;3.0;2.0;2.0;3.0;3.0;1.0;2.0;2.0;3.0;2.0;4.0;3.0;3.0;3.0;2.0;2.0;1.0;1.0;5.0;5.0;1.0;1.0;1.0;3.0;1.0;1.0;2.0;3.0;4.0;2.0;3.0;2.0;4.0;3.0;5.0;5.0;7.0;7.0;4.0;4.0;4.0;6.0;3.0;8.0;5.0;5.0;5.0;2.0;5.0;3.0;6.0;4.0;4.0;5.0;4.0;2.0;1.0;3.0;3.0;3.0;3.0;2.0;4.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;3.0;2.0;4.0;4.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;3.0;4.0;1.0;4.0;6.0;5.0;2.0;1.0;1.0;2.0;3.0;5.0;2.0;1.0;1949.0;65.0;2.0;2.0;1.0;1.0;3530.0;9.0;3.0;-1.0;1.0;2.0;1.0;7.0;76001.0;1.0;76003.0;76041.0;3530.0;20140509.0;2014.0;3.0;3.0;-1.0;0.470278;0.43;0.0;0.33;0.0;0.11;0.0;0.0;0.333333;0.111111;1.0;1.0;1.0;1.0;0.66;0.66;0.66;0.66;0.0;0.0;0.0;0.0;1.0;0.66;1.0;0.886667;0.444444;0.111111;0.444444;0.333333;1.0;0.0;0.5;0.5;4.0;364.0;201405.0;201405.0;6.0;4.0;0.8013784766132438
76.0;-4;-4;10.0;1.0;2.0;2.0;1.0;2.0;1.0;1.0;2.0;1.0;2.0;1.0;2.0;1.0;2.0;1.0;1.0;2.0;2.0;2.0;6.0;-1.0;1.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;3.0;3.0;3.0;3.0;3.0;2.0;4.0;2.0;0.0;7.0;2.0;3.0;1.0;2.0;1.0;2.0;2.0;1.0;2.0;1.0;2.0;4.0;2.0;2.0;3.0;4.0;2.0;2.0;4.0;3.0;3.0;4.0;-1.0;2.0;2.0;1.0;2.0;2.0;3.0;2.0;2.0;-3.0;-3.0;-3.0;-3.0;-3.0;4.0;1.0;6.0;4.0;6.0;4.0;4.0;1.0;4.0;2.0;3.0;3.0;2.0;3.0;1.0;3.0;3.0;2.0;3.0;2.0;3.0;3.0;3.0;2.0;3.0;3.0;2.0;3.0;2.0;3.0;2.0;2.0;3.0;2.0;2.0;3.0;3.0;2.0;4.0;5.0;2.0;4.0;4.0;5.0;5.0;3.0;8.0;5.0;2.0;3.0;30100000.0;3.0;3.0;4.0;1.0;1.0;1.0;1.0;2.0;4.0;2.0;2.0;2.0;3.0;4.0;7.0;8.0;3.0;2.0;2.0;4.0;3.0;3.0;3.0;2.0;2.0;3.0;3.0;2.0;4.0;3.0;2.0;2.0;5.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;3.0;2.0;5.0;5.0;5.0;1.0;1.0;2.0;1.0;3.0;2.0;1.0;3.0;1.0;2.0;3.0;2.0;2.0;4.0;3.0;5.0;4.0;4.0;5.0;5.0;7.0;7.0;7.0;6.0;5.0;2.0;1.0;9.0;4.0;9.0;5.0;6.0;4.0;7.0;4.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;2.0;2.0;1.0;4.0;4.0;4.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0;3.0;2.0;7.0;2.0;2.0;1.0;2.0;5.0;8.0;3.0;1.0;1984.0;30.0;2.0;2.0;1.0;1.0;3530.0;6.0;2.0;-1.0;1.0;3.0;1.0;7.0;76002.0;1.0;76003.0;76041.0;3530.0;20140509.0;2014.0;3.0;2.0;1.0;0.443611;0.491528;0.0;1.0;0.0;0.333333;0.0;0.0;0.333333;0.111111;1.0;1.0;1.0;1.0;0.0;0.66;0.33;0.33;1.0;0.0;1.0;0.666667;0.0;0.66;0.66;0.44;0.444444;0.0;0.888889;0.444444;0.33;0.5;0.415;0.415;4.0;364.0;201405.0;201405.0;6.0;4.0;0.8013784766132438
76.0;-4;-4;15.0;3.0;3.0;3.0;4.0;3.0;2.0;3.0;3.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;5.0;2.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;-1.0;2.0;2.0;2.0;1.0;2.0;2.0;3.0;3.0;2.0;1.0;6.0;-1.0;2.0;3.0;1.0;3.0;1.0;-2.0;2.0;3.0;-1.0;2.0;3.0;3.0;3.0;4.0;3.0;2.0;5.0;2.0;4.0;2.0;3.0;3.0;3.0;3.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;4.0;-3.0;-3.0;-3.0;1.0;3.0;7.0;5.0;6.0;4.0;6.0;2.0;2.0;2.0;3.0;3.0;2.0;1.0;3.0;2.0;3.0;4.0;2.0;2.0;2.0;4.0;3.0;2.0;2.0;3.0;3.0;1.0;3.0;3.0;2.0;2.0;3.0;3.0;3.0;2.0;2.0;3.0;6.0;7.0;5.0;3.0;7.0;5.0;5.0;6.0;1.0;7.0;-1.0;3.0;20000000.0;2.0;6.0;4.0;1.0;1.0;1.0;1.0;2.0;5.0;3.0;3.0;2.0;2.0;4.0;5.0;5.0;5.0;3.0;2.0;4.0;1.0;2.0;3.0;2.0;2.0;3.0;-1.0;2.0;4.0;2.0;3.0;2.0;5.0;3.0;2.0;4.0;2.0;2.0;4.0;3.0;2.0;3.0;5.0;5.0;1.0;5.0;1.0;1.0;2.0;3.0;3.0;3.0;2.0;2.0;2.0;3.0;3.0;2.0;1.0;2.0;2.0;6.0;4.0;6.0;7.0;9.0;6.0;5.0;5.0;4.0;3.0;8.0;8.0;9.0;9.0;6.0;4.0;2.0;2.0;3.0;2.0;-2.0;4.0;3.0;3.0;2.0;2.0;1.0;2.0;2.0;4.0;2.0;2.0;2.0;3.0;3.0;4.0;4.0;2.0;3.0;2.0;3.0;2.0;3.0;3.0;2.0;3.0;2.0;3.0;3.0;2.0;2.0;4.0;2.0;2.0;2.0;1.0;2.0;5.0;4.0;2.0;1.0;1977.0;36.0;2.0;2.0;1.0;1.0;3530.0;7.0;2.0;-1.0;2.0;3.0;1.0;7.0;76003.0;1.0;76003.0;76041.0;3530.0;20140513.0;2014.0;-2.0;-5.0;1.0;0.595278;0.555927;1.0;0.66;0.0;0.553333;0.33;0.0;0.833333;0.387778;1.0;1.0;1.0;1.0;0.66;0.33;0.33;0.44;1.0;0.0;1.0;0.666667;-99.0;0.33;0.66;0.47991;0.333333;0.777778;0.777778;0.62963;-99.0;0.5;-99.0;0.4475;4.0;364.0;201405.0;201405.0;6.0;3.0;-0.5439220429501658
76.0;-4;-4;18.0;3.0;4.0;3.0;3.0;2.0;3.0;3.0;3.0;1.0;2.0;1.0;2.0;2.0;1.0;2.0;1.0;2.0;1.0;2.0;4.0;2.0;2.0;1.0;1.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;1.0;2.0;1.0;2.0;1.0;3.0;3.0;3.0;3.0;2.0;3.0;8.0;4.0;0.0;5.0;2.0;3.0;3.0;-2.0;3.0;2.0;-2.0;2.0;3.0;-1.0;3.0;6.0;4.0;5.0;5.0;4.0;4.0;4.0;3.0;4.0;5.0;4.0;-2.0;2.0;-1.0;2.0;2.0;2.0;2.0;2.0;2.0;-3.0;-3.0;-3.0;-3.0;-3.0;6.0;5.0;6.0;6.0;6.0;6.0;5.0;4.0;-1.0;3.0;4.0;3.0;4.0;2.0;4.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;2.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;3.0;3.0;3.0;3.0;3.0;5.0;7.0;6.0;7.0;9.0;7.0;8.0;6.0;6.0;2.0;7.0;4.0;-1.0;10000000.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;2.0;2.0;2.0;1.0;4.0;8.0;7.0;5.0;-2.0;3.0;1.0;3.0;3.0;3.0;4.0;3.0;4.0;3.0;2.0;4.0;3.0;3.0;3.0;5.0;4.0;2.0;1.0;3.0;1.0;2.0;2.0;3.0;3.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;2.0;1.0;3.0;2.0;2.0;3.0;4.0;2.0;2.0;6.0;6.0;6.0;5.0;4.0;4.0;2.0;6.0;8.0;3.0;6.0;3.0;6.0;7.0;3.0;7.0;6.0;7.0;5.0;7.0;3.0;1.0;4.0;3.0;3.0;2.0;1.0;3.0;2.0;3.0;3.0;3.0;2.0;3.0;3.0;1.0;3.0;4.0;4.0;3.0;4.0;2.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;4.0;7.0;-1.0;6.0;5.0;5.0;2.0;2.0;2.0;3.0;3.0;6.0;2.0;1.0;1987.0;26.0;2.0;2.0;1.0;1.0;3530.0;7.0;2.0;-1.0;1.0;3.0;1.0;7.0;76002.0;1.0;76003.0;76041.0;3530.0;20140513.0;2014.0;-2.0;-5.0;-1.0;0.587608;0.453357;-99.0;0.66;0.0;0.3571;0.66;0.0;0.0;0.22;1.0;1.0;1.0;1.0;1.0;0.66;0.66;0.773333;1.0;0.0;0.0;0.333333;0.0;0.66;0.66;0.44;0.555556;0.555556;0.666667;0.592593;-99.0;0.5;-99.0;0.4475;4.0;364.0;201405.0;201405.0;6.0;2.0;-1.8892225625135755
76.0;-4;-4;19.0;2.0;3.0;2.0;2.0;3.0;3.0;2.0;4.0;2.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;7.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;4.0;2.0;4.0;3.0;2.0;6.0;5.0;4.0;0.0;6.0;2.0;-2.0;2.0;-2.0;3.0;2.0;1.0;2.0;3.0;2.0;4.0;5.0;3.0;3.0;4.0;4.0;3.0;4.0;5.0;4.0;3.0;4.0;-2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;-3.0;-3.0;2.0;-3.0;-3.0;1.0;7.0;4.0;6.0;4.0;7.0;7.0;4.0;4.0;3.0;3.0;2.0;2.0;1.0;3.0;2.0;3.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;3.0;2.0;2.0;3.0;3.0;2.0;2.0;3.0;3.0;3.0;5.0;7.0;6.0;7.0;7.0;7.0;7.0;6.0;5.0;5.0;6.0;4.0;3.0;10000000.0;1.0;4.0;3.0;-2.0;-2.0;-1.0;2.0;2.0;1.0;3.0;2.0;2.0;1.0;1.0;6.0;6.0;2.0;3.0;4.0;3.0;2.0;3.0;2.0;3.0;2.0;3.0;-2.0;4.0;2.0;5.0;3.0;-2.0;-2.0;-2.0;4.0;3.0;2.0;3.0;3.0;3.0;3.0;4.0;1.0;5.0;5.0;1.0;5.0;1.0;3.0;4.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;3.0;5.0;6.0;7.0;4.0;5.0;7.0;5.0;6.0;1.0;4.0;6.0;7.0;9.0;9.0;9.0;2.0;5.0;2.0;7.0;1.0;1.0;-1.0;2.0;3.0;2.0;1.0;3.0;2.0;2.0;3.0;4.0;2.0;2.0;3.0;1.0;3.0;4.0;4.0;2.0;4.0;3.0;2.0;3.0;1.0;3.0;4.0;2.0;4.0;2.0;7.0;-2.0;3.0;6.0;3.0;-1.0;2.0;2.0;2.0;5.0;3.0;1.0;1.0;1983.0;30.0;2.0;2.0;1.0;1.0;3530.0;7.0;2.0;-1.0;1.0;1.0;1.0;7.0;76002.0;1.0;76003.0;76041.0;3530.0;20140513.0;2014.0;-2.0;-5.0;-1.0;0.502374;0.452148;0.5;0.0;0.0;0.166667;0.66;-99.0;0.5;0.62616;1.0;1.0;0.0;0.666667;0.66;0.66;0.33;0.55;0.0;0.0;0.0;0.0;0.5;0.33;1.0;0.61;0.333333;0.666667;0.888889;0.62963;0.66;-99.0;-99.0;0.56896;4.0;364.0;201405.0;201405.0;6.0;2.0;-1.8892225625135755
76.0;-4;-4;22.0;1.0;2.0;1.0;3.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;8.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;2.0;2.0;3.0;1.0;2.0;3.0;2.0;3.0;3.0;3.0;3.0;2.0;9.0;1.0;1.0;2.0;9.0;1.0;4.0;2.0;4.0;4.0;1.0;2.0;2.0;2.0;2.0;3.0;4.0;1.0;2.0;1.0;1.0;3.0;3.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;3.0;3.0;1.0;1.0;2.0;-3.0;-3.0;2.0;2.0;1.0;1.0;3.0;1.0;1.0;1.0;10.0;1.0;3.0;3.0;4.0;3.0;3.0;1.0;2.0;2.0;2.0;1.0;1.0;2.0;2.0;3.0;3.0;2.0;1.0;3.0;3.0;1.0;1.0;1.0;3.0;3.0;2.0;2.0;1.0;4.0;2.0;10.0;7.0;10.0;10.0;10.0;10.0;10.0;5.0;10.0;10.0;9.0;2.0;1.0;21400000.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;10.0;1.0;2.0;3.0;2.0;10.0;5.0;10.0;5.0;4.0;4.0;4.0;7.0;2.0;3.0;3.0;3.0;2.0;5.0;5.0;1.0;5.0;3.0;4.0;2.0;5.0;1.0;3.0;2.0;2.0;1.0;4.0;3.0;2.0;1.0;1.0;5.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;3.0;4.0;5.0;10.0;1.0;10.0;1.0;1.0;10.0;10.0;10.0;10.0;10.0;1.0;1.0;1.0;7.0;10.0;6.0;1.0;10.0;10.0;7.0;1.0;1.0;2.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;1.0;5.0;3.0;1.0;2.0;1.0;1.0;4.0;4.0;2.0;3.0;2.0;1.0;3.0;3.0;1.0;1.0;3.0;2.0;2.0;1.0;2.0;1.0;1.0;7.0;1.0;1.0;1.0;1.0;3.0;5.0;2.0;1.0;1965.0;48.0;2.0;2.0;1.0;1.0;3530.0;7.0;2.0;30.0;2.0;3.0;2.0;7.0;76003.0;1.0;76005.0;76038.0;3530.0;20140507.0;2014.0;2.0;3.0;1.0;0.374167;0.540556;0.5;0.0;0.33;0.276667;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.33;0.0;0.33;0.22;1.0;0.0;1.0;0.666667;1.0;0.66;0.66;0.773333;0.0;0.0;0.666667;0.222222;1.0;0.0;0.5;0.5;4.0;364.0;201405.0;201405.0;6.0;4.0;0.8013784766132438
76.0;-4;-4;23.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;3.0;1.0;1.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;7.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;3.0;2.0;2.0;1.0;1.0;2.0;4.0;4.0;3.0;3.0;10.0;6.0;2.0;3.0;8.0;3.0;1.0;2.0;4.0;2.0;3.0;1.0;3.0;1.0;1.0;3.0;6.0;2.0;1.0;1.0;2.0;6.0;2.0;6.0;1.0;4.0;1.0;1.0;2.0;2.0;2.0;1.0;3.0;3.0;3.0;3.0;5.0;-3.0;-3.0;-3.0;-3.0;10.0;7.0;1.0;1.0;1.0;1.0;10.0;1.0;2.0;2.0;2.0;4.0;3.0;4.0;1.0;4.0;4.0;4.0;2.0;2.0;4.0;4.0;4.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;4.0;1.0;2.0;2.0;7.0;1.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;6.0;3.0;1.0;100000020.0;0.0;7.0;8.0;3.0;2.0;2.0;1.0;1.0;1.0;4.0;4.0;4.0;2.0;6.0;7.0;8.0;6.0;4.0;4.0;4.0;10.0;4.0;4.0;4.0;4.0;2.0;5.0;5.0;3.0;3.0;5.0;1.0;5.0;5.0;5.0;5.0;3.0;3.0;1.0;3.0;4.0;1.0;1.0;1.0;1.0;5.0;5.0;4.0;1.0;1.0;4.0;4.0;3.0;1.0;4.0;4.0;4.0;4.0;1.0;1.0;1.0;10.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;10.0;1.0;1.0;10.0;10.0;10.0;10.0;1.0;1.0;1.0;3.0;2.0;2.0;2.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;4.0;4.0;2.0;2.0;2.0;1.0;3.0;4.0;2.0;2.0;2.0;4.0;1.0;2.0;1.0;10.0;10.0;7.0;1.0;1.0;1.0;1.0;4.0;10.0;3.0;1.0;1971.0;43.0;2.0;2.0;1.0;1.0;3530.0;7.0;2.0;25.0;2.0;1.0;1.0;4.0;76003.0;1.0;76005.0;76038.0;3530.0;20140507.0;2014.0;5.0;3.0;1.0;0.331667;0.833334;0.0;0.66;0.0;0.22;0.66;1.0;1.0;0.886667;0.0;0.0;0.0;0.0;0.0;0.33;0.33;0.22;1.0;0.0;1.0;0.666667;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.666667;1.0;1.0;1.0;1.0;2.0;364.0;201405.0;201405.0;6.0;2.0;-1.8892225625135755
