"V1";"B_COUNTRY_ALPHA";"C_COW_ALPHA";"V1A";"V2";"V2A";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43_17";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63";"V64";"V65";"V66";"V67";"V68";"V69";"V70";"V71";"V72";"V73";"V74";"V75";"V76";"V77";"V78";"V79";"V80";"V81";"V82";"V83";"V84";"V85";"V86";"V87";"V88";"V89";"V90";"V91";"V92";"V93";"V94";"V95";"V96";"V97";"V98";"V99";"V100";"V101";"V102";"V103";"V104";"V105";"V106";"V107";"V108";"V109";"V110";"V111";"V112";"V113";"V114";"V115";"V116";"V117";"V118";"V119";"V120";"V121";"V122";"V123";"V124";"V125";"V126";"V127";"V128";"V129";"V130";"V131";"V132";"V133";"V134";"V135";"V136";"V137";"V138";"V139";"V140";"V141";"V142";"V143";"V144";"V145";"V146_06";"V147";"V148";"V149";"V150";"V151";"V152";"V153";"V154";"V155";"V156";"V157";"V158";"V159";"V160";"V161";"V162";"V163";"V164";"V165";"V166";"V167";"V168";"V169";"V170";"V171";"V172";"V173";"V174";"V178";"V179";"V180";"V181";"V182";"V183";"V184";"V185G";"V185";"V186";"V187";"V188";"V189";"V190";"V191";"V192";"V193";"V194";"V195";"V196";"V197";"V198";"V199";"V200";"V201";"V202";"V203";"V204";"V205";"V206";"V207";"V208";"V209";"V210";"V211";"V212";"V213A";"V214";"V215";"V216";"V217";"V218";"V219";"V220";"V221";"V223";"V224";"V225";"V226";"V227";"V228";"V229";"V230";"V231";"V231_LOCAL";"V232";"V233";"V234";"V235";"V236";"V237";"V237R2";"V237R";"V238";"V238R";"V239";"V240";"V241";"V242";"V243";"V244";"V245";"V246";"V247";"V248";"V249";"V250";"V251";"V252";"V253";"V253R";"V254";"V255";"V256";"V257";"N_REGION_ISO";"V257B";"V257C";"V258";"V259";"V259A";"V260";"V261";"Y001";"Y002";"Y003";"SACSECVAL";"SECVALWGT";"RESEMAVAL";"WEIGHTB";"I_AUTHORITY";"I_NATIONALISM";"I_DEVOUT";"DEFIANCE";"WEIGHT1A";"I_RELIGIMP";"I_RELIGBEL";"I_RELIGPRAC";"DISBELIEF";"WEIGHT2A";"I_NORM1";"I_NORM2";"I_NORM3";"RELATIVISM";"WEIGHT3A";"I_TRUSTARMY";"I_TRUSTPOLICE";"I_TRUSTCOURTS";"SCEPTICISM";"WEIGHT4A";"I_INDEP";"I_IMAGIN";"I_NONOBED";"AUTONOMY";"WEIGHT1B";"I_WOMJOB";"I_WOMPOL";"I_WOMEDU";"EQUALITY";"WEIGHT2B";"I_HOMOLIB";"I_ABORTLIB";"I_DIVORLIB";"CHOICE";"WEIGHT3B";"I_VOICE1";"I_VOICE2";"I_VOI2_00";"VOICE";"WEIGHT4B";"S001";"S007";"S018";"S019";"S021";"S024";"S025";"COW";"G_TOWNSIZE2";"LNG_NUM";"FW_START";"FW_END";"Qmode"
5.0;"-4";"-4";2.0;76.0;76.0;1.0;1.0;2.0;3.0;4.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;2.0;2.0;10.0;2.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;1.0;6.0;6.0;4.0;2.0;4.0;3.0;5.0;1.0;2.0;6.0;0.0;1.0;2.0;1.0;3.0;3.0;3.0;3.0;1.0;1.0;2.0;2.0;6.0;3.0;4.0;2.0;1.0;1.0;4.0;1.0;2.0;1.0;1.0;1.0;4.0;4.0;6.0;3.0;2.0;1.0;6.0;3.0;2.0;1.0;2.0;1.0;1.0;10.0;1.0;4.0;1.0;1.0;2.0;-5.0;1.0;1.0;-3.0;-3.0;1.0;3.0;2.0;4.0;2.0;1.0;1.0;2.0;2.0;1.0;6.0;1.0;1.0;1.0;10.0;1.0;1.0;6.0;1.0;1.0;3.0;1.0;3.0;2.0;4.0;1.0;2.0;1.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;2.0;3.0;2.0;4.0;2.0;4.0;4.0;4.0;4.0;4.0;1.0;10.0;1.0;10.0;10.0;1.0;10.0;10.0;10.0;10.0;10.0;10.0;6.0;3.0;1.0;4.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;3.0;3.0;3.0;1.0;2.0;2.0E7;1.0;1.0;1.0;2.0;1.0;1.0;10.0;1.0;4.0;1.0;5.0;5.0;1.0;1.0;1.0;1.0;10.0;10.0;10.0;10.0;10.0;1.0;1.0;4.0;3.0;2.0;2.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;76003.0;76003.0;76006.0;76002.0;1.0;1.0;1979.0;27.0;1.0;2.0;5.0;2.0;19.0;1.0;1.0;9.0;2.0;10.0;10.0;6.0;1.0;1.0;-3.0;-3.0;3.0;4.0;6.0;2.0;1.0;8.0;76003.0;76034.0;76025.0;76001.0;76001.0;3530.0;1.144908;1.144908;2006.0;2.0061122E7;2.0;2.0;0.0;0.333333;1.0;0.734167;1.0;0.0;1.0;0.0;0.333333;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.333333;1.0;1.0;0.66;0.66;0.773333;1.0;1.0;1.0;1.0;1.0;1.0;0.66;1.0;0.83;0.83;1.0;2.0;7.60520001E8;0.666667;1.144908;7.605212006E9;765.0;762006.0;140.0;5.0;364.0;200611.0;200612.0;6.0;
5.0;"-4";"-4";2.0;76.0;76.0;2.0;1.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;10.0;2.0;3.0;1.0;1.0;2.0;2.0;1.0;1.0;6.0;3.0;2.0;1.0;1.0;4.0;4.0;4.0;4.0;2.0;2.0;2.0;2.0;1.0;3.0;1.0;2.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;3.0;6.0;2.0;3.0;3.0;5.0;6.0;3.0;4.0;4.0;1.0;10.0;10.0;10.0;2.0;3.0;2.0;3.0;3.0;-5.0;-3.0;-3.0;-3.0;-3.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0;1.0;1.0;1.0;5.0;1.0;10.0;2.0;1.0;10.0;10.0;1.0;10.0;10.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0;8.0;9.0;1.0;3.0;6.0;7.0;9.0;10.0;10.0;10.0;3.0;2.0;1.0;4.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;6.0;3.0;1.0;3.0;2.0;1.0;3.0;0.0;1.0000002E8;7.0;1.0;2.0;2.0;1.0;2.0;10.0;2.0;4.0;4.0;4.0;4.0;3.0;3.0;3.0;2.0;8.0;6.0;1.0;6.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;3.0;3.0;3.0;2.0;10.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;4.0;4.0;-3.0;4.0;2.0;2.0;1979.0;27.0;1.0;2.0;3.0;1.0;13.0;1.0;7.0;13.0;-3.0;-3.0;-3.0;-3.0;-3.0;-3.0;2.0;9.0;2.0;5.0;1.0;1.0;1.0;8.0;76001.0;76034.0;76025.0;76001.0;76001.0;3530.0;0.896778;0.896778;2006.0;2.0061122E7;3.0;2.0;0.0;0.54;1.0;0.610278;1.0;0.5;0.33;0.33;0.386667;1.0;0.33;0.0;1.0;0.443333;1.0;1.0;1.0;1.0;1.0;1.0;0.33;0.33;0.33;0.33;1.0;0.0;0.0;1.0;0.333333;1.0;0.5;1.0;1.0;0.833333;1.0;0.777778;0.0;0.555556;0.444445;1.0;0.66;1.0;0.83;0.83;1.0;2.0;7.60520002E8;0.666667;0.896778;7.605212006E9;765.0;762006.0;140.0;5.0;364.0;200611.0;200612.0;6.0;
5.0;"-4";"-4";2.0;76.0;76.0;3.0;1.0;1.0;1.0;4.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;2.0;1.0;2.0;2.0;1.0;2.0;1.0;8.0;2.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;7.0;5.0;2.0;1.0;1.0;3.0;2.0;3.0;2.0;6.0;0.0;1.0;2.0;3.0;3.0;4.0;4.0;4.0;2.0;2.0;2.0;2.0;6.0;1.0;3.0;1.0;3.0;3.0;4.0;2.0;1.0;1.0;1.0;1.0;1.0;5.0;2.0;1.0;3.0;3.0;6.0;5.0;5.0;4.0;3.0;5.0;5.0;5.0;1.0;4.0;1.0;3.0;3.0;-5.0;1.0;-3.0;-3.0;-3.0;1.0;2.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;9.0;1.0;8.0;8.0;9.0;9.0;2.0;7.0;2.0;5.0;3.0;1.0;2.0;2.0;3.0;3.0;3.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;1.0;1.0;1.0;10.0;10.0;3.0;9.0;10.0;10.0;10.0;10.0;9.0;5.0;2.0;1.0;1.0;3.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;2.0;3.0;3.0;3.0;3.0;1.0;2.0;2.0;2.0E7;1.0;1.0;1.0;1.0;1.0;2.0;10.0;1.0;2.0;2.0;3.0;2.0;3.0;3.0;3.0;3.0;5.0;5.0;3.0;4.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;4.0;2.0;2.0;2.0;3.0;2.0;1.0;5.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;3.0;76003.0;76003.0;76002.0;76010.0;1.0;2.0;1983.0;23.0;1.0;1.0;8.0;3.0;26.0;1.0;6.0;13.0;-3.0;-3.0;-3.0;-3.0;-3.0;-3.0;1.0;7.0;2.0;3.0;9.0;3.0;1.0;8.0;76001.0;76034.0;76025.0;76001.0;76001.0;3530.0;0.896778;0.896778;2006.0;2.0061122E7;2.0;1.0;-2.0;0.3875;1.0;0.395833;1.0;0.0;0.33;0.33;0.22;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.33;0.33;0.33;0.33;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.444444;0.222222;0.333333;0.333333;1.0;0.0;0.5;0.25;0.25;1.0;2.0;7.60520003E8;0.666667;0.896778;7.605212006E9;765.0;762006.0;140.0;5.0;364.0;200611.0;200612.0;6.0;
5.0;"-4";"-4";2.0;76.0;76.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;9.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;9.0;5.0;1.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;1.0;2.0;1.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;6.0;3.0;4.0;1.0;3.0;1.0;4.0;1.0;2.0;1.0;1.0;1.0;3.0;6.0;2.0;4.0;1.0;3.0;6.0;3.0;3.0;4.0;1.0;9.0;9.0;9.0;4.0;3.0;2.0;3.0;2.0;-5.0;-3.0;-3.0;-3.0;-3.0;2.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;9.0;2.0;1.0;8.0;2.0;9.0;9.0;3.0;1.0;5.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0;7.0;10.0;3.0;7.0;7.0;9.0;10.0;10.0;5.0;5.0;1.0;2.0;1.0;4.0;1.0;4.0;2.0;2.0;2.0;2.0;2.0;9.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.01E7;5.0;1.0;1.0;1.0;1.0;1.0;10.0;2.0;3.0;3.0;3.0;3.0;1.0;1.0;1.0;1.0;5.0;5.0;6.0;6.0;3.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;4.0;2.0;2.0;3.0;3.0;2.0;2.0;6.0;2.0;1.0;2.0;1.0;2.0;2.0;1.0;1.0;76002.0;76002.0;-2.0;4.0;2.0;1.0;1973.0;33.0;2.0;2.0;2.0;1.0;-2.0;2.0;3.0;13.0;-5.0;-5.0;-5.0;-5.0;-5.0;2.0;1.0;7.0;2.0;3.0;3.0;1.0;1.0;8.0;76003.0;76034.0;76025.0;76001.0;76001.0;3530.0;1.144908;1.144908;2006.0;2.0061122E7;1.0;1.0;0.0;0.193056;1.0;0.531296;1.0;0.0;0.33;0.33;0.22;1.0;0.0;0.0;0.666667;0.222222;1.0;0.0;0.0;0.0;0.0;1.0;0.33;0.33;0.33;0.33;1.0;0.0;0.0;1.0;0.333333;1.0;1.0;0.66;0.66;0.773333;1.0;0.444444;0.555556;0.555556;0.518519;1.0;0.0;1.0;0.5;0.5;1.0;2.0;7.60520004E8;0.666667;1.144908;7.605212006E9;765.0;762006.0;140.0;5.0;364.0;200611.0;200612.0;6.0;
5.0;"-4";"-4";2.0;76.0;76.0;5.0;1.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;9.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;4.0;7.0;1.0;3.0;2.0;2.0;3.0;2.0;2.0;2.0;4.0;1.0;2.0;1.0;3.0;3.0;3.0;3.0;1.0;1.0;1.0;1.0;4.0;2.0;4.0;1.0;2.0;4.0;1.0;-2.0;1.0;1.0;1.0;1.0;4.0;6.0;2.0;5.0;2.0;4.0;6.0;2.0;3.0;5.0;3.0;5.0;5.0;5.0;1.0;3.0;2.0;3.0;3.0;-5.0;-3.0;-3.0;-3.0;-3.0;1.0;1.0;1.0;4.0;2.0;2.0;2.0;2.0;2.0;2.0;7.0;2.0;6.0;7.0;3.0;8.0;4.0;8.0;1.0;5.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;7.0;7.0;7.0;7.0;7.0;7.0;8.0;9.0;10.0;10.0;9.0;9.0;2.0;2.0;1.0;3.0;1.0;3.0;1.0;2.0;2.0;1.0;1.0;6.0;3.0;3.0;2.0;1.0;1.0;2.0;2.0;2.14E7;1.0;1.0;1.0;1.0;1.0;1.0;10.0;1.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;8.0;2.0;6.0;2.0;1.0;1.0;3.0;4.0;4.0;2.0;4.0;4.0;2.0;2.0;3.0;3.0;3.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;76006.0;76006.0;-2.0;76002.0;1.0;2.0;1959.0;47.0;2.0;4.0;2.0;1.0;-2.0;2.0;5.0;13.0;-3.0;-3.0;-3.0;-3.0;-3.0;-3.0;1.0;9.0;3.0;3.0;10.0;3.0;1.0;8.0;76003.0;76034.0;76025.0;76001.0;76001.0;3530.0;0.896778;0.896778;2006.0;2.0061122E7;1.0;2.0;-1.0;0.3875;1.0;0.257732;1.0;0.0;0.66;0.0;0.22;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.33;0.33;0.33;0.33;1.0;0.0;0.0;0.0;0.0;1.0;0.5;0.66;0.66;0.606667;1.0;0.111111;0.111111;0.555556;0.259259;1.0;0.33;0.0;0.165;0.165;1.0;2.0;7.60520005E8;0.666667;0.896778;7.605212006E9;765.0;762006.0;140.0;5.0;364.0;200611.0;200612.0;6.0;
5.0;"-4";"-4";2.0;76.0;76.0;6.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;9.0;2.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;6.0;5.0;4.0;1.0;3.0;3.0;3.0;2.0;2.0;6.0;0.0;2.0;2.0;1.0;4.0;4.0;4.0;4.0;2.0;2.0;2.0;2.0;6.0;3.0;1.0;1.0;4.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;6.0;4.0;1.0;3.0;2.0;3.0;4.0;4.0;5.0;1.0;9.0;9.0;10.0;5.0;2.0;2.0;3.0;3.0;-5.0;-3.0;-3.0;-3.0;-3.0;2.0;2.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0;1.0;9.0;6.0;6.0;3.0;2.0;7.0;6.0;8.0;2.0;1.0;2.0;2.0;3.0;3.0;3.0;2.0;3.0;3.0;3.0;3.0;2.0;2.0;3.0;3.0;4.0;4.0;3.0;4.0;4.0;3.0;4.0;4.0;3.0;3.0;3.0;1.0;4.0;4.0;9.0;10.0;6.0;10.0;10.0;10.0;10.0;10.0;7.0;5.0;3.0;2.0;2.0;4.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0;9.0;9.05E7;2.0;1.0;2.0;2.0;1.0;2.0;10.0;2.0;4.0;2.0;4.0;2.0;3.0;3.0;3.0;3.0;8.0;8.0;4.0;6.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0;2.0;1.0;2.0;3.0;2.0;1.0;9.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;76006.0;76006.0;76003.0;4.0;1.0;1.0;1983.0;23.0;1.0;1.0;5.0;2.0;17.0;1.0;7.0;9.0;-3.0;-3.0;-3.0;-3.0;-3.0;-3.0;-2.0;8.0;2.0;3.0;5.0;2.0;1.0;8.0;76003.0;76034.0;76025.0;76001.0;76001.0;3530.0;1.144908;1.144908;2006.0;2.0061122E7;2.0;2.0;1.0;0.428889;1.0;0.638472;1.0;0.0;0.0;0.33;0.11;1.0;0.33;0.0;0.166667;0.165556;1.0;1.0;1.0;1.0;1.0;1.0;0.66;0.33;0.33;0.44;1.0;0.0;0.0;1.0;0.333333;1.0;1.0;1.0;1.0;1.0;1.0;0.777778;0.333333;0.555556;0.555556;1.0;0.33;1.0;0.665;0.665;1.0;2.0;7.60520006E8;0.666667;1.144908;7.605212006E9;765.0;762006.0;140.0;5.0;364.0;200611.0;200612.0;6.0;
5.0;"-4";"-4";2.0;76.0;76.0;7.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;1.0;9.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;8.0;6.0;2.0;3.0;3.0;2.0;3.0;2.0;2.0;1.0;3.0;1.0;2.0;1.0;2.0;3.0;3.0;4.0;2.0;2.0;2.0;2.0;7.0;1.0;3.0;1.0;2.0;3.0;4.0;2.0;1.0;1.0;1.0;1.0;5.0;6.0;2.0;4.0;2.0;4.0;6.0;3.0;2.0;2.0;2.0;4.0;4.0;4.0;3.0;3.0;2.0;3.0;3.0;-5.0;-3.0;-3.0;-3.0;-3.0;1.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;6.0;1.0;9.0;6.0;8.0;6.0;4.0;8.0;2.0;3.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;3.0;2.0;3.0;3.0;6.0;9.0;2.0;8.0;8.0;9.0;9.0;10.0;5.0;3.0;3.0;2.0;1.0;3.0;1.0;3.0;2.0;2.0;2.0;2.0;2.0;6.0;2.0;3.0;3.0;2.0;1.0;2.0;1.0;1.01E7;1.0;1.0;1.0;1.0;1.0;1.0;10.0;1.0;3.0;3.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;9.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;1.0;4.0;4.0;-3.0;4.0;1.0;2.0;1953.0;53.0;3.0;4.0;8.0;3.0;-2.0;2.0;4.0;7.0;-3.0;-3.0;-3.0;-3.0;-3.0;1.0;-3.0;-3.0;2.0;3.0;8.0;3.0;1.0;8.0;76001.0;76034.0;76025.0;76001.0;76001.0;3530.0;0.896778;0.896778;2006.0;2.0061122E7;3.0;2.0;-1.0;0.1375;1.0;0.297083;1.0;0.0;0.33;0.33;0.22;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.33;0.33;0.33;0.33;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.66;0.66;0.773333;1.0;0.0;0.0;0.0;0.0;1.0;0.33;0.5;0.415;0.415;1.0;2.0;7.60520007E8;0.666667;0.896778;7.605212006E9;765.0;762006.0;140.0;5.0;364.0;200611.0;200612.0;6.0;
5.0;"-4";"-4";2.0;76.0;76.0;8.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;9.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;3.0;3.0;9.0;7.0;2.0;4.0;4.0;3.0;2.0;2.0;1.0;3.0;0.0;1.0;2.0;1.0;3.0;4.0;4.0;4.0;1.0;1.0;2.0;1.0;8.0;1.0;3.0;4.0;2.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;2.0;4.0;2.0;2.0;2.0;2.0;5.0;4.0;3.0;4.0;1.0;7.0;7.0;8.0;2.0;3.0;1.0;2.0;2.0;-5.0;1.0;-3.0;-3.0;-3.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;1.0;9.0;2.0;8.0;2.0;4.0;5.0;5.0;6.0;3.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;4.0;4.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;1.0;7.0;7.0;7.0;7.0;4.0;8.0;8.0;9.0;10.0;10.0;8.0;6.0;3.0;1.0;1.0;4.0;4.0;3.0;1.0;2.0;1.0;1.0;2.0;2.0;3.0;3.0;3.0;3.0;1.0;2.0;1.0;1.01E7;3.0;1.0;1.0;1.0;1.0;2.0;10.0;2.0;3.0;3.0;3.0;3.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0;2.0;2.0;2.0;2.0;1.0;1.0;4.0;2.0;2.0;1.0;1.0;2.0;2.0;1.0;2.0;76002.0;76002.0;-2.0;76001.0;1.0;2.0;1976.0;30.0;2.0;2.0;5.0;2.0;18.0;2.0;1.0;9.0;2.0;2.0;4.0;5.0;1.0;1.0;-3.0;-3.0;1.0;3.0;5.0;2.0;2.0;8.0;76002.0;76034.0;76025.0;76001.0;76001.0;3530.0;0.896778;0.896778;2006.0;2.0061121E7;4.0;3.0;1.0;0.387778;1.0;0.6875;1.0;0.0;0.0;0.0;0.0;1.0;0.33;0.0;0.333333;0.221111;1.0;1.0;1.0;1.0;1.0;1.0;0.33;0.33;0.33;0.33;1.0;0.0;0.0;1.0;0.333333;1.0;1.0;1.0;1.0;1.0;1.0;0.666667;0.666667;0.666667;0.666667;1.0;1.0;0.5;0.75;0.75;1.0;2.0;7.60520008E8;0.666667;0.896778;7.605212006E9;765.0;762006.0;140.0;5.0;364.0;200611.0;200612.0;6.0;
