,saliencia,religiosidade_individual,frequencia,organizacao
saliencia,1.0,-0.18429439936393366,-0.17145456108220525,0.07704304818773954
religiosidade_individual,-0.18429439936393366,1.0,0.16218057490441484,0.03746792010933618
frequencia,-0.17145456108220525,0.16218057490441484,1.0,0.004151289944120901
organizacao,0.07704304818773954,0.03746792010933618,0.004151289944120901,1.0
