variável_dependente;n_observações;r_quadrado;r_quadrado_ajustado;f_estatística;f_pvalor;log_likelihood;aic;bic
y_moral_inv;7186;0.07481838078803338;0.07352892905394004;54.66291917091513;7.107800789847889e-107;-7800.560131950626;15623.120263901252;15698.79905354566
y_intitucional_4vars;7186;0.02576316503281817;0.024405343660041545;19.86185833635232;1.0861035633909047e-36;-7243.424646811007;14508.849293622014;14584.528083266421
