Variável_Dependente;Variável;Nome_Legível;Coeficiente;Erro_Padrão;t_estatística;p_valor;IC_95_inf;IC_95_sup;Significância
y_moral_inv;const;Constante;-0.03751611177403643;0.03219249380477071;-1.165368299876066;0.24390868330020635;-0.10062288577776299;0.02559066222969012;
y_moral_inv;freq_inv_z;Frequência a serviços religiosos;0.11065849660159201;0.00994638639744745;11.125497460061515;1.611817360023791e-28;0.09116064836578874;0.13015634483739527;***
y_moral_inv;pert_r_z;Pertencimento a org. religiosa;0.001173858083759047;0.008508191334736433;0.13796799314638483;0.8902695849084503;-0.015504704036896173;0.017852420204414268;
y_moral_inv;import_relig_z;Importância da religião;0.06301877425234491;0.00966058019211788;6.523290837517426;7.345731814322066e-11;0.04408119039736209;0.08195635810732774;***
y_moral_inv;relig_r;Autoidentificação religiosa (1=Religioso);0.03151611274197778;0.025761088737331222;1.2233998750334945;0.2212188770456076;-0.01898321219058737;0.08201543767454292;
y_moral_inv;GrupoEv;Evangélico;0.11531809096053067;0.058019761752681816;1.9875657444456911;0.04689768927895484;0.0015822612705068406;0.2290539206505545;*
y_moral_inv;ano_ord;Ano da pesquisa;-0.010548093694039019;0.006701219518381719;-1.574055836419799;0.11551863134490283;-0.023684458595139242;0.0025882712070612063;
y_moral_inv;ano_ord_x_GrupoEv;Ano da pesquisa × Evangélico;0.008252918098813233;0.018985312688695452;0.4347001407950116;0.6637931691720866;-0.028963889163817515;0.04546972536144398;
y_moral_inv;dummy_sex;Sexo (1=Masculino);0.03115201774598278;0.017685248347374533;1.7614690579455425;0.07820163039134487;-0.0035162803183365066;0.06582031581030207;.
y_moral_inv;dummy_ethnic;Raça/Etnia (1=Branco);0.0012382322042153882;0.01839874967281874;0.06729980168406126;0.946344909947822;-0.03482873870506052;0.037305203113491295;
y_moral_inv;escol_z;Escolaridade;-0.10307099186604798;0.008728849576133846;-11.808084326239456;6.98662601283367e-32;-0.120182109161098;-0.08595987457099796;***
y_intitucional_4vars;const;Constante;0.06502557938296359;0.029044975102947432;2.2387892966850886;0.02520016386451604;0.008088869512604333;0.12196228925332285;*
y_intitucional_4vars;freq_inv_z;Frequência a serviços religiosos;-0.04390724572013314;0.009157977875419235;-4.794425834766843;1.6642789169601153e-06;-0.06185958093280822;-0.025954910507458063;***
y_intitucional_4vars;pert_r_z;Pertencimento a org. religiosa;-0.008841931601309323;0.007469664410069433;-1.1837120271949584;0.2365662911982953;-0.023484674927397184;0.005800811724778537;
y_intitucional_4vars;import_relig_z;Importância da religião;-0.04164485021363624;0.008639623547518733;-4.820215832852634;1.4635260022729986e-06;-0.058581058200410506;-0.02470864222686197;***
y_intitucional_4vars;relig_r;Autoidentificação religiosa (1=Religioso);-0.08759901433809453;0.02262749012933247;-3.8713535543448616;0.00010919331842342852;-0.1319555626230157;-0.04324246605317337;***
y_intitucional_4vars;GrupoEv;Evangélico;0.03360230922351996;0.059336411822035764;0.5663016719700107;0.5712064357515803;-0.0827145425790684;0.14991916102610833;
y_intitucional_4vars;ano_ord;Ano da pesquisa;-0.008922881087935553;0.006033638641968146;-1.4788557315764188;0.13922277558297402;-0.020750590755535418;0.002904828579664313;
y_intitucional_4vars;ano_ord_x_GrupoEv;Ano da pesquisa × Evangélico;0.02523099784345769;0.01908447556360044;1.3220692263391522;0.18618724525048205;-0.012180197874262597;0.06264219356117798;
y_intitucional_4vars;dummy_sex;Sexo (1=Masculino);-0.029761543971593987;0.015972378809387837;-1.8633131812589812;0.06245904206402745;-0.06107211301103185;0.0015490250678438788;.
y_intitucional_4vars;dummy_ethnic;Raça/Etnia (1=Branco);0.031545298662209904;0.016946122729183718;1.861505381870288;0.06271370299045721;-0.0016740953926716248;0.06476469271709143;.
y_intitucional_4vars;escol_z;Escolaridade;0.05584181726655153;0.007915895466126418;7.054390435738951;1.895556465760962e-12;0.04032432957990534;0.07135930495319773;***
