wave;year;n;pearson_r;pearson_p;spearman_r;spearman_p;kendall_tau;kendall_p
wave-2-1991-br;1991;1782;0.052596951338676624;0.026398881242572773;0.05627774021272686;0.017505728660706963;0.0493731695381157;0.01754765123046253
wave-3-1997-br;1997;1139;-0.05374283770831783;0.06981796311425664;-0.05367731735427232;0.07016001077202537;-0.04720333165512073;0.06875588710824855
wave-5-2006-br;2005;1481;-0.03041435029944739;0.24210522773937793;-0.035923674352553954;0.16704637207041284;-0.03144578859116051;0.1665211188074729
wave-6-2014-br;2014;1451;0.051047151563001075;0.05188586398497105;0.05268640617752211;0.04479287108267704;0.04658024965130836;0.044598551129373325
wave-7-2018-br;2018;1702;0.024014917439945337;0.3220970922823351;0.014395613577974347;0.5528533907380513;0.012756328021917044;0.548159707812126
