wave,year,saliencia,religiosidade_individual,frequencia,organizacao,saliencia_original,religiosidade_individual_original,frequencia_original,organizacao_original,indice_religiosidade,id_original
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,0.5,2.0,1.0,1.0,2.0,0.20833333333333331,
wave-3-1997-br,3,0.3333333333333333,0.0,0.5,0.5,2.0,1.0,2.0,2.0,0.3333333333333333,
wave-3-1997-br,3,0.6666666666666666,0.0,0.5,1.0,3.0,1.0,2.0,3.0,0.5416666666666666,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.08333333333333333,
wave-3-1997-br,3,0.6666666666666666,0.0,0.0,0.5,3.0,1.0,1.0,2.0,0.29166666666666663,
wave-3-1997-br,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.6666666666666666,0.0,0.0,1.0,3.0,1.0,1.0,3.0,0.41666666666666663,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.08333333333333333,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,0.75,
wave-3-1997-br,3,0.6666666666666666,0.0,0.0,1.0,3.0,1.0,1.0,3.0,0.41666666666666663,
wave-3-1997-br,3,0.6666666666666666,0.0,0.5,1.0,3.0,1.0,2.0,3.0,0.5416666666666666,
wave-3-1997-br,3,0.3333333333333333,0.0,0.5,1.0,2.0,1.0,2.0,3.0,0.4583333333333333,
wave-3-1997-br,3,1.0,0.0,0.0,1.0,4.0,1.0,1.0,3.0,0.5,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,1.0,0.0,0.0,1.0,4.0,1.0,1.0,3.0,0.5,
wave-3-1997-br,3,0.3333333333333333,0.0,0.5,1.0,2.0,1.0,2.0,3.0,0.4583333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.08333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.5,1.0,2.0,1.0,2.0,3.0,0.4583333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.0,0.0,0.5,1.0,1.0,1.0,2.0,3.0,0.375,
wave-3-1997-br,3,0.0,0.0,0.5,1.0,1.0,1.0,2.0,3.0,0.375,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.6666666666666666,0.0,0.5,1.0,3.0,1.0,2.0,3.0,0.5416666666666666,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.08333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.08333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,0.5,2.0,1.0,1.0,2.0,0.20833333333333331,
wave-3-1997-br,3,0.6666666666666666,0.0,0.0,1.0,3.0,1.0,1.0,3.0,0.41666666666666663,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.6666666666666666,0.0,0.5,1.0,3.0,1.0,2.0,3.0,0.5416666666666666,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.6666666666666666,0.0,0.0,1.0,3.0,1.0,1.0,3.0,0.41666666666666663,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.5,1.0,2.0,1.0,2.0,3.0,0.4583333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.08333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,0.5,2.0,1.0,1.0,2.0,0.20833333333333331,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,0.5,2.0,1.0,1.0,2.0,0.20833333333333331,
wave-3-1997-br,3,0.3333333333333333,0.0,0.5,1.0,2.0,1.0,2.0,3.0,0.4583333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.6666666666666666,0.0,0.0,1.0,3.0,1.0,1.0,3.0,0.41666666666666663,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.3333333333333333,0.0,0.5,0.5,2.0,1.0,2.0,2.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,0.5,2.0,1.0,1.0,2.0,0.20833333333333331,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.0,0.0,0.0,0.5,1.0,1.0,1.0,2.0,0.125,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.6666666666666666,0.0,0.0,1.0,3.0,1.0,1.0,3.0,0.41666666666666663,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.6666666666666666,0.0,0.5,1.0,3.0,1.0,2.0,3.0,0.5416666666666666,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,0.5,2.0,1.0,1.0,2.0,0.20833333333333331,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.08333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.08333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.6666666666666666,0.0,0.0,1.0,3.0,1.0,1.0,3.0,0.41666666666666663,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.6666666666666666,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.16666666666666666,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.6666666666666666,0.0,0.5,1.0,3.0,1.0,2.0,3.0,0.5416666666666666,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.6666666666666666,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.16666666666666666,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.08333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.08333333333333333,
wave-3-1997-br,3,0.6666666666666666,0.0,0.0,1.0,3.0,1.0,1.0,3.0,0.41666666666666663,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.6666666666666666,0.0,0.0,1.0,3.0,1.0,1.0,3.0,0.41666666666666663,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.08333333333333333,
wave-3-1997-br,3,0.0,0.0,0.5,1.0,1.0,1.0,2.0,3.0,0.375,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.6666666666666666,0.0,0.0,1.0,3.0,1.0,1.0,3.0,0.41666666666666663,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.6666666666666666,0.0,0.5,1.0,3.0,1.0,2.0,3.0,0.5416666666666666,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.5,1.0,2.0,1.0,2.0,3.0,0.4583333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.5,1.0,2.0,1.0,2.0,3.0,0.4583333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.6666666666666666,0.0,0.5,1.0,3.0,1.0,2.0,3.0,0.5416666666666666,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.5,1.0,2.0,1.0,2.0,3.0,0.4583333333333333,
wave-3-1997-br,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.0,0.0,0.0,0.5,1.0,1.0,1.0,2.0,0.125,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,0.5,2.0,1.0,1.0,2.0,0.20833333333333331,
wave-3-1997-br,3,0.0,0.0,0.0,0.5,1.0,1.0,1.0,2.0,0.125,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.6666666666666666,0.0,0.0,1.0,3.0,1.0,1.0,3.0,0.41666666666666663,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.08333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.5,1.0,2.0,1.0,2.0,3.0,0.4583333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.08333333333333333,
wave-3-1997-br,3,0.0,0.0,0.5,1.0,1.0,1.0,2.0,3.0,0.375,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.3333333333333333,0.0,0.5,1.0,2.0,1.0,2.0,3.0,0.4583333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.6666666666666666,0.0,0.0,1.0,3.0,1.0,1.0,3.0,0.41666666666666663,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,0.5,2.0,1.0,1.0,2.0,0.20833333333333331,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.6666666666666666,0.0,0.0,1.0,3.0,1.0,1.0,3.0,0.41666666666666663,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,0.5,2.0,1.0,1.0,2.0,0.20833333333333331,
wave-3-1997-br,3,0.0,0.0,0.0,0.5,1.0,1.0,1.0,2.0,0.125,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.5,0.0,2.0,1.0,2.0,1.0,0.20833333333333331,
wave-3-1997-br,3,0.3333333333333333,0.0,0.5,1.0,2.0,1.0,2.0,3.0,0.4583333333333333,
wave-3-1997-br,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
wave-3-1997-br,3,0.0,0.0,0.0,0.5,1.0,1.0,1.0,2.0,0.125,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.08333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.5,1.0,2.0,1.0,2.0,3.0,0.4583333333333333,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.6666666666666666,0.0,0.0,1.0,3.0,1.0,1.0,3.0,0.41666666666666663,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.6666666666666666,0.0,0.0,1.0,3.0,1.0,1.0,3.0,0.41666666666666663,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,0.5,2.0,1.0,1.0,2.0,0.20833333333333331,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,1.0,0.0,0.0,1.0,4.0,1.0,1.0,3.0,0.5,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.6666666666666666,0.0,0.0,1.0,3.0,1.0,1.0,3.0,0.41666666666666663,
wave-3-1997-br,3,0.6666666666666666,0.0,0.5,1.0,3.0,1.0,2.0,3.0,0.5416666666666666,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.6666666666666666,0.0,0.5,1.0,3.0,1.0,2.0,3.0,0.5416666666666666,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,1.0,0.0,0.0,1.0,4.0,1.0,1.0,3.0,0.5,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,1.0,0.0,0.0,1.0,4.0,1.0,1.0,3.0,0.5,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,1.0,0.0,0.0,1.0,4.0,1.0,1.0,3.0,0.5,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.5,1.0,2.0,1.0,2.0,3.0,0.4583333333333333,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.6666666666666666,0.0,0.0,1.0,3.0,1.0,1.0,3.0,0.41666666666666663,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.08333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.6666666666666666,0.0,0.0,1.0,3.0,1.0,1.0,3.0,0.41666666666666663,
wave-3-1997-br,3,1.0,0.0,0.0,1.0,4.0,1.0,1.0,3.0,0.5,
wave-3-1997-br,3,0.6666666666666666,0.0,0.0,1.0,3.0,1.0,1.0,3.0,0.41666666666666663,
wave-3-1997-br,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.5,0.0,2.0,1.0,2.0,1.0,0.20833333333333331,
wave-3-1997-br,3,0.6666666666666666,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.16666666666666666,
wave-3-1997-br,3,0.0,0.0,0.0,0.5,1.0,1.0,1.0,2.0,0.125,
wave-3-1997-br,3,0.0,0.0,0.0,0.5,1.0,1.0,1.0,2.0,0.125,
wave-3-1997-br,3,0.0,0.0,0.0,0.5,1.0,1.0,1.0,2.0,0.125,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,0.5,2.0,1.0,1.0,2.0,0.20833333333333331,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.5,1.0,2.0,1.0,2.0,3.0,0.4583333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.6666666666666666,0.0,0.0,1.0,3.0,1.0,1.0,3.0,0.41666666666666663,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,1.0,0.0,0.5,0.0,4.0,1.0,2.0,1.0,0.375,
wave-3-1997-br,3,1.0,0.0,0.0,1.0,4.0,1.0,1.0,3.0,0.5,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,0.5,2.0,1.0,1.0,2.0,0.20833333333333331,
wave-3-1997-br,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.5,1.0,2.0,1.0,2.0,3.0,0.4583333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.6666666666666666,0.0,0.0,1.0,3.0,1.0,1.0,3.0,0.41666666666666663,
wave-3-1997-br,3,0.0,0.0,0.5,1.0,1.0,1.0,2.0,3.0,0.375,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
wave-3-1997-br,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.25,
wave-3-1997-br,3,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,
