wave,year,saliencia,religiosidade_individual,frequencia,organizacao,saliencia_original,religiosidade_individual_original,frequencia_original,organizacao_original,indice_religiosidade,id_original
wave-6-2014-br,6,0.3333333333333333,0.0,0.14285714285714285,0.0,2.0,1.0,2.0,0.0,0.11904761904761904,
wave-6-2014-br,6,0.3333333333333333,0.0,0.14285714285714285,0.0,2.0,1.0,2.0,0.0,0.11904761904761904,
wave-6-2014-br,6,0.0,0.0,0.14285714285714285,0.0,1.0,1.0,2.0,0.0,0.03571428571428571,
wave-6-2014-br,6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
wave-6-2014-br,6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
wave-6-2014-br,6,0.3333333333333333,0.0,0.14285714285714285,0.0,2.0,1.0,2.0,0.0,0.11904761904761904,
wave-6-2014-br,6,0.3333333333333333,0.0,0.14285714285714285,0.0,2.0,1.0,2.0,0.0,0.11904761904761904,
wave-6-2014-br,6,0.3333333333333333,0.0,0.0,,2.0,1.0,1.0,,0.1111111111111111,
wave-6-2014-br,6,0.6666666666666666,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.16666666666666666,
wave-6-2014-br,6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
wave-6-2014-br,6,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.08333333333333333,
wave-6-2014-br,6,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.08333333333333333,
wave-6-2014-br,6,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.3333333333333333,
wave-6-2014-br,6,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.08333333333333333,
wave-6-2014-br,6,0.3333333333333333,0.0,0.14285714285714285,0.0,2.0,1.0,2.0,0.0,0.11904761904761904,
wave-6-2014-br,6,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.08333333333333333,
wave-6-2014-br,6,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.08333333333333333,
wave-6-2014-br,6,0.3333333333333333,0.0,0.14285714285714285,0.0,2.0,1.0,2.0,0.0,0.11904761904761904,
wave-6-2014-br,6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
wave-6-2014-br,6,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.08333333333333333,
wave-6-2014-br,6,0.6666666666666666,0.0,0.14285714285714285,1.0,3.0,1.0,2.0,2.0,0.4523809523809524,
wave-6-2014-br,6,0.0,0.0,0.14285714285714285,0.0,1.0,1.0,2.0,0.0,0.03571428571428571,
wave-6-2014-br,6,0.0,0.0,0.14285714285714285,0.0,1.0,1.0,2.0,0.0,0.03571428571428571,
wave-6-2014-br,6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
wave-6-2014-br,6,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.08333333333333333,
wave-6-2014-br,6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
wave-6-2014-br,6,0.3333333333333333,0.0,0.14285714285714285,0.0,2.0,1.0,2.0,0.0,0.11904761904761904,
wave-6-2014-br,6,0.0,0.0,0.14285714285714285,0.0,1.0,1.0,2.0,0.0,0.03571428571428571,
wave-6-2014-br,6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
wave-6-2014-br,6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
wave-6-2014-br,6,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.08333333333333333,
wave-6-2014-br,6,0.3333333333333333,0.0,0.14285714285714285,0.0,2.0,1.0,2.0,0.0,0.11904761904761904,
wave-6-2014-br,6,0.3333333333333333,0.0,0.14285714285714285,0.0,2.0,1.0,2.0,0.0,0.11904761904761904,
wave-6-2014-br,6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
wave-6-2014-br,6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
wave-6-2014-br,6,0.3333333333333333,0.0,0.14285714285714285,1.0,2.0,1.0,2.0,2.0,0.36904761904761907,
wave-6-2014-br,6,0.3333333333333333,0.0,0.14285714285714285,0.0,2.0,1.0,2.0,0.0,0.11904761904761904,
wave-6-2014-br,6,0.3333333333333333,0.0,0.14285714285714285,1.0,2.0,1.0,2.0,2.0,0.36904761904761907,
wave-6-2014-br,6,0.3333333333333333,0.0,0.8571428571428571,0.0,2.0,1.0,7.0,0.0,0.2976190476190476,
wave-6-2014-br,6,0.0,0.0,0.14285714285714285,0.0,1.0,1.0,2.0,0.0,0.03571428571428571,
wave-6-2014-br,6,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.08333333333333333,
wave-6-2014-br,6,0.3333333333333333,0.0,0.14285714285714285,0.0,2.0,1.0,2.0,0.0,0.11904761904761904,
wave-6-2014-br,6,0.0,0.0,0.14285714285714285,0.0,1.0,1.0,2.0,0.0,0.03571428571428571,
wave-6-2014-br,6,0.3333333333333333,0.0,0.8571428571428571,0.0,2.0,1.0,7.0,0.0,0.2976190476190476,
wave-6-2014-br,6,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.08333333333333333,
wave-6-2014-br,6,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.08333333333333333,
wave-6-2014-br,6,0.3333333333333333,0.0,0.14285714285714285,0.0,2.0,1.0,2.0,0.0,0.11904761904761904,
wave-6-2014-br,6,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.08333333333333333,
wave-6-2014-br,6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
wave-6-2014-br,6,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.08333333333333333,
wave-6-2014-br,6,0.0,0.0,0.42857142857142855,0.5,1.0,1.0,4.0,1.0,0.23214285714285715,
wave-6-2014-br,6,0.3333333333333333,0.0,0.2857142857142857,0.0,2.0,1.0,3.0,0.0,0.15476190476190477,
wave-6-2014-br,6,0.0,0.0,0.42857142857142855,1.0,1.0,1.0,4.0,2.0,0.35714285714285715,
wave-6-2014-br,6,0.6666666666666666,,0.7142857142857143,0.0,3.0,,6.0,0.0,0.4603174603174603,
wave-6-2014-br,6,0.6666666666666666,,1.0,0.0,3.0,,8.0,0.0,0.5555555555555555,
wave-6-2014-br,6,0.3333333333333333,0.0,0.14285714285714285,0.0,2.0,1.0,2.0,0.0,0.11904761904761904,
wave-6-2014-br,6,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.08333333333333333,
wave-6-2014-br,6,0.3333333333333333,0.0,0.14285714285714285,0.0,2.0,1.0,2.0,0.0,0.11904761904761904,
wave-6-2014-br,6,0.6666666666666666,0.0,0.2857142857142857,1.0,3.0,1.0,3.0,2.0,0.4880952380952381,
wave-6-2014-br,6,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.08333333333333333,
wave-6-2014-br,6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
wave-6-2014-br,6,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.08333333333333333,
wave-6-2014-br,6,0.6666666666666666,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.16666666666666666,
wave-6-2014-br,6,0.6666666666666666,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.16666666666666666,
wave-6-2014-br,6,0.6666666666666666,0.0,0.8571428571428571,1.0,3.0,1.0,7.0,2.0,0.6309523809523809,
wave-6-2014-br,6,0.0,0.0,0.14285714285714285,0.0,1.0,1.0,2.0,0.0,0.03571428571428571,
wave-6-2014-br,6,0.3333333333333333,0.0,0.2857142857142857,0.0,2.0,1.0,3.0,0.0,0.15476190476190477,
wave-6-2014-br,6,0.3333333333333333,0.0,0.42857142857142855,0.0,2.0,1.0,4.0,0.0,0.19047619047619047,
wave-6-2014-br,6,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.08333333333333333,
wave-6-2014-br,6,0.0,0.0,0.14285714285714285,1.0,1.0,1.0,2.0,2.0,0.2857142857142857,
wave-6-2014-br,6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
wave-6-2014-br,6,0.3333333333333333,0.0,0.2857142857142857,0.0,2.0,1.0,3.0,0.0,0.15476190476190477,
wave-6-2014-br,6,0.0,0.0,0.8571428571428571,0.0,1.0,1.0,7.0,0.0,0.21428571428571427,
wave-6-2014-br,6,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.125,
wave-6-2014-br,6,0.0,1.0,1.0,0.0,1.0,2.0,8.0,0.0,0.5,
wave-6-2014-br,6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
wave-6-2014-br,6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
wave-6-2014-br,6,0.0,0.0,0.8571428571428571,0.0,1.0,1.0,7.0,0.0,0.21428571428571427,
wave-6-2014-br,6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
wave-6-2014-br,6,0.3333333333333333,0.0,0.14285714285714285,0.0,2.0,1.0,2.0,0.0,0.11904761904761904,
wave-6-2014-br,6,0.3333333333333333,0.0,0.2857142857142857,0.0,2.0,1.0,3.0,0.0,0.15476190476190477,
wave-6-2014-br,6,0.3333333333333333,0.0,0.14285714285714285,0.0,2.0,1.0,2.0,0.0,0.11904761904761904,
wave-6-2014-br,6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
wave-6-2014-br,6,1.0,0.0,0.14285714285714285,0.0,4.0,1.0,2.0,0.0,0.2857142857142857,
wave-6-2014-br,6,0.3333333333333333,0.0,0.14285714285714285,1.0,2.0,1.0,2.0,2.0,0.36904761904761907,
wave-6-2014-br,6,0.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,0.25,
wave-6-2014-br,6,0.3333333333333333,0.0,0.14285714285714285,0.0,2.0,1.0,2.0,0.0,0.11904761904761904,
wave-6-2014-br,6,0.3333333333333333,0.0,1.0,0.0,2.0,1.0,8.0,0.0,0.3333333333333333,
wave-6-2014-br,6,0.3333333333333333,0.0,0.2857142857142857,0.5,2.0,1.0,3.0,1.0,0.27976190476190477,
wave-6-2014-br,6,0.0,0.0,0.14285714285714285,0.0,1.0,1.0,2.0,0.0,0.03571428571428571,
wave-6-2014-br,6,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.08333333333333333,
wave-6-2014-br,6,0.3333333333333333,0.0,0.14285714285714285,0.0,2.0,1.0,2.0,0.0,0.11904761904761904,
wave-6-2014-br,6,0.3333333333333333,1.0,1.0,0.0,2.0,2.0,8.0,0.0,0.5833333333333333,
wave-6-2014-br,6,0.3333333333333333,0.0,0.14285714285714285,1.0,2.0,1.0,2.0,2.0,0.36904761904761907,
wave-6-2014-br,6,0.3333333333333333,0.0,0.8571428571428571,0.0,2.0,1.0,7.0,0.0,0.2976190476190476,
wave-6-2014-br,6,0.3333333333333333,0.0,,0.0,2.0,1.0,,0.0,0.1111111111111111,
wave-6-2014-br,6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
wave-6-2014-br,6,0.3333333333333333,0.0,0.0,0.5,2.0,1.0,1.0,1.0,0.20833333333333331,
wave-6-2014-br,6,0.0,0.0,0.2857142857142857,0.0,1.0,1.0,3.0,0.0,0.07142857142857142,
wave-6-2014-br,6,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.08333333333333333,
wave-6-2014-br,6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
wave-6-2014-br,6,0.3333333333333333,0.0,0.14285714285714285,0.0,2.0,1.0,2.0,0.0,0.11904761904761904,
wave-6-2014-br,6,0.3333333333333333,0.0,0.14285714285714285,0.0,2.0,1.0,2.0,0.0,0.11904761904761904,
wave-6-2014-br,6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
wave-6-2014-br,6,0.3333333333333333,0.0,0.2857142857142857,0.0,2.0,1.0,3.0,0.0,0.15476190476190477,
wave-6-2014-br,6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
wave-6-2014-br,6,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.08333333333333333,
wave-6-2014-br,6,0.3333333333333333,0.0,0.2857142857142857,0.0,2.0,1.0,3.0,0.0,0.15476190476190477,
wave-6-2014-br,6,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.08333333333333333,
wave-6-2014-br,6,0.3333333333333333,0.0,0.14285714285714285,0.0,2.0,1.0,2.0,0.0,0.11904761904761904,
wave-6-2014-br,6,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.08333333333333333,
wave-6-2014-br,6,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.25,
wave-6-2014-br,6,0.0,0.0,0.14285714285714285,0.0,1.0,1.0,2.0,0.0,0.03571428571428571,
wave-6-2014-br,6,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.08333333333333333,
wave-6-2014-br,6,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.125,
wave-6-2014-br,6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
wave-6-2014-br,6,0.3333333333333333,0.0,0.2857142857142857,0.0,2.0,1.0,3.0,0.0,0.15476190476190477,
wave-6-2014-br,6,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.3333333333333333,
wave-6-2014-br,6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
wave-6-2014-br,6,0.3333333333333333,0.0,0.14285714285714285,0.0,2.0,1.0,2.0,0.0,0.11904761904761904,
wave-6-2014-br,6,0.0,0.0,0.14285714285714285,0.0,1.0,1.0,2.0,0.0,0.03571428571428571,
wave-6-2014-br,6,0.3333333333333333,0.0,0.8571428571428571,0.0,2.0,1.0,7.0,0.0,0.2976190476190476,
wave-6-2014-br,6,0.3333333333333333,0.0,0.14285714285714285,0.5,2.0,1.0,2.0,1.0,0.24404761904761904,
wave-6-2014-br,6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
wave-6-2014-br,6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
wave-6-2014-br,6,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.08333333333333333,
wave-6-2014-br,6,0.3333333333333333,0.0,0.14285714285714285,0.0,2.0,1.0,2.0,0.0,0.11904761904761904,
wave-7-2018-br,7,0.0,,,1.0,1.0,,,2.0,0.5,201805.0
wave-7-2018-br,7,1.0,1.0,0.8571428571428571,0.0,2.0,2.0,7.0,0.0,0.7142857142857143,201805.0
wave-7-2018-br,7,1.0,1.0,0.14285714285714285,0.0,2.0,2.0,2.0,0.0,0.5357142857142857,201805.0
wave-7-2018-br,7,1.0,1.0,0.8571428571428571,0.0,2.0,2.0,7.0,0.0,0.7142857142857143,201805.0
wave-7-2018-br,7,1.0,0.0,0.8571428571428571,1.0,2.0,1.0,7.0,2.0,0.7142857142857143,201805.0
wave-7-2018-br,7,0.0,1.0,0.14285714285714285,0.0,1.0,2.0,2.0,0.0,0.2857142857142857,201805.0
wave-7-2018-br,7,1.0,1.0,0.14285714285714285,0.0,2.0,2.0,2.0,0.0,0.5357142857142857,201805.0
wave-7-2018-br,7,0.0,1.0,0.8571428571428571,1.0,1.0,2.0,7.0,2.0,0.7142857142857143,201805.0
wave-7-2018-br,7,1.0,,0.14285714285714285,1.0,2.0,,2.0,2.0,0.7142857142857143,201805.0
wave-7-2018-br,7,0.0,1.0,0.2857142857142857,0.0,1.0,2.0,3.0,0.0,0.3214285714285714,201805.0
wave-7-2018-br,7,1.0,0.0,0.14285714285714285,1.0,2.0,1.0,2.0,2.0,0.5357142857142857,201805.0
wave-7-2018-br,7,1.0,0.0,0.7142857142857143,0.0,2.0,1.0,6.0,0.0,0.4285714285714286,201805.0
wave-7-2018-br,7,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,0.5,201805.0
wave-7-2018-br,7,0.0,1.0,0.8571428571428571,0.0,1.0,2.0,7.0,0.0,0.4642857142857143,201805.0
wave-7-2018-br,7,0.0,1.0,0.8571428571428571,0.0,1.0,2.0,7.0,0.0,0.4642857142857143,201805.0
wave-7-2018-br,7,0.0,1.0,0.14285714285714285,0.0,1.0,2.0,2.0,0.0,0.2857142857142857,201805.0
wave-7-2018-br,7,1.0,1.0,0.8571428571428571,1.0,2.0,2.0,7.0,2.0,0.9642857142857143,201805.0
wave-7-2018-br,7,0.0,1.0,0.14285714285714285,1.0,1.0,2.0,2.0,2.0,0.5357142857142857,201805.0
wave-7-2018-br,7,0.0,1.0,0.14285714285714285,0.0,1.0,2.0,2.0,0.0,0.2857142857142857,201805.0
wave-7-2018-br,7,0.0,1.0,0.14285714285714285,0.0,1.0,2.0,2.0,0.0,0.2857142857142857,201805.0
wave-7-2018-br,7,1.0,1.0,0.42857142857142855,0.0,2.0,2.0,4.0,0.0,0.6071428571428571,201805.0
wave-7-2018-br,7,0.0,1.0,0.14285714285714285,0.0,1.0,2.0,2.0,0.0,0.2857142857142857,201805.0
wave-7-2018-br,7,1.0,1.0,0.2857142857142857,0.0,2.0,2.0,3.0,0.0,0.5714285714285714,201805.0
wave-7-2018-br,7,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.25,201805.0
wave-7-2018-br,7,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.25,201805.0
wave-7-2018-br,7,0.0,1.0,0.42857142857142855,0.0,1.0,2.0,4.0,0.0,0.35714285714285715,201805.0
wave-7-2018-br,7,0.0,1.0,0.14285714285714285,1.0,1.0,2.0,2.0,2.0,0.5357142857142857,201805.0
wave-7-2018-br,7,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.5,201805.0
wave-7-2018-br,7,0.0,1.0,0.14285714285714285,1.0,1.0,2.0,2.0,2.0,0.5357142857142857,201805.0
wave-7-2018-br,7,1.0,1.0,0.14285714285714285,1.0,2.0,2.0,2.0,2.0,0.7857142857142857,201805.0
wave-7-2018-br,7,0.0,1.0,1.0,0.0,1.0,2.0,8.0,0.0,0.5,201805.0
wave-7-2018-br,7,1.0,1.0,0.14285714285714285,0.0,2.0,2.0,2.0,0.0,0.5357142857142857,201805.0
wave-7-2018-br,7,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.75,201805.0
wave-7-2018-br,7,0.0,1.0,0.8571428571428571,0.0,1.0,2.0,7.0,0.0,0.4642857142857143,201805.0
wave-7-2018-br,7,0.0,0.0,0.42857142857142855,0.0,1.0,1.0,4.0,0.0,0.10714285714285714,201805.0
wave-7-2018-br,7,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.25,201805.0
wave-7-2018-br,7,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,0.5,201805.0
wave-7-2018-br,7,0.0,1.0,0.8571428571428571,0.0,1.0,2.0,7.0,0.0,0.4642857142857143,201805.0
wave-7-2018-br,7,0.0,1.0,0.14285714285714285,0.0,1.0,2.0,2.0,0.0,0.2857142857142857,201805.0
wave-7-2018-br,7,1.0,,,0.0,2.0,,,0.0,0.5,201805.0
wave-7-2018-br,7,0.0,,0.8571428571428571,0.0,1.0,,7.0,0.0,0.2857142857142857,201805.0
wave-7-2018-br,7,0.0,1.0,0.14285714285714285,1.0,1.0,2.0,2.0,2.0,0.5357142857142857,201805.0
wave-7-2018-br,7,0.0,1.0,0.14285714285714285,0.0,1.0,2.0,2.0,0.0,0.2857142857142857,201805.0
wave-7-2018-br,7,1.0,0.0,0.14285714285714285,0.0,2.0,1.0,2.0,0.0,0.2857142857142857,201805.0
wave-7-2018-br,7,0.0,,0.8571428571428571,0.0,1.0,,7.0,0.0,0.2857142857142857,201805.0
wave-7-2018-br,7,0.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,0.25,201805.0
wave-7-2018-br,7,0.0,1.0,0.8571428571428571,0.0,1.0,2.0,7.0,0.0,0.4642857142857143,201805.0
wave-7-2018-br,7,0.0,1.0,0.14285714285714285,1.0,1.0,2.0,2.0,2.0,0.5357142857142857,201805.0
wave-7-2018-br,7,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,201805.0
wave-7-2018-br,7,1.0,1.0,0.14285714285714285,0.0,2.0,2.0,2.0,0.0,0.5357142857142857,201805.0
wave-7-2018-br,7,0.0,1.0,0.2857142857142857,1.0,1.0,2.0,3.0,2.0,0.5714285714285714,201805.0
wave-7-2018-br,7,0.0,1.0,0.8571428571428571,0.0,1.0,2.0,7.0,0.0,0.4642857142857143,201805.0
wave-7-2018-br,7,0.0,1.0,0.8571428571428571,0.0,1.0,2.0,7.0,0.0,0.4642857142857143,201805.0
wave-7-2018-br,7,1.0,0.0,1.0,0.0,2.0,1.0,8.0,0.0,0.5,201805.0
wave-7-2018-br,7,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.25,201805.0
wave-7-2018-br,7,0.0,1.0,0.8571428571428571,0.0,1.0,2.0,7.0,0.0,0.4642857142857143,201805.0
wave-7-2018-br,7,1.0,,,,2.0,,,,1.0,201805.0
wave-7-2018-br,7,1.0,1.0,0.8571428571428571,0.0,2.0,2.0,7.0,0.0,0.7142857142857143,201805.0
wave-7-2018-br,7,1.0,1.0,0.42857142857142855,0.0,2.0,2.0,4.0,0.0,0.6071428571428571,201805.0
wave-7-2018-br,7,0.0,1.0,0.14285714285714285,0.0,1.0,2.0,2.0,0.0,0.2857142857142857,201805.0
wave-7-2018-br,7,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,0.5,201805.0
wave-7-2018-br,7,0.0,1.0,0.2857142857142857,0.0,1.0,2.0,3.0,0.0,0.3214285714285714,201805.0
wave-7-2018-br,7,0.0,1.0,0.14285714285714285,0.0,1.0,2.0,2.0,0.0,0.2857142857142857,201805.0
wave-7-2018-br,7,0.0,1.0,0.8571428571428571,0.0,1.0,2.0,7.0,0.0,0.4642857142857143,201805.0
wave-7-2018-br,7,0.0,1.0,0.8571428571428571,0.0,1.0,2.0,7.0,0.0,0.4642857142857143,201805.0
wave-7-2018-br,7,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,201805.0
wave-7-2018-br,7,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.25,201805.0
wave-7-2018-br,7,0.0,1.0,0.2857142857142857,1.0,1.0,2.0,3.0,2.0,0.5714285714285714,201805.0
wave-7-2018-br,7,0.0,1.0,0.14285714285714285,1.0,1.0,2.0,2.0,2.0,0.5357142857142857,201805.0
wave-7-2018-br,7,1.0,0.0,0.5714285714285714,0.0,2.0,1.0,5.0,0.0,0.39285714285714285,201805.0
wave-7-2018-br,7,0.0,1.0,1.0,0.0,1.0,2.0,8.0,0.0,0.5,201805.0
wave-7-2018-br,7,1.0,1.0,0.2857142857142857,0.0,2.0,2.0,3.0,0.0,0.5714285714285714,201805.0
wave-7-2018-br,7,0.0,,0.8571428571428571,0.0,1.0,,7.0,0.0,0.2857142857142857,201805.0
wave-7-2018-br,7,1.0,1.0,0.8571428571428571,0.0,2.0,2.0,7.0,0.0,0.7142857142857143,201805.0
wave-7-2018-br,7,0.0,1.0,0.14285714285714285,1.0,1.0,2.0,2.0,2.0,0.5357142857142857,201805.0
wave-7-2018-br,7,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.5,201805.0
wave-7-2018-br,7,0.0,,,,1.0,,,,0.0,201805.0
wave-7-2018-br,7,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,0.5,201805.0
wave-7-2018-br,7,1.0,1.0,0.2857142857142857,1.0,2.0,2.0,3.0,2.0,0.8214285714285714,201805.0
wave-7-2018-br,7,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,0.5,201805.0
wave-7-2018-br,7,0.0,1.0,0.14285714285714285,0.0,1.0,2.0,2.0,0.0,0.2857142857142857,201805.0
wave-7-2018-br,7,0.0,1.0,0.14285714285714285,0.0,1.0,2.0,2.0,0.0,0.2857142857142857,201805.0
wave-7-2018-br,7,0.0,1.0,0.14285714285714285,0.0,1.0,2.0,2.0,0.0,0.2857142857142857,201805.0
wave-7-2018-br,7,0.0,1.0,0.14285714285714285,0.0,1.0,2.0,2.0,0.0,0.2857142857142857,201805.0
wave-7-2018-br,7,0.0,1.0,0.8571428571428571,0.0,1.0,2.0,7.0,0.0,0.4642857142857143,201805.0
wave-7-2018-br,7,0.0,1.0,0.14285714285714285,0.0,1.0,2.0,2.0,0.0,0.2857142857142857,201805.0
wave-7-2018-br,7,0.0,,1.0,1.0,1.0,,8.0,2.0,0.6666666666666666,201805.0
wave-7-2018-br,7,1.0,,0.8571428571428571,0.0,2.0,,7.0,0.0,0.6190476190476191,201805.0
wave-7-2018-br,7,0.0,1.0,0.8571428571428571,0.0,1.0,2.0,7.0,0.0,0.4642857142857143,201805.0
wave-7-2018-br,7,0.0,1.0,0.14285714285714285,0.0,1.0,2.0,2.0,0.0,0.2857142857142857,201805.0
wave-7-2018-br,7,0.0,1.0,1.0,1.0,1.0,2.0,8.0,2.0,0.75,201805.0
wave-7-2018-br,7,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.25,201805.0
wave-7-2018-br,7,0.0,0.0,0.14285714285714285,0.0,1.0,1.0,2.0,0.0,0.03571428571428571,201805.0
wave-7-2018-br,7,0.0,1.0,0.42857142857142855,0.0,1.0,2.0,4.0,0.0,0.35714285714285715,201805.0
wave-7-2018-br,7,0.0,1.0,0.14285714285714285,0.0,1.0,2.0,2.0,0.0,0.2857142857142857,201805.0
wave-7-2018-br,7,0.0,1.0,0.2857142857142857,1.0,1.0,2.0,3.0,2.0,0.5714285714285714,201805.0
wave-7-2018-br,7,0.0,1.0,0.42857142857142855,0.0,1.0,2.0,4.0,0.0,0.35714285714285715,201805.0
wave-7-2018-br,7,0.0,0.0,0.14285714285714285,0.0,1.0,1.0,2.0,0.0,0.03571428571428571,201805.0
wave-7-2018-br,7,0.0,1.0,0.42857142857142855,0.0,1.0,2.0,4.0,0.0,0.35714285714285715,201805.0
wave-7-2018-br,7,0.0,1.0,0.8571428571428571,0.0,1.0,2.0,7.0,0.0,0.4642857142857143,201805.0
wave-7-2018-br,7,0.0,1.0,0.8571428571428571,1.0,1.0,2.0,7.0,2.0,0.7142857142857143,201805.0
wave-7-2018-br,7,0.0,1.0,0.14285714285714285,0.0,1.0,2.0,2.0,0.0,0.2857142857142857,201805.0
wave-7-2018-br,7,0.0,1.0,0.14285714285714285,1.0,1.0,2.0,2.0,2.0,0.5357142857142857,201805.0
wave-7-2018-br,7,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.25,201805.0
wave-7-2018-br,7,0.0,1.0,0.2857142857142857,1.0,1.0,2.0,3.0,2.0,0.5714285714285714,201805.0
wave-7-2018-br,7,1.0,1.0,0.8571428571428571,0.0,2.0,2.0,7.0,0.0,0.7142857142857143,201805.0
wave-7-2018-br,7,0.0,0.0,0.5714285714285714,1.0,1.0,1.0,5.0,2.0,0.39285714285714285,201805.0
wave-7-2018-br,7,0.0,1.0,1.0,1.0,1.0,2.0,8.0,2.0,0.75,201805.0
wave-7-2018-br,7,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.5,201805.0
