,saliencia,religiosidade_individual,frequencia,organizacao
saliencia,1.0,-0.18429439936393366,-0.17923957840553045,0.2947021131162573
religiosidade_individual,-0.18429439936393366,1.0,0.16457317942822774,-0.14342092611262838
frequencia,-0.17923957840553045,0.16457317942822774,1.0,-0.2993961093169087
organizacao,0.2947021131162573,-0.14342092611262838,-0.2993961093169087,1.0
