variável_dependente;n_observações;r_quadrado;r_quadrado_ajustado;f_estatística;f_pvalor;log_likelihood;aic;bic
y_moral_inv;7186;0.07496676315995687;0.07367751823056301;56.09593848923613;1.0104404709780474e-109;-7799.983833623197;15621.967667246394;15697.646456890801
y_intitucional_4vars;7186;0.025644801734836076;0.024286815395790473;19.746390425244435;1.8625997466825858e-36;-7243.861145906682;14509.722291813365;14585.401081457772
