indice,variaveis,cronbach_alpha,cronbach_interpretacao,ordinal_alpha,ordinal_interpretacao,n_casos_validos
Y_moral,"V307, V308, V309, V80",0.496436865004415,Inadequada,0.39909153814090403,Inadequada,1782
