variável_dependente;n_observações;r_quadrado;r_quadrado_ajustado;f_estatística;f_pvalor;log_likelihood;aic;bic
y_moral_inv;7186;0.07479677064190893;0.07363639869873395;60.70562634094209;1.0418099224959295e-107;-7800.644055308612;15621.288110617224;15690.087010293959
y_intitucional_4vars;7186;0.025514799497091567;0.024292619061678122;21.81039143859248;6.751790628270798e-37;-7244.3405058801345;14508.681011760269;14577.479911437003
