congresso_z;justica_z;igreja_z;imprensa_z;Y_institucional;wave;year;year_dummy;democracia_z;governo_federal_z;partidos_z
0.43441394788972965;0.5453012775325089;0.8596849918697804;1.3858731104244368;0.806318331929114;wave-2-1991-br;1991;1991;;;
1.4556878992610995;-0.46166957900938804;-0.12486427259805317;1.3858731104244368;0.5637567895195238;wave-2-1991-br;1991;1991;;;
-0.5868600034816401;-0.46166957900938804;-0.12486427259805317;1.3858731104244368;0.0531198138338389;wave-2-1991-br;1991;1991;;;
-1.60813395485301;1.552272134074406;-1.1094135370658869;1.3858731104244368;0.05514943814498646;wave-2-1991-br;1991;1991;;;
1.4556878992610995;0.5453012775325089;-0.12486427259805317;0.400387921766677;0.5691282064905581;wave-2-1991-br;1991;1991;;;
0.43441394788972965;1.552272134074406;-0.12486427259805317;0.400387921766677;0.5655524327831899;wave-2-1991-br;1991;1991;;;
-0.5868600034816401;-0.46166957900938804;0.8596849918697804;0.400387921766677;0.05288583278635732;wave-2-1991-br;1991;1991;;;
0.43441394788972965;-0.46166957900938804;-1.1094135370658869;-0.5850972668910829;-0.43044160876915705;wave-2-1991-br;1991;1991;;;
0.43441394788972965;1.552272134074406;1.8442342563376142;-0.5850972668910829;0.8114557678526668;wave-2-1991-br;1991;1991;;;
-0.5868600034816401;-3.4825821486350788;1.8442342563376142;-0.5850972668910829;-0.7025762906675468;wave-2-1991-br;1991;1991;;;
0.43441394788972965;-0.46166957900938804;-1.1094135370658869;-0.5850972668910829;-0.43044160876915705;wave-2-1991-br;1991;1991;;;
-0.5868600034816401;-1.468640435551285;-0.12486427259805317;-0.5850972668910829;-0.6913654946305152;wave-2-1991-br;1991;1991;;;
0.43441394788972965;0.5453012775325089;-0.12486427259805317;0.400387921766677;0.31380971864771556;wave-2-1991-br;1991;1991;;;
0.43441394788972965;-0.46166957900938804;-0.12486427259805317;-1.5705824555488426;-0.43067558981663856;wave-2-1991-br;1991;1991;;;
1.4556878992610995;0.5453012775325089;-0.12486427259805317;-0.5850972668910829;0.3227569093261181;wave-2-1991-br;1991;1991;;;
-0.5868600034816401;-0.46166957900938804;-1.1094135370658869;-0.5850972668910829;-0.6857600966119994;wave-2-1991-br;1991;1991;;;
-0.5868600034816401;-0.46166957900938804;-0.12486427259805317;-0.5850972668910829;-0.439622780495041;wave-2-1991-br;1991;1991;;;
-0.5868600034816401;-0.46166957900938804;-1.1094135370658869;-0.5850972668910829;-0.6857600966119994;wave-2-1991-br;1991;1991;;;
-1.60813395485301;1.552272134074406;-0.12486427259805317;1.3858731104244368;0.3012867542619449;wave-2-1991-br;1991;1991;;;
-0.5868600034816401;-0.46166957900938804;-0.12486427259805317;-0.5850972668910829;-0.439622780495041;wave-2-1991-br;1991;1991;;;
0.43441394788972965;-0.46166957900938804;-0.12486427259805317;0.400387921766677;0.062067004512241356;wave-2-1991-br;1991;1991;;;
-0.5868600034816401;0.5453012775325089;1.8442342563376142;0.400387921766677;0.5507658630387899;wave-2-1991-br;1991;1991;;;
1.4556878992610995;1.552272134074406;-1.1094135370658869;1.3858731104244368;0.8211049016735139;wave-2-1991-br;1991;1991;;;
-0.5868600034816401;0.5453012775325089;-0.12486427259805317;0.400387921766677;0.058491230804873146;wave-2-1991-br;1991;1991;;;
0.43441394788972965;0.5453012775325089;-0.12486427259805317;0.400387921766677;0.31380971864771556;wave-2-1991-br;1991;1991;;;
0.43441394788972965;-0.46166957900938804;-0.12486427259805317;-0.5850972668910829;-0.1843042926521986;wave-2-1991-br;1991;1991;;;
1.4556878992610995;1.552272134074406;0.8596849918697804;1.3858731104244368;1.3133795339074308;wave-2-1991-br;1991;1991;;;
1.4556878992610995;0.5453012775325089;1.8442342563376142;1.3858731104244368;1.3077741358889148;wave-2-1991-br;1991;1991;;;
1.4556878992610995;1.552272134074406;1.8442342563376142;1.3858731104244368;1.5595168500243892;wave-2-1991-br;1991;1991;;;
0.43441394788972965;0.5453012775325089;-1.1094135370658869;0.400387921766677;0.06767240253075717;wave-2-1991-br;1991;1991;;;
0.43441394788972965;-0.46166957900938804;-1.1094135370658869;0.400387921766677;-0.18407031160471704;wave-2-1991-br;1991;1991;;;
