ano,debates,educacao,economia,armas_seguranca,religiao,moralidade_sexualidade,democracia,corrupcao,fake_news,saude,previdencia,infraestrutura,agricultura,meio_ambiente,internacional
2002,7,34.72905322122682,199.59969572426067,18.78044749978747,6.699693073614386,10.460437950348767,227.38922917612788,1.1024949692867272,3.1701546799012625,7.112196132025703,17.594689987966458,11.397599141786818,18.707762523883336,4.979466677966252,15.48326317048504
2014,1,62.77075413314473,82.22084696313324,45.088851560427905,1.7681902572716823,15.0296171868093,336.8402440102555,39.784280788612854,7.072761029086729,10.609141543630093,27.406948987711075,31.82742463089028,11.493236672265935,0.0,2.6522853859075233
2018,2,39.67436247462872,120.75168960640225,40.006248091727244,8.75612059255378,12.484019401117205,199.8459557093582,31.265612853332875,5.8553099759905365,21.322548715642874,7.567676561276905,27.757720717717927,11.420688938938813,7.332934777239345,2.5409552634272012
2022,4,28.516134362565197,65.91421235008607,13.746703929950638,8.082770069343097,11.595532483242378,136.63230424696843,30.421829978819083,22.267727332087212,53.84126016858365,1.630710047335029,15.268778479901401,5.949070714808215,5.530232353062885,2.500089254746109
