ano,debates,palavras_totais,educacao,economia,armas_seguranca,religiao,moralidade_sexualidade,democracia,corrupcao,fake_news,saude,previdencia,infraestrutura,agricultura,meio_ambiente,internacional
1989,1,24957,6.811716151781063,38.466161798293065,46.88063469166968,6.010337780983291,5.609648595584406,197.94045758704974,9.616540449573266,3.2055134831910888,6.010337780983291,1.2020675561966583,2.0034459269944307,12.421364747365468,2.0034459269944307,0.8013783707977722
1994,1,20678,15.958990231163556,74.47528774542992,15.475384466582842,2.418028822903569,9.188509527033561,201.17999806557694,0.0,2.418028822903569,14.99177870200213,3.3852403520649963,11.122932585356418,15.958990231163556,0.4836057645807138,0.4836057645807138
2002,3,49344,33.03339818417639,154.42607003891052,28.574902723735406,3.03988326848249,10.538261997405966,194.34987029831387,2.837224383916991,2.6345654993514915,18.036640726329445,21.48184176394293,26.142996108949415,23.71108949416342,5.066472114137484,10.943579766536965
2006,1,16270,74.98463429625077,127.84265519360787,37.49231714812539,1.843884449907806,11.677934849416104,187.46158574062693,14.751075599262448,2.458512599877074,33.80454824830977,1.229256299938537,38.72157344806392,17.824216349108788,7.990165949600492,4.917025199754148
2010,3,39669,35.03995563286193,85.96133000579798,40.08167586780609,3.025032140966498,19.914794928029444,205.19801356222743,2.5208601174720813,5.797978270185788,37.812901762081225,6.050064281932996,42.09836396178376,12.604300587360406,5.0417202349441625,1.2604300587360406
2014,7,113381,31.751351637399566,97.01801889205423,55.21207256947813,9.966396486183752,25.13648671294132,289.99567828824934,26.98864889178963,4.233513551653275,28.488018274666832,12.612342455967049,26.283063299847417,7.761441511364338,6.879459521436573,4.145315352660498
2018,4,101159,39.24514872626261,112.5950236755998,31.336806413665617,8.402613707134313,12.653347700155201,193.45782382190413,25.20784112140294,4.646151108650738,28.173469488626818,8.007196591504464,24.318152611235774,7.710633754782076,4.053025435205963,2.3725026937791003
2022,4,78667,31.016817725348623,84.1521857958229,19.449070131058768,12.966046754039176,16.779589916991878,177.45687518273226,31.39817204164389,24.406676242897277,58.98280092033508,3.940661268384456,16.016881284401336,9.78809411824526,10.423684645404045,4.0677793738162125
